seed,generation,graph_size,max_size,environment,solver,run_id
2,1199,26.0,61,hopper,cgp,9i011yqb
0,799,23.0,61,hopper,cgp,9i011yqb
2,4799,18.0,61,hopper,cgp,9i011yqb
8,1999,19.0,61,hopper,cgp,9i011yqb
9,3999,22.0,61,hopper,cgp,9i011yqb
7,1099,16.0,61,hopper,cgp,9i011yqb
7,2599,25.0,61,hopper,cgp,9i011yqb
1,1599,15.0,61,hopper,cgp,9i011yqb
7,899,23.0,61,hopper,cgp,9i011yqb
2,399,20.0,61,hopper,cgp,9i011yqb
1,499,20.0,61,hopper,cgp,9i011yqb
6,2299,18.0,61,hopper,cgp,9i011yqb
5,3199,16.0,61,hopper,cgp,9i011yqb
9,4499,26.0,61,hopper,cgp,9i011yqb
6,3699,21.0,61,hopper,cgp,9i011yqb
0,2399,24.0,61,hopper,cgp,9i011yqb
7,3499,17.0,61,hopper,cgp,9i011yqb
9,3399,15.0,61,hopper,cgp,9i011yqb
3,1499,14.0,61,hopper,cgp,9i011yqb
6,2399,17.0,61,hopper,cgp,9i011yqb
8,3899,22.0,61,hopper,cgp,9i011yqb
1,4599,21.0,61,hopper,cgp,9i011yqb
1,399,19.0,61,hopper,cgp,9i011yqb
3,4199,19.0,61,hopper,cgp,9i011yqb
4,4599,23.0,61,hopper,cgp,9i011yqb
3,3999,22.0,61,hopper,cgp,9i011yqb
2,2899,17.0,61,hopper,cgp,9i011yqb
8,2099,17.0,61,hopper,cgp,9i011yqb
2,4599,14.0,61,hopper,cgp,9i011yqb
1,3099,22.0,61,hopper,cgp,9i011yqb
3,4299,20.0,61,hopper,cgp,9i011yqb
3,2699,17.0,61,hopper,cgp,9i011yqb
5,4999,25.0,61,hopper,cgp,9i011yqb
8,2399,18.0,61,hopper,cgp,9i011yqb
0,399,26.0,61,hopper,cgp,9i011yqb
0,3299,26.0,61,hopper,cgp,9i011yqb
3,3599,18.0,61,hopper,cgp,9i011yqb
4,1199,19.0,61,hopper,cgp,9i011yqb
6,3899,18.0,61,hopper,cgp,9i011yqb
2,699,22.0,61,hopper,cgp,9i011yqb
8,4099,20.0,61,hopper,cgp,9i011yqb
9,599,15.0,61,hopper,cgp,9i011yqb
6,1499,19.0,61,hopper,cgp,9i011yqb
2,3699,18.0,61,hopper,cgp,9i011yqb
4,3899,21.0,61,hopper,cgp,9i011yqb
6,399,19.0,61,hopper,cgp,9i011yqb
8,699,20.0,61,hopper,cgp,9i011yqb
8,299,20.0,61,hopper,cgp,9i011yqb
1,2399,18.0,61,hopper,cgp,9i011yqb
9,2599,21.0,61,hopper,cgp,9i011yqb
7,4799,26.0,61,hopper,cgp,9i011yqb
7,999,18.0,61,hopper,cgp,9i011yqb
9,699,13.0,61,hopper,cgp,9i011yqb
7,2499,13.0,61,hopper,cgp,9i011yqb
5,2699,25.0,61,hopper,cgp,9i011yqb
2,1799,13.0,61,hopper,cgp,9i011yqb
6,1099,20.0,61,hopper,cgp,9i011yqb
0,299,19.0,61,hopper,cgp,9i011yqb
6,3399,15.0,61,hopper,cgp,9i011yqb
2,2699,15.0,61,hopper,cgp,9i011yqb
7,2699,18.0,61,hopper,cgp,9i011yqb
8,2299,19.0,61,hopper,cgp,9i011yqb
3,199,16.0,61,hopper,cgp,9i011yqb
8,4399,28.0,61,hopper,cgp,9i011yqb
8,1199,19.0,61,hopper,cgp,9i011yqb
3,1299,17.0,61,hopper,cgp,9i011yqb
1,899,14.0,61,hopper,cgp,9i011yqb
1,3299,22.0,61,hopper,cgp,9i011yqb
1,2299,17.0,61,hopper,cgp,9i011yqb
8,3299,22.0,61,hopper,cgp,9i011yqb
4,2199,17.0,61,hopper,cgp,9i011yqb
6,2899,17.0,61,hopper,cgp,9i011yqb
5,3099,16.0,61,hopper,cgp,9i011yqb
6,1399,26.0,61,hopper,cgp,9i011yqb
1,3799,21.0,61,hopper,cgp,9i011yqb
8,99,16.0,61,hopper,cgp,9i011yqb
2,2799,17.0,61,hopper,cgp,9i011yqb
3,1199,24.0,61,hopper,cgp,9i011yqb
9,3299,17.0,61,hopper,cgp,9i011yqb
7,699,14.0,61,hopper,cgp,9i011yqb
2,499,20.0,61,hopper,cgp,9i011yqb
4,3799,17.0,61,hopper,cgp,9i011yqb
3,1599,15.0,61,hopper,cgp,9i011yqb
3,299,16.0,61,hopper,cgp,9i011yqb
5,4899,21.0,61,hopper,cgp,9i011yqb
7,599,20.0,61,hopper,cgp,9i011yqb
2,2399,13.0,61,hopper,cgp,9i011yqb
5,1899,14.0,61,hopper,cgp,9i011yqb
8,2899,18.0,61,hopper,cgp,9i011yqb
4,4199,20.0,61,hopper,cgp,9i011yqb
4,4299,21.0,61,hopper,cgp,9i011yqb
9,499,17.0,61,hopper,cgp,9i011yqb
3,3099,16.0,61,hopper,cgp,9i011yqb
6,4099,18.0,61,hopper,cgp,9i011yqb
5,1299,19.0,61,hopper,cgp,9i011yqb
3,499,20.0,61,hopper,cgp,9i011yqb
3,1799,17.0,61,hopper,cgp,9i011yqb
4,2099,18.0,61,hopper,cgp,9i011yqb
9,2399,18.0,61,hopper,cgp,9i011yqb
3,2099,21.0,61,hopper,cgp,9i011yqb
9,4099,17.0,61,hopper,cgp,9i011yqb
4,2599,25.0,61,hopper,cgp,9i011yqb
6,299,18.0,61,hopper,cgp,9i011yqb
3,1399,16.0,61,hopper,cgp,9i011yqb
9,999,18.0,61,hopper,cgp,9i011yqb
2,1299,16.0,61,hopper,cgp,9i011yqb
3,2299,20.0,61,hopper,cgp,9i011yqb
3,4699,27.0,61,hopper,cgp,9i011yqb
1,1199,19.0,61,hopper,cgp,9i011yqb
5,1099,16.0,61,hopper,cgp,9i011yqb
4,4899,19.0,61,hopper,cgp,9i011yqb
9,199,25.0,61,hopper,cgp,9i011yqb
2,3599,17.0,61,hopper,cgp,9i011yqb
7,1599,19.0,61,hopper,cgp,9i011yqb
6,2499,17.0,61,hopper,cgp,9i011yqb
3,3399,17.0,61,hopper,cgp,9i011yqb
2,1599,14.0,61,hopper,cgp,9i011yqb
2,1399,16.0,61,hopper,cgp,9i011yqb
0,3199,25.0,61,hopper,cgp,9i011yqb
9,3499,19.0,61,hopper,cgp,9i011yqb
5,1399,17.0,61,hopper,cgp,9i011yqb
8,3499,18.0,61,hopper,cgp,9i011yqb
1,999,19.0,61,hopper,cgp,9i011yqb
4,1999,23.0,61,hopper,cgp,9i011yqb
5,1199,17.0,61,hopper,cgp,9i011yqb
5,1799,17.0,61,hopper,cgp,9i011yqb
6,799,17.0,61,hopper,cgp,9i011yqb
3,3299,18.0,61,hopper,cgp,9i011yqb
0,4499,19.0,61,hopper,cgp,9i011yqb
0,899,24.0,61,hopper,cgp,9i011yqb
9,99,18.0,61,hopper,cgp,9i011yqb
7,3399,17.0,61,hopper,cgp,9i011yqb
4,2499,26.0,61,hopper,cgp,9i011yqb
4,1099,19.0,61,hopper,cgp,9i011yqb
9,1599,18.0,61,hopper,cgp,9i011yqb
3,4799,26.0,61,hopper,cgp,9i011yqb
9,1099,24.0,61,hopper,cgp,9i011yqb
5,1599,22.0,61,hopper,cgp,9i011yqb
4,1599,27.0,61,hopper,cgp,9i011yqb
7,499,18.0,61,hopper,cgp,9i011yqb
4,899,25.0,61,hopper,cgp,9i011yqb
4,4699,18.0,61,hopper,cgp,9i011yqb
0,499,21.0,61,hopper,cgp,9i011yqb
6,2099,17.0,61,hopper,cgp,9i011yqb
1,3899,19.0,61,hopper,cgp,9i011yqb
1,2199,17.0,61,hopper,cgp,9i011yqb
8,4899,18.0,61,hopper,cgp,9i011yqb
7,4699,24.0,61,hopper,cgp,9i011yqb
2,1099,22.0,61,hopper,cgp,9i011yqb
6,1199,22.0,61,hopper,cgp,9i011yqb
9,1699,19.0,61,hopper,cgp,9i011yqb
0,3899,25.0,61,hopper,cgp,9i011yqb
9,4799,23.0,61,hopper,cgp,9i011yqb
7,799,18.0,61,hopper,cgp,9i011yqb
3,2899,22.0,61,hopper,cgp,9i011yqb
0,3499,26.0,61,hopper,cgp,9i011yqb
1,2099,18.0,61,hopper,cgp,9i011yqb
2,3999,17.0,61,hopper,cgp,9i011yqb
0,1499,22.0,61,hopper,cgp,9i011yqb
0,999,18.0,61,hopper,cgp,9i011yqb
6,3099,17.0,61,hopper,cgp,9i011yqb
1,299,20.0,61,hopper,cgp,9i011yqb
8,2499,24.0,61,hopper,cgp,9i011yqb
5,4499,25.0,61,hopper,cgp,9i011yqb
6,4599,17.0,61,hopper,cgp,9i011yqb
0,3999,22.0,61,hopper,cgp,9i011yqb
3,1099,21.0,61,hopper,cgp,9i011yqb
0,1999,20.0,61,hopper,cgp,9i011yqb
2,2199,14.0,61,hopper,cgp,9i011yqb
5,2399,18.0,61,hopper,cgp,9i011yqb
5,3499,24.0,61,hopper,cgp,9i011yqb
1,4199,18.0,61,hopper,cgp,9i011yqb
7,4099,19.0,61,hopper,cgp,9i011yqb
2,3499,18.0,61,hopper,cgp,9i011yqb
0,3599,25.0,61,hopper,cgp,9i011yqb
8,1799,19.0,61,hopper,cgp,9i011yqb
5,3899,26.0,61,hopper,cgp,9i011yqb
8,3999,27.0,61,hopper,cgp,9i011yqb
1,2899,26.0,61,hopper,cgp,9i011yqb
0,699,32.0,61,hopper,cgp,9i011yqb
3,3899,16.0,61,hopper,cgp,9i011yqb
7,3799,19.0,61,hopper,cgp,9i011yqb
7,4199,16.0,61,hopper,cgp,9i011yqb
8,2699,28.0,61,hopper,cgp,9i011yqb
2,3399,14.0,61,hopper,cgp,9i011yqb
7,3699,19.0,61,hopper,cgp,9i011yqb
9,4599,23.0,61,hopper,cgp,9i011yqb
7,2099,19.0,61,hopper,cgp,9i011yqb
8,3699,20.0,61,hopper,cgp,9i011yqb
0,2199,22.0,61,hopper,cgp,9i011yqb
6,1899,18.0,61,hopper,cgp,9i011yqb
9,1999,19.0,61,hopper,cgp,9i011yqb
6,699,16.0,61,hopper,cgp,9i011yqb
0,2499,17.0,61,hopper,cgp,9i011yqb
0,2899,25.0,61,hopper,cgp,9i011yqb
3,899,21.0,61,hopper,cgp,9i011yqb
7,299,15.0,61,hopper,cgp,9i011yqb
9,1199,20.0,61,hopper,cgp,9i011yqb
0,4099,18.0,61,hopper,cgp,9i011yqb
0,4199,25.0,61,hopper,cgp,9i011yqb
9,1299,17.0,61,hopper,cgp,9i011yqb
2,1999,16.0,61,hopper,cgp,9i011yqb
6,999,21.0,61,hopper,cgp,9i011yqb
2,899,21.0,61,hopper,cgp,9i011yqb
7,1799,16.0,61,hopper,cgp,9i011yqb
0,2999,23.0,61,hopper,cgp,9i011yqb
8,3399,18.0,61,hopper,cgp,9i011yqb
3,2799,18.0,61,hopper,cgp,9i011yqb
1,599,17.0,61,hopper,cgp,9i011yqb
5,3299,17.0,61,hopper,cgp,9i011yqb
5,199,19.0,61,hopper,cgp,9i011yqb
3,999,16.0,61,hopper,cgp,9i011yqb
7,4999,19.0,61,hopper,cgp,9i011yqb
7,2899,17.0,61,hopper,cgp,9i011yqb
4,3999,18.0,61,hopper,cgp,9i011yqb
6,2599,17.0,61,hopper,cgp,9i011yqb
1,4499,21.0,61,hopper,cgp,9i011yqb
4,2799,28.0,61,hopper,cgp,9i011yqb
1,1099,18.0,61,hopper,cgp,9i011yqb
9,4699,22.0,61,hopper,cgp,9i011yqb
7,3299,18.0,61,hopper,cgp,9i011yqb
3,2599,18.0,61,hopper,cgp,9i011yqb
7,1299,18.0,61,hopper,cgp,9i011yqb
1,2599,25.0,61,hopper,cgp,9i011yqb
0,4799,18.0,61,hopper,cgp,9i011yqb
6,4799,13.0,61,hopper,cgp,9i011yqb
9,299,20.0,61,hopper,cgp,9i011yqb
6,2799,17.0,61,hopper,cgp,9i011yqb
2,999,18.0,61,hopper,cgp,9i011yqb
3,399,16.0,61,hopper,cgp,9i011yqb
9,3099,18.0,61,hopper,cgp,9i011yqb
3,4099,16.0,61,hopper,cgp,9i011yqb
1,4999,19.0,61,hopper,cgp,9i011yqb
9,799,20.0,61,hopper,cgp,9i011yqb
2,3199,16.0,61,hopper,cgp,9i011yqb
1,799,29.0,68,halfcheetah,cgp,7e9255ta
5,1699,31.0,68,halfcheetah,cgp,7e9255ta
7,3999,34.0,68,halfcheetah,cgp,7e9255ta
6,4399,32.0,68,halfcheetah,cgp,7e9255ta
3,3199,29.0,68,halfcheetah,cgp,7e9255ta
6,4199,28.0,68,halfcheetah,cgp,7e9255ta
2,3799,31.0,68,halfcheetah,cgp,7e9255ta
6,499,28.0,68,halfcheetah,cgp,7e9255ta
2,4899,23.0,68,halfcheetah,cgp,7e9255ta
8,3199,25.0,68,halfcheetah,cgp,7e9255ta
4,3599,25.0,68,halfcheetah,cgp,7e9255ta
5,799,31.0,68,halfcheetah,cgp,7e9255ta
8,799,24.0,68,halfcheetah,cgp,7e9255ta
4,699,29.0,68,halfcheetah,cgp,7e9255ta
8,1499,28.0,68,halfcheetah,cgp,7e9255ta
9,3199,28.0,68,halfcheetah,cgp,7e9255ta
3,3699,26.0,68,halfcheetah,cgp,7e9255ta
5,4299,26.0,68,halfcheetah,cgp,7e9255ta
4,2999,31.0,68,halfcheetah,cgp,7e9255ta
1,2999,30.0,68,halfcheetah,cgp,7e9255ta
1,3699,28.0,68,halfcheetah,cgp,7e9255ta
9,399,21.0,68,halfcheetah,cgp,7e9255ta
2,3899,26.0,68,halfcheetah,cgp,7e9255ta
8,399,29.0,68,halfcheetah,cgp,7e9255ta
8,3599,28.0,68,halfcheetah,cgp,7e9255ta
4,1499,30.0,68,halfcheetah,cgp,7e9255ta
0,4399,22.0,68,halfcheetah,cgp,7e9255ta
8,4599,36.0,68,halfcheetah,cgp,7e9255ta
3,4599,28.0,68,halfcheetah,cgp,7e9255ta
9,4399,27.0,68,halfcheetah,cgp,7e9255ta
3,699,26.0,68,halfcheetah,cgp,7e9255ta
7,1399,25.0,68,halfcheetah,cgp,7e9255ta
4,2699,25.0,68,halfcheetah,cgp,7e9255ta
0,3099,21.0,68,halfcheetah,cgp,7e9255ta
7,1899,30.0,68,halfcheetah,cgp,7e9255ta
1,3499,32.0,68,halfcheetah,cgp,7e9255ta
