_timestamp,training.top_k_fit.top_2_fit,training.fitness_std,training.fitness_median,training.top_k_fit.top_0_fit,training.top_k_fit.top_1_fit,training.fitness_mean,training.evaluation_time,_step,_runtime,training.run_id,training.generation,training.fitness_1q,training.fitness_3q,solver,environment
1686371206.1010747,994.2236938476562,398.8627014160156,815.40283203125,1019.021484375,1001.92822265625,673.0626220703125,4.757258892059326,26949,13255.827408790588,9,2694,989.77392578125,451.23419189453125,cgp,ant
1686374208.6065466,996.797607421875,228.523193359375,819.0654907226562,999.1038208007812,997.4100341796875,774.4818725585938,4.763977527618408,33054,16258.332880735397,4,3305,991.0206909179688,661.3662109375,cgp,ant
1686368281.8705325,996.9649047851562,144.50784301757812,943.1982421875,997.3759155273438,997.0186767578125,874.31103515625,4.754390716552734,20993,10331.596866607666,3,2099,996.7265625,749.7430419921875,cgp,ant
1686371029.0599902,981.4324951171875,233.7415771484375,677.5358276367188,1183.1207275390625,985.957275390625,758.4518432617188,4.7791829109191895,26585,13078.786324262619,5,2658,964.045166015625,595.7261962890625,cgp,ant
1686361356.1482494,983.7849731445312,211.7205810546875,708.9100341796875,997.7695922851562,997.701171875,738.99267578125,4.745001792907715,6901,3405.8745834827423,1,690,961.7592163085938,602.4847412109375,cgp,ant
1686368497.5345294,992.672607421875,226.97483825683594,887.8575439453125,1000.1987915039062,999.74755859375,797.624267578125,4.776529312133789,21432,10547.260863542557,2,2143,980.5630493164062,676.093505859375,cgp,ant
1686359598.3605115,997.292236328125,158.76060485839844,920.03759765625,998.4037475585938,997.3655395507812,850.9356689453125,4.773809909820557,3315,1648.0868456363678,5,331,997.00341796875,702.5069580078125,cgp,ant
1686360290.027759,996.861328125,145.0234832763672,780.4959106445312,997.3389892578125,997.2367553710938,819.2506713867188,4.756342887878418,4723,2339.754093170166,3,472,981.9238891601562,708.542236328125,cgp,ant
1686362263.3667843,997.3350219726562,88.24495697021484,994.864013671875,997.8297729492188,997.714111328125,951.0636596679688,4.7690911293029785,8759,4313.093118429184,9,875,997.3026733398438,966.3809814453125,cgp,ant
1686373610.1949005,988.7694091796875,117.66290283203125,895.88720703125,998.7703247070312,998.7168579101562,875.2177734375,4.764683723449707,31837,15659.921234607697,7,3183,970.596923828125,825.6380615234375,cgp,ant
1686366315.4619226,997.0217895507812,122.27977752685547,991.5390014648438,997.06689453125,997.0642700195312,913.8522338867188,4.786764621734619,16990,8365.18825674057,0,1699,996.9552612304688,852.6690673828125,cgp,ant
1686358573.8771896,997.700927734375,158.35533142089844,909.15966796875,997.8574829101562,997.7485961914062,850.0050048828125,4.745510578155518,1229,623.6035237312317,9,122,997.5631103515625,710.2401123046875,cgp,ant
1686364434.7969766,998.773681640625,172.77455139160156,985.5689697265625,999.4454956054688,998.9716186523438,882.6240234375,4.795561790466309,13172,6484.523310661316,2,1317,996.5340576171875,774.1087646484375,cgp,ant
1686361924.9546616,999.3778076171875,238.29852294921875,908.398681640625,999.7073364257812,999.4066772460938,781.8245849609375,4.773622512817383,8061,3974.6809957027435,1,806,998.918212890625,542.0582275390625,cgp,ant
1686375296.3314095,996.9714965820312,241.0807647705078,841.5616455078125,997.6068115234375,997.1895751953125,781.7694702148438,4.7200422286987305,35287,17346.057743549347,7,3528,996.5101318359375,700.3502197265625,cgp,ant
1686364282.1870568,998.1176147460938,240.47486877441406,964.4525146484375,999.2092895507812,998.8781127929688,844.3668212890625,4.792002201080322,12864,6331.913390874863,4,1286,997.6517333984375,771.6834716796875,cgp,ant
1686359161.6258512,995.2099609375,185.80157470703125,892.41455078125,999.48681640625,998.9218139648438,838.2185668945312,4.7676682472229,2422,1211.3521852493286,2,242,980.2288208007812,769.5618286132812,cgp,ant
1686373335.2280838,996.5487060546875,190.51649475097656,803.1621704101562,998.9118041992188,997.8451538085938,810.9718017578125,4.763509750366211,31271,15384.954417943954,1,3127,996.4703369140625,706.9180297851562,cgp,ant
1686380671.2141187,990.0382080078125,200.39903259277344,868.0975341796875,1183.869384765625,991.6216430664062,825.7127075195312,4.768102645874023,46269,22720.940452814102,9,4626,972.727783203125,641.89794921875,cgp,ant
1686361552.0811894,996.7598876953125,231.25082397460938,823.4647216796875,997.042236328125,996.9126586914062,770.5343627929688,4.776824474334717,7303,3601.8075234889984,3,730,992.5618896484375,608.6153564453125,cgp,ant
1686380764.4319165,996.8173828125,178.67654418945312,965.4090576171875,999.20166015625,997.9402465820312,885.3150634765625,4.77037239074707,46455,22814.158250570297,5,4645,996.4695434570312,888.427734375,cgp,ant
1686357990.5266397,995.8729248046875,204.66322326660156,861.6514892578125,996.7169189453125,996.697998046875,810.4393920898438,4.736634254455566,32,40.252973794937134,2,3,995.6239013671875,699.843994140625,cgp,ant
1686358485.679339,997.9073486328125,291.9770202636719,863.6370849609375,998.1522827148438,998.0059814453125,755.7240600585938,4.743572235107422,1041,535.4056730270386,1,104,997.722900390625,698.7567749023438,cgp,ant
1686376006.1464684,997.7675170898438,166.26513671875,939.47314453125,998.652587890625,998.647216796875,856.9239501953125,4.745270252227783,36734,18055.872802495956,4,3673,990.560791015625,710.8533325195312,cgp,ant
1686364872.8338392,992.878662109375,342.7742919921875,909.02099609375,996.8513793945312,992.906494140625,724.8964233398438,4.760257720947266,14064,6922.560173273087,4,1406,991.0101318359375,569.977294921875,cgp,ant
1686381793.5995378,997.9100341796875,188.14952087402344,967.0897216796875,1001.7783203125,1000.2140502929688,859.1596069335938,4.747518539428711,48552,23843.325871944427,2,4855,992.1908569335938,725.7930908203125,cgp,ant
1686374413.850669,989.1311645507812,361.15289306640625,962.1373291015625,997.6395263671875,994.41748046875,792.8065795898438,4.719688892364502,33472,16463.577003002167,2,3347,988.257080078125,759.41650390625,cgp,ant
1686368689.6178312,991.8005981445312,197.0400848388672,884.202880859375,997.2551879882812,996.7709350585938,811.980224609375,4.768076419830322,21829,10739.344165325165,9,2182,982.0098266601562,700.5017700195312,cgp,ant
1686363641.8902643,1000.4986572265625,163.4296417236328,961.1407470703125,1000.9805908203125,1000.5762329101562,905.2711791992188,4.756133079528809,11566,5691.616598367691,6,1156,999.4508056640625,895.6676025390625,cgp,ant
1686380185.9398592,975.0516357421875,308.3921813964844,822.3916625976562,1172.1480712890625,979.72705078125,744.1887817382812,4.770761489868164,45279,22235.66619324684,9,4527,971.0587158203125,501.07623291015625,cgp,ant
1686359799.8129973,995.6731567382812,242.04840087890625,760.165771484375,998.1372680664062,997.410400390625,753.62060546875,4.767571449279785,3723,1849.5393314361572,3,372,995.6016235351562,644.9415283203125,cgp,ant
1686380450.1953697,976.6726684570312,82.65050506591797,959.44384765625,997.2694091796875,996.549560546875,928.4576416015625,4.765578746795654,45818,22499.92170381546,8,4581,974.78076171875,903.6621704101562,cgp,ant
1686374135.0018122,996.6934204101562,196.63075256347656,805.0936889648438,996.8656005859375,996.8041381835938,792.170166015625,4.750411033630371,32901,16184.728146314621,1,3290,996.5941772460938,620.070556640625,cgp,ant
1686375116.087234,997.0079345703125,215.4419708251953,853.60400390625,999.7354125976562,999.0493774414062,800.052734375,4.760447978973389,34915,17165.813568115234,5,3491,995.8868408203125,703.3240356445312,cgp,ant
1686373039.9548345,1000.4036254882812,213.84471130371094,884.569580078125,1000.7926025390625,1000.6734008789062,822.6495971679688,4.77755880355835,30673,15089.681168556213,3,3067,1000.3351440429688,722.5560302734375,cgp,ant
1686365960.6081536,996.7518310546875,119.41203308105469,996.325927734375,998.1094360351562,997.13134765625,916.9411010742188,4.758270263671875,16277,8010.3344876766205,7,1627,996.7274780273438,836.4405517578125,cgp,ant
1686362517.1948247,996.8300170898438,194.33810424804688,971.0567626953125,1000.7785034179688,1000.432861328125,858.0470581054688,4.747347354888916,9271,4566.921158790588,1,927,995.6834106445312,749.1904296875,cgp,ant
1686366561.1277826,994.184814453125,165.78370666503906,950.9329223632812,998.9993896484375,996.7112426757812,871.6505737304688,4.793516159057617,17490,8610.854116678238,0,1749,992.4300537109375,788.2439575195312,cgp,ant
1686366954.272952,997.1400756835938,50.82488250732422,983.13525390625,998.8775634765625,997.2530517578125,957.0925903320312,4.78568172454834,18296,9003.999286174774,6,1829,995.5222778320312,919.2858276367188,cgp,ant
1686377431.4887214,991.076171875,261.70904541015625,696.765625,1000.2857666015625,998.5097045898438,715.2865600585938,4.767077445983887,39645,19481.2150554657,5,3964,989.2760009765625,559.1104125976562,cgp,ant
1686380587.6455154,998.1857299804688,183.68026733398438,955.8773193359375,1000.9947509765625,1000.9307861328125,877.5575561523438,4.7702178955078125,46090,22637.371849536896,0,4609,997.1826171875,884.1900634765625,cgp,ant
1686373771.98769,998.2310791015625,188.94384765625,992.0322875976562,1000.662841796875,999.8674926757812,915.5481567382812,4.758778095245361,32162,15821.714024066925,2,3216,997.70751953125,982.8202514648438,cgp,ant
1686369323.6646414,996.7560424804688,162.49508666992188,839.340576171875,997.19873046875,997.1162719726562,827.6197509765625,4.760640621185303,23117,11373.390975475311,7,2311,993.1456298828125,708.1304931640625,cgp,ant
1686378724.1651604,997.5830078125,189.2227783203125,969.7435913085938,997.6690673828125,997.6212158203125,861.92822265625,4.747032165527344,42286,20773.891494512558,6,4228,997.572998046875,752.41943359375,cgp,ant
1686372763.7173975,996.9795532226562,269.21124267578125,701.342041015625,999.3682861328125,997.3157958984375,686.0659790039062,4.788196563720703,30113,14813.443731546402,3,3011,926.5620727539062,588.5750732421875,cgp,ant
1686364804.154229,996.251220703125,228.50062561035156,929.0460815429688,1001.1188354492188,997.7528076171875,836.3557739257812,4.7642340660095215,13920,6853.880563020706,0,1392,995.28125,801.2943115234375,cgp,ant
1686374272.2524252,994.3861083984375,247.95040893554688,954.69287109375,997.6797485351562,997.3603515625,818.948486328125,4.717842102050781,33181,16321.978759288788,1,3318,993.78955078125,751.8848266601562,cgp,ant
1686374608.802948,996.4657592773438,177.2113037109375,987.6180419921875,997.7586059570312,996.9990234375,871.0888671875,4.747652530670166,33871,16658.529282093048,1,3387,996.4603881835938,750.7604370117188,cgp,ant
1686373835.771808,995.8782348632812,192.7864227294922,829.8592529296875,999.6990356445312,997.6520385742188,799.4129028320312,4.770772457122803,32290,15885.498142004013,0,3229,982.9644165039062,658.978271484375,cgp,ant
1686376446.8724072,993.4061889648438,179.47207641601562,884.673095703125,997.4249267578125,997.3716430664062,825.1765747070312,4.727974891662598,37631,18496.598741292953,1,3763,988.6525268554688,693.2604370117188,cgp,ant
1686364533.394041,907.3094482421875,286.7811584472656,708.1207275390625,997.7654418945312,985.6942138671875,655.1063842773438,4.783938407897949,13373,6583.120375156403,3,1337,887.3008422851562,463.76483154296875,cgp,ant
1686358265.0560975,996.1834106445312,225.84915161132812,882.0628662109375,1009.5387573242188,1009.1743774414062,805.08935546875,4.744718551635742,599,314.782431602478,9,59,995.2236328125,707.3297119140625,cgp,ant
1686377926.534272,997.2171020507812,192.00242614746094,976.999267578125,997.6908569335938,997.6133422851562,852.6526489257812,4.741883754730225,40650,19976.26060605049,0,4065,995.5017700195312,731.2944946289062,cgp,ant
1686368866.7418725,996.6799926757812,263.0525817871094,980.764892578125,997.3632202148438,996.928955078125,830.2335815429688,4.783340930938721,22187,10916.468206644058,7,2218,996.625,750.5499267578125,cgp,ant
1686366762.6354492,997.6373291015625,284.4322509765625,686.1077880859375,998.138427734375,997.6962280273438,700.0884399414062,4.756981372833252,17901,8812.361783266068,1,1790,992.6698608398438,486.5985107421875,cgp,ant
1686372522.5247278,996.9696044921875,154.88487243652344,834.9599609375,999.5277709960938,999.083984375,828.0641479492188,4.778721332550049,29623,14572.251061916351,3,2962,990.375,686.1563720703125,cgp,ant
1686358005.2742567,996.5377197265625,315.3085632324219,989.95458984375,996.9737548828125,996.9666137695312,852.4545288085938,4.741584300994873,67,55.000590801239014,7,6,995.543701171875,952.52587890625,cgp,ant
1686374638.114164,988.87060546875,198.68087768554688,805.3209228515625,997.3740234375,996.9531860351562,787.1371459960938,4.748447895050049,33936,16687.840498209,6,3393,976.50244140625,707.3867797851562,cgp,ant
1686359662.1851013,997.8742065429688,181.4352264404297,986.132568359375,998.3485717773438,998.1408081054688,892.4596557617188,4.766888618469238,3440,1711.9114353656769,0,344,997.7911376953125,938.783203125,cgp,ant
1686361959.3214457,997.0137329101562,197.68936157226562,988.149169921875,997.1968383789062,997.1123046875,840.4519653320312,4.7468719482421875,8133,4009.0477797985077,3,813,996.4168701171875,682.4373168945312,cgp,ant
1686365276.4642944,974.2100219726562,233.9221954345703,844.3989868164062,1001.3311767578125,996.8865356445312,782.6624755859375,4.769001007080078,14881,7326.190628528595,1,1488,962.7775268554688,681.4530639648438,cgp,ant
1686365557.1908004,999.3012084960938,260.6907653808594,735.452392578125,1000.9970703125,999.4711303710938,718.7734985351562,4.789787292480469,15454,7606.917134523392,4,1545,993.8197021484375,473.43157958984375,cgp,ant
1686369083.3128953,929.7019653320312,225.7733612060547,773.3175048828125,1001.6925659179688,990.1672973632812,733.0336303710938,4.764521598815918,22623,11133.039229393005,3,2262,921.6204223632812,526.071044921875,cgp,ant
1686374467.5916092,997.0036010742188,110.93211364746094,981.0741577148438,998.31591796875,998.2283325195312,928.2510986328125,4.743713855743408,33586,16517.31794333458,6,3358,996.993896484375,950.9309692382812,cgp,ant
1686367028.2031698,999.8587646484375,202.7231903076172,974.0206298828125,1001.239501953125,1000.3888549804688,840.2235717773438,4.788268566131592,18444,9077.929503917694,4,1844,998.52197265625,709.1203002929688,cgp,ant
1686381406.5834115,998.522705078125,85.22404479980469,997.8222045898438,1000.6368408203125,999.3934936523438,952.64453125,4.7645263671875,47764,23456.309745550156,4,4776,998.4632568359375,942.7615966796875,cgp,ant
1686382447.5038927,998.111572265625,206.68948364257812,869.3410034179688,1000.3391723632812,1000.0562133789062,816.947998046875,4.73861837387085,49890,24497.230226755142,0,4989,996.2531127929688,719.5311279296875,cgp,ant
1686361498.0367618,980.7350463867188,188.5609893798828,894.6259765625,997.0050659179688,996.7644653320312,829.0530395507812,4.775555610656738,7196,3547.763095855713,6,719,974.0723876953125,750.5988159179688,cgp,ant
1686379921.585619,997.854248046875,330.7485046386719,741.813720703125,998.9942626953125,998.9439086914062,684.0948486328125,4.750870704650879,44735,21971.31195306778,5,4473,997.4849853515625,523.8369750976562,cgp,ant
1686359058.6220143,998.8323974609375,164.60562133789062,832.7095336914062,999.4059448242188,998.8598022460938,820.8096923828125,4.7540459632873535,2217,1108.3483483791351,7,221,992.3582763671875,706.0836181640625,cgp,ant
1686365645.9233348,996.557861328125,173.9602508544922,949.8819580078125,999.0426635742188,998.8016967773438,852.92041015625,4.787553787231445,15635,7695.649668931961,5,1563,996.190185546875,737.392578125,cgp,ant
1686366821.503806,972.6567993164062,302.01007080078125,710.4677734375,1040.9112548828125,995.6930541992188,715.15185546875,4.758338451385498,18028,8871.230140209198,8,1802,968.8989868164062,621.903564453125,cgp,ant
1686382101.605215,996.564697265625,336.3378601074219,807.8412475585938,997.6534423828125,996.7495727539062,695.8463745117188,4.730595588684082,49187,24151.331549167633,7,4918,984.7284545898438,551.108642578125,cgp,ant
1686365709.8090808,927.7352294921875,188.87338256835938,701.2911376953125,1000.2742309570312,999.4620361328125,742.3842163085938,4.765078544616699,15764,7759.535414934158,4,1576,879.04443359375,676.0084228515625,cgp,ant
1686368409.2975419,1113.2850341796875,153.95513916015625,991.0809326171875,1134.9517822265625,1129.7135009765625,947.3438720703125,4.756792068481445,21255,10459.023875951767,5,2125,1083.55322265625,824.8599853515625,cgp,ant
1686379857.8478942,996.8218383789062,264.345703125,942.8992919921875,997.6776733398438,997.3649291992188,803.0978393554688,4.751037120819092,44608,21907.574228286743,8,4460,996.0435180664062,724.7183837890625,cgp,ant
1686364375.6790326,862.6568603515625,183.22634887695312,665.944091796875,997.4570922851562,976.8076171875,710.0455932617188,4.783743381500244,13055,6425.405366659164,5,1305,821.6878051757812,630.5221557617188,cgp,ant
1686374716.047243,997.7794189453125,132.962158203125,988.2391357421875,998.12255859375,997.854248046875,917.9515991210938,4.709601879119873,34092,16765.773577213287,2,3409,997.291748046875,942.7484130859375,cgp,ant
1686379173.698949,997.4877319335938,139.49990844726562,972.2862548828125,997.7691040039062,997.5309448242188,900.8113403320312,4.745779514312744,43206,21223.42528319359,6,4320,995.1297607421875,892.1644287109375,cgp,ant
1686375140.6022277,999.587890625,148.68516540527344,981.7515869140625,999.9910278320312,999.695068359375,911.7863159179688,4.760416507720947,34965,17190.328561782837,5,3496,998.25732421875,949.9421997070312,cgp,ant
1686363180.8635914,996.9057006835938,168.5633544921875,764.7205810546875,1001.7896118164062,1000.7098999023438,808.5426025390625,4.757935047149658,10621,5230.589925527573,1,1062,996.7972412109375,689.3756713867188,cgp,ant
1686361419.7840636,996.70654296875,210.0752410888672,945.1575927734375,997.7000732421875,997.2688598632812,834.6017456054688,4.748653888702393,7035,3469.510397672653,5,703,991.9426879882812,744.0826416015625,cgp,ant
1686358759.741776,997.6264038085938,100.59918975830078,994.6543579101562,998.2157592773438,998.1224365234375,938.7389526367188,4.737589359283447,1603,809.4681100845337,3,160,997.427490234375,911.6685180664062,cgp,ant
1686370134.2056274,996.0699462890625,308.34375,970.0699462890625,997.1204223632812,996.97119140625,820.8632202148438,4.76214599609375,24763,12183.931961536407,3,2476,994.3145141601562,784.1922607421875,cgp,ant
1686378108.0541556,977.8241577148438,215.64471435546875,860.9078369140625,999.0391845703125,997.2791748046875,798.5724487304688,4.755873680114746,41026,20157.78048968315,6,4102,976.928466796875,724.55078125,cgp,ant
1686372753.8493552,995.1630859375,233.53903198242188,943.2024536132812,1000.0380859375,998.9296264648438,826.6156616210938,4.754861354827881,30093,14803.575689315796,3,3009,994.4713134765625,758.1126098632812,cgp,ant
1686359971.5653672,910.6898193359375,167.2259521484375,782.8853759765625,996.9026489257812,954.7068481445312,777.9987182617188,4.770438194274902,4076,2021.2917013168335,6,407,895.38916015625,707.7845458984375,cgp,ant
1686366993.7130115,925.7227783203125,247.09872436523438,858.4672241210938,1094.2208251953125,971.905517578125,782.7738037109375,4.7900471687316895,18375,9043.43934559822,5,1837,911.8286743164062,742.401611328125,cgp,ant
1686378968.461806,996.2027587890625,198.30564880371094,880.234375,998.023193359375,997.7889404296875,814.2314453125,4.751255035400391,42782,21018.188140153885,2,4278,994.0765380859375,673.9196166992188,cgp,ant
1686367097.2879815,985.9124145507812,253.99586486816406,709.072998046875,1000.8866577148438,996.03076171875,742.753173828125,4.785040378570557,18589,9147.014315605164,9,1858,977.0875244140625,664.458251953125,cgp,ant
1686379735.636162,980.3973999023438,355.7197265625,826.5711669921875,1002.3740234375,1002.0713500976562,662.8450317382812,4.7220234870910645,44352,21785.36249613762,2,4435,974.36865234375,415.109375,cgp,ant
1686373049.8859403,1000.16650390625,113.85513305664062,952.3168334960938,1013.3826904296875,1000.2310791015625,909.6715087890625,4.781233787536621,30698,15099.61227440834,8,3069,997.7980346679688,880.8365478515625,cgp,ant
1686359971.5376756,992.1744995117188,161.0428924560547,922.2476806640625,1013.1976928710938,994.27294921875,872.3297729492188,4.770438194274902,4074,2021.2640097141266,4,407,989.4523315429688,863.972900390625,cgp,ant
1686360813.320729,997.3397216796875,255.7965087890625,980.3945922851562,997.7242431640625,997.7168579101562,817.9754638671875,4.747500419616699,5795,2863.047063112259,5,579,997.2081909179688,762.6652221679688,cgp,ant
1686368694.522672,991.777587890625,121.17082977294922,847.8004760742188,997.1922607421875,997.1671752929688,840.7535400390625,4.767269134521484,21839,10744.249006032944,9,2183,966.8011474609375,709.330078125,cgp,ant
1686373752.4488351,993.5023803710938,267.92633056640625,835.374755859375,999.0926513671875,993.6183471679688,756.9573974609375,4.758748531341553,32128,15802.175169229507,8,3212,987.8941650390625,690.6906127929688,cgp,ant
1686364774.7239614,995.2913208007812,204.5035858154297,874.5599365234375,1001.4937133789062,1001.00927734375,805.4708251953125,4.76699161529541,13861,6824.450295448303,1,1386,994.064453125,688.7745361328125,cgp,ant
1686366315.5381908,984.0850219726562,192.71286010742188,899.0951538085938,997.4277954101562,997.1383666992188,833.7929077148438,4.786764621734619,16995,8365.264524936676,5,1699,982.4920043945312,801.6534423828125,cgp,ant
1686367539.4046595,997.883544921875,208.2671356201172,893.7056274414062,998.1712036132812,998.1651000976562,815.6159057617188,4.76694393157959,19481,9589.13099360466,1,1948,994.5166625976562,692.0245361328125,cgp,ant
1686381554.0057135,989.2367553710938,187.19285583496094,759.4420166015625,1000.4070434570312,1000.1853637695312,790.1373901367188,4.806718826293945,48064,23603.73204755783,4,4806,977.4910888671875,700.890869140625,cgp,ant
1686370374.775896,996.87744140625,250.8378448486328,943.0684204101562,999.33544921875,997.6557006835938,826.654296875,4.768241882324219,25259,12424.502230167389,9,2525,992.986572265625,745.364501953125,cgp,ant
1686360451.3668985,993.46044921875,202.46731567382812,969.0025634765625,996.920654296875,996.8754272460938,855.77197265625,4.747038841247559,5056,2501.0932326316833,6,505,991.3922729492188,740.7081298828125,cgp,ant
1686368001.6168609,996.882080078125,269.76446533203125,958.7171630859375,998.1721801757812,997.7771606445312,804.6137084960938,4.758423805236816,20429,10051.343194961548,9,2042,992.5938110351562,705.7159423828125,cgp,ant
1686378856.0233498,998.0697021484375,156.3683624267578,929.53125,998.5778198242188,998.266357421875,853.0258178710938,4.750992774963379,42552,20905.749683856964,2,4255,998.0123291015625,689.8023071289062,cgp,ant
1686372724.5017765,1000.408935546875,96.09883880615234,996.3958129882812,1001.317138671875,1001.055908203125,960.5912475585938,4.7365007400512695,30037,14774.228110551834,7,3003,1000.399169921875,983.3099975585938,cgp,ant
1686363739.87433,993.8302612304688,258.5374450683594,707.2666015625,999.2433471679688,999.17919921875,717.1029052734375,4.757007598876953,11764,5789.600664138794,4,1176,964.4630126953125,606.594970703125,cgp,ant
1686369677.3309135,995.1253051757812,103.48816680908203,944.7547607421875,1002.9489135742188,999.57080078125,902.5038452148438,4.788444519042969,23834,11727.057247638702,4,2383,986.7109985351562,849.6446533203125,cgp,ant
1686378078.5091481,997.9306030273438,296.36328125,753.7794189453125,998.210693359375,998.0505981445312,744.6329956054688,4.77226448059082,40962,20128.23548221588,2,4096,997.71826171875,682.080322265625,cgp,ant
1686377735.49786,994.0252075195312,179.15309143066406,934.4537353515625,997.0444946289062,995.2817993164062,863.8346557617188,4.767307758331299,40260,19785.224194049835,0,4026,992.796142578125,833.2188720703125,cgp,ant
1686365857.308063,997.621826171875,95.83899688720703,992.4052734375,998.2142333984375,998.0020751953125,938.0255737304688,4.7903666496276855,16067,7907.034397125244,7,1606,997.583984375,933.0610961914062,cgp,ant
1686369736.467175,997.8545532226562,170.1301727294922,972.984130859375,1001.5847778320312,998.6390380859375,867.0497436523438,4.7873053550720215,23954,11786.193509101868,4,2395,997.3212280273438,751.5309448242188,cgp,ant
1686365020.1206677,918.0428466796875,217.8168487548828,715.9583740234375,1001.3447265625,973.690673828125,711.7799072265625,4.784299850463867,14361,7069.847001791,1,1436,905.603759765625,544.48828125,cgp,ant
1686373237.0367305,975.081787109375,165.65872192382812,916.63720703125,999.986572265625,991.1195068359375,853.32861328125,4.765347480773926,31073,15286.763064622879,3,3107,965.6233520507812,852.5230102539062,cgp,ant
1686359937.0833838,997.2028198242188,135.1535186767578,835.5714111328125,998.2399291992188,997.52490234375,843.9571533203125,4.749146938323975,4000,1986.8097178936005,0,400,996.2703247070312,702.4921264648438,cgp,ant
1686371457.0613115,951.215576171875,292.0994567871094,708.6971435546875,1222.5950927734375,1047.033935546875,711.8709106445312,4.788537979125977,27455,13506.787645578384,5,2745,907.6343383789062,567.3013916015625,cgp,ant
1686369083.3781316,1046.36181640625,206.0426483154297,920.3475341796875,1062.931884765625,1056.31103515625,858.3278198242188,4.764521598815918,22628,11133.104465723038,8,2262,1037.361083984375,745.8422241210938,cgp,ant
1686358338.6820285,989.181640625,143.02706909179688,864.0709228515625,1000.3331909179688,1000.0606689453125,847.6090087890625,4.764185428619385,749,388.4083626270294,9,74,983.7396850585938,742.8331909179688,cgp,ant
1686379843.208213,995.4078979492188,313.3052978515625,914.804931640625,1185.5306396484375,1158.6414794921875,812.8241577148438,4.7619242668151855,44579,21892.934547185898,9,4457,988.119384765625,702.0527954101562,cgp,ant
1686365842.5232773,996.99267578125,99.597900390625,982.737060546875,998.0993041992188,997.501953125,923.2487182617188,4.756637096405029,16037,7892.249611377716,7,1603,996.9234619140625,867.7130126953125,cgp,ant
1686377769.8055956,996.8773803710938,90.48120880126953,994.2020263671875,996.965576171875,996.8970947265625,949.1603393554688,4.7489705085754395,40333,19819.53192973137,3,4033,996.8482666015625,971.9560546875,cgp,ant
1686361317.0441363,952.9205322265625,309.26226806640625,775.565673828125,1280.4593505859375,1253.02294921875,794.4356689453125,4.763533592224121,6824,3366.770470380783,4,682,945.6158447265625,580.9638671875,cgp,ant
1686382310.6605303,994.3890380859375,319.087646484375,923.8212890625,998.567138671875,997.9254760742188,728.4674072265625,4.711234092712402,49617,24360.386864423752,7,4961,994.1974487304688,451.40673828125,cgp,ant
1686379510.763143,981.6566772460938,293.0274353027344,712.443115234375,1002.6098022460938,1001.4527587890625,687.8556518554688,4.732503414154053,43896,21560.489477157593,6,4389,949.9139404296875,525.7991943359375,cgp,ant
