training.fitness_median,training.evaluation_time,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,_timestamp,training.fitness_3q,training.fitness_std,training.fitness_mean,_step,training.run_id,training.fitness_1q,training.top_k_fit.top_0_fit,_runtime,training.generation
7.615178108215332,0.5506641864776611,9.266793251037598,9.262786865234375,1685706777.6472766,3.6536688804626465,3.130019187927246,6.382887363433838,645,5,9.26246166229248,9.268942832946777,66.10091757774353,64
0.6739703416824341,2.739386796951294,5.277396202087402,4.7711896896362305,1685707412.5647712,0.32699084281921387,2.2761456966400146,2.280529737472534,4136,6,4.709431171417236,5.595283508300781,701.0184121131897,413
2.546037197113037,1.6007349491119385,3.595219850540161,3.470316171646118,1685706990.7341497,1.3938541412353516,1.2053462266921997,2.380951166152954,2251,1,3.425760269165039,3.9843807220458984,279.1877906322479,225
9.256324768066406,0.5519172549247742,9.271366119384766,9.26819133758545,1685706770.6411712,5.912259101867676,3.068474292755127,7.329959392547607,547,7,9.265942573547363,9.272294998168945,59.0948121547699,54
6.404378414154053,1.0740479230880737,7.0642008781433105,6.682319641113281,1685706928.9869351,1.2912697792053223,2.760737657546997,4.5314788818359375,1947,7,6.644343376159668,7.251175403594971,217.44057607650757,194
2.2135541439056396,1.6433695554733276,3.440147876739502,3.3146302700042725,1685707044.0044467,1.4625529050827026,1.082716464996338,2.2173068523406982,2559,9,3.101902484893799,4.013325214385986,332.458087682724,255
4.8674540519714355,2.7078893184661865,5.188344478607178,5.141506195068359,1685707487.604617,4.37164831161499,1.7619824409484863,4.062985420227051,4394,4,5.090088367462158,5.5638017654418945,776.0582580566406,439
3.351773500442505,12.884370803833008,4.142266273498535,3.9511449337005615,1685706732.154654,1.8333659172058105,1.2909948825836182,3.021254777908325,7,7,3.860405445098877,5.099568843841553,20.60829496383667,0
5.055156707763672,2.127363681793213,5.3528265953063965,5.2538347244262695,1685707221.6950896,4.473222732543945,1.7523492574691772,4.238035202026367,3383,3,5.23043966293335,5.822804927825928,510.1487305164337,338
2.4646642208099365,1.64043128490448,5.594084739685059,5.160322189331055,1685707061.8037074,0.9963518381118774,2.1105968952178955,2.839343547821045,2656,6,4.854382514953613,5.89240837097168,350.2573482990265,265
0.8685234189033508,2.2154335975646973,4.347914695739746,2.3954386711120605,1685707177.4390216,0.4149271249771118,1.521088719367981,1.6278272867202759,3192,2,2.2377381324768066,4.41984748840332,465.892662525177,319
3.438791275024414,1.5921393632888794,5.997613906860352,5.926418781280518,1685707118.5815833,1.2088730335235596,2.410346031188965,3.3624489307403564,2977,7,5.774188995361328,6.212119102478027,407.03522419929504,297
2.9222230911254883,1.1009176969528198,4.441135883331299,4.139688491821289,1685706842.1631882,1.5177143812179565,1.4625120162963867,2.936408042907715,1239,9,4.139633655548096,5.3961663246154785,130.6168291568756,123
4.5770111083984375,2.6186180114746094,4.900217056274414,4.890931129455566,1685707572.6856592,1.5734832286834717,1.9528930187225342,3.4493961334228516,4697,7,4.885819435119629,4.997244834899902,861.1393001079559,469
6.598418712615967,0.5487252473831177,9.257080078125,9.063515663146973,1685706787.1538541,3.577101230621338,2.9265384674072266,5.912271499633789,782,2,8.610483169555664,9.267292022705078,75.60749506950378,78
4.4993181228637695,1.6361864805221558,5.814808368682861,5.676588535308838,1685707008.3240106,0.7558078765869141,2.3391010761260986,3.437065839767456,2350,0,5.5509796142578125,6.129698276519775,296.7776515483856,235
5.937002658843994,1.0806679725646973,6.743364334106445,6.618679523468018,1685706879.2368329,1.4419505596160889,2.5075204372406006,4.3946990966796875,1538,8,6.598402976989746,6.795754432678223,167.69047379493713,153
2.020975351333618,1.073689341545105,2.9047703742980957,2.8359172344207764,1685706904.6683457,1.5190353393554688,0.8590085506439209,1.990386962890625,1744,4,2.726027488708496,3.296370506286621,193.12198662757874,174
3.4260573387145996,2.175286293029785,5.276888370513916,5.212503433227539,1685707331.781355,1.0870847702026367,2.0444722175598145,3.2513561248779297,3861,1,5.184754371643066,5.876977920532227,620.23499584198,386
1.5876295566558838,1.1096826791763306,5.390906810760498,4.97312068939209,1685706822.189913,0.6012981534004211,2.143517255783081,2.6079108715057373,1071,1,4.920183181762695,5.465815544128418,110.64355397224426,107
0.8937695026397705,2.1669907569885254,2.395954132080078,1.5230575799942017,1685707296.9333005,0.693930447101593,0.9430111050605774,1.2556045055389404,3719,9,1.371849536895752,3.5570285320281982,585.3869414329529,371
2.046048402786255,0.5632111430168152,4.33390998840332,4.313019752502441,1685706734.0427577,1.0982494354248047,1.479999303817749,2.4830729961395264,21,1,3.9349098205566406,4.898479461669922,22.49639868736267,2
1.9540948867797852,1.6138100624084473,3.1647603511810303,3.14408016204834,1685707074.2231944,0.6274737119674683,1.219961404800415,1.881961703300476,2729,9,3.1291120052337646,3.1958718299865723,362.6768352985382,272
