seed,generation,graph_size,max_size,environment,solver,run_id
1,799,30.0,68,halfcheetah,cgp,r9x89ucm
5,1699,35.0,68,halfcheetah,cgp,r9x89ucm
7,3999,29.0,68,halfcheetah,cgp,r9x89ucm
6,4399,28.0,68,halfcheetah,cgp,r9x89ucm
3,3199,34.0,68,halfcheetah,cgp,r9x89ucm
6,4199,44.0,68,halfcheetah,cgp,r9x89ucm
2,3799,31.0,68,halfcheetah,cgp,r9x89ucm
6,499,43.0,68,halfcheetah,cgp,r9x89ucm
2,4899,47.0,68,halfcheetah,cgp,r9x89ucm
8,3199,54.0,68,halfcheetah,cgp,r9x89ucm
4,3599,34.0,68,halfcheetah,cgp,r9x89ucm
5,799,41.0,68,halfcheetah,cgp,r9x89ucm
8,799,33.0,68,halfcheetah,cgp,r9x89ucm
4,699,39.0,68,halfcheetah,cgp,r9x89ucm
8,1499,35.0,68,halfcheetah,cgp,r9x89ucm
9,3199,24.0,68,halfcheetah,cgp,r9x89ucm
3,3699,46.0,68,halfcheetah,cgp,r9x89ucm
5,4299,27.0,68,halfcheetah,cgp,r9x89ucm
4,2999,46.0,68,halfcheetah,cgp,r9x89ucm
1,2999,42.0,68,halfcheetah,cgp,r9x89ucm
1,3699,31.0,68,halfcheetah,cgp,r9x89ucm
9,399,34.0,68,halfcheetah,cgp,r9x89ucm
2,3899,39.0,68,halfcheetah,cgp,r9x89ucm
8,399,37.0,68,halfcheetah,cgp,r9x89ucm
8,3599,47.0,68,halfcheetah,cgp,r9x89ucm
4,1499,37.0,68,halfcheetah,cgp,r9x89ucm
0,4399,48.0,68,halfcheetah,cgp,r9x89ucm
8,4599,49.0,68,halfcheetah,cgp,r9x89ucm
3,4599,37.0,68,halfcheetah,cgp,r9x89ucm
9,4399,35.0,68,halfcheetah,cgp,r9x89ucm
3,699,35.0,68,halfcheetah,cgp,r9x89ucm
7,1399,43.0,68,halfcheetah,cgp,r9x89ucm
4,2699,37.0,68,halfcheetah,cgp,r9x89ucm
0,3099,51.0,68,halfcheetah,cgp,r9x89ucm
7,1899,46.0,68,halfcheetah,cgp,r9x89ucm
1,3499,44.0,68,halfcheetah,cgp,r9x89ucm
1,3399,39.0,68,halfcheetah,cgp,r9x89ucm
9,2499,48.0,68,halfcheetah,cgp,r9x89ucm
6,1599,34.0,68,halfcheetah,cgp,r9x89ucm
6,3499,46.0,68,halfcheetah,cgp,r9x89ucm
8,4499,50.0,68,halfcheetah,cgp,r9x89ucm
8,1899,41.0,68,halfcheetah,cgp,r9x89ucm
6,3599,43.0,68,halfcheetah,cgp,r9x89ucm
6,3199,40.0,68,halfcheetah,cgp,r9x89ucm
1,1899,46.0,68,halfcheetah,cgp,r9x89ucm
8,4699,40.0,68,halfcheetah,cgp,r9x89ucm
8,2599,36.0,68,halfcheetah,cgp,r9x89ucm
0,599,35.0,68,halfcheetah,cgp,r9x89ucm
4,1299,41.0,68,halfcheetah,cgp,r9x89ucm
7,2399,32.0,68,halfcheetah,cgp,r9x89ucm
2,2999,31.0,68,halfcheetah,cgp,r9x89ucm
6,99,37.0,68,halfcheetah,cgp,r9x89ucm
5,2099,31.0,68,halfcheetah,cgp,r9x89ucm
5,899,26.0,68,halfcheetah,cgp,r9x89ucm
1,199,42.0,68,halfcheetah,cgp,r9x89ucm
4,399,40.0,68,halfcheetah,cgp,r9x89ucm
8,999,42.0,68,halfcheetah,cgp,r9x89ucm
2,2099,44.0,68,halfcheetah,cgp,r9x89ucm
7,199,40.0,68,halfcheetah,cgp,r9x89ucm
9,2099,40.0,68,halfcheetah,cgp,r9x89ucm
3,3499,48.0,68,halfcheetah,cgp,r9x89ucm
0,3799,42.0,68,halfcheetah,cgp,r9x89ucm
9,2199,39.0,68,halfcheetah,cgp,r9x89ucm
4,3199,46.0,68,halfcheetah,cgp,r9x89ucm
1,4299,45.0,68,halfcheetah,cgp,r9x89ucm
5,2799,32.0,68,halfcheetah,cgp,r9x89ucm
5,2899,36.0,68,halfcheetah,cgp,r9x89ucm
2,4099,25.0,68,halfcheetah,cgp,r9x89ucm
0,2099,41.0,68,halfcheetah,cgp,r9x89ucm
3,2499,40.0,68,halfcheetah,cgp,r9x89ucm
3,3799,40.0,68,halfcheetah,cgp,r9x89ucm
7,399,39.0,68,halfcheetah,cgp,r9x89ucm
0,2799,41.0,68,halfcheetah,cgp,r9x89ucm
0,1199,43.0,68,halfcheetah,cgp,r9x89ucm
4,3699,50.0,68,halfcheetah,cgp,r9x89ucm
0,1699,38.0,68,halfcheetah,cgp,r9x89ucm
8,2799,38.0,68,halfcheetah,cgp,r9x89ucm
2,4999,36.0,68,halfcheetah,cgp,r9x89ucm
7,2199,43.0,68,halfcheetah,cgp,r9x89ucm
8,1099,39.0,68,halfcheetah,cgp,r9x89ucm
2,199,37.0,68,halfcheetah,cgp,r9x89ucm
5,3399,33.0,68,halfcheetah,cgp,r9x89ucm
1,3999,41.0,68,halfcheetah,cgp,r9x89ucm
9,1399,29.0,68,halfcheetah,cgp,r9x89ucm
6,1999,27.0,68,halfcheetah,cgp,r9x89ucm
4,299,44.0,68,halfcheetah,cgp,r9x89ucm
3,1999,40.0,68,halfcheetah,cgp,r9x89ucm
4,599,45.0,68,halfcheetah,cgp,r9x89ucm
6,199,41.0,68,halfcheetah,cgp,r9x89ucm
6,3799,47.0,68,halfcheetah,cgp,r9x89ucm
9,1799,47.0,68,halfcheetah,cgp,r9x89ucm
0,1299,52.0,68,halfcheetah,cgp,r9x89ucm
0,99,39.0,68,halfcheetah,cgp,r9x89ucm
4,4999,34.0,68,halfcheetah,cgp,r9x89ucm
4,4799,42.0,68,halfcheetah,cgp,r9x89ucm
6,1699,39.0,68,halfcheetah,cgp,r9x89ucm
6,4999,38.0,68,halfcheetah,cgp,r9x89ucm
5,2599,35.0,68,halfcheetah,cgp,r9x89ucm
6,4299,41.0,68,halfcheetah,cgp,r9x89ucm
7,4399,41.0,68,halfcheetah,cgp,r9x89ucm
3,99,22.0,68,halfcheetah,cgp,r9x89ucm
8,1299,45.0,68,halfcheetah,cgp,r9x89ucm
5,4099,38.0,68,halfcheetah,cgp,r9x89ucm
9,2799,38.0,68,halfcheetah,cgp,r9x89ucm
0,1099,39.0,68,halfcheetah,cgp,r9x89ucm
0,1899,41.0,68,halfcheetah,cgp,r9x89ucm
3,799,45.0,68,halfcheetah,cgp,r9x89ucm
2,4199,38.0,68,halfcheetah,cgp,r9x89ucm
4,99,35.0,68,halfcheetah,cgp,r9x89ucm
1,4399,37.0,68,halfcheetah,cgp,r9x89ucm
5,299,33.0,68,halfcheetah,cgp,r9x89ucm
1,1499,37.0,68,halfcheetah,cgp,r9x89ucm
6,2699,45.0,68,halfcheetah,cgp,r9x89ucm
9,2299,47.0,68,halfcheetah,cgp,r9x89ucm
2,799,31.0,68,halfcheetah,cgp,r9x89ucm
9,3599,41.0,68,halfcheetah,cgp,r9x89ucm
3,2199,35.0,68,halfcheetah,cgp,r9x89ucm
2,2599,42.0,68,halfcheetah,cgp,r9x89ucm
0,4699,31.0,68,halfcheetah,cgp,r9x89ucm
4,3299,45.0,68,halfcheetah,cgp,r9x89ucm
5,4799,48.0,68,halfcheetah,cgp,r9x89ucm
4,799,48.0,68,halfcheetah,cgp,r9x89ucm
6,2199,36.0,68,halfcheetah,cgp,r9x89ucm
7,2299,41.0,68,halfcheetah,cgp,r9x89ucm
8,4799,32.0,68,halfcheetah,cgp,r9x89ucm
7,3199,33.0,68,halfcheetah,cgp,r9x89ucm
4,499,50.0,68,halfcheetah,cgp,r9x89ucm
1,4799,36.0,68,halfcheetah,cgp,r9x89ucm
7,1499,40.0,68,halfcheetah,cgp,r9x89ucm
