iteration,fitness,time
0,-80.80000305175781,12.60
0,-73.0,2.47
1,-73.0,2.47
2,-72.20000457763672,2.47
3,-72.20000457763672,2.47
4,-72.20000457763672,2.47
5,-72.20000457763672,2.47
6,-72.0,2.47
7,-72.0,2.47
8,-72.0,2.47
9,-72.0,2.47
10,-72.0,2.47
11,-72.0,2.47
12,-72.0,2.47
13,-71.4000015258789,2.47
14,-71.4000015258789,2.47
15,-71.4000015258789,2.47
16,-71.4000015258789,2.47
17,-68.80000305175781,2.47
18,-68.80000305175781,2.47
19,-68.80000305175781,2.47
20,-68.80000305175781,2.47
21,-68.80000305175781,2.47
22,-68.80000305175781,2.47
23,-68.80000305175781,2.47
24,-68.80000305175781,2.47
25,-68.80000305175781,2.47
26,-68.80000305175781,2.47
27,-68.80000305175781,2.47
28,-68.80000305175781,2.47
29,-68.80000305175781,2.47
30,-68.80000305175781,2.47
31,-68.80000305175781,2.47
32,-68.80000305175781,2.47
33,-68.80000305175781,2.47
34,-68.80000305175781,2.47
35,-68.80000305175781,2.47
36,-68.80000305175781,2.47
37,-68.80000305175781,2.47
38,-68.80000305175781,2.47
39,-68.80000305175781,2.47
40,-68.80000305175781,2.47
41,-68.80000305175781,2.47
42,-68.80000305175781,2.47
43,-66.0,2.47
44,-66.0,2.47
45,-66.0,2.47
46,-66.0,2.47
47,-66.0,2.47
48,-66.0,2.47
49,-66.0,2.47
50,-66.0,2.47
51,-66.0,2.47
52,-66.0,2.47
53,-66.0,2.47
54,-66.0,2.47
55,-66.0,2.47
56,-66.0,2.47
57,-66.0,2.47
58,-66.0,2.47
59,-66.0,2.47
