evaluation,fitness,time
0,0.7028946876525879,0.22
0,0.7028946876525879,0.7584958672523499,0.43
100,0.7028946876525879,0.7584958672523499,0.43
200,0.7028946876525879,0.7584958672523499,0.43
300,0.7028946876525879,0.7584958672523499,0.43
400,0.7028946876525879,0.7584958672523499,0.43
500,0.7028946876525879,0.7584958672523499,0.43
600,0.7028946876525879,0.7584958672523499,0.43
700,0.7028946876525879,0.7584958672523499,0.43
800,0.7028946876525879,0.7584958672523499,0.43
900,0.7028946876525879,0.7584958672523499,0.43
1000,0.7028946876525879,0.7584958672523499,0.43
1100,0.7028946876525879,0.7584958672523499,0.43
1200,0.7028946876525879,0.7584958672523499,0.43
1300,0.7028946876525879,0.7584958672523499,0.43
1400,0.7357481122016907,0.6819424629211426,0.43
1500,0.7357481122016907,0.6819424629211426,0.43
1600,0.7357481122016907,0.6819424629211426,0.43
1700,0.7357481122016907,0.6819424629211426,0.43
1800,0.7357481122016907,0.6819424629211426,0.43
1900,0.7357481122016907,0.6819424629211426,0.43
2000,0.7357481122016907,0.6819424629211426,0.43
2100,0.7357481122016907,0.6819424629211426,0.43
2200,0.7357481122016907,0.6819424629211426,0.43
2300,0.7357481122016907,0.6819424629211426,0.43
2400,0.7357481122016907,0.6819424629211426,0.43
2500,0.761002242565155,0.7642974257469177,0.43
2600,0.761002242565155,0.7642974257469177,0.43
2700,0.761002242565155,0.7642974257469177,0.43
2800,0.761002242565155,0.7642974257469177,0.43
2900,0.761002242565155,0.7642974257469177,0.43
3000,0.761002242565155,0.7642974257469177,0.43
3100,0.761002242565155,0.7642974257469177,0.43
3200,0.761002242565155,0.7642974257469177,0.43
3300,0.761002242565155,0.7642974257469177,0.43
3400,0.761002242565155,0.7642974257469177,0.43
3500,0.761002242565155,0.7642974257469177,0.43
3600,0.761002242565155,0.7642974257469177,0.43
3700,0.761002242565155,0.7642974257469177,0.43
3800,0.761002242565155,0.7642974257469177,0.43
3900,0.782500147819519,0.7826914191246033,0.43
4000,0.782500147819519,0.7826914191246033,0.43
4100,0.782500147819519,0.7826914191246033,0.43
4200,0.782500147819519,0.7826914191246033,0.43
4300,0.782500147819519,0.7826914191246033,0.43
4400,0.782500147819519,0.7826914191246033,0.43
4500,0.782500147819519,0.7826914191246033,0.43
4600,0.782500147819519,0.7826914191246033,0.43
4700,0.786237895488739,0.79365074634552,0.43
4800,0.786237895488739,0.79365074634552,0.43
4900,0.786237895488739,0.79365074634552,0.43
5000,0.786237895488739,0.79365074634552,0.43
5100,0.786237895488739,0.79365074634552,0.43
5200,0.786237895488739,0.79365074634552,0.43
5300,0.786237895488739,0.79365074634552,0.43
5400,0.786237895488739,0.79365074634552,0.43
5500,0.786237895488739,0.79365074634552,0.43
5600,0.786237895488739,0.79365074634552,0.43
5700,0.786237895488739,0.79365074634552,0.43
5800,0.786237895488739,0.79365074634552,0.43
5900,0.786237895488739,0.79365074634552,0.43
6000,0.786237895488739,0.79365074634552,0.43
6100,0.786237895488739,0.79365074634552,0.43
6200,0.786237895488739,0.79365074634552,0.43
6300,0.786237895488739,0.79365074634552,0.43
6400,0.7951781153678894,0.7217605710029602,0.43
6500,0.7951781153678894,0.7217605710029602,0.43
6600,0.7951781153678894,0.7217605710029602,0.43
6700,0.7951781153678894,0.7217605710029602,0.43
6800,0.7951781153678894,0.7217605710029602,0.43
6900,0.7951781153678894,0.7217605710029602,0.43
7000,0.7951781153678894,0.7217605710029602,0.43
7100,0.7951781153678894,0.7217605710029602,0.43
7200,0.7951781153678894,0.7217605710029602,0.43
7300,0.7951781153678894,0.7217605710029602,0.43
7400,0.7951781153678894,0.7217605710029602,0.43
7500,0.7951781153678894,0.7217605710029602,0.43
7600,0.7951781153678894,0.7217605710029602,0.43
7700,0.7951781153678894,0.7217605710029602,0.43
7800,0.7951781153678894,0.7217605710029602,0.43
7900,0.7951781153678894,0.7217605710029602,0.43
8000,0.7951781153678894,0.7217605710029602,0.43
8100,0.7951781153678894,0.7217605710029602,0.43
8200,0.7951781153678894,0.7217605710029602,0.43
8300,0.7951781153678894,0.7217605710029602,0.43
8400,0.7951781153678894,0.7217605710029602,0.43
8500,0.7951781153678894,0.7217605710029602,0.43
8600,0.7951781153678894,0.7217605710029602,0.43
8700,0.7951781153678894,0.7217605710029602,0.43
8800,0.7951781153678894,0.7217605710029602,0.43
8900,0.7951781153678894,0.7217605710029602,0.43
9000,0.8033786416053772,0.7803121209144592,0.43
9100,0.8033786416053772,0.7803121209144592,0.43
9200,0.8033786416053772,0.7803121209144592,0.43
9300,0.8033786416053772,0.7803121209144592,0.43
9400,0.8033786416053772,0.7803121209144592,0.43
9500,0.8033786416053772,0.7803121209144592,0.43
9600,0.8033786416053772,0.7803121209144592,0.43
9700,0.8033786416053772,0.7803121209144592,0.43
9800,0.8033786416053772,0.7803121209144592,0.43
9900,0.8033786416053772,0.7803121209144592,0.43
10000,0.8033786416053772,0.7803121209144592,0.43
10100,0.8033786416053772,0.7803121209144592,0.43
10200,0.8033786416053772,0.7803121209144592,0.43
10300,0.8033786416053772,0.7803121209144592,0.43
10400,0.8033786416053772,0.7803121209144592,0.43
10500,0.8033786416053772,0.7803121209144592,0.43
10600,0.8033786416053772,0.7803121209144592,0.43
10700,0.8033786416053772,0.7803121209144592,0.43
10800,0.8033786416053772,0.7803121209144592,0.43
10900,0.8033786416053772,0.7803121209144592,0.43
11000,0.8033786416053772,0.7803121209144592,0.43
11100,0.8033786416053772,0.7803121209144592,0.43
11200,0.8033786416053772,0.7803121209144592,0.43
11300,0.8033786416053772,0.7803121209144592,0.43
11400,0.8033786416053772,0.7803121209144592,0.43
11500,0.8033786416053772,0.7803121209144592,0.43
11600,0.8033786416053772,0.7803121209144592,0.43
11700,0.8033786416053772,0.7803121209144592,0.43
11800,0.8033786416053772,0.7803121209144592,0.43
11900,0.8033786416053772,0.7803121209144592,0.43
12000,0.8033786416053772,0.7803121209144592,0.43
12100,0.8033786416053772,0.7803121209144592,0.43
12200,0.8033786416053772,0.7803121209144592,0.43
12300,0.8033786416053772,0.7803121209144592,0.43
12400,0.8033786416053772,0.7803121209144592,0.43
12500,0.8033786416053772,0.7803121209144592,0.43
12600,0.8033786416053772,0.7803121209144592,0.43
12700,0.8033786416053772,0.7803121209144592,0.43
12800,0.8033786416053772,0.7803121209144592,0.43
12900,0.8033786416053772,0.7803121209144592,0.43
13000,0.8033786416053772,0.7803121209144592,0.43
13100,0.8033786416053772,0.7803121209144592,0.43
13200,0.8033786416053772,0.7803121209144592,0.43
13300,0.8033786416053772,0.7803121209144592,0.43
13400,0.8033786416053772,0.7803121209144592,0.43
13500,0.8033786416053772,0.7803121209144592,0.43
13600,0.8033786416053772,0.7803121209144592,0.43
13700,0.8033786416053772,0.7803121209144592,0.43
13800,0.8033786416053772,0.7803121209144592,0.43
