iteration,fitness,time
0,108.0,1.83
1,223.0,1.36
2,200.1999969482422,1.38
3,208.40000915527344,1.32
4,211.8000030517578,1.31
5,221.1999969482422,1.30
6,232.1999969482422,1.37
7,420.0,1.29
8,241.40000915527344,1.35
9,237.60000610351562,1.35
10,235.1999969482422,1.35
11,229.8000030517578,1.31
12,237.8000030517578,1.36
13,222.8000030517578,1.39
14,252.0,1.36
15,242.40000915527344,1.37
16,274.20001220703125,1.32
17,500.0,1.32
18,453.0,1.23
19,479.3999938964844,1.34
20,500.0,1.34
21,500.0,1.34
22,446.3999938964844,1.44
23,500.0,1.32
24,500.0,1.47
25,500.0,1.39
26,500.0,1.37
27,500.0,1.48
28,500.0,1.36
29,500.0,1.35
30,500.0,1.32
31,500.0,1.46
32,500.0,1.34
33,500.0,1.38
34,500.0,1.48
35,500.0,1.38
36,500.0,1.40
37,500.0,1.40
38,500.0,1.49
39,500.0,1.38
40,500.0,1.36
41,500.0,1.37
42,500.0,1.37
43,500.0,1.43
44,500.0,1.33
45,500.0,1.39
46,500.0,1.29
47,500.0,1.42
48,500.0,1.37
49,500.0,1.39
