iteration,fitness,time
0,-101.20000457763672,8.07
0,-101.20000457763672,0.73
1,-101.20000457763672,0.73
2,-101.20000457763672,0.73
3,-101.20000457763672,0.73
4,-101.20000457763672,0.73
5,-101.20000457763672,0.73
6,-101.20000457763672,0.73
7,-101.20000457763672,0.73
8,-101.20000457763672,0.73
9,-101.20000457763672,0.73
10,-101.20000457763672,0.73
11,-101.20000457763672,0.73
12,-101.20000457763672,0.73
13,-101.20000457763672,0.73
14,-101.20000457763672,0.73
15,-101.20000457763672,0.73
16,-101.20000457763672,0.73
17,-101.20000457763672,0.73
18,-101.20000457763672,0.73
19,-101.20000457763672,0.73
20,-101.20000457763672,0.73
21,-101.20000457763672,0.73
22,-101.20000457763672,0.73
23,-101.20000457763672,0.73
24,-101.20000457763672,0.73
25,-101.20000457763672,0.73
26,-101.20000457763672,0.73
27,-94.5999984741211,0.73
28,-94.5999984741211,0.73
29,-94.5999984741211,0.73
30,-94.5999984741211,0.73
31,-94.5999984741211,0.73
32,-94.5999984741211,0.73
33,-94.5999984741211,0.73
34,-94.5999984741211,0.73
35,-94.5999984741211,0.73
36,-94.5999984741211,0.73
37,-94.5999984741211,0.73
38,-94.5999984741211,0.73
39,-94.5999984741211,0.73
40,-94.5999984741211,0.73
41,-94.5999984741211,0.73
42,-94.5999984741211,0.73
43,-94.5999984741211,0.73
44,-94.5999984741211,0.73
45,-94.5999984741211,0.73
46,-94.5999984741211,0.73
47,-94.5999984741211,0.73
48,-94.5999984741211,0.73
49,-94.5999984741211,0.73
50,-94.5999984741211,0.73
51,-94.5999984741211,0.73
52,-94.5999984741211,0.73
53,-94.5999984741211,0.73
54,-94.5999984741211,0.73
55,-94.5999984741211,0.73
56,-94.5999984741211,0.73
57,-94.5999984741211,0.73
58,-94.5999984741211,0.73
59,-94.5999984741211,0.73
60,-94.5999984741211,0.73
61,-94.5999984741211,0.73
62,-94.5999984741211,0.73
63,-94.5999984741211,0.73
64,-94.5999984741211,0.73
65,-94.5999984741211,0.73
66,-94.5999984741211,0.73
67,-94.5999984741211,0.73
68,-94.5999984741211,0.73
69,-94.5999984741211,0.73
70,-94.5999984741211,0.73
71,-94.5999984741211,0.73
72,-91.0,0.73
73,-91.0,0.73
74,-91.0,0.73
75,-91.0,0.73
76,-91.0,0.73
77,-91.0,0.73
78,-91.0,0.73
79,-91.0,0.73
80,-91.0,0.73
81,-91.0,0.73
82,-91.0,0.73
83,-91.0,0.73
84,-91.0,0.73
85,-91.0,0.73
86,-91.0,0.73
87,-91.0,0.73
88,-91.0,0.73
89,-91.0,0.73
90,-91.0,0.73
91,-91.0,0.73
92,-91.0,0.73
93,-91.0,0.73
94,-91.0,0.73
95,-91.0,0.73
96,-91.0,0.73
97,-91.0,0.73
98,-91.0,0.73
99,-91.0,0.73
100,-91.0,0.73
101,-91.0,0.73
102,-91.0,0.73
103,-91.0,0.73
104,-91.0,0.73
105,-91.0,0.73
106,-91.0,0.73
107,-91.0,0.73
108,-91.0,0.73
109,-91.0,0.73
110,-91.0,0.73
111,-91.0,0.73
112,-91.0,0.73
113,-91.0,0.73
114,-91.0,0.73
115,-91.0,0.73
116,-91.0,0.73
117,-91.0,0.73
118,-91.0,0.73
119,-91.0,0.73
120,-91.0,0.73
121,-91.0,0.73
122,-91.0,0.73
123,-91.0,0.73
124,-91.0,0.73
125,-91.0,0.73
126,-91.0,0.73
127,-91.0,0.73
128,-91.0,0.73
129,-91.0,0.73
130,-91.0,0.73
131,-91.0,0.73
132,-91.0,0.73
133,-91.0,0.73
134,-91.0,0.73
135,-91.0,0.73
136,-91.0,0.73
137,-91.0,0.73
138,-91.0,0.73
139,-91.0,0.73
140,-91.0,0.73
141,-91.0,0.73
142,-91.0,0.73
143,-91.0,0.73
144,-91.0,0.73
145,-88.80000305175781,0.73
146,-88.80000305175781,0.73
147,-88.80000305175781,0.73
148,-88.80000305175781,0.73
149,-88.80000305175781,0.73
150,-88.80000305175781,0.73
151,-88.80000305175781,0.73
152,-88.80000305175781,0.73
