iteration,fitness,time
0,-72.20000457763672,1.47
1,-80.80000305175781,1.48
2,-71.80000305175781,1.61
3,-70.0,1.52
4,-68.0,1.48
5,-67.80000305175781,1.44
6,-70.5999984741211,1.57
7,-70.80000305175781,1.52
8,-69.5999984741211,1.46
9,-69.5999984741211,1.53
10,-68.80000305175781,1.61
11,-68.5999984741211,1.47
12,-68.0,1.64
13,-71.4000015258789,1.53
14,-71.0,1.59
15,-69.5999984741211,1.61
16,-70.80000305175781,1.60
17,-68.20000457763672,1.52
18,-70.20000457763672,1.64
19,-69.80000305175781,1.53
20,-70.0,1.50
21,-69.20000457763672,1.55
22,-68.0,1.50
23,-68.5999984741211,1.50
24,-71.4000015258789,1.57
25,-70.5999984741211,1.45
26,-71.20000457763672,1.55
27,-69.80000305175781,1.45
28,-71.5999984741211,1.55
29,-66.5999984741211,1.54
30,-69.5999984741211,1.51
31,-68.0,1.52
32,-71.0,1.53
33,-71.20000457763672,1.44
34,-69.5999984741211,1.47
35,-68.80000305175781,1.55
36,-69.5999984741211,1.48
37,-69.4000015258789,1.43
38,-69.4000015258789,1.56
39,-70.80000305175781,1.53
40,-69.80000305175781,1.53
41,-71.20000457763672,1.50
42,-68.20000457763672,1.52
43,-69.80000305175781,1.55
44,-70.80000305175781,1.51
45,-71.4000015258789,1.49
46,-70.5999984741211,1.48
47,-71.0,1.48
48,-69.5999984741211,1.46
49,-73.0,1.60
