evaluation,fitness,time
0,53.189544677734375,37.74
0,53.189544677734375,12.64
100,53.189544677734375,12.64
200,53.189544677734375,12.64
300,73.0696029663086,12.64
400,73.0696029663086,12.64
500,73.0696029663086,12.64
600,73.0696029663086,12.64
700,73.0696029663086,12.64
800,73.0696029663086,12.64
900,73.0696029663086,12.64
1000,73.0696029663086,12.64
1100,73.0696029663086,12.64
1200,73.0696029663086,12.64
1300,73.0696029663086,12.64
1400,73.0696029663086,12.64
1500,73.0696029663086,12.64
1600,73.0696029663086,12.64
1700,73.0696029663086,12.64
1800,73.0696029663086,12.64
1900,73.0696029663086,12.64
2000,73.0696029663086,12.64
2100,73.0696029663086,12.64
2200,73.0696029663086,12.64
2300,73.0696029663086,12.64
2400,73.0696029663086,12.64
2500,73.0696029663086,12.64
2600,73.0696029663086,12.64
2700,73.0696029663086,12.64
2800,73.0696029663086,12.64
2900,73.0696029663086,12.64
3000,73.0696029663086,12.64
3100,73.0696029663086,12.64
3200,73.0696029663086,12.64
3300,73.0696029663086,12.64
3400,73.0696029663086,12.64
3500,73.0696029663086,12.64
3600,73.0696029663086,12.64
3700,73.0696029663086,12.64
3800,73.0696029663086,12.64
3900,73.0696029663086,12.64
4000,73.0696029663086,12.64
4100,73.0696029663086,12.64
4200,73.0696029663086,12.64
4300,73.0696029663086,12.64
4400,73.0696029663086,12.64
4500,192.46302795410156,12.64
4600,192.46302795410156,12.64
4700,192.46302795410156,12.64
4800,192.46302795410156,12.64
4900,192.46302795410156,12.64
5000,192.46302795410156,12.64
5100,192.46302795410156,12.64
5252,192.46302795410156,12.63
5352,192.46302795410156,12.63
5452,199.2660675048828,12.63
5552,199.2660675048828,12.63
5652,199.2660675048828,12.63
5752,199.2660675048828,12.63
5852,199.2660675048828,12.63
5952,199.2660675048828,12.63
6052,199.2660675048828,12.63
6152,199.2660675048828,12.63
6252,199.2660675048828,12.63
6352,199.2660675048828,12.63
6452,199.2660675048828,12.63
6552,199.2660675048828,12.63
6652,199.2660675048828,12.63
6752,199.2660675048828,12.63
6852,199.2660675048828,12.63
6952,199.2660675048828,12.63
7052,199.2660675048828,12.63
7152,199.2660675048828,12.63
7252,199.2660675048828,12.63
7352,199.2660675048828,12.63
7452,199.2660675048828,12.63
7552,199.2660675048828,12.63
7652,199.2660675048828,12.63
7752,199.2660675048828,12.63
7852,199.2660675048828,12.63
7952,199.2660675048828,12.63
8052,199.2660675048828,12.63
8152,199.2660675048828,12.63
8252,199.2660675048828,12.63
8352,199.2660675048828,12.63
8452,199.2660675048828,12.63
8552,199.2660675048828,12.63
8652,199.2660675048828,12.63
8752,199.2660675048828,12.63
8852,199.2660675048828,12.63
8952,199.2660675048828,12.63
9052,199.2660675048828,12.63
9152,199.2660675048828,12.63
9252,199.2660675048828,12.63
9352,199.2660675048828,12.63
9452,199.2660675048828,12.63
9552,199.2660675048828,12.63
9652,199.2660675048828,12.63
9752,199.2660675048828,12.63
9852,199.2660675048828,12.63
9952,200.812255859375,12.63
10052,200.812255859375,12.63
10152,200.812255859375,12.63
10252,200.812255859375,12.63
10352,200.812255859375,12.63
11920,200.812255859375,12.69
12020,200.812255859375,12.69
12120,200.812255859375,12.69
12220,200.812255859375,12.69
12320,200.812255859375,12.69
12420,200.812255859375,12.69
12520,200.812255859375,12.69
12620,200.812255859375,12.69
12720,200.812255859375,12.69
12820,200.812255859375,12.69
12920,200.812255859375,12.69
13020,200.812255859375,12.69
13120,200.812255859375,12.69
13220,200.812255859375,12.69
13320,200.812255859375,12.69
13420,200.812255859375,12.69
13520,200.812255859375,12.69
13620,200.812255859375,12.69
13720,200.812255859375,12.69
13820,200.812255859375,12.69
13920,200.812255859375,12.69
14020,200.812255859375,12.69
14120,200.812255859375,12.69
14220,200.812255859375,12.69
14320,200.812255859375,12.69
14420,200.812255859375,12.69
14520,200.812255859375,12.69
14620,200.812255859375,12.69
14720,200.812255859375,12.69
14820,200.812255859375,12.69
14920,200.812255859375,12.69
15020,200.812255859375,12.69
15120,200.812255859375,12.69
15220,202.55435180664062,12.69
15320,202.55435180664062,12.69
15420,202.55435180664062,12.69
15520,202.55435180664062,12.69
15620,202.55435180664062,12.69
15720,202.55435180664062,12.69
15820,202.55435180664062,12.69
15920,202.55435180664062,12.69
16020,202.55435180664062,12.69
16120,206.3543243408203,12.69
16220,206.3543243408203,12.69
16320,206.3543243408203,12.69
16420,206.3543243408203,12.69
16520,206.3543243408203,12.69
16620,206.3543243408203,12.69
16720,206.3543243408203,12.69
16820,206.3543243408203,12.69
16920,206.3543243408203,12.69
17020,206.3543243408203,12.69
19839,206.3543243408203,12.68
19939,206.3543243408203,12.68
20039,206.3543243408203,12.68
20139,206.3543243408203,12.68
20239,206.3543243408203,12.68
20339,206.3543243408203,12.68
20439,206.3543243408203,12.68
20539,206.3543243408203,12.68
20639,206.3543243408203,12.68
20739,206.3543243408203,12.68
20839,206.3543243408203,12.68
20939,206.3543243408203,12.68
21039,206.3543243408203,12.68
21139,206.3543243408203,12.68
21239,206.3543243408203,12.68
21339,206.3543243408203,12.68
21439,206.3543243408203,12.68
21539,206.3543243408203,12.68
21639,206.3543243408203,12.68
21739,206.3543243408203,12.68
21839,206.3543243408203,12.68
21939,206.3543243408203,12.68
22039,206.3543243408203,12.68
22139,206.3543243408203,12.68
22239,206.3543243408203,12.68
22339,206.3543243408203,12.68
22439,206.3543243408203,12.68
22539,206.3543243408203,12.68
22639,206.3543243408203,12.68
22739,206.3543243408203,12.68
22839,206.3543243408203,12.68
22939,206.3543243408203,12.68
23039,206.3543243408203,12.68
23139,206.3543243408203,12.68
23239,206.3543243408203,12.68
23339,206.3543243408203,12.68
