iteration,fitness,test_accuracy,time
0,0.9120879173278809,0.8947368264198303,0.28
1,0.9186813235282898,0.8859649300575256,0.26
2,0.9208791255950928,0.8859649300575256,0.27
3,0.9208791255950928,0.8859649300575256,0.27
4,0.9208791255950928,0.8859649300575256,1.68
5,0.9208791255950928,0.8859649300575256,0.85
6,0.9208791255950928,0.8859649300575256,0.30
7,0.9208791255950928,0.8859649300575256,0.72
8,0.9208791255950928,0.8859649300575256,0.28
9,0.9208791255950928,0.8859649300575256,0.58
10,0.9230769276618958,0.9035087823867798,0.27
11,0.9230769276618958,0.9035087823867798,0.27
12,0.9230769276618958,0.9035087823867798,0.30
13,0.9230769276618958,0.9035087823867798,0.27
14,0.9230769276618958,0.9035087823867798,0.28
15,0.9252747297286987,0.8947368264198303,0.27
16,0.9252747297286987,0.8947368264198303,0.27
17,0.9252747297286987,0.8947368264198303,0.31
18,0.9252747297286987,0.8947368264198303,0.29
19,0.9252747297286987,0.8947368264198303,0.27
20,0.9252747297286987,0.8947368264198303,1.45
21,0.9252747297286987,0.8947368264198303,1.03
22,0.9252747297286987,0.8947368264198303,0.53
23,0.9252747297286987,0.8947368264198303,0.60
24,0.9252747297286987,0.8947368264198303,0.56
25,0.9252747297286987,0.8947368264198303,0.31
26,0.9252747297286987,0.8947368264198303,0.29
27,0.9274725317955017,0.9122806787490845,0.28
28,0.9274725317955017,0.9122806787490845,0.27
29,0.9274725317955017,0.9122806787490845,0.29
30,0.9274725317955017,0.9122806787490845,0.27
31,0.9274725317955017,0.9122806787490845,0.26
32,0.9274725317955017,0.9122806787490845,0.27
33,0.9274725317955017,0.9122806787490845,0.26
34,0.9274725317955017,0.9122806787490845,0.35
35,0.9274725317955017,0.9122806787490845,1.37
36,0.9274725317955017,0.9122806787490845,1.10
37,0.9274725317955017,0.9122806787490845,1.13
38,0.9274725317955017,0.9122806787490845,1.17
39,0.9296703338623047,0.8947368264198303,0.53
40,0.9296703338623047,0.8947368264198303,0.30
41,0.9296703338623047,0.8947368264198303,0.27
42,0.9296703338623047,0.8947368264198303,0.27
43,0.9296703338623047,0.8947368264198303,0.27
44,0.9296703338623047,0.8947368264198303,0.27
45,0.9296703338623047,0.8947368264198303,0.30
46,0.9296703338623047,0.8947368264198303,0.27
