iteration,fitness,time
0,2955.64404296875,32.99
0,3230.427001953125,5.43
1,3230.427001953125,5.43
2,3230.427001953125,5.43
3,3230.427001953125,5.43
4,4474.14404296875,5.43
5,4474.14404296875,5.43
6,4474.14404296875,5.43
7,4474.14404296875,5.43
8,4474.14404296875,5.43
9,4474.14404296875,5.43
10,4474.14404296875,5.43
11,4474.14404296875,5.43
12,4770.361328125,5.43
13,4770.361328125,5.43
14,4770.361328125,5.43
15,4770.361328125,5.43
16,4770.361328125,5.43
17,4770.361328125,5.43
18,4770.361328125,5.43
19,4770.361328125,5.43
20,4770.361328125,5.43
21,4770.361328125,5.43
22,4770.361328125,5.43
23,4770.361328125,5.43
24,4770.361328125,5.43
25,4770.361328125,5.43
26,4770.361328125,5.43
27,4770.361328125,5.43
28,4770.361328125,5.43
29,4770.361328125,5.43
30,4770.361328125,5.43
31,4770.361328125,5.43
32,4770.361328125,5.43
33,4770.361328125,5.43
34,4770.361328125,5.43
35,4770.361328125,5.43
36,5109.46142578125,5.43
37,5109.46142578125,5.43
38,5109.46142578125,5.43
39,5109.46142578125,5.43
40,5109.46142578125,5.43
41,5109.46142578125,5.43
42,5109.46142578125,5.43
43,5109.46142578125,5.43
44,5109.46142578125,5.43
45,5109.46142578125,5.43
46,5109.46142578125,5.43
47,5109.46142578125,5.43
48,5109.46142578125,5.43
49,5109.46142578125,5.43
50,5109.46142578125,5.43
51,5109.46142578125,5.43
52,5109.46142578125,5.43
53,5430.07861328125,5.43
54,5430.07861328125,5.43
55,5430.07861328125,5.43
56,5430.07861328125,5.43
57,5430.07861328125,5.43
58,5430.07861328125,5.43
59,5430.07861328125,5.43
118,5430.07861328125,5.43
119,5430.07861328125,5.43
120,5430.07861328125,5.43
121,5430.07861328125,5.43
122,5430.07861328125,5.43
123,5430.07861328125,5.43
124,5430.07861328125,5.43
125,5430.07861328125,5.43
126,5430.07861328125,5.43
127,5430.07861328125,5.43
128,5430.07861328125,5.43
129,5430.07861328125,5.43
130,5430.07861328125,5.43
131,5430.07861328125,5.43
132,5430.07861328125,5.43
133,5430.07861328125,5.43
134,5430.07861328125,5.43
135,5491.09912109375,5.43
136,5491.09912109375,5.43
137,5491.09912109375,5.43
138,5491.09912109375,5.43
139,5491.09912109375,5.43
140,5491.09912109375,5.43
141,5491.09912109375,5.43
142,5491.09912109375,5.43
143,5491.09912109375,5.43
144,5491.09912109375,5.43
145,5491.09912109375,5.43
146,5491.09912109375,5.43
147,5491.09912109375,5.43
148,5491.09912109375,5.43
149,5491.09912109375,5.43
150,5491.09912109375,5.43
151,5491.09912109375,5.43
152,5491.09912109375,5.43
153,5539.5,5.43
154,5539.5,5.43
155,5539.5,5.43
156,5539.5,5.43
157,5539.5,5.43
158,5596.3818359375,5.43
159,5596.3818359375,5.43
160,5596.3818359375,5.43
161,5962.64208984375,5.43
162,5962.64208984375,5.43
163,5962.64208984375,5.43
164,5962.64208984375,5.43
165,5962.64208984375,5.43
166,5962.64208984375,5.43
167,5962.64208984375,5.43
168,5962.64208984375,5.43
169,5962.64208984375,5.43
170,5962.64208984375,5.43
171,6038.95703125,5.43
172,6038.95703125,5.43
173,6038.95703125,5.43
174,6038.95703125,5.43
175,6038.95703125,5.43
176,6038.95703125,5.43
177,6038.95703125,5.43
236,6038.95703125,5.44
237,6038.95703125,5.44
238,6038.95703125,5.44
239,6038.95703125,5.44
240,6038.95703125,5.44
241,6038.95703125,5.44
242,6225.62841796875,5.44
243,6225.62841796875,5.44
244,6225.62841796875,5.44
245,6225.62841796875,5.44
246,6225.62841796875,5.44
247,6225.62841796875,5.44
248,6225.62841796875,5.44
249,6225.62841796875,5.44
250,6225.62841796875,5.44
251,6225.62841796875,5.44
252,6225.62841796875,5.44
253,6225.62841796875,5.44
254,6225.62841796875,5.44
255,6225.62841796875,5.44
256,6225.62841796875,5.44
257,6225.62841796875,5.44
258,6225.62841796875,5.44
259,6225.62841796875,5.44
260,6225.62841796875,5.44
261,6225.62841796875,5.44
262,6225.62841796875,5.44
263,6225.62841796875,5.44
264,6225.62841796875,5.44
265,6225.62841796875,5.44
266,6225.62841796875,5.44
267,6225.62841796875,5.44
268,6267.51953125,5.44
269,6301.1708984375,5.44
270,6424.3359375,5.44
271,6424.3359375,5.44
272,6424.3359375,5.44
273,6424.3359375,5.44
274,6424.3359375,5.44
275,6424.3359375,5.44
276,6424.3359375,5.44
277,6424.3359375,5.44
278,6424.3359375,5.44
279,6424.3359375,5.44
280,6424.3359375,5.44
281,6424.3359375,5.44
282,6424.3359375,5.44
283,6424.3359375,5.44
284,6424.3359375,5.44
285,6424.3359375,5.44
286,6424.3359375,5.44
287,6424.3359375,5.44
288,6424.3359375,5.44
289,6424.3359375,5.44
290,6424.3359375,5.44
291,6424.3359375,5.44
292,6424.3359375,5.44
293,6424.3359375,5.44
294,6424.3359375,5.44
295,6424.3359375,5.44
354,6424.3359375,5.44
355,6424.3359375,5.44
356,6424.3359375,5.44
357,6424.3359375,5.44
358,6424.3359375,5.44
359,6424.3359375,5.44
360,6424.3359375,5.44
361,6424.3359375,5.44
362,6424.3359375,5.44
363,6424.3359375,5.44
364,6424.3359375,5.44
365,6424.3359375,5.44
366,6424.3359375,5.44
367,6960.80517578125,5.44
368,6960.80517578125,5.44
369,6960.80517578125,5.44
370,6960.80517578125,5.44
371,7012.62548828125,5.44
372,7012.62548828125,5.44
373,7012.62548828125,5.44
374,7012.62548828125,5.44
375,7012.62548828125,5.44
376,7012.62548828125,5.44
377,7012.62548828125,5.44
378,7012.62548828125,5.44
379,7012.62548828125,5.44
380,7012.62548828125,5.44
381,7012.62548828125,5.44
382,7012.62548828125,5.44
383,7012.62548828125,5.44
384,7012.62548828125,5.44
385,7012.62548828125,5.44
386,7012.62548828125,5.44
387,7012.62548828125,5.44
388,7012.62548828125,5.44
389,7012.62548828125,5.44
390,7012.62548828125,5.44
391,7012.62548828125,5.44
392,7012.62548828125,5.44
393,7012.62548828125,5.44
394,7012.62548828125,5.44
395,7012.62548828125,5.44
396,7012.62548828125,5.44
397,7012.62548828125,5.44
398,7012.62548828125,5.44
399,7012.62548828125,5.44
400,7012.62548828125,5.44
401,7012.62548828125,5.44
402,7012.62548828125,5.44
403,7012.62548828125,5.44
404,7012.62548828125,5.44
405,7012.62548828125,5.44
406,7012.62548828125,5.44
407,7012.62548828125,5.44
408,7012.62548828125,5.44
409,7012.62548828125,5.44
410,7012.62548828125,5.44
411,7012.62548828125,5.44
412,7012.62548828125,5.44
413,7012.62548828125,5.44
472,7012.62548828125,5.46
473,7012.62548828125,5.46
474,7012.62548828125,5.46
475,7012.62548828125,5.46
476,7012.62548828125,5.46
477,7012.62548828125,5.46
478,7012.62548828125,5.46
479,7012.62548828125,5.46
480,7012.62548828125,5.46
481,7012.62548828125,5.46
482,7012.62548828125,5.46
483,7012.62548828125,5.46
484,7012.62548828125,5.46
485,7012.62548828125,5.46
486,7012.62548828125,5.46
487,7012.62548828125,5.46
488,7012.62548828125,5.46
489,7012.62548828125,5.46
490,7012.62548828125,5.46
491,7012.62548828125,5.46
492,7012.62548828125,5.46
493,7012.62548828125,5.46
494,7012.62548828125,5.46
495,7012.62548828125,5.46
496,7012.62548828125,5.46
497,7012.62548828125,5.46
498,7012.62548828125,5.46
499,7012.62548828125,5.46
500,7012.62548828125,5.46
501,7012.62548828125,5.46
502,7012.62548828125,5.46
503,7012.62548828125,5.46
504,7012.62548828125,5.46
505,7012.62548828125,5.46
506,7012.62548828125,5.46
507,7012.62548828125,5.46
508,7012.62548828125,5.46
509,7012.62548828125,5.46
510,7012.62548828125,5.46
511,7012.62548828125,5.46
512,7012.62548828125,5.46
513,7012.62548828125,5.46
514,7082.4599609375,5.46
515,7082.4599609375,5.46
516,7082.4599609375,5.46
517,7082.4599609375,5.46
518,7082.4599609375,5.46
519,7082.4599609375,5.46
520,7082.4599609375,5.46
521,7082.4599609375,5.46
522,7082.4599609375,5.46
523,7082.4599609375,5.46
524,7166.12451171875,5.46
525,7166.12451171875,5.46
526,7202.0888671875,5.46
527,7202.0888671875,5.46
528,7202.0888671875,5.46
529,7202.0888671875,5.46
530,7237.423828125,5.46
531,7237.423828125,5.46
