iteration,fitness,test_accuracy,time
0,0.8172231912612915,0.24
0,0.8172231912612915,0.6228070259094238,0.29
1,0.880492091178894,0.6929824352264404,0.29
2,0.880492091178894,0.6929824352264404,0.29
3,0.880492091178894,0.6929824352264404,0.29
4,0.880492091178894,0.6929824352264404,0.29
5,0.880492091178894,0.6929824352264404,0.29
6,0.880492091178894,0.6929824352264404,0.29
7,0.880492091178894,0.6929824352264404,0.29
8,0.880492091178894,0.6929824352264404,0.29
9,0.880492091178894,0.6929824352264404,0.29
10,0.880492091178894,0.6929824352264404,0.29
11,0.880492091178894,0.6929824352264404,0.29
12,0.880492091178894,0.6929824352264404,0.29
13,0.880492091178894,0.6929824352264404,0.29
14,0.880492091178894,0.6929824352264404,0.29
15,0.880492091178894,0.6929824352264404,0.29
16,0.880492091178894,0.6929824352264404,0.29
17,0.880492091178894,0.6929824352264404,0.29
18,0.880492091178894,0.6929824352264404,0.29
19,0.880492091178894,0.6929824352264404,0.29
20,0.880492091178894,0.6929824352264404,0.29
21,0.880492091178894,0.6929824352264404,0.29
22,0.880492091178894,0.6929824352264404,0.29
23,0.880492091178894,0.6929824352264404,0.29
24,0.880492091178894,0.6929824352264404,0.29
25,0.880492091178894,0.6929824352264404,0.29
26,0.880492091178894,0.6929824352264404,0.29
27,0.880492091178894,0.6929824352264404,0.29
28,0.880492091178894,0.6929824352264404,0.29
29,0.880492091178894,0.6929824352264404,0.29
30,0.880492091178894,0.6929824352264404,0.29
31,0.880492091178894,0.6929824352264404,0.29
32,0.880492091178894,0.6929824352264404,0.29
33,0.880492091178894,0.6929824352264404,0.29
34,0.880492091178894,0.6929824352264404,0.29
35,0.880492091178894,0.6929824352264404,0.29
36,0.880492091178894,0.6929824352264404,0.29
37,0.880492091178894,0.6929824352264404,0.29
38,0.880492091178894,0.6929824352264404,0.29
39,0.880492091178894,0.6929824352264404,0.29
40,0.9068541526794434,0.21052628755569458,0.29
41,0.9068541526794434,0.21052628755569458,0.29
42,0.9068541526794434,0.21052628755569458,0.29
43,0.9068541526794434,0.21052628755569458,0.29
44,0.9068541526794434,0.21052628755569458,0.29
45,0.9068541526794434,0.21052628755569458,0.29
46,0.9068541526794434,0.21052628755569458,0.29
47,0.9068541526794434,0.21052628755569458,0.29
48,0.9068541526794434,0.21052628755569458,0.29
49,0.9068541526794434,0.21052628755569458,0.29
50,0.9068541526794434,0.21052628755569458,0.29
51,0.9068541526794434,0.21052628755569458,0.29
