evaluation,fitness,time
0,1397.955810546875,140.23
0,1397.955810546875,88.44
100,2471.0849609375,88.44
200,2471.0849609375,88.44
300,2635.38623046875,88.44
400,2635.38623046875,88.44
500,2863.61669921875,88.44
600,2863.61669921875,88.44
700,2863.61669921875,88.44
800,2863.61669921875,88.44
900,2863.61669921875,88.44
1000,2863.61669921875,88.44
1100,2863.61669921875,88.44
1200,2863.61669921875,88.44
1300,2863.61669921875,88.44
1400,2863.61669921875,88.44
1500,2863.61669921875,88.44
1600,2863.61669921875,88.44
1700,2863.61669921875,88.44
1800,2863.61669921875,88.44
1900,2863.61669921875,88.44
2000,2863.61669921875,88.44
2100,2863.61669921875,88.44
2200,2863.61669921875,88.44
2300,2863.61669921875,88.44
2400,2863.61669921875,88.44
2500,2863.61669921875,88.44
2600,2869.624755859375,88.44
2700,2869.624755859375,88.44
2800,2869.624755859375,88.44
2900,2869.624755859375,88.44
3000,2891.139404296875,88.44
3100,2891.139404296875,88.44
3200,4084.943603515625,88.44
3300,4084.943603515625,88.44
3400,4084.943603515625,88.44
3500,4084.943603515625,88.44
3600,4084.943603515625,88.44
3700,4084.943603515625,88.44
3800,4084.943603515625,88.44
3900,4084.943603515625,88.44
4000,4084.943603515625,88.44
4100,4084.943603515625,88.44
4200,4084.943603515625,88.44
4300,4084.943603515625,88.44
4400,4332.51416015625,88.44
4500,4332.51416015625,88.44
4600,4332.51416015625,88.44
4700,4332.51416015625,88.44
4800,4332.51416015625,88.44
4900,4332.51416015625,88.44
5000,4332.51416015625,88.44
5100,4332.51416015625,88.44
5200,4332.51416015625,88.44
5300,4332.51416015625,88.44
5400,4332.51416015625,88.44
5500,4332.51416015625,88.44
5600,4332.51416015625,88.44
5700,4332.51416015625,88.44
5800,4332.51416015625,88.44
5900,4332.51416015625,88.44
6000,4332.51416015625,88.44
6100,4332.51416015625,88.44
6200,4332.51416015625,88.44
6300,4332.51416015625,88.44
6400,4332.51416015625,88.44
6500,4332.51416015625,88.44
6600,4332.51416015625,88.44
6700,4332.51416015625,88.44
6800,4332.51416015625,88.44
6900,4332.51416015625,88.44
7000,5027.84423828125,88.44
7100,5250.10009765625,88.44
7200,5250.10009765625,88.44
7300,5250.10009765625,88.44
7400,5250.10009765625,88.44
7500,5250.10009765625,88.44
7600,5250.10009765625,88.44
7700,5250.10009765625,88.44
7800,5250.10009765625,88.44
7900,5250.10009765625,88.44
8000,5274.35400390625,88.44
8100,5274.35400390625,88.44
8200,5274.35400390625,88.44
8300,5274.35400390625,88.44
8400,5274.35400390625,88.44
8500,5274.35400390625,88.44
8600,5274.35400390625,88.44
8700,5274.35400390625,88.44
8800,5274.35400390625,88.44
8900,5274.35400390625,88.44
9000,5274.35400390625,88.44
9100,5274.35400390625,88.44
9200,5274.35400390625,88.44
9300,5274.35400390625,88.44
9400,5274.35400390625,88.44
9500,5274.35400390625,88.44
9600,5274.35400390625,88.44
9700,5274.35400390625,88.44
9800,5294.74560546875,88.44
9900,5294.74560546875,88.44
10000,5294.74560546875,88.44
10100,5294.74560546875,88.44
10200,5294.74560546875,88.44
10300,5294.74560546875,88.44
10400,5294.74560546875,88.44
10500,5294.74560546875,88.44
10600,5294.74560546875,88.44
10700,5294.74560546875,88.44
10800,5294.74560546875,88.44
10900,5294.74560546875,88.44
11000,5294.74560546875,88.44
11100,5294.74560546875,88.44
11200,5294.74560546875,88.44
11300,5350.01611328125,88.44
11400,5350.01611328125,88.44
11500,5350.01611328125,88.44
11600,5573.189453125,88.44
11700,5573.189453125,88.44
11800,5573.189453125,88.44
11900,5573.189453125,88.44
12000,5573.189453125,88.44
12100,5573.189453125,88.44
12200,5573.189453125,88.44
12300,5573.189453125,88.44
12400,5573.189453125,88.44
12500,5573.189453125,88.44
12600,5573.189453125,88.44
12700,5573.189453125,88.44
12800,5573.189453125,88.44
12900,5792.42919921875,88.44
13000,5792.42919921875,88.44
13100,5792.42919921875,88.44
13200,5792.42919921875,88.44
13300,5792.42919921875,88.44
13400,5792.42919921875,88.44
13500,5792.42919921875,88.44
13600,5792.42919921875,88.44
13700,5792.42919921875,88.44
13800,5792.42919921875,88.44
13900,5792.42919921875,88.44
14000,5792.42919921875,88.44
14100,5792.42919921875,88.44
14200,5792.42919921875,88.44
14300,5792.42919921875,88.44
14400,5792.42919921875,88.44
14500,5792.42919921875,88.44
14600,5792.42919921875,88.44
14700,5792.42919921875,88.44
14800,5792.42919921875,88.44
14900,5792.42919921875,88.44
15000,5792.42919921875,88.44
15100,5792.42919921875,88.44
15200,5792.42919921875,88.44
15300,5792.42919921875,88.44
15400,5792.42919921875,88.44
15500,5792.42919921875,88.44
15600,5792.42919921875,88.46
15700,5792.42919921875,88.46
15800,5792.42919921875,88.46
15900,5792.42919921875,88.46
16000,5792.42919921875,88.46
16100,5792.42919921875,88.46
16200,5792.42919921875,88.46
16300,5792.42919921875,88.46
16400,5792.42919921875,88.46
16500,5792.42919921875,88.46
16600,5792.42919921875,88.46
16700,5792.42919921875,88.46
16800,5792.42919921875,88.46
16900,5792.42919921875,88.46
17000,5792.42919921875,88.46
17100,5792.42919921875,88.46
17200,5792.42919921875,88.46
17300,5792.42919921875,88.46
17400,5792.42919921875,88.46
17500,5792.42919921875,88.46
17600,5792.42919921875,88.46
17700,5792.42919921875,88.46
17800,5792.42919921875,88.46
17900,5792.42919921875,88.46
18000,5792.42919921875,88.46
