evaluation,fitness,time
0,0.7030930519104004,0.37
0,0.7030930519104004,0.7553830742835999,0.44
100,0.7030930519104004,0.7553830742835999,0.44
200,0.7030930519104004,0.7553830742835999,0.44
300,0.7030930519104004,0.7553830742835999,0.44
400,0.7030930519104004,0.7553830742835999,0.44
500,0.7030930519104004,0.7553830742835999,0.44
600,0.7030930519104004,0.7553830742835999,0.44
700,0.7030930519104004,0.7553830742835999,0.44
800,0.7030930519104004,0.7553830742835999,0.44
900,0.7483781576156616,0.8498872518539429,0.44
1000,0.7483781576156616,0.8498872518539429,0.44
1100,0.7483781576156616,0.8498872518539429,0.44
1200,0.7483781576156616,0.8498872518539429,0.44
1300,0.7483781576156616,0.8498872518539429,0.44
1400,0.7528878450393677,0.8400067090988159,0.44
1500,0.7528878450393677,0.8400067090988159,0.44
1600,0.7620062828063965,0.8259491920471191,0.44
1700,0.7620062828063965,0.8259491920471191,0.44
1800,0.7620062828063965,0.8259491920471191,0.44
1900,0.7620062828063965,0.8259491920471191,0.44
2000,0.7620062828063965,0.8259491920471191,0.44
2100,0.7620062828063965,0.8259491920471191,0.44
2200,0.7620062828063965,0.8259491920471191,0.44
2300,0.7620062828063965,0.8259491920471191,0.44
2400,0.7620062828063965,0.8259491920471191,0.44
2500,0.7620062828063965,0.8259491920471191,0.44
2600,0.7620062828063965,0.8259491920471191,0.44
2700,0.7623077630996704,0.8678076863288879,0.44
2800,0.7623077630996704,0.8678076863288879,0.44
2900,0.7623077630996704,0.8678076863288879,0.44
3000,0.7623077630996704,0.8678076863288879,0.44
3100,0.7623077630996704,0.8678076863288879,0.44
3200,0.7623077630996704,0.8678076863288879,0.44
3300,0.7623077630996704,0.8678076863288879,0.44
3400,0.7623077630996704,0.8678076863288879,0.44
3500,0.7623077630996704,0.8678076863288879,0.44
3600,0.7623077630996704,0.8678076863288879,0.44
3700,0.7623077630996704,0.8678076863288879,0.44
3800,0.7623077630996704,0.8678076863288879,0.44
3900,0.7623077630996704,0.8678076863288879,0.44
4000,0.7623077630996704,0.8678076863288879,0.44
4100,0.7623077630996704,0.8678076863288879,0.44
4200,0.7623077630996704,0.8678076863288879,0.44
4300,0.7623077630996704,0.8678076863288879,0.44
4400,0.7623077630996704,0.8678076863288879,0.44
4500,0.7719166278839111,0.8876410722732544,0.44
4600,0.7719166278839111,0.8876410722732544,0.44
4700,0.7719166278839111,0.8876410722732544,0.44
4800,0.7719166278839111,0.8876410722732544,0.44
4900,0.7719166278839111,0.8876410722732544,0.44
5000,0.7719166278839111,0.8876410722732544,0.44
5100,0.7719166278839111,0.8876410722732544,0.44
5200,0.7719166278839111,0.09874391555786133,0.44
5300,0.7719166278839111,0.09874391555786133,0.44
5400,0.7719166278839111,0.09874391555786133,0.44
5500,0.7719166278839111,0.09874391555786133,0.44
5600,0.7719166278839111,0.09874391555786133,0.44
5700,0.7719166278839111,0.09874391555786133,0.44
5800,0.7719166278839111,0.09874391555786133,0.44
5900,0.7719166278839111,0.09874391555786133,0.44
6000,0.7719166278839111,0.09874391555786133,0.44
