evaluation,fitness,time
0,0.679746687412262,0.25
0,0.8201593160629272,0.8956875801086426,0.45
100,0.8201593160629272,0.8956875801086426,0.45
200,0.8201593160629272,0.8956875801086426,0.45
300,0.8201593160629272,0.8956875801086426,0.45
400,0.8201593160629272,0.8956875801086426,0.45
500,0.8201593160629272,0.8956875801086426,0.45
600,0.8201593160629272,0.8956875801086426,0.45
700,0.8201593160629272,0.8956875801086426,0.45
800,0.8201593160629272,0.8956875801086426,0.45
900,0.8201593160629272,0.8956875801086426,0.45
1000,0.8201593160629272,0.8956875801086426,0.45
1100,0.8201593160629272,0.8956875801086426,0.45
1200,0.8201593160629272,0.8956875801086426,0.45
1300,0.8201593160629272,0.8956875801086426,0.45
1400,0.8201593160629272,0.8956875801086426,0.45
1500,0.8201593160629272,0.8956875801086426,0.45
1600,0.8201593160629272,0.8956875801086426,0.45
1700,0.8201593160629272,0.8956875801086426,0.45
1800,0.8201593160629272,0.8956875801086426,0.45
1900,0.8201593160629272,0.8956875801086426,0.45
2000,0.8201593160629272,0.8956875801086426,0.45
2100,0.8201593160629272,0.8956875801086426,0.45
2200,0.8201593160629272,0.8956875801086426,0.45
2300,0.8201593160629272,0.8956875801086426,0.45
2400,0.8201593160629272,0.8956875801086426,0.45
2500,0.8201593160629272,0.8956875801086426,0.45
2600,0.8201593160629272,0.8956875801086426,0.45
2700,0.8201593160629272,0.8956875801086426,0.45
2800,0.8201593160629272,0.8956875801086426,0.45
2900,0.8201593160629272,0.8956875801086426,0.45
3000,0.8201593160629272,0.8956875801086426,0.45
3100,0.8201593160629272,0.8956875801086426,0.45
3200,0.8201593160629272,0.8956875801086426,0.45
3300,0.8201593160629272,0.8956875801086426,0.45
3400,0.8201593160629272,0.8956875801086426,0.45
3500,0.8201593160629272,0.8956875801086426,0.45
3600,0.8201593160629272,0.8956875801086426,0.45
3700,0.8201593160629272,0.8956875801086426,0.45
3800,0.8201593160629272,0.8956875801086426,0.45
3900,0.8201593160629272,0.8956875801086426,0.45
4000,0.8201593160629272,0.8956875801086426,0.45
4100,0.8315559029579163,0.9154841899871826,0.45
4200,0.8315559029579163,0.9154841899871826,0.45
4300,0.8315559029579163,0.9154841899871826,0.45
4400,0.8315559029579163,0.9154841899871826,0.45
4500,0.8315559029579163,0.9154841899871826,0.45
4600,0.8315559029579163,0.9154841899871826,0.45
4700,0.8315559029579163,0.9154841899871826,0.45
4800,0.8315559029579163,0.9154841899871826,0.45
4900,0.8315559029579163,0.9154841899871826,0.45
5000,0.8315559029579163,0.9154841899871826,0.45
5100,0.8315559029579163,0.9154841899871826,0.45
5200,0.8315559029579163,0.9154841899871826,0.45
5300,0.8315559029579163,0.9154841899871826,0.45
5400,0.8315559029579163,0.9154841899871826,0.45
5500,0.8315559029579163,0.9154841899871826,0.45
5600,0.8315559029579163,0.9154841899871826,0.45
5700,0.8315559029579163,0.9154841899871826,0.45
5800,0.8315559029579163,0.9154841899871826,0.45
5900,0.8374054431915283,0.9138633012771606,0.45
6000,0.8374054431915283,0.9138633012771606,0.45
6100,0.8374054431915283,0.9138633012771606,0.45
6200,0.8374054431915283,0.9138633012771606,0.45
6300,0.8374054431915283,0.9138633012771606,0.45
6400,0.8374054431915283,0.9138633012771606,0.45
6500,0.8374054431915283,0.9138633012771606,0.45
6600,0.8374054431915283,0.9138633012771606,0.45
6700,0.8374054431915283,0.9138633012771606,0.45
6800,0.8374054431915283,0.9138633012771606,0.45
6900,0.8374054431915283,0.9138633012771606,0.45
7000,0.8374054431915283,0.9138633012771606,0.45
7100,0.8374054431915283,0.9138633012771606,0.45
7200,0.8374054431915283,0.9138633012771606,0.45
7300,0.8374054431915283,0.9138633012771606,0.45
7400,0.8374054431915283,0.9138633012771606,0.45
7500,0.8374054431915283,0.9138633012771606,0.45
7600,0.8374054431915283,0.9138633012771606,0.45
7700,0.8374054431915283,0.9138633012771606,0.45
7800,0.8374054431915283,0.9138633012771606,0.45
7900,0.8374054431915283,0.9138633012771606,0.45
8000,0.8374054431915283,0.9138633012771606,0.45
8100,0.8374054431915283,0.9138633012771606,0.45
8200,0.8374054431915283,0.9138633012771606,0.45
8300,0.8374054431915283,0.9138633012771606,0.45
8400,0.8374054431915283,0.9138633012771606,0.45
8500,0.8374054431915283,0.9138633012771606,0.45
