iteration,fitness,time
0,-78.5999984741211,1.50
1,-76.5999984741211,1.52
2,-73.80000305175781,1.55
3,-73.20000457763672,1.47
4,-74.20000457763672,1.50
5,-73.80000305175781,1.56
6,-74.20000457763672,1.54
7,-75.20000457763672,1.56
8,-74.0,1.42
9,-76.4000015258789,1.57
10,-72.20000457763672,1.48
11,-74.80000305175781,1.47
12,-74.5999984741211,1.52
13,-74.5999984741211,1.54
14,-74.5999984741211,1.52
15,-74.20000457763672,1.48
16,-73.5999984741211,1.44
17,-76.20000457763672,1.57
18,-73.80000305175781,1.57
19,-74.4000015258789,1.49
20,-75.0,1.63
21,-74.80000305175781,1.55
22,-74.4000015258789,1.51
23,-75.20000457763672,1.50
24,-74.80000305175781,1.47
25,-74.80000305175781,1.43
26,-75.20000457763672,1.47
27,-74.80000305175781,1.48
28,-75.0,1.57
29,-75.4000015258789,1.56
30,-71.0,1.52
31,-72.4000015258789,1.43
32,-72.20000457763672,1.44
33,-75.0,1.44
34,-76.0,1.43
35,-75.80000305175781,1.43
36,-75.5999984741211,1.54
37,-73.4000015258789,1.51
38,-74.20000457763672,1.43
39,-75.0,1.50
40,-75.5999984741211,1.52
41,-73.5999984741211,1.45
42,-75.0,1.47
43,-72.5999984741211,1.51
44,-75.80000305175781,1.38
45,-75.20000457763672,1.49
46,-75.20000457763672,1.45
47,-73.80000305175781,1.50
48,-74.0,1.44
49,-73.5999984741211,1.46
