evaluation,fitness,time
0,0.6971054077148438,0.25
0,0.6971054077148438,0.6467567086219788,0.43
100,0.6971054077148438,0.6467567086219788,0.43
200,0.6971054077148438,0.6467567086219788,0.43
300,0.6971054077148438,0.6467567086219788,0.43
400,0.7133045196533203,0.7066561579704285,0.43
500,0.7133045196533203,0.7066561579704285,0.43
600,0.7133045196533203,0.7066561579704285,0.43
700,0.7133045196533203,0.7066561579704285,0.43
800,0.7133045196533203,0.7066561579704285,0.43
900,0.7133045196533203,0.7066561579704285,0.43
1000,0.7133045196533203,0.7066561579704285,0.43
1100,0.7133045196533203,0.7066561579704285,0.43
1200,0.7133045196533203,0.7066561579704285,0.43
1300,0.7133045196533203,0.7066561579704285,0.43
1400,0.7133045196533203,0.7066561579704285,0.43
1500,0.7297781109809875,0.7969349026679993,0.43
1600,0.7445811033248901,0.8567512035369873,0.43
1700,0.7445811033248901,0.8567512035369873,0.43
1800,0.7445811033248901,0.8567512035369873,0.43
1900,0.7445811033248901,0.8567512035369873,0.43
2000,0.7445811033248901,0.8567512035369873,0.43
2100,0.7445811033248901,0.8567512035369873,0.43
2200,0.7445811033248901,0.8567512035369873,0.43
2300,0.7515531182289124,0.7543371915817261,0.43
2400,0.7515531182289124,0.7543371915817261,0.43
2500,0.7515531182289124,0.7543371915817261,0.43
2600,0.7515531182289124,0.7543371915817261,0.43
2700,0.7515531182289124,0.7543371915817261,0.43
2800,0.7515531182289124,0.7543371915817261,0.43
2900,0.7515531182289124,0.7543371915817261,0.43
3000,0.7515531182289124,0.7543371915817261,0.43
3100,0.7515531182289124,0.7543371915817261,0.43
3200,0.7515531182289124,0.7543371915817261,0.43
3300,0.7515531182289124,0.7543371915817261,0.43
3400,0.7515531182289124,0.7543371915817261,0.43
3500,0.7515531182289124,0.7543371915817261,0.43
3600,0.7515531182289124,0.7543371915817261,0.43
3700,0.7515531182289124,0.7543371915817261,0.43
3800,0.7515531182289124,0.7543371915817261,0.43
3900,0.7515531182289124,0.7543371915817261,0.43
4000,0.7515531182289124,0.7543371915817261,0.43
4100,0.7515531182289124,0.7543371915817261,0.43
4200,0.7515531182289124,0.7543371915817261,0.43
4300,0.781753420829773,0.8094541430473328,0.43
4400,0.781753420829773,0.8094541430473328,0.43
4500,0.781753420829773,0.8094541430473328,0.43
4600,0.781753420829773,0.8094541430473328,0.43
4700,0.781753420829773,0.8094541430473328,0.43
