evaluation,fitness,time
100,181.9998321533203,42.96
200,180.462890625,12.03
300,194.16905212402344,12.33
400,219.13978576660156,12.38
500,203.189208984375,12.42
600,213.5367889404297,12.27
700,219.62339782714844,12.25
800,219.54135131835938,12.34
900,221.23828125,12.33
1000,219.8238983154297,12.37
1100,234.3360595703125,12.37
1200,217.444580078125,12.35
1300,238.74354553222656,12.25
1400,245.1504364013672,12.45
1500,254.28515625,12.36
1600,247.32827758789062,12.34
1700,256.1456604003906,12.45
1800,258.1023254394531,12.46
1900,260.7289123535156,12.36
2000,255.3910675048828,12.29
2100,261.17529296875,12.38
2200,257.2710266113281,12.48
2300,259.3797607421875,12.43
2400,260.0235290527344,12.34
2500,259.1822509765625,12.34
2600,259.683837890625,12.34
2700,259.3174743652344,12.37
2800,257.17205810546875,12.36
2900,259.2022399902344,12.37
3000,257.3452453613281,12.25
3100,258.27764892578125,12.39
3200,258.4678649902344,12.40
3300,258.03106689453125,12.44
3400,257.927490234375,12.46
3500,273.17999267578125,12.45
3600,259.5713806152344,12.26
3700,279.969970703125,12.31
3800,280.2652587890625,12.39
3900,281.64593505859375,12.39
4000,280.4828796386719,12.38
4100,281.5622863769531,12.34
4200,280.1228332519531,12.28
4300,276.73150634765625,12.29
4400,281.12451171875,12.41
4500,281.6804504394531,12.35
4600,284.2826232910156,12.29
4700,277.13043212890625,12.31
4800,282.9548034667969,12.31
4900,282.2784423828125,12.40
5000,280.9986267089844,12.33
5100,280.23809814453125,12.38
5200,280.936767578125,12.36
5300,281.791259765625,12.25
5400,280.33026123046875,12.29
5500,283.11383056640625,12.30
5600,279.8121337890625,12.38
5700,282.4620361328125,12.32
5800,280.63519287109375,12.34
5900,280.43212890625,12.31
6000,282.14208984375,12.40
6100,281.0680236816406,12.34
6200,279.8556213378906,12.40
6300,282.7674560546875,12.33
6400,280.7731628417969,12.42
6500,283.9364318847656,12.43
6600,281.4272155761719,12.31
6700,281.0509338378906,12.42
6800,283.57427978515625,12.28
6900,280.8652648925781,12.31
7000,284.635986328125,12.46
7100,278.96221923828125,12.34
7200,282.0090637207031,12.36
7300,283.8404541015625,12.34
7400,282.3187561035156,12.34
7500,283.0440979003906,12.25
7600,280.8690185546875,12.31
7700,282.8424987792969,12.35
7800,283.0257873535156,12.26
7900,282.8086242675781,12.34
8000,282.63031005859375,12.36
8100,284.2350769042969,12.37
8200,281.8115539550781,12.33
8300,282.65435791015625,12.26
8400,284.36138916015625,12.23
8500,282.3818054199219,12.29
8600,282.2240295410156,12.34
8700,282.3289794921875,12.20
8800,282.11529541015625,12.27
8900,283.0887451171875,12.30
9000,279.9215087890625,12.31
9100,281.79949951171875,12.31
9200,283.3070983886719,12.36
9300,282.8535461425781,12.30
9400,282.8746032714844,12.22
9500,279.2520446777344,12.29
9600,283.2126770019531,12.20
9700,280.43212890625,12.18
9800,278.0526428222656,12.37
9900,284.3043212890625,12.31
10000,283.3258972167969,12.17
10100,281.3919677734375,12.24
10200,280.7803039550781,12.14
10300,284.7871398925781,12.20
10400,280.9999084472656,12.26
10500,279.891845703125,12.27
10600,282.0348205566406,12.22
10700,281.1172790527344,12.26
10800,281.60296630859375,12.21
10900,281.4237365722656,12.32
11000,282.1915588378906,12.14
11100,284.7683410644531,12.22
11200,283.1132507324219,12.21
11300,284.2042236328125,12.25
11400,282.9019775390625,12.11
11500,283.4200134277344,12.21
11600,283.079833984375,12.21
