evaluation,fitness,time
0,1023.5364379882812,52.51
0,1023.5364379882812,20.76
100,1023.5364379882812,20.76
200,1023.5364379882812,20.76
300,1023.5364379882812,20.76
400,1023.5364379882812,20.76
500,1023.5364379882812,20.76
600,1023.5364379882812,20.76
700,1023.5364379882812,20.76
800,1023.5364379882812,20.76
900,1023.5364379882812,20.76
1000,1023.5364379882812,20.76
1100,1023.5364379882812,20.76
1200,1023.5364379882812,20.76
1300,1023.5364379882812,20.76
1400,1023.5364379882812,20.76
1500,1023.5364379882812,20.76
1600,1023.5364379882812,20.76
1700,1023.5364379882812,20.76
1800,1026.3450927734375,20.76
1900,1026.3450927734375,20.76
2000,1026.3450927734375,20.76
2100,1026.3450927734375,20.76
2200,1026.3450927734375,20.76
2300,1026.3450927734375,20.76
2400,1026.3450927734375,20.76
2500,1026.3450927734375,20.76
2600,1026.3450927734375,20.76
2700,1026.3450927734375,20.76
2800,1026.3450927734375,20.76
2900,1036.4444580078125,20.76
3000,1036.4444580078125,20.76
3100,1036.4444580078125,20.76
3200,1036.4444580078125,20.76
3300,1036.4444580078125,20.76
3400,1036.4444580078125,20.76
3500,1036.4444580078125,20.76
3600,1036.4444580078125,20.76
3700,1036.4444580078125,20.76
3800,1036.4444580078125,20.76
3900,1036.4444580078125,20.76
4000,1036.4444580078125,20.76
4100,1036.4444580078125,20.76
4200,1036.4444580078125,20.76
4300,1036.4444580078125,20.76
4400,1036.4444580078125,20.76
4500,1036.4444580078125,20.76
4600,1036.4444580078125,20.76
4700,1036.4444580078125,20.76
4800,1036.4444580078125,20.76
4900,1036.4444580078125,20.76
5000,1036.4444580078125,20.76
5100,1036.4444580078125,20.76
5200,1036.4444580078125,20.76
5300,1036.4444580078125,20.76
5400,1036.4444580078125,20.76
5500,1036.4444580078125,20.76
5600,1036.4444580078125,20.76
5700,1036.4444580078125,20.76
5800,1036.4444580078125,20.76
5900,1036.4444580078125,20.76
6000,1036.4444580078125,20.76
6100,1036.4444580078125,20.76
6200,1036.4444580078125,20.76
6300,1036.4444580078125,20.76
6400,1036.4444580078125,20.76
6500,1036.4444580078125,20.76
6600,1036.4444580078125,20.76
6700,1036.4444580078125,20.76
6800,1036.4444580078125,20.76
6900,1036.4444580078125,20.76
7000,1036.4444580078125,20.76
7100,1036.4444580078125,20.76
7200,1036.4444580078125,20.76
7300,1036.4444580078125,20.76
7400,1036.4444580078125,20.76
7500,1036.4444580078125,20.76
7600,1036.4444580078125,20.76
7700,1036.4444580078125,20.76
7800,1045.4755859375,20.76
7900,1045.4755859375,20.76
8000,1045.4755859375,20.76
8100,1045.4755859375,20.76
8200,1045.4755859375,20.76
8300,1045.4755859375,20.76
8400,1045.4755859375,20.76
8500,1045.4755859375,20.76
8600,1045.4755859375,20.76
8700,1045.4755859375,20.76
8800,1045.4755859375,20.76
8900,1045.4755859375,20.76
9000,1045.4755859375,20.76
9100,1045.4755859375,20.76
9200,1045.4755859375,20.76
9300,1079.0902099609375,20.76
9400,1079.0902099609375,20.76
9500,1079.0902099609375,20.76
9600,1079.0902099609375,20.76
9700,1079.0902099609375,20.76
9800,1079.0902099609375,20.76
9900,1079.0902099609375,20.76
10000,1079.0902099609375,20.76
10100,1079.0902099609375,20.76
10200,1079.0902099609375,20.76
10300,1079.0902099609375,20.76
10400,1079.0902099609375,20.76
10500,1079.0902099609375,20.76
10600,1079.0902099609375,20.76
10700,1079.0902099609375,20.76
10800,1079.0902099609375,20.76
10900,1079.0902099609375,20.76
11000,1079.0902099609375,20.76
11100,1079.0902099609375,20.76
11200,1079.0902099609375,20.76
11300,1079.0902099609375,20.76
11400,1079.0902099609375,20.76
11500,1079.0902099609375,20.76
11600,1079.0902099609375,20.76
