evaluation,fitness,test_accuracy,time
0,-2.191887378692627,0.50
0,-0.009555459022521973,-0.1355605125427246,0.82
100,-0.009555459022521973,-0.1355605125427246,0.82
200,-0.009555459022521973,-0.1355605125427246,0.82
300,-0.009555459022521973,-0.1355605125427246,0.82
400,-0.009555459022521973,-0.1355605125427246,0.82
500,-0.009555459022521973,-0.1355605125427246,0.82
600,-0.009555459022521973,-0.1355605125427246,0.82
700,-0.009555459022521973,-0.1355605125427246,0.82
800,-0.009555459022521973,-0.1355605125427246,0.82
900,-0.009555459022521973,-0.1355605125427246,0.82
1000,-0.009555459022521973,-0.1355605125427246,0.82
1100,-0.009555459022521973,-0.1355605125427246,0.82
1200,-0.009555459022521973,-0.1355605125427246,0.82
1300,-0.009555459022521973,-0.1355605125427246,0.82
1400,-0.009555459022521973,-0.1355605125427246,0.82
1500,-0.009555459022521973,-0.1355605125427246,0.82
1600,-0.009555459022521973,-0.1355605125427246,0.82
1700,-0.009555459022521973,-0.1355605125427246,0.82
1800,-0.009555459022521973,-0.1355605125427246,0.82
1900,-0.009555459022521973,-0.1355605125427246,0.82
2000,-0.009555459022521973,-0.1355605125427246,0.82
2100,-0.009555459022521973,-0.1355605125427246,0.82
2200,-0.009555459022521973,-0.1355605125427246,0.82
2300,-0.009555459022521973,-0.1355605125427246,0.82
2400,-0.009555459022521973,-0.1355605125427246,0.82
2500,-0.009555459022521973,-0.1355605125427246,0.82
2600,-0.009555459022521973,-0.1355605125427246,0.82
2700,-0.009555459022521973,-0.1355605125427246,0.82
2800,-0.009555459022521973,-0.1355605125427246,0.82
2900,-0.009555459022521973,-0.1355605125427246,0.82
3000,-0.009555459022521973,-0.1355605125427246,0.82
3100,0.07744818925857544,-0.05492401123046875,0.82
3200,0.07744818925857544,-0.05492401123046875,0.82
3300,0.07744818925857544,-0.05492401123046875,0.82
3400,0.07744818925857544,-0.05492401123046875,0.82
3500,0.07744818925857544,-0.05492401123046875,0.82
3600,0.07744818925857544,-0.05492401123046875,0.82
3700,0.07744818925857544,-0.05492401123046875,0.82
3800,0.07744818925857544,-0.05492401123046875,0.82
3900,0.07744818925857544,-0.05492401123046875,0.82
4000,0.07744818925857544,-0.05492401123046875,0.82
4100,0.07744818925857544,-0.05492401123046875,0.82
4200,0.07744818925857544,-0.05492401123046875,0.82
4300,0.07744818925857544,-0.05492401123046875,0.82
4400,0.07744818925857544,-0.05492401123046875,0.82
4500,0.07744818925857544,-0.05492401123046875,0.82
4600,0.07744818925857544,-0.05492401123046875,0.82
4700,0.07744818925857544,-0.05492401123046875,0.82
4800,0.07744818925857544,-0.05492401123046875,0.82
4900,0.07744818925857544,-0.05492401123046875,0.82
5000,0.07744818925857544,-0.05492401123046875,0.82
5100,0.07744818925857544,-2091.08203125,0.81
5200,0.07744818925857544,-2091.08203125,0.81
5300,0.07744818925857544,-2091.08203125,0.81
5400,0.07744818925857544,-2091.08203125,0.81
5500,0.07744818925857544,-2091.08203125,0.81
5600,0.07744818925857544,-2091.08203125,0.81
5700,0.07744818925857544,-2091.08203125,0.81
5800,0.07744818925857544,-2091.08203125,0.81
5900,0.07744818925857544,-2091.08203125,0.81
6000,0.07744818925857544,-2091.08203125,0.81
6100,0.07744818925857544,-2091.08203125,0.81
6200,0.07744818925857544,-2091.08203125,0.81
6300,0.07744818925857544,-2091.08203125,0.81
6400,0.07744818925857544,-2091.08203125,0.81
