iteration,fitness,time
0,1941.52490234375,28.88
0,2602.064453125,7.55
1,3733.927734375,7.55
2,3733.927734375,7.55
3,3733.927734375,7.55
4,3733.927734375,7.55
5,3733.927734375,7.55
6,3733.927734375,7.55
7,3733.927734375,7.55
8,3733.927734375,7.55
9,4793.8642578125,7.55
10,4793.8642578125,7.55
11,4793.8642578125,7.55
12,4793.8642578125,7.55
13,4793.8642578125,7.55
14,4793.8642578125,7.55
15,4793.8642578125,7.55
16,4793.8642578125,7.55
17,4793.8642578125,7.55
18,4793.8642578125,7.55
19,4793.8642578125,7.55
20,4793.8642578125,7.55
21,4867.25341796875,7.55
22,4867.25341796875,7.55
23,4867.25341796875,7.55
24,4867.25341796875,7.55
25,4867.25341796875,7.55
26,4867.25341796875,7.55
27,4867.25341796875,7.55
28,4867.25341796875,7.55
29,4867.25341796875,7.55
30,4867.25341796875,7.55
31,4867.25341796875,7.55
32,4867.25341796875,7.55
33,4867.25341796875,7.55
34,4867.25341796875,7.55
35,4867.25341796875,7.55
36,4867.25341796875,7.55
37,4867.25341796875,7.55
38,4867.25341796875,7.55
39,4867.25341796875,7.55
40,4867.25341796875,7.55
41,4867.25341796875,7.55
42,4867.25341796875,7.55
43,4867.25341796875,7.55
44,4867.25341796875,7.55
45,4867.25341796875,7.55
46,4867.25341796875,7.55
47,4867.25341796875,7.55
48,4867.25341796875,7.55
49,4867.25341796875,7.55
50,4930.81689453125,7.55
51,4930.81689453125,7.55
52,4930.81689453125,7.55
53,4930.81689453125,7.55
54,4930.81689453125,7.55
55,4930.81689453125,7.55
56,5195.1376953125,7.55
57,5195.1376953125,7.55
58,5195.1376953125,7.55
59,5195.1376953125,7.55
60,5195.1376953125,7.55
61,5195.1376953125,7.55
62,5195.1376953125,7.55
63,5195.1376953125,7.55
64,5195.1376953125,7.55
65,5195.1376953125,7.55
66,5195.1376953125,7.55
67,5195.1376953125,7.55
68,5195.1376953125,7.55
69,5195.1376953125,7.55
70,5195.1376953125,7.55
71,5195.1376953125,7.55
72,5195.1376953125,7.55
73,5195.1376953125,7.55
74,5195.1376953125,7.55
75,5195.1376953125,7.55
76,5195.1376953125,7.55
77,5195.1376953125,7.55
78,5195.1376953125,7.55
79,5195.1376953125,7.55
80,5195.1376953125,7.55
81,5195.1376953125,7.55
82,5195.1376953125,7.55
83,5195.1376953125,7.55
84,5195.1376953125,7.55
85,5195.1376953125,7.55
86,5195.1376953125,7.55
87,5195.1376953125,7.55
88,5195.1376953125,7.55
89,5195.1376953125,7.55
90,5195.1376953125,7.55
91,5195.1376953125,7.55
92,5195.1376953125,7.55
93,5195.1376953125,7.55
94,5195.1376953125,7.55
95,5195.1376953125,7.55
96,5195.1376953125,7.55
97,5195.1376953125,7.55
98,5195.1376953125,7.55
99,5195.1376953125,7.55
100,5195.1376953125,7.55
101,5195.1376953125,7.55
102,5195.1376953125,7.55
103,5195.1376953125,7.55
104,5195.1376953125,7.55
105,5195.1376953125,7.55
106,5195.1376953125,7.55
107,5195.1376953125,7.55
108,5195.1376953125,7.55
109,5195.1376953125,7.55
110,5195.1376953125,7.55
111,5195.1376953125,7.55
112,5195.1376953125,7.55
113,5195.1376953125,7.55
114,5195.1376953125,7.55
115,5195.1376953125,7.55
116,5241.90087890625,7.55
117,5241.90087890625,7.55
118,5241.90087890625,7.55
119,5241.90087890625,7.55
120,5241.90087890625,7.55
121,5525.61328125,7.55
122,5525.61328125,7.55
123,5525.61328125,7.55
124,5525.61328125,7.55
125,5525.61328125,7.55
126,5525.61328125,7.55
127,5525.61328125,7.55
128,5525.61328125,7.55
129,5525.61328125,7.55
130,5525.61328125,7.55
131,5525.61328125,7.55
132,5525.61328125,7.55
133,5525.61328125,7.55
134,5525.61328125,7.55
135,5525.61328125,7.55
136,5525.61328125,7.55
137,5525.61328125,7.55
138,5525.61328125,7.55
139,5525.61328125,7.55
