iteration,fitness,time
0,-87.20000457763672,8.41
0,-87.20000457763672,0.76
1,-87.20000457763672,0.76
2,-87.20000457763672,0.76
3,-85.80000305175781,0.76
4,-85.80000305175781,0.76
5,-80.0,0.76
6,-80.0,0.76
7,-80.0,0.76
8,-80.0,0.76
9,-72.80000305175781,0.76
10,-72.80000305175781,0.76
11,-72.4000015258789,0.76
12,-72.4000015258789,0.76
13,-72.4000015258789,0.76
14,-72.4000015258789,0.76
15,-72.4000015258789,0.76
16,-72.4000015258789,0.76
17,-72.4000015258789,0.76
18,-71.20000457763672,0.76
19,-71.20000457763672,0.76
20,-71.20000457763672,0.76
21,-71.20000457763672,0.76
22,-71.20000457763672,0.76
23,-71.20000457763672,0.76
24,-71.20000457763672,0.76
25,-71.20000457763672,0.76
26,-71.20000457763672,0.76
27,-71.20000457763672,0.76
28,-71.20000457763672,0.76
29,-71.20000457763672,0.76
30,-71.20000457763672,0.76
31,-71.20000457763672,0.76
32,-71.20000457763672,0.76
33,-71.20000457763672,0.76
34,-71.20000457763672,0.76
35,-71.20000457763672,0.76
36,-71.20000457763672,0.76
37,-71.20000457763672,0.76
38,-71.20000457763672,0.76
39,-71.20000457763672,0.76
40,-71.20000457763672,0.76
41,-69.20000457763672,0.76
42,-69.20000457763672,0.76
43,-69.20000457763672,0.76
44,-69.20000457763672,0.76
45,-69.20000457763672,0.76
46,-69.20000457763672,0.76
47,-69.20000457763672,0.76
48,-69.20000457763672,0.76
49,-69.20000457763672,0.76
50,-69.20000457763672,0.76
51,-69.20000457763672,0.76
52,-69.20000457763672,0.76
53,-69.20000457763672,0.76
54,-69.20000457763672,0.76
55,-69.20000457763672,0.76
56,-69.20000457763672,0.76
57,-69.20000457763672,0.76
58,-69.20000457763672,0.76
59,-69.20000457763672,0.76
