iteration,fitness,time
0,202.8000030517578,1.49
1,286.0,1.38
2,287.8000183105469,1.49
3,351.20001220703125,1.48
4,500.0,1.43
5,500.0,1.43
6,500.0,1.45
7,500.0,1.57
8,500.0,1.56
9,500.0,1.55
10,500.0,1.49
11,500.0,1.44
12,500.0,1.49
13,500.0,1.57
14,500.0,1.54
15,500.0,1.58
16,500.0,1.54
17,500.0,1.54
18,500.0,1.46
19,500.0,1.49
20,500.0,1.54
21,500.0,1.52
22,500.0,1.51
23,500.0,1.62
24,500.0,1.59
25,500.0,1.55
26,500.0,1.50
27,500.0,1.51
28,500.0,1.59
29,500.0,1.57
30,500.0,1.58
31,500.0,1.53
32,500.0,1.47
33,500.0,1.53
34,500.0,1.60
35,500.0,1.41
36,500.0,1.59
37,500.0,1.48
38,500.0,1.47
39,500.0,1.56
40,500.0,1.50
41,500.0,1.55
42,500.0,1.59
43,500.0,1.50
44,500.0,1.53
45,500.0,1.54
46,500.0,1.44
47,500.0,1.48
48,500.0,1.43
49,500.0,1.64
