evaluation,fitness,time
0,70.11609649658203,44.08
0,70.11609649658203,13.24
100,70.11609649658203,13.24
200,70.11609649658203,13.24
300,70.11609649658203,13.24
400,70.11609649658203,13.24
500,70.11609649658203,13.24
600,70.11609649658203,13.24
700,70.11609649658203,13.24
800,70.11609649658203,13.24
900,70.11609649658203,13.24
1000,70.11609649658203,13.24
1100,70.11609649658203,13.24
1200,70.11609649658203,13.24
1300,70.11609649658203,13.24
1400,70.11609649658203,13.24
1500,70.11609649658203,13.24
1600,70.11609649658203,13.24
1700,70.11609649658203,13.24
1800,70.11609649658203,13.24
1900,70.11609649658203,13.24
2000,70.11609649658203,13.24
2100,70.11609649658203,13.24
2200,70.11609649658203,13.24
2300,70.11609649658203,13.24
2400,70.11609649658203,13.24
2500,70.11609649658203,13.24
2600,70.11609649658203,13.24
2700,70.11609649658203,13.24
2800,70.11609649658203,13.24
2900,70.11609649658203,13.24
3000,70.11609649658203,13.24
3100,70.11609649658203,13.24
3200,70.11609649658203,13.24
3300,136.1992950439453,13.24
3400,138.66162109375,13.24
3500,138.66162109375,13.24
3600,138.66162109375,13.24
3700,138.66162109375,13.24
3800,138.66162109375,13.24
3900,160.9325714111328,13.24
4000,160.9325714111328,13.24
4100,160.9325714111328,13.24
4200,160.9325714111328,13.24
4300,187.02992248535156,13.24
4400,187.02992248535156,13.24
4500,187.02992248535156,13.24
4600,187.02992248535156,13.24
4700,187.02992248535156,13.24
4800,187.02992248535156,13.24
4900,187.02992248535156,13.24
5000,187.02992248535156,13.24
5100,187.02992248535156,13.24
5200,187.02992248535156,13.25
5300,187.02992248535156,13.25
5400,187.02992248535156,13.25
5500,187.02992248535156,13.25
5600,187.02992248535156,13.25
5700,187.02992248535156,13.25
5800,187.02992248535156,13.25
5900,187.02992248535156,13.25
6000,187.02992248535156,13.25
6100,187.02992248535156,13.25
6200,187.02992248535156,13.25
6300,187.02992248535156,13.25
6400,187.02992248535156,13.25
6500,187.02992248535156,13.25
6600,187.02992248535156,13.25
6700,187.02992248535156,13.25
6800,187.02992248535156,13.25
6900,187.02992248535156,13.25
7000,187.02992248535156,13.25
7100,187.02992248535156,13.25
7200,187.02992248535156,13.25
7300,187.02992248535156,13.25
7400,187.02992248535156,13.25
7500,187.02992248535156,13.25
7600,187.02992248535156,13.25
7700,187.02992248535156,13.25
7800,187.02992248535156,13.25
7900,187.02992248535156,13.25
8000,187.02992248535156,13.25
8100,187.02992248535156,13.25
8200,187.02992248535156,13.25
8300,187.02992248535156,13.25
8400,187.02992248535156,13.25
8500,187.02992248535156,13.25
8600,187.02992248535156,13.25
8700,187.02992248535156,13.25
8800,187.02992248535156,13.25
8900,187.02992248535156,13.25
9000,187.02992248535156,13.25
9100,187.02992248535156,13.25
9200,187.02992248535156,13.25
9300,187.02992248535156,13.25
9400,187.02992248535156,13.25
9500,187.02992248535156,13.25
9600,187.02992248535156,13.25
9700,187.02992248535156,13.25
9800,187.02992248535156,13.25
9900,187.02992248535156,13.25
10000,187.02992248535156,13.25
10100,187.02992248535156,13.25
10200,187.02992248535156,13.25
10300,187.02992248535156,13.25
10400,187.02992248535156,13.22
10500,187.02992248535156,13.22
10600,187.02992248535156,13.22
10700,187.02992248535156,13.22
10800,187.02992248535156,13.22
10900,187.02992248535156,13.22
11000,187.02992248535156,13.22
11100,187.02992248535156,13.22
11200,187.02992248535156,13.22
