healthy,ctrl,forward,total,cumulative
1.0,-0.0011604431783780456,-0.008756355382502079,0.9900832176208496,1228.0084
1.0,-0.0022833833936601877,0.07953953742980957,1.077256202697754,1228.0084
1.0,-0.0023350559640675783,0.027221808210015297,1.0248867273330688,1228.0084
1.0,-0.0016063917428255081,0.021667443215847015,1.0200611352920532,1228.0084
1.0,-0.0015113588888198137,0.08294954150915146,1.0814381837844849,1228.0084
1.0,-0.0017183565068989992,0.11183624714612961,1.110117793083191,1228.0084
1.0,-0.0016156325582414865,0.1363890916109085,1.1347734928131104,1228.0084
1.0,-0.0015745536657050252,0.18295274674892426,1.1813782453536987,1228.0084
1.0,-0.0014508176827803254,0.2188235968351364,1.2173727750778198,1228.0084
1.0,-0.0013903500512242317,0.24905461072921753,1.2476643323898315,1228.0084
1.0,-0.0014071054756641388,0.28299468755722046,1.2815876007080078,1228.0084
1.0,-0.001174197532236576,0.3348155617713928,1.3336412906646729,1228.0084
1.0,-0.0013866308145225048,0.3679451644420624,1.36655855178833,1228.0084
1.0,-0.0012794375652447343,0.4186548590660095,1.4173754453659058,1228.0084
1.0,-0.0012771442998200655,0.4506993293762207,1.4494222402572632,1228.0084
1.0,-0.0013350408989936113,0.4898933470249176,1.488558292388916,1228.0084
1.0,-0.0013611670583486557,0.4765600562095642,1.4751989841461182,1228.0084
1.0,-0.0022216113284230232,0.012438277713954449,1.0102167129516602,1228.0084
1.0,-0.0031979891937226057,-0.18843145668506622,0.8083705902099609,1228.0084
1.0,-0.0025663748383522034,-0.23164784908294678,0.7657857537269592,1228.0084
1.0,-0.0032385634258389473,-0.4306882321834564,0.5660731792449951,1228.0084
1.0,-0.003085119416937232,-0.3900148272514343,0.6069000363349915,1228.0084
1.0,-0.002742378506809473,-0.32017144560813904,0.6770861744880676,1228.0084
1.0,-0.0030781354289501905,-0.2516268193721771,0.745294988155365,1228.0084
1.0,-0.002686155028641224,-0.2104436159133911,0.7868702411651611,1228.0084
1.0,-0.002308683702722192,-0.14018207788467407,0.8575092554092407,1228.0084
1.0,-0.002101872581988573,-0.13982468843460083,0.8580734133720398,1228.0084
1.0,-0.0026367201935499907,-0.1938544362783432,0.8035088181495667,1228.0084
1.0,-0.0019283384317532182,-0.2247689813375473,0.7733026742935181,1228.0084
