healthy,ctrl,forward,total,cumulative,cumulative_healthy,cumulative_ctrl,cumulative_forward
1.0,-0.0007195852813310921,0.00868478324264288,1.0079652070999146,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007195704383775592,-0.008372114971280098,0.9909083247184753,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0010090857977047563,0.017160601913928986,1.0161515474319458,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0009805301669985056,0.08777216821908951,1.0867916345596313,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007199004176072776,-0.039074793457984924,0.9602053165435791,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.001179402694106102,0.015759998932480812,1.014580488204956,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0010729992063716054,0.1118919774889946,1.1108189821243286,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007161463727243245,-0.04018314555287361,0.9591007232666016,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0010272795334458351,0.0114158745855093,1.0103886127471924,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007707546465098858,0.1044621393084526,1.1036913394927979,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.000705579062923789,0.017947515472769737,1.0172419548034668,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0006994756404310465,0.04922499507665634,1.0485254526138306,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007017324678599834,0.07493918389081955,1.07423734664917,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007020254852250218,0.058254338800907135,1.0575523376464844,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007011982961557806,0.027530767023563385,1.0268296003341675,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007482666987925768,0.04047015309333801,1.0397218465805054,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0008419145015068352,0.05158420652151108,1.0507423877716064,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007025296217761934,-0.015829572454094887,0.9834679365158081,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007024008082225919,0.010683083906769753,1.0099806785583496,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007025352097116411,0.011281691491603851,1.010579228401184,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007022346835583448,0.005878915078938007,1.0051766633987427,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.000701436132658273,0.0015243421075865626,1.000822901725769,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0008113481453619897,-0.0061037130653858185,0.9930849671363831,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007018959149718285,-0.0718836635351181,0.9274144172668457,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0008319690823554993,-0.03855069726705551,0.9606173634529114,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007757445564493537,0.002766842721030116,1.0019911527633667,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007004290819168091,-0.06479263305664062,0.9345069527626038,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.000820247340016067,-0.022855527698993683,0.9763242602348328,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007381211617030203,0.04421945661306381,1.0434813499450684,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007001152262091637,0.054667845368385315,1.0539677143096924,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007028000545687973,0.056494489312171936,1.0557916164398193,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007024150108918548,0.03925437107682228,1.0385520458221436,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007024530787020922,0.04481523856520653,1.0441126823425293,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007020577904768288,0.02942042052745819,1.02871835231781,1386.3167,969.0,-0.8280977,418.1444
1.0,-0.0007009162218309939,0.034738678485155106,1.034037709236145,1386.3167,969.0,-0.8280977,418.1444
