healthy,ctrl,forward,cumulative
1.0,-0.0010000067995861173,-0.03575046733021736,44403.52
1.0,-0.0010390367824584246,-0.07980496436357498,44403.52
1.0,-0.0010309284552931786,-0.12170102447271347,44403.52
1.0,-0.0010117682395502925,-0.17295503616333008,44403.52
1.0,-0.0010053914738819003,-0.22095638513565063,44403.52
1.0,-0.001004242105409503,-0.2667941451072693,44403.52
1.0,-0.0010030114790424705,-0.312772274017334,44403.52
1.0,-0.0010017077438533306,-0.3595426380634308,44403.52
1.0,-0.0010010132100433111,-0.40742042660713196,44403.52
1.0,-0.0010006377706304193,-0.45739391446113586,44403.52
1.0,-0.0010003553470596671,-0.5122450590133667,44403.52
1.0,-0.0010001726914197206,-0.5759326219558716,44403.52
1.0,-0.0010000804904848337,-0.6529260277748108,44403.52
1.0,-0.0010000364854931831,-0.7555926442146301,44403.52
1.0,-0.0010000156471505761,-1.3457573652267456,44403.52
1.0,-0.0010001916671171784,-2.1078240871429443,44403.52
1.0,-0.0010004001669585705,-1.765163540840149,44403.52
1.0,-0.0010000080801546574,-1.3550816774368286,44403.52
1.0,-0.0010000539477914572,-1.486635684967041,44403.52
1.0,-0.0010001076152548194,-1.5088701248168945,44403.52
1.0,-0.0010000091278925538,-1.2440382242202759,44403.52
1.0,-0.0010018367320299149,-0.679820716381073,44403.52
1.0,-0.0011677497532218695,0.26076656579971313,44403.52
1.0,-0.0018334188498556614,0.8620311617851257,44403.52
1.0,-0.0020841455552726984,1.317387342453003,44403.52
1.0,-0.002119004726409912,2.185997486114502,44403.52
1.0,-0.0021172952838242054,3.4839704036712646,44403.52
1.0,-0.0020321335177868605,6.0444722175598145,44403.52
1.0,-0.0020744872745126486,6.634978294372559,44403.52
1.0,-0.0021318322978913784,6.909628391265869,44403.52
1.0,-0.002133207395672798,7.914658069610596,44403.52
1.0,-0.002128429478034377,8.702323913574219,44403.52
1.0,-0.00211846805177629,8.911694526672363,44403.52
1.0,-0.002116405637934804,5.094818592071533,44403.52
1.0,-0.0020838023629039526,-0.4891417622566223,44403.52
1.0,-0.0021038672421127558,-0.4136897325515747,44403.52
1.0,-0.0021147627849131823,0.9179114699363708,44403.52
1.0,-0.002126235980540514,0.14396382868289948,44403.52
1.0,-0.002137589268386364,-0.4721805155277252,44403.52
1.0,-0.0021495139226317406,-0.015001743100583553,44403.52
1.0,-0.0021607924718409777,0.5271918773651123,44403.52
1.0,-0.00216915225610137,0.9661800861358643,44403.52
1.0,-0.0021739902440458536,1.3995542526245117,44403.52
1.0,-0.0022128643468022346,0.9569562673568726,44403.52
1.0,-0.0013168527511879802,-0.0051259989850223064,44403.52
1.0,-0.00205239444039762,-0.9844749569892883,44403.52
1.0,-0.0017857979983091354,-0.9988582730293274,44403.52
1.0,-0.0010140975937247276,-0.8623003363609314,44403.52
1.0,-0.001057941117323935,-0.7717646360397339,44403.52
1.0,-0.0010000101756304502,-0.6153173446655273,44403.52
1.0,-0.0010213854257017374,-0.6206333041191101,44403.52
1.0,-0.0011656623100861907,-0.636573851108551,44403.52
1.0,-0.0015602755593135953,0.06639956682920456,44403.52
1.0,-0.002072408562526107,1.3901628255844116,44403.52
1.0,-0.002138099865987897,2.645615339279175,44403.52
1.0,-0.002141697099432349,3.9442477226257324,44403.52
1.0,-0.0021369014866650105,5.221902847290039,44403.52
1.0,-0.0022081087809056044,5.010120391845703,44403.52
1.0,-0.002158569870516658,4.560958385467529,44403.52
1.0,-0.0020885549020022154,5.284733772277832,44403.52
1.0,-0.001996796578168869,6.499461650848389,44403.52
1.0,-0.001261218567378819,6.520427227020264,44403.52
1.0,-0.0014061087276786566,6.190046310424805,44403.52
1.0,-0.0014724746579304338,5.83284330368042,44403.52
1.0,-0.0019975993782281876,3.537081003189087,44403.52
1.0,-0.002078139455989003,1.9255801439285278,44403.52
1.0,-0.0021115741692483425,3.6679654121398926,44403.52
1.0,-0.0021259193308651447,4.6252007484436035,44403.52
1.0,-0.0021325566340237856,5.2397918701171875,44403.52
1.0,-0.0021420668344944715,6.014979839324951,44403.52
1.0,-0.002500352915376425,6.298787593841553,44403.52
1.0,-0.002177512738853693,6.2451581954956055,44403.52
1.0,-0.002170341555029154,6.7766008377075195,44403.52
1.0,-0.002162347314879298,7.608711242675781,44403.52
1.0,-0.002152735600247979,7.991104602813721,44403.52
1.0,-0.0021410039626061916,8.102163314819336,44403.52
1.0,-0.0021274518221616745,8.139132499694824,44403.52
1.0,-0.0021128221414983273,8.313654899597168,44403.52
1.0,-0.002111429115757346,10.164468765258789,44403.52
1.0,-0.002102047437801957,10.365410804748535,44403.52
1.0,-0.0020995717495679855,8.293434143066406,44403.52
1.0,-0.0021017775870859623,9.141697883605957,44403.52
1.0,-0.0021011317148804665,10.012372970581055,44403.52
1.0,-0.0021025463938713074,9.622304916381836,44403.52
1.0,-0.002104057464748621,9.747325897216797,44403.52
1.0,-0.002105059800669551,9.736507415771484,44403.52
1.0,-0.002107253298163414,9.685188293457031,44403.52
1.0,-0.002097182208672166,7.381409168243408,44403.52
1.0,-0.001977797131985426,1.9701718091964722,44403.52
1.0,-0.0021565628703683615,1.4889239072799683,44403.52
1.0,-0.002128648804500699,3.648012638092041,44403.52
1.0,-0.0021286197006702423,4.341870307922363,44403.52
1.0,-0.002135527553036809,3.626405954360962,44403.52
1.0,-0.002145681530237198,3.7324724197387695,44403.52
1.0,-0.0021495260298252106,3.5943684577941895,44403.52
1.0,-0.002158005256205797,3.331511974334717,44403.52
1.0,-0.002175023313611746,3.6805567741394043,44403.52
1.0,-0.0021825176663696766,3.837883234024048,44403.52
1.0,-0.002186225028708577,3.2019314765930176,44403.52
1.0,-0.0021928278729319572,2.8708574771881104,44403.52
1.0,-0.0021950379014015198,2.8628108501434326,44403.52
1.0,-0.0021935305558145046,2.565532684326172,44403.52
1.0,-0.002189242746680975,2.1796820163726807,44403.52
1.0,-0.002180710667744279,1.971840739250183,44403.52
1.0,-0.002170654246583581,3.0342934131622314,44403.52
1.0,-0.0021575342398136854,5.039870262145996,44403.52
1.0,-0.002129908185452223,5.062609672546387,44403.52
1.0,-0.002077607437968254,4.980236053466797,44403.52
1.0,-0.0020178216509521008,6.687461853027344,44403.52
1.0,-0.0013479673070833087,7.922648906707764,44403.52
1.0,-0.0017025524284690619,7.203042030334473,44403.52
1.0,-0.0017365830717608333,7.959901809692383,44403.52
1.0,-0.002004367997869849,10.071247100830078,44403.52
1.0,-0.00200116029009223,9.93299388885498,44403.52
1.0,-0.0020018713548779488,9.141414642333984,44403.52
1.0,-0.001885458710603416,9.603231430053711,44403.52
1.0,-0.0020069018937647343,10.487466812133789,44403.52
1.0,-0.0020247783977538347,10.757118225097656,44403.52
1.0,-0.0020560661796480417,10.90192699432373,44403.52
1.0,-0.002097700722515583,11.404126167297363,44403.52
1.0,-0.002136537106707692,12.08773136138916,44403.52
1.0,-0.0021611058618873358,12.558340072631836,44403.52
1.0,-0.002284387592226267,12.348502159118652,44403.52
1.0,-0.0021526289638131857,11.64442253112793,44403.52
1.0,-0.002173852641135454,12.054889678955078,44403.52
1.0,-0.0021752221509814262,12.5018949508667,44403.52
1.0,-0.002172279404476285,12.038468360900879,44403.52
1.0,-0.0021623263601213694,11.720478057861328,44403.52
1.0,-0.0021464035380631685,11.916934967041016,44403.52
1.0,-0.00297003542073071,11.514007568359375,44403.52
1.0,-0.002088536275550723,10.247766494750977,44403.52
1.0,-0.0020934692583978176,10.503828048706055,44403.52
1.0,-0.0020989305339753628,11.870443344116211,44403.52
1.0,-0.0021005626767873764,12.56954574584961,44403.52
1.0,-0.002101649297401309,12.574135780334473,44403.52
1.0,-0.0021080821752548218,12.838899612426758,44403.52
1.0,-0.0021111464593559504,14.33360481262207,44403.52
1.0,-0.0021112242247909307,13.83572769165039,44403.52
1.0,-0.0021129618398845196,13.092755317687988,44403.52
1.0,-0.0021128917578607798,13.127802848815918,44403.52
1.0,-0.0021120267920196056,12.726962089538574,44403.52
1.0,-0.002111396286636591,12.292384147644043,44403.52
1.0,-0.002110106172040105,12.135326385498047,44403.52
1.0,-0.0021084677428007126,12.344419479370117,44403.52
1.0,-0.0021091997623443604,11.745512008666992,44403.52
1.0,-0.0021091236267238855,11.074661254882812,44403.52
1.0,-0.0021124130580574274,10.813533782958984,44403.52
1.0,-0.0021157183218747377,11.444329261779785,44403.52
1.0,-0.002119027776643634,11.648892402648926,44403.52
1.0,-0.0021248774137347937,12.306510925292969,44403.52
1.0,-0.002130296779796481,12.82101821899414,44403.52
1.0,-0.0021365939173847437,12.892901420593262,44403.52
1.0,-0.0021448014304041862,13.12607479095459,44403.52
1.0,-0.0021536084823310375,13.349055290222168,44403.52
1.0,-0.002163364551961422,13.327836036682129,44403.52
1.0,-0.0021746570710092783,13.199447631835938,44403.52
1.0,-0.0021866546012461185,12.98731517791748,44403.52
1.0,-0.00219299690797925,12.656867027282715,44403.52
1.0,-0.002193381544202566,12.245177268981934,44403.52
1.0,-0.00219029001891613,11.811613082885742,44403.52
1.0,-0.002183701377362013,8.93443775177002,44403.52
1.0,-0.002175484085455537,8.20511531829834,44403.52
1.0,-0.0021685485262423754,6.095170497894287,44403.52
1.0,-0.0021585505455732346,5.868851661682129,44403.52
1.0,-0.0021256350446492434,8.798359870910645,44403.52
1.0,-0.0020333793945610523,8.748291969299316,44403.52
1.0,-0.0020034178160130978,8.819698333740234,44403.52
1.0,-0.002005663700401783,8.695720672607422,44403.52
1.0,-0.0016075768508017063,9.811638832092285,44403.52
1.0,-0.002001815475523472,10.217784881591797,44403.52
1.0,-0.0019798881839960814,10.018705368041992,44403.52
1.0,-0.0020082970149815083,10.391711235046387,44403.52
1.0,-0.002031360985711217,11.081098556518555,44403.52
1.0,-0.0020597963593900204,11.871456146240234,44403.52
1.0,-0.0020943679846823215,12.027143478393555,44403.52
1.0,-0.002135652117431164,11.293767929077148,44403.52
1.0,-0.002150318119674921,12.40932846069336,44403.52
1.0,-0.0021527749486267567,13.48519229888916,44403.52
1.0,-0.0021724964026361704,13.03970718383789,44403.52
1.0,-0.002163955243304372,12.689470291137695,44403.52
