healthy,ctrl,forward,cumulative
1.0,-2.5070463038900925e-08,-0.00016648398013785481,930.2559
1.0,-0.0005958456313237548,0.08776303380727768,930.2559
1.0,-0.0020409177523106337,0.07814860343933105,930.2559
1.0,-0.0018020735587924719,0.017171025276184082,930.2559
1.0,-0.001984480768442154,0.061700452119112015,930.2559
1.0,-0.0022020945325493813,0.07022134214639664,930.2559
1.0,-0.001954803941771388,0.06687681376934052,930.2559
1.0,-0.001858929404988885,0.0884566605091095,930.2559
1.0,-0.0019024095963686705,0.08127584308385849,930.2559
1.0,-0.0019185047131031752,0.0980750098824501,930.2559
1.0,-0.0018404490547254682,0.0937199741601944,930.2559
1.0,-0.001840757206082344,0.10980217158794403,930.2559
1.0,-0.0018222060753032565,0.10246503353118896,930.2559
1.0,-0.0018152797129005194,0.12396397441625595,930.2559
1.0,-0.0017672103131189942,0.12092873454093933,930.2559
1.0,-0.0017469931626692414,0.13888148963451385,930.2559
1.0,-0.0017111547058448195,0.13631057739257812,930.2559
1.0,-0.0016606420977041125,0.15716637670993805,930.2559
1.0,-0.001629468286409974,0.15418346226215363,930.2559
1.0,-0.0015736757777631283,0.17564323544502258,930.2559
1.0,-0.0015433108201250434,0.17283180356025696,930.2559
1.0,-0.0014635218540206552,0.19795189797878265,930.2559
1.0,-0.0013988482533022761,0.19402219355106354,930.2559
1.0,-0.0013211237965151668,0.21872155368328094,930.2559
1.0,-0.0012302207760512829,0.2171008288860321,930.2559
1.0,-0.0011328613618388772,0.23896059393882751,930.2559
1.0,-0.001009866944514215,0.24492990970611572,930.2559
1.0,-0.0008768013212829828,0.25441309809684753,930.2559
1.0,-0.0007193543133325875,0.27113616466522217,930.2559
1.0,-0.0005381683586165309,0.21848593652248383,930.2559
1.0,-0.0004707132757175714,0.07495982199907303,930.2559
1.0,-0.0005322846700437367,0.17113423347473145,930.2559
1.0,-0.00022902007913216949,0.21598254144191742,930.2559
1.0,-0.000611864379607141,0.1776898205280304,930.2559
1.0,-0.0008234046399593353,0.19804666936397552,930.2559
1.0,-0.0012806968297809362,0.2597165107727051,930.2559
1.0,-0.0017260959139093757,0.29500898718833923,930.2559
1.0,-0.0019782986491918564,0.14654313027858734,930.2559
1.0,-0.0015918354038149118,0.11097266525030136,930.2559
1.0,-0.0022735826205462217,0.09017390757799149,930.2559
1.0,-0.0026532672345638275,0.11369771510362625,930.2559
1.0,-0.0028238538652658463,0.09789550304412842,930.2559
1.0,-0.0029530683532357216,-0.15390244126319885,930.2559
1.0,-0.0030324840918183327,-0.35560500621795654,930.2559
1.0,-0.0031341833528131247,-0.7815863490104675,930.2559
1.0,-0.003140428103506565,-0.8579296469688416,930.2559
1.0,-0.0032544583082199097,-0.7335778474807739,930.2559
1.0,-0.0034320270642638206,-0.7404956817626953,930.2559
1.0,-0.003538639284670353,-0.6850699186325073,930.2559
1.0,-0.0036258045583963394,-0.645106852054596,930.2559
1.0,-0.00371455866843462,-0.7944156527519226,930.2559
1.0,-0.0037898942828178406,-1.0317422151565552,930.2559
1.0,-0.003883049124851823,-1.1061503887176514,930.2559
1.0,-0.003985459450632334,-1.1286200284957886,930.2559
1.0,-0.004090581089258194,-1.057172417640686,930.2559
1.0,-0.004199095070362091,-0.9653781652450562,930.2559
1.0,-0.004308849573135376,-0.9393277168273926,930.2559
1.0,-0.004418991506099701,-0.8947657942771912,930.2559
1.0,-0.004533958621323109,-0.7536061406135559,930.2559
1.0,-0.004650316666811705,-0.6037293672561646,930.2559
1.0,-0.004763490986078978,-0.4118894934654236,930.2559
1.0,-0.004870261996984482,-0.17110909521579742,930.2559
1.0,-0.0049697705544531345,0.47268807888031006,930.2559
1.0,-0.005063882563263178,1.3171848058700562,930.2559
1.0,-0.005151677876710892,1.9427238702774048,930.2559
1.0,-0.005222380626946688,2.563084363937378,930.2559
1.0,-0.00517421355471015,3.2351279258728027,930.2559
1.0,-0.005040077958256006,3.8268983364105225,930.2559
1.0,-0.0049556102603673935,3.974210262298584,930.2559
1.0,-0.00389595958404243,3.941480875015259,930.2559
1.0,-0.0029730454552918673,3.3852615356445312,930.2559
1.0,-0.003729207208380103,1.4746710062026978,930.2559
1.0,-0.0038896696642041206,1.4067254066467285,930.2559
1.0,-0.0039044921286404133,1.547319769859314,930.2559
1.0,-0.003906493540853262,1.2169815301895142,930.2559
1.0,-0.003883576486259699,0.9467824697494507,930.2559
1.0,-0.0038834221195429564,1.0438188314437866,930.2559
1.0,-0.003906344063580036,1.078121304512024,930.2559
1.0,-0.003932279068976641,0.9778867959976196,930.2559
1.0,-0.0039614420384168625,0.9116026759147644,930.2559
1.0,-0.003996558953076601,0.9059346914291382,930.2559
1.0,-0.004041285254061222,0.9543932676315308,930.2559
1.0,-0.004093416500836611,0.9906831383705139,930.2559
1.0,-0.004152447916567326,1.0527818202972412,930.2559
1.0,-0.0042145890183746815,1.1579021215438843,930.2559
1.0,-0.00427755294367671,1.3000741004943848,930.2559
1.0,-0.004340236075222492,1.484930396080017,930.2559
1.0,-0.004399466793984175,1.7262808084487915,930.2559
1.0,-0.004448381718248129,2.0250229835510254,930.2559
1.0,-0.004476557485759258,2.3736989498138428,930.2559
1.0,-0.005047316662967205,2.7125439643859863,930.2559
1.0,-0.004720268305391073,2.692445993423462,930.2559
1.0,-0.004405446350574493,2.780444860458374,930.2559
1.0,-0.004330236464738846,3.30148983001709,930.2559
1.0,-0.0040602050721645355,3.1701323986053467,930.2559
1.0,-0.002299282932654023,1.90328049659729,930.2559
1.0,-0.0030031693167984486,2.2348461151123047,930.2559
1.0,-0.004207948688417673,2.6043615341186523,930.2559
1.0,-0.004465814679861069,2.3004150390625,930.2559
1.0,-0.004031702410429716,2.431549072265625,930.2559
1.0,-0.0034319814294576645,2.790734052658081,930.2559
1.0,-0.004565227311104536,2.9249114990234375,930.2559
1.0,-0.004719991236925125,3.0585451126098633,930.2559
1.0,-0.0048741684295237064,3.2914130687713623,930.2559
