healthy,ctrl,forward,cumulative
1.0,-0.002790775615721941,0.028166623786091805,1411.9296
1.0,-0.0023004612885415554,0.25730979442596436,1411.9296
1.0,-0.0009419756825082004,0.24411563575267792,1411.9296
1.0,-0.0016825849888846278,0.263511061668396,1411.9296
1.0,-0.0014976251404732466,0.39130499958992004,1411.9296
1.0,-0.0011192028177902102,0.3352125585079193,1411.9296
1.0,-0.001057543558999896,0.30212637782096863,1411.9296
1.0,-0.0013603088445961475,0.4001891613006592,1411.9296
1.0,-0.00148852972779423,0.41862714290618896,1411.9296
1.0,-0.002125278813764453,0.24358902871608734,1411.9296
1.0,-0.0015963924815878272,0.11464044451713562,1411.9296
1.0,-0.0010628167074173689,-0.023368511348962784,1411.9296
1.0,-0.0012535924324765801,-0.048558223992586136,1411.9296
1.0,-0.0008601676672697067,0.08996552228927612,1411.9296
1.0,-0.0009001035359688103,-0.05261669680476189,1411.9296
1.0,-0.0012466623447835445,-0.12889364361763,1411.9296
1.0,-0.001461353269405663,0.10985973477363586,1411.9296
1.0,-0.0019026637310162187,0.2016851156949997,1411.9296
1.0,-0.0014883753610774875,0.17629051208496094,1411.9296
1.0,-0.001676436048001051,0.2887691259384155,1411.9296
1.0,-0.0015749901067465544,0.37710365653038025,1411.9296
1.0,-0.0009416036191396415,0.2931644916534424,1411.9296
1.0,-0.001499147736467421,0.30714690685272217,1411.9296
1.0,-0.0014600688591599464,0.4302290976047516,1411.9296
1.0,-0.0011532185599207878,0.3802361786365509,1411.9296
1.0,-0.0012541875476017594,0.3075208365917206,1411.9296
1.0,-0.0012336819199845195,0.45321786403656006,1411.9296
1.0,-0.0016502676298841834,0.4079546630382538,1411.9296
1.0,-0.0009632242727093399,0.243996262550354,1411.9296
1.0,-0.0013974893372505903,0.33789730072021484,1411.9296
1.0,-0.0013730062637478113,0.3710766136646271,1411.9296
1.0,-0.001697066123597324,0.14868657290935516,1411.9296
1.0,-0.0008190512889996171,0.002447049831971526,1411.9296
1.0,-0.000892666052095592,0.018541233614087105,1411.9296
