healthy,ctrl,forward,total,cumulative,cumulative_healthy,cumulative_ctrl,cumulative_forward
1.0,-0.0010643077548593283,-0.01828055828809738,0.9806551337242126,550.7728,286.0,-0.608437,265.3813
1.0,-0.0023198213893920183,0.09986644983291626,1.0975465774536133,550.7728,286.0,-0.608437,265.3813
1.0,-0.002506441902369261,0.013477735221385956,1.010971188545227,550.7728,286.0,-0.608437,265.3813
1.0,-0.002435984555631876,0.05094398185610771,1.0485079288482666,550.7728,286.0,-0.608437,265.3813
1.0,-0.002518406603485346,0.03834528475999832,1.0358269214630127,550.7728,286.0,-0.608437,265.3813
1.0,-0.002543238690122962,0.03870470076799393,1.0361615419387817,550.7728,286.0,-0.608437,265.3813
1.0,-0.0025469311513006687,0.007940106093883514,1.005393147468567,550.7728,286.0,-0.608437,265.3813
1.0,-0.002550345379859209,0.0003485765482764691,0.9977982044219971,550.7728,286.0,-0.608437,265.3813
1.0,-0.0025533840525895357,-0.0018203862709924579,0.9956262111663818,550.7728,286.0,-0.608437,265.3813
1.0,-0.002555937971919775,-0.015063748694956303,0.9823802709579468,550.7728,286.0,-0.608437,265.3813
1.0,-0.0025588395074009895,-0.010500384494662285,0.9869408011436462,550.7728,286.0,-0.608437,265.3813
1.0,-0.002562951995059848,-0.022293126210570335,0.9751439094543457,550.7728,286.0,-0.608437,265.3813
1.0,-0.0025694190990179777,-0.027680985629558563,0.9697495698928833,550.7728,286.0,-0.608437,265.3813
1.0,-0.0025796338450163603,-0.11915424466133118,0.8782661557197571,550.7728,286.0,-0.608437,265.3813
1.0,-0.002156934468075633,-0.7734134793281555,0.22442959249019623,550.7728,286.0,-0.608437,265.3813
1.0,-0.002595666330307722,-0.8074228763580322,0.18998146057128906,550.7728,286.0,-0.608437,265.3813
1.0,-0.0025901859626173973,-0.5939913392066956,0.40341848134994507,550.7728,286.0,-0.608437,265.3813
1.0,-0.0025875435676425695,-0.5857837200164795,0.41162872314453125,550.7728,286.0,-0.608437,265.3813
1.0,-0.002602742053568363,-0.4456976652145386,0.5516995787620544,550.7728,286.0,-0.608437,265.3813
1.0,-0.0025870318058878183,-0.33756691217422485,0.6598460674285889,550.7728,286.0,-0.608437,265.3813
1.0,-0.0024206622038036585,-0.2684539556503296,0.7291253805160522,550.7728,286.0,-0.608437,265.3813
1.0,-0.0017692609690129757,-0.4481707811355591,0.550059974193573,550.7728,286.0,-0.608437,265.3813
1.0,-0.0015318916412070394,-0.4957541525363922,0.5027139782905579,550.7728,286.0,-0.608437,265.3813
1.0,-0.0017408793792128563,-0.4449416697025299,0.5533174872398376,550.7728,286.0,-0.608437,265.3813
1.0,-0.0017286986112594604,-0.3473609387874603,0.6509103178977966,550.7728,286.0,-0.608437,265.3813
1.0,-0.0016497584292665124,-0.2485751062631607,0.7497751712799072,550.7728,286.0,-0.608437,265.3813
1.0,-0.002147265477105975,-0.1734304130077362,0.824422299861908,550.7728,286.0,-0.608437,265.3813
1.0,-0.0024982262402772903,-0.11884653568267822,0.8786552548408508,550.7728,286.0,-0.608437,265.3813
1.0,-0.0026416159234941006,-0.23754824697971344,0.7598101496696472,550.7728,286.0,-0.608437,265.3813
1.0,-0.0026293417904525995,-0.2485806941986084,0.7487899661064148,550.7728,286.0,-0.608437,265.3813
1.0,-0.0025283489376306534,-0.21212360262870789,0.7853479981422424,550.7728,286.0,-0.608437,265.3813
1.0,-0.002504801144823432,-0.21710199117660522,0.7803931832313538,550.7728,286.0,-0.608437,265.3813
1.0,-0.002202095463871956,-0.4544718861579895,0.5433260202407837,550.7728,286.0,-0.608437,265.3813
1.0,-0.0028691107872873545,-0.451951265335083,0.5451796054840088,550.7728,286.0,-0.608437,265.3813
1.0,-0.002928094007074833,-0.3704530894756317,0.6266188025474548,550.7728,286.0,-0.608437,265.3813
1.0,-0.0029570350889116526,-0.3287689685821533,0.6682739853858948,550.7728,286.0,-0.608437,265.3813
1.0,-0.0029741779435425997,-0.24927684664726257,0.7477489709854126,550.7728,286.0,-0.608437,265.3813
1.0,-0.002913150005042553,-0.18490011990070343,0.8121867179870605,550.7728,286.0,-0.608437,265.3813
1.0,-0.0026501587126404047,-0.1720152646303177,0.8253346085548401,550.7728,286.0,-0.608437,265.3813
1.0,-0.0024422912392765284,-0.14106182754039764,0.8564958572387695,550.7728,286.0,-0.608437,265.3813
1.0,-0.0022496916353702545,-0.12338998913764954,0.8743603229522705,550.7728,286.0,-0.608437,265.3813
1.0,-0.0022201582323759794,-0.09263678640127182,0.9051430821418762,550.7728,286.0,-0.608437,265.3813
1.0,-0.002580194268375635,-0.08538457751274109,0.9120352268218994,550.7728,286.0,-0.608437,265.3813
1.0,-0.002848718548193574,-0.16463546454906464,0.8325157761573792,550.7728,286.0,-0.608437,265.3813
1.0,-0.0025507663376629353,-0.24220532178878784,0.7552438974380493,550.7728,286.0,-0.608437,265.3813
1.0,-0.0031137492042034864,-0.25746411085128784,0.7394221425056458,550.7728,286.0,-0.608437,265.3813
1.0,-0.002979475073516369,-0.10277516394853592,0.8942453861236572,550.7728,286.0,-0.608437,265.3813
1.0,-0.00283764093182981,0.1571364551782608,1.1542987823486328,550.7728,286.0,-0.608437,265.3813
1.0,-0.002388570923358202,0.40154528617858887,1.3991566896438599,550.7728,286.0,-0.608437,265.3813
1.0,-0.0018945225747302175,0.7034875154495239,1.701593041419983,550.7728,286.0,-0.608437,265.3813
1.0,-0.002854937920346856,0.8395509123802185,1.8366960287094116,550.7728,286.0,-0.608437,265.3813
1.0,-0.0024536100681871176,0.8820602297782898,1.8796067237854004,550.7728,286.0,-0.608437,265.3813
1.0,-0.0021574911661446095,0.8333096504211426,1.8311522006988525,550.7728,286.0,-0.608437,265.3813
1.0,-0.002413292648270726,0.8666905760765076,1.8642773628234863,550.7728,286.0,-0.608437,265.3813
1.0,-0.0024533849209547043,0.9968089461326599,1.9943556785583496,550.7728,286.0,-0.608437,265.3813
1.0,-0.0017025840934365988,1.0737531185150146,2.0720505714416504,550.7728,286.0,-0.608437,265.3813
1.0,-0.0019913967698812485,1.1307454109191895,2.128753900527954,550.7728,286.0,-0.608437,265.3813
1.0,-0.002657393692061305,0.3320830762386322,1.3294256925582886,550.7728,286.0,-0.608437,265.3813
1.0,-0.0028109299018979073,-0.4385101795196533,0.5586788654327393,550.7728,286.0,-0.608437,265.3813
1.0,-0.0021325445268303156,-0.5670748353004456,0.4307926297187805,550.7728,286.0,-0.608437,265.3813
1.0,-0.002584968227893114,-0.4345783591270447,0.5628366470336914,550.7728,286.0,-0.608437,265.3813
1.0,-0.00295458291657269,-0.27995461225509644,0.7170907855033875,550.7728,286.0,-0.608437,265.3813
1.0,-0.0029121681582182646,-0.140006884932518,0.8570809364318848,550.7728,286.0,-0.608437,265.3813
1.0,-0.002663658931851387,-0.07291929423809052,0.9244170188903809,550.7728,286.0,-0.608437,265.3813
1.0,-0.0021248203702270985,-0.05997065082192421,0.9379044771194458,550.7728,286.0,-0.608437,265.3813
1.0,-0.001894677523523569,0.016995703801512718,1.0151009559631348,550.7728,286.0,-0.608437,265.3813
1.0,-0.002321310341358185,0.03632297366857529,1.0340015888214111,550.7728,286.0,-0.608437,265.3813
1.0,-0.002571318531408906,-0.08855713158845901,0.9088715314865112,550.7728,286.0,-0.608437,265.3813
1.0,-0.003145459806546569,-0.06231199577450752,0.9345425367355347,550.7728,286.0,-0.608437,265.3813
1.0,-0.003073366591706872,0.017928889021277428,1.0148555040359497,550.7728,286.0,-0.608437,265.3813
1.0,-0.0027756253257393837,0.10909465700387955,1.1063189506530762,550.7728,286.0,-0.608437,265.3813
1.0,-0.0024022050201892853,0.22035184502601624,1.217949628829956,550.7728,286.0,-0.608437,265.3813
1.0,-0.00230787368491292,0.3598015606403351,1.3574936389923096,550.7728,286.0,-0.608437,265.3813
1.0,-0.0019908675458282232,0.4871792197227478,1.485188364982605,550.7728,286.0,-0.608437,265.3813
1.0,-0.002129458589479327,0.5810953974723816,1.5789660215377808,550.7728,286.0,-0.608437,265.3813
1.0,-0.0020355917513370514,0.5996750593185425,1.5976394414901733,550.7728,286.0,-0.608437,265.3813
1.0,-0.0023844134993851185,0.5888205170631409,1.5864360332489014,550.7728,286.0,-0.608437,265.3813
1.0,-0.002752210246399045,0.5920011401176453,1.5892490148544312,550.7728,286.0,-0.608437,265.3813
1.0,-0.002674966352060437,0.6890995502471924,1.6864246129989624,550.7728,286.0,-0.608437,265.3813
1.0,-0.0028914420399814844,0.7704394459724426,1.7675479650497437,550.7728,286.0,-0.608437,265.3813
1.0,-0.0028522659558802843,0.8810685873031616,1.87821626663208,550.7728,286.0,-0.608437,265.3813
1.0,-0.002769229933619499,0.9494515061378479,1.9466822147369385,550.7728,286.0,-0.608437,265.3813
1.0,-0.002864559879526496,0.9943097233772278,1.9914450645446777,550.7728,286.0,-0.608437,265.3813
1.0,-0.0022273799404501915,0.7770419716835022,1.774814486503601,550.7728,286.0,-0.608437,265.3813
1.0,-0.0023015409242361784,0.2774065136909485,1.2751048803329468,550.7728,286.0,-0.608437,265.3813
1.0,-0.002991920104250312,0.06930483132600784,1.0663129091262817,550.7728,286.0,-0.608437,265.3813
1.0,-0.0031461077742278576,0.13725458085536957,1.134108543395996,550.7728,286.0,-0.608437,265.3813
1.0,-0.003065467346459627,0.3162161111831665,1.3131506443023682,550.7728,286.0,-0.608437,265.3813
1.0,-0.002878558589145541,0.42555293440818787,1.4226744174957275,550.7728,286.0,-0.608437,265.3813
1.0,-0.002516656881198287,0.5322475433349609,1.5297309160232544,550.7728,286.0,-0.608437,265.3813
1.0,-0.002049111993983388,0.7071913480758667,1.7051422595977783,550.7728,286.0,-0.608437,265.3813
1.0,-0.0027427428867667913,0.7545854449272156,1.751842737197876,550.7728,286.0,-0.608437,265.3813
1.0,-0.0019403540063649416,0.7088617086410522,1.7069213390350342,550.7728,286.0,-0.608437,265.3813
1.0,-0.0020519657991826534,0.7048090696334839,1.7027571201324463,550.7728,286.0,-0.608437,265.3813
1.0,-0.0019658987876027822,0.8087707161903381,1.8068047761917114,550.7728,286.0,-0.608437,265.3813
1.0,-0.001782499602995813,0.8520874381065369,1.8503049612045288,550.7728,286.0,-0.608437,265.3813
1.0,-0.0017023786203935742,0.8529750108718872,1.8512725830078125,550.7728,286.0,-0.608437,265.3813
1.0,-0.002601471496745944,0.8497293591499329,1.8471277952194214,550.7728,286.0,-0.608437,265.3813
1.0,-0.00243245717138052,0.9379889369010925,1.9355565309524536,550.7728,286.0,-0.608437,265.3813
1.0,-0.0017937131924554706,0.9944680333137512,1.9926742315292358,550.7728,286.0,-0.608437,265.3813
1.0,-0.0019174690824002028,0.9912940859794617,1.9893766641616821,550.7728,286.0,-0.608437,265.3813
1.0,-0.0013900389894843102,0.9021963477134705,1.9008064270019531,550.7728,286.0,-0.608437,265.3813
1.0,-0.002616297919303179,0.8177086114883423,1.8150923252105713,550.7728,286.0,-0.608437,265.3813
1.0,-0.0029064565896987915,0.9105726480484009,1.9076662063598633,550.7728,286.0,-0.608437,265.3813
1.0,-0.0022595091722905636,0.9428970217704773,1.9406375885009766,550.7728,286.0,-0.608437,265.3813
1.0,-0.002294711070135236,0.9048394560813904,1.9025448560714722,550.7728,286.0,-0.608437,265.3813
1.0,-0.002071564784273505,0.9892898797988892,1.9872182607650757,550.7728,286.0,-0.608437,265.3813
1.0,-0.002498892368748784,1.0974798202514648,2.0949809551239014,550.7728,286.0,-0.608437,265.3813
1.0,-0.0027961458545178175,1.0842177867889404,2.0814216136932373,550.7728,286.0,-0.608437,265.3813
1.0,-0.0022851701360195875,1.1350269317626953,2.132741689682007,550.7728,286.0,-0.608437,265.3813
1.0,-0.0018387550953775644,1.2071038484573364,2.2052650451660156,550.7728,286.0,-0.608437,265.3813
1.0,-0.002310641808435321,1.1882091760635376,2.1858983039855957,550.7728,286.0,-0.608437,265.3813
1.0,-0.0018784616841003299,1.166250467300415,2.164371967315674,550.7728,286.0,-0.608437,265.3813
1.0,-0.0018685616087168455,1.1617038249969482,2.1598353385925293,550.7728,286.0,-0.608437,265.3813
1.0,-0.002017088932916522,1.1823121309280396,2.180294990539551,550.7728,286.0,-0.608437,265.3813
1.0,-0.0019315050449222326,1.2357252836227417,2.2337939739227295,550.7728,286.0,-0.608437,265.3813
1.0,-0.0019551063887774944,1.3012661933898926,2.2993111610412598,550.7728,286.0,-0.608437,265.3813
