healthy,ctrl,forward,total,cumulative
1.0,-0.001951169571839273,-0.01870797947049141,0.9793408513069153,402.19733
1.0,-0.00380323245190084,0.07248609513044357,1.0686827898025513,402.19733
1.0,-0.0039732870645821095,0.011100716888904572,1.0071275234222412,402.19733
1.0,-0.003968824632465839,-0.006286237854510546,0.9897449016571045,402.19733
1.0,-0.0039032164495438337,-0.02383224479854107,0.9722645282745361,402.19733
1.0,-0.0036325938999652863,-0.04344410449266434,0.9529232978820801,402.19733
1.0,-0.0033249403350055218,-0.056438446044921875,0.9402366280555725,402.19733
1.0,-0.003176991594955325,-0.06858538836240768,0.9282376170158386,402.19733
1.0,-0.003137082327157259,-0.07431367039680481,0.9225492477416992,402.19733
1.0,-0.0031536102760583162,-0.09238610416650772,0.9044602513313293,402.19733
1.0,-0.003222363069653511,-0.09204281121492386,0.9047348499298096,402.19733
1.0,-0.0033883405849337578,-0.09896582365036011,0.8976458311080933,402.19733
1.0,-0.003605009289458394,-0.10279408097267151,0.8936009407043457,402.19733
1.0,-0.003950693178921938,-0.4580174386501312,0.538031816482544,402.19733
1.0,-0.003907410893589258,-0.8873332738876343,0.1087593138217926,402.19733
1.0,-0.003653561929240823,-0.6046791672706604,0.39166727662086487,402.19733
1.0,-0.003976316191256046,-0.8887638449668884,0.1072598397731781,402.19733
1.0,-0.003979990724474192,-0.9359581470489502,0.06006186082959175,402.19733
1.0,-0.003960395697504282,-0.9506586194038391,0.045380983501672745,402.19733
1.0,-0.003922673873603344,-0.9900410175323486,0.006036308594048023,402.19733
1.0,-0.003927345387637615,-1.0220133066177368,-0.025940652936697006,402.19733
1.0,-0.003884747624397278,-1.0207290649414062,-0.024613812565803528,402.19733
1.0,-0.0037682263646274805,-1.038950800895691,-0.042719028890132904,402.19733
1.0,-0.0022538260091096163,-1.1198370456695557,-0.12209086865186691,402.19733
1.0,-0.0036938588600605726,-1.0596587657928467,-0.06335262209177017,402.19733
1.0,-0.0029372158460319042,-1.0048950910568237,-0.007832307368516922,402.19733
