healthy,ctrl,forward,total,cumulative,cumulative_healthy,cumulative_ctrl,cumulative_forward
1.0,-0.0011414334876462817,0.010268332436680794,1.009126901626587,8.495708,7.0,-0.010055145,1.5057635
1.0,-0.0015114517882466316,0.07417737692594528,1.0726659297943115,8.495708,7.0,-0.010055145,1.5057635
1.0,-0.0013433302519842982,0.1391996294260025,1.1378562450408936,8.495708,7.0,-0.010055145,1.5057635
1.0,-0.0010404327185824513,0.21188828349113464,1.2108478546142578,8.495708,7.0,-0.010055145,1.5057635
1.0,-0.0013774414546787739,0.28699883818626404,1.2856214046478271,8.495708,7.0,-0.010055145,1.5057635
1.0,-0.0018208356341347098,0.3566349446773529,1.3548141717910767,8.495708,7.0,-0.010055145,1.5057635
1.0,-0.0018202195642516017,0.42659613490104675,1.4247759580612183,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,-0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,-0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
0.0,-0.0,0.0,0.0,8.495708,7.0,-0.010055145,1.5057635
