,training.top_k_healthy_reward.top_1_healthy_reward,_step,_runtime,training.run_id,training.top_k_reward.top_0_reward,training.top_k_forward_reward.top_0_forward_reward,training.generation,training.fitness_mean,training.evaluation_time,training.top_k_fit.top_1_fit,training.top_k_forward_reward.top_2_forward_reward,training.top_k_fit.top_2_fit,training.top_k_reward.top_2_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,_timestamp,training.fitness_1q,training.fitness_3q,training.fitness_std,training.top_k_fit.top_0_fit,training.top_k_healthy_reward.top_2_healthy_reward,training.top_k_healthy_reward.top_0_healthy_reward,training.fitness_median,training.top_k_reward.top_1_reward,training.top_k_ctrl_reward.top_1_ctrl_reward,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_forward_reward.top_1_forward_reward,solver,ea,fitness,environment,seed,training.evaluation
10,402.0,10,47.10925579071045,0,643.7748413085938,187.17355346679688,10,29.792762756347656,2.208982229232788,184.22068786621094,192.9602813720703,182.13137817382812,491.77642822265625,-0.9986599087715149,1688565568.1682909,141.79141235351562,-24.262035369873047,91.76821899414062,191.66806030273438,299.3999938964844,457.6000061035156,-8.140153884887695,542.99755859375,-0.8005504608154297,-0.5838190317153931,141.7981414794922,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,1000
11,278.3999938964844,11,49.351168394088745,0,348.2779235839844,134.08700561523438,11,36.878658294677734,2.2073557376861572,185.73741149902344,172.9667205810547,179.3553009033203,492.357421875,-0.40912729501724243,1688565570.4102035,148.7011260986328,-15.711295127868652,92.8484115600586,188.4486846923828,320.0,214.60000610351562,-7.691542148590088,460.12530517578125,-0.5613762140274048,-0.6092597246170044,182.28665161132812,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,1100
12,306.0,12,51.596431255340576,0,882.2792358398438,198.55990600585938,12,32.87698745727539,2.2069711685180664,215.18898010253906,213.0818328857422,212.6276092529297,535.4408569335938,-1.2807735204696655,1688565572.6554663,152.99081420898438,-26.11505126953125,100.14099884033203,226.42007446289062,323.0,685.0,-9.944714546203613,495.76171875,-0.5910264253616333,-0.6410561203956604,190.35276794433594,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,1200
13,396.6000061035156,13,53.84324765205383,0,447.077880859375,267.8287048339844,13,43.580135345458984,2.212311029434204,202.05458068847656,198.16958618164062,196.05828857421875,498.5924987792969,-0.3508371412754059,1688565574.9022827,154.84317016601562,-18.881103515625,100.81627655029297,279.78369140625,301.0,179.60000610351562,-4.9508795738220215,589.3192749023438,-0.9295660853385925,-0.5771193504333496,193.64869689941406,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,1300
14,312.20001220703125,14,56.08827304840088,0,430.8122253417969,245.1552276611328,14,29.308012008666992,2.210179328918457,201.64212036132812,148.88211059570312,197.83456420898438,683.4847412109375,-0.34308382868766785,1688565577.147308,153.99832153320312,-26.562307357788086,104.99563598632812,243.5174560546875,535.6000366210938,186.0,-11.23377513885498,500.8807678222656,-0.5510420203208923,-0.9973117709159851,189.2318878173828,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,1400
15,175.0,15,58.33303499221802,0,469.8229064941406,277.194091796875,15,35.8630256652832,2.2098586559295654,270.99505615234375,279.6040954589844,268.8532409667969,463.8490295410156,-0.37116506695747375,1688565579.39207,164.14132690429688,-20.422531127929688,105.98090362548828,296.5978698730469,184.60000610351562,193.0,-5.740128993988037,409.9237976074219,-0.31854742765426636,-0.3549833595752716,235.24229431152344,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,1500
16,171.60000610351562,16,60.577526569366455,0,512.8914184570312,300.08251953125,16,34.692420959472656,2.209897756576538,275.7552185058594,266.5103454589844,266.27899169921875,448.34722900390625,-0.39115989208221436,1688565581.6365616,150.82232666015625,-27.447254180908203,103.26697540283203,298.5140380859375,182.1999969482422,213.1999969482422,-8.342460632324219,412.8410339355469,-0.3305942118167877,-0.3631395101547241,241.57164001464844,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,1600
17,166.8000030517578,17,62.82264447212219,0,420.616455078125,247.5707550048828,17,37.24045944213867,2.2112464904785156,291.22149658203125,277.5651550292969,281.1650695800781,455.84552001953125,-0.35425829887390137,1688565583.8816795,158.97019958496094,-22.79348373413086,115.55777740478516,292.7449951171875,178.60000610351562,173.40000915527344,-7.411106586456299,398.6630554199219,-0.47165369987487793,-0.31966349482536316,232.3346710205078,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,1700
18,181.1999969482422,18,65.06485939025879,0,421.6559753417969,245.37112426757812,18,38.800559997558594,2.2077114582061768,264.4057312011719,283.7809143066406,261.9235534667969,468.60693359375,-0.3151586651802063,1688565586.1238945,158.93682861328125,-25.556232452392578,107.11702728271484,264.5679626464844,185.1999969482422,176.60000610351562,-8.275195121765137,448.90777587890625,-0.33599910140037537,-0.3739112913608551,268.0437927246094,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,1800
19,186.0,19,67.30691432952881,0,430.0859375,186.38751220703125,19,48.45738983154297,2.2075753211975098,263.63836669921875,227.33938598632812,254.14759826660156,416.9944763183594,-0.5016132593154907,1688565588.3659494,174.54653930664062,-20.42469024658203,113.49909973144531,279.4098205566406,190.0,244.1999969482422,-6.753891944885254,463.3778991699219,-0.35580798983573914,-0.34490516781806946,277.7337341308594,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,1900
20,186.0,20,69.62718605995178,0,399.6645202636719,229.9622344970703,20,29.265350341796875,2.2857751846313477,267.5654296875,264.1339416503906,265.36517333984375,453.771484375,-0.2976633608341217,1688565590.6862211,23.349319458007812,-24.63937759399414,108.14820861816406,283.1513366699219,190.0,170.0,-10.464056015014648,445.38800048828125,-0.36226874589920044,-0.36238858103752136,259.750244140625,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,2000
21,172.8000030517578,21,71.8710687160492,0,466.38018798828125,285.0916442871094,21,25.83210563659668,2.2093288898468018,271.349609375,216.45596313476562,263.30841064453125,413.7150573730469,-0.31151315569877625,1688565592.9301038,48.10803985595703,-30.854290008544922,114.559326171875,289.34417724609375,197.60000610351562,181.60000610351562,-9.182699203491211,421.1380310058594,-0.3317013680934906,-0.34088149666786194,248.6697235107422,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,2100
22,172.8000030517578,22,74.11306142807007,0,443.330810546875,262.454345703125,22,26.48141098022461,2.2096943855285645,249.4647216796875,256.1432800292969,248.62722778320312,437.0078125,-0.3235808312892914,1688565595.1720965,90.26376342773438,-29.666034698486328,108.70611572265625,256.11932373046875,181.1999969482422,181.1999969482422,-12.088973999023438,412.6747741699219,-0.317767471075058,-0.33541005849838257,240.19261169433594,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,2200
23,183.8000030517578,23,76.35942244529724,0,475.956298828125,293.6902770996094,23,39.04289245605469,2.2125868797302246,290.4335632324219,245.3053741455078,262.3294677734375,421.3766784667969,-0.33392420411109924,1688565597.4184575,138.0253143310547,-23.42803192138672,112.02730560302734,299.9120788574219,176.40000915527344,182.60000610351562,-10.161555290222168,471.97052001953125,-0.2748925983905792,-0.3286858797073364,288.4454345703125,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,2300
24,179.1999969482422,24,78.59934782981873,0,467.3705139160156,282.9087829589844,24,-960.0475463867188,2.2083580493927,286.11700439453125,273.3215026855469,282.01593017578125,454.1986999511719,-0.33827927708625793,1688565599.658383,153.08934020996094,-25.119136810302734,9954.5908203125,292.5497131347656,181.1999969482422,184.8000030517578,-9.521439552307129,442.5304870605469,-0.35446029901504517,-0.32285693287849426,263.6849670410156,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,2400
25,183.60000610351562,25,80.83803963661194,0,439.6502990722656,264.6102294921875,25,34.703948974609375,2.2045364379882812,269.8491516113281,242.4973907470703,266.28436279296875,416.7907409667969,-0.35997748374938965,1688565601.8970747,134.84593200683594,-30.469404220581055,116.80733489990234,274.20751953125,174.60000610351562,175.40000915527344,-9.650875091552734,436.977294921875,-0.35213080048561096,-0.3066699206829071,253.72940063476562,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,2500
26,176.40000915527344,26,83.0764548778534,0,444.7619323730469,266.6226501464844,26,43.76811599731445,2.20566725730896,283.25677490234375,285.9687805175781,274.80859375,468.8200378417969,-0.2608087956905365,1688565604.13549,163.85430908203125,-24.293603897094727,120.12632751464844,283.369384765625,183.1999969482422,178.40000915527344,-7.859121799468994,449.4263610839844,-0.3029632568359375,-0.3487508296966553,273.32940673828125,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,2600
27,178.40000915527344,27,85.33518528938293,0,438.2015686035156,260.3076477050781,27,40.307762145996094,2.200235605239868,270.628662109375,260.6117248535156,269.9396057128906,452.64190673828125,-0.3061026632785797,1688565606.3942204,133.8986358642578,-26.906335830688477,118.62676239013672,284.1504821777344,192.40000915527344,178.1999969482422,-8.232830047607422,437.1269226074219,-0.24877260625362396,-0.36984410881996155,258.97564697265625,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,2700
28,176.40000915527344,28,87.56754159927368,0,476.06695556640625,295.0071105957031,28,41.41876983642578,2.1987884044647217,293.19219970703125,268.1145935058594,284.4418029785156,447.58892822265625,-0.34019899368286133,1688565608.6265767,184.13552856445312,-42.36257553100586,128.06982421875,309.32861328125,179.8000030517578,181.40000915527344,-11.343847274780273,435.65924072265625,-0.36151444911956787,-0.32562175393104553,259.6208190917969,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,2800
29,184.1999969482422,29,89.7991590499878,0,443.6358337402344,260.1664123535156,29,33.078487396240234,2.197739839553833,279.5666809082031,252.5791015625,266.4322814941406,428.8540954589844,-0.3305691182613373,1688565610.858194,36.74217987060547,-25.0533390045166,119.14897155761719,294.46734619140625,176.60000610351562,183.8000030517578,-8.684959411621094,454.3186950683594,-0.27669772505760193,-0.3249777555465698,270.3953857421875,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,2900
30,193.0,30,92.03741908073425,0,474.6842956542969,289.2436218261719,30,31.68229103088379,2.1953580379486084,283.32293701171875,254.48509216308594,274.3508605957031,428.1935119628906,-0.35932838916778564,1688565613.0964541,135.35223388671875,-47.087562561035156,129.79591369628906,286.6788635253906,174.0,185.8000030517578,-10.353304862976074,473.9508972167969,-0.35651713609695435,-0.29155081510543823,281.30743408203125,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,3000
31,185.0,31,94.35378313064575,0,504.9169006347656,313.21087646484375,31,41.17058563232422,2.208408832550049,295.3190612792969,221.5156707763672,286.7081298828125,445.62286376953125,-0.29397088289260864,1688565615.4128182,170.6690673828125,-36.20237350463867,129.9845733642578,308.58538818359375,224.60000610351562,192.0,-11.350414276123047,484.93115234375,-0.31385746598243713,-0.4928812086582184,300.2450866699219,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,3100
32,191.60000610351562,32,96.60170602798462,0,506.65948486328125,314.7388916015625,32,33.28296661376953,2.206328868865967,289.2398376464844,263.4678649902344,289.1753845214844,449.4609375,-0.27952444553375244,1688565617.660741,54.279510498046875,-39.873023986816406,127.35228729248047,310.96832275390625,186.40000915527344,192.1999969482422,-9.0415620803833,480.3954772949219,-0.3104342520236969,-0.40695783495903015,289.1058349609375,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,3200
33,188.0,33,98.84046769142151,0,508.001220703125,313.93096923828125,33,40.01982498168945,2.200169563293457,279.8879089355469,266.8007507324219,279.3282470703125,446.2511901855469,-0.32972782850265503,1688565619.8995028,156.3928680419922,-34.8165283203125,131.93118286132812,311.5852966308594,179.8000030517578,194.40000915527344,-9.422040939331055,465.6006774902344,-0.2841561734676361,-0.3495679795742035,277.8848571777344,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,3300
34,183.8000030517578,34,101.08515906333923,0,510.2682800292969,322.4195251464844,34,36.30323028564453,2.2112858295440674,300.0412292480469,281.4515380859375,284.435546875,465.9837951660156,-0.35122916102409363,1688565622.1441941,27.68579864501953,-27.29686737060547,124.30226135253906,304.5202331542969,184.8000030517578,188.1999969482422,-9.176660537719727,473.0534362792969,-0.3698568046092987,-0.2678234577178955,289.6232604980469,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,3400
35,194.8000030517578,35,103.4464635848999,0,523.780517578125,325.7423095703125,35,-951.0142211914062,2.327937364578247,327.5325012207031,300.8624572753906,318.0880432128906,482.53057861328125,-0.36176440119743347,1688565624.5054986,201.46389770507812,-37.80335998535156,9955.7275390625,338.3260498046875,182.0,198.40000915527344,-11.302807807922363,516.0476684570312,-0.2861841320991516,-0.3318687081336975,321.5338439941406,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,3500
36,213.60000610351562,36,105.68363070487976,0,497.8585510253906,308.58355712890625,36,56.67463684082031,2.204659938812256,312.82086181640625,362.0979919433594,310.0317077636719,610.5963745117188,-0.32493382692337036,1688565626.7426658,227.57656860351562,-28.91535758972168,140.30397033691406,338.35833740234375,249.0,189.60000610351562,-10.90414047241211,529.2938842773438,-0.39689043164253235,-0.5016342997550964,316.0907897949219,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,3600
37,204.8000030517578,37,107.9227876663208,0,528.411865234375,315.2052917480469,37,48.72755432128906,2.2078311443328857,300.06744384765625,287.5390319824219,296.2042541503906,477.7799987792969,-0.3933608829975128,1688565628.9818227,204.90451049804688,-29.67770767211914,132.36354064941406,336.7315979003906,190.60000610351562,213.60000610351562,-11.027538299560547,518.4970092773438,-0.338846355676651,-0.3590554893016815,314.0358581542969,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,3700
38,189.0,38,110.16088652610779,0,581.5517578125,324.6560974121094,38,41.9398078918457,2.2040538787841797,306.45611572265625,278.5713195800781,294.4756774902344,467.849609375,-0.5044187903404236,1688565631.2199216,172.32217407226562,-31.177095413208008,135.90151977539062,341.76068115234375,189.60000610351562,257.3999938964844,-11.966291427612305,490.1847839355469,-0.2744397819042206,-0.3216780126094818,301.459228515625,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,3800
39,202.60000610351562,39,112.39689016342163,0,541.9119873046875,344.6693420410156,39,46.80916976928711,2.2035698890686035,351.352783203125,336.6840515136719,340.32159423828125,595.9320678710938,-0.35736048221588135,1688565633.4559252,160.316162109375,-35.19059753417969,146.98190307617188,369.06842041015625,259.8000183105469,197.60000610351562,-14.134744644165039,564.1376953125,-0.3753274977207184,-0.5519291162490845,361.9130554199219,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,3900
40,193.40000915527344,40,114.63843488693237,0,480.1269226074219,302.6480407714844,40,-943.0870971679688,2.208369731903076,324.5066223144531,320.1968688964844,323.3753967285156,512.7059936523438,-0.32118532061576843,1688565635.69747,204.42410278320312,-24.167360305786133,9956.5302734375,326.1840515136719,192.8000030517578,177.8000030517578,-9.360909461975098,511.3962097167969,-0.35896679759025574,-0.2908986210823059,318.3551940917969,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,4000
41,243.8000030517578,41,116.88038229942322,0,519.0405883789062,325.21441650390625,41,58.226287841796875,2.2070717811584473,328.2952575683594,293.0080261230469,313.2203674316406,482.0873718261719,-0.3738694489002228,1688565637.9394174,239.62750244140625,-26.515483856201172,141.56008911132812,333.4939270019531,189.40000915527344,194.1999969482422,-9.773378372192383,560.0281372070312,-0.5382906198501587,-0.32067593932151794,316.7665710449219,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,4100
42,202.8000030517578,42,119.11777400970459,0,571.1549682617188,371.0188293457031,42,49.07149124145508,2.203106164932251,355.1979675292969,361.26568603515625,340.6248779296875,604.986083984375,-0.46399298310279846,1688565640.176809,219.08006286621094,-28.268428802490234,145.36170959472656,416.1971435546875,244.1999969482422,200.60000610351562,-8.925246238708496,538.7445678710938,-0.38060861825942993,-0.47963544726371765,336.32501220703125,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,4200
43,195.1999969482422,43,121.35926413536072,0,594.725830078125,348.664794921875,43,45.048065185546875,2.2075090408325195,346.42449951171875,304.9712829589844,315.03436279296875,515.104248046875,-0.5390106439590454,1688565642.4182992,204.55715942382812,-62.37793731689453,147.81539916992188,352.6712951660156,210.60000610351562,246.60000610351562,-10.302454948425293,519.8715209960938,-0.34899935126304626,-0.46707645058631897,325.0204772949219,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,4300
44,189.1999969482422,44,123.59821224212646,0,523.16943359375,325.1337890625,44,59.85519790649414,2.206183671951294,318.9363098144531,302.7728271484375,316.0697021484375,501.22760009765625,-0.36434483528137207,1688565644.6572473,202.01576232910156,-29.480281829833984,142.6729736328125,355.9507751464844,198.8000030517578,198.40000915527344,-7.322937965393066,486.0956115722656,-0.5301006436347961,-0.34527403116226196,297.4256591796875,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,4400
45,186.8000030517578,45,125.83692860603333,0,496.6427307128906,302.610107421875,45,56.26171875,2.203979015350342,330.1634521484375,302.33099365234375,314.71746826171875,539.4132080078125,-0.5674358606338501,1688565646.8959637,217.2559051513672,-30.439224243164062,144.3887176513672,335.2135009765625,237.60000610351562,194.60000610351562,-9.572135925292969,517.6227416992188,-0.4308663308620453,-0.517774760723114,331.2535705566406,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,4500
46,190.1999969482422,46,128.07702231407166,0,513.684814453125,297.577880859375,46,30.28462791442871,2.2070200443267822,318.1602478027344,317.15972900390625,314.6902160644531,515.1036987304688,-0.4930858612060547,1688565649.1360574,16.201045989990234,-65.61390686035156,141.5368194580078,321.5981140136719,198.40000915527344,216.60000610351562,-18.208999633789062,501.66534423828125,-0.3293541967868805,-0.4560842514038086,311.7946472167969,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,4600
47,205.0,47,130.31617641448975,0,506.41455078125,312.12652587890625,47,-952.3783569335938,2.20686936378479,327.7190856933594,314.7613220214844,316.01898193359375,533.6647338867188,-0.3119795024394989,1688565651.3752115,186.7257537841797,-47.794281005859375,9955.6435546875,330.1897888183594,219.40000915527344,194.60000610351562,-9.376970291137695,528.5928344726562,-0.3539307117462158,-0.4965265393257141,323.9467468261719,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,4700
48,201.0,48,132.55605292320251,0,506.901123046875,321.646484375,48,58.51498794555664,2.208589792251587,334.3880920410156,326.64154052734375,329.14154052734375,527.4928588867188,-0.3453254699707031,1688565653.615088,243.67665100097656,-88.25311279296875,160.1857452392578,348.05633544921875,201.1999969482422,185.60000610351562,-8.988364219665527,540.48193359375,-0.36783647537231445,-0.3486773669719696,339.8498229980469,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,4800
49,196.1999969482422,49,134.79828786849976,0,521.82421875,327.832275390625,49,-944.7553100585938,2.209498167037964,339.63751220703125,331.5975646972656,335.9336242675781,574.6627807617188,-0.40802106261253357,1688565655.857323,225.22584533691406,-38.460166931152344,9956.51171875,377.4433288574219,243.60000610351562,194.40000915527344,-9.007305145263672,524.28369140625,-0.30374011397361755,-0.535036563873291,328.387451171875,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,4900
50,255.8000030517578,50,137.0415449142456,0,599.8525390625,335.0116271972656,50,50.71110153198242,2.2062857151031494,333.58502197265625,319.01788330078125,329.30816650390625,508.6141052246094,-0.5591201186180115,1688565658.10058,244.34146118164062,-53.41014862060547,152.31295776367188,351.9945983886719,190.0,265.3999938964844,-8.754436492919922,574.77734375,-0.7112927436828613,-0.4038305878639221,319.6885681152344,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,5000
51,222.1999969482422,51,139.28480410575867,0,613.9151000976562,359.43511962890625,51,54.6467170715332,2.2078113555908203,325.21588134765625,316.48687744140625,323.96630859375,510.9814147949219,-0.5199509859085083,1688565660.3438392,234.8765869140625,-31.553340911865234,148.9114990234375,361.2740478515625,194.8000030517578,255.0,-8.793323516845703,541.246337890625,-0.47734203934669495,-0.30546262860298157,319.523681640625,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,5100
52,193.1999969482422,52,141.5293254852295,0,534.3153076171875,332.2950439453125,52,57.99170684814453,2.2075512409210205,327.79541015625,352.0295104980469,326.8613586425781,612.0779418945312,-0.3797360956668854,1688565662.5883605,249.73745727539062,-56.33623504638672,153.7378692626953,336.947021484375,260.6000061035156,202.40000915527344,-9.898856163024902,502.5660095214844,-0.2919725477695465,-0.5515410304069519,309.6580505371094,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,5200
53,252.0,53,143.77465343475342,0,576.5995483398438,322.0849304199219,53,43.86307144165039,2.208333969116211,319.3316345214844,308.88287353515625,313.6459045410156,548.70068359375,-0.28532397747039795,1688565664.8336885,204.9422149658203,-43.467308044433594,147.46170043945312,332.0084533691406,240.40000915527344,254.8000030517578,-11.52004337310791,553.8800048828125,-0.5418438911437988,-0.5821033716201782,302.421875,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,walker2d,0,5300
