,_timestamp,training.fitness_std,training.evaluation_time,_runtime,training.fitness_mean,training.top_k_fit.top_2_fit,training.top_k_fit.top_1_fit,_step,training.fitness_1q,training.generation,training.fitness_median,training.run_id,training.fitness_3q,training.top_k_fit.top_0_fit,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
10,1687033582.5543206,185.5743408203125,4.753345012664795,69.89312863349915,870.72607421875,997.593505859375,997.67529296875,10,996.9072875976562,10,980.2601318359375,0,752.9118041992188,997.7800903320312,cgp,mu+lambda,reward,ant,8,1000,997.7800903320312,997.67529296875,997.593505859375
11,1687033587.3286808,224.04177856445312,4.750302791595459,74.66748881340027,839.7112426757812,997.595947265625,998.295654296875,11,997.0044555664062,11,960.524169921875,0,708.5828247070312,998.48486328125,cgp,mu+lambda,reward,ant,8,1100,998.48486328125,998.295654296875,997.595947265625
12,1687033592.1219947,202.71768188476562,4.770174026489258,79.46080279350281,842.11328125,997.8005981445312,997.9832763671875,12,996.9666748046875,12,944.8414306640625,0,716.5711059570312,998.2901000976562,cgp,mu+lambda,reward,ant,8,1200,998.2901000976562,997.9832763671875,997.8005981445312
13,1687033596.9221735,216.9735565185547,4.775607109069824,84.26098155975342,839.9724731445312,997.8056030273438,997.868408203125,13,997.1463623046875,13,978.5615234375,0,705.1964111328125,998.2898559570312,cgp,mu+lambda,reward,ant,8,1300,998.2898559570312,997.868408203125,997.8056030273438
14,1687033601.7216887,217.5963592529297,4.77461051940918,89.06049680709839,839.3155517578125,998.2994995117188,998.4165649414062,14,997.1458740234375,14,969.9481201171875,0,696.3843994140625,998.7027587890625,cgp,mu+lambda,reward,ant,8,1400,998.7027587890625,998.4165649414062,998.2994995117188
15,1687033606.5210185,233.541259765625,4.775211334228516,93.85982656478882,831.155029296875,998.3190307617188,998.3432006835938,15,997.2844848632812,15,947.6746215820312,0,706.9447021484375,998.691650390625,cgp,mu+lambda,reward,ant,8,1500,998.691650390625,998.3432006835938,998.3190307617188
16,1687033611.318684,172.57302856445312,4.772934913635254,98.65749216079712,865.4442138671875,998.2952880859375,998.3392333984375,16,997.204345703125,16,971.554443359375,0,707.3661499023438,998.6491088867188,cgp,mu+lambda,reward,ant,8,1600,998.6491088867188,998.3392333984375,998.2952880859375
17,1687033616.114801,183.6206817626953,4.770795822143555,103.45360898971558,864.7754516601562,998.2689208984375,998.5176391601562,17,997.4826049804688,17,987.4703369140625,0,708.9190673828125,998.5546875,cgp,mu+lambda,reward,ant,8,1700,998.5546875,998.5176391601562,998.2689208984375
18,1687033620.9119918,236.4020538330078,4.773229122161865,108.25079989433289,838.6235961914062,998.4622192382812,998.5176391601562,18,997.7098388671875,18,972.3819580078125,0,727.1701049804688,998.6401977539062,cgp,mu+lambda,reward,ant,8,1800,998.6401977539062,998.5176391601562,998.4622192382812
19,1687033625.7078803,241.16900634765625,4.77119779586792,113.04668831825256,809.2218017578125,998.4314575195312,998.4924926757812,19,997.4876708984375,19,975.0460205078125,0,665.6004028320312,999.1505126953125,cgp,mu+lambda,reward,ant,8,1900,999.1505126953125,998.4924926757812,998.4314575195312
20,1687033630.5080023,240.51229858398438,4.774689197540283,117.84681034088135,817.6898193359375,998.4217529296875,998.5467529296875,20,997.2579956054688,20,925.5537719726562,0,700.7732543945312,998.5569458007812,cgp,mu+lambda,reward,ant,8,2000,998.5569458007812,998.5467529296875,998.4217529296875
21,1687033635.3104324,192.24859619140625,4.777565956115723,122.64924049377441,852.1256103515625,998.7227172851562,998.7344970703125,21,997.7802734375,21,945.1788940429688,0,730.1251831054688,998.8927612304688,cgp,mu+lambda,reward,ant,8,2100,998.8927612304688,998.7344970703125,998.7227172851562
22,1687033640.1086314,246.2197265625,4.77410364151001,127.44743943214417,830.989013671875,998.829345703125,998.9212646484375,22,997.9415283203125,22,963.4197387695312,0,697.8600463867188,999.246826171875,cgp,mu+lambda,reward,ant,8,2200,999.246826171875,998.9212646484375,998.829345703125
23,1687033644.90664,235.68893432617188,4.773483753204346,132.2454481124878,799.3585815429688,998.5975952148438,998.65185546875,23,997.5220947265625,23,910.0974731445312,0,676.3374633789062,998.9345703125,cgp,mu+lambda,reward,ant,8,2300,998.9345703125,998.65185546875,998.5975952148438
24,1687033649.7053008,239.18336486816406,4.773900985717773,137.04410886764526,839.1094970703125,998.8485107421875,998.8663330078125,24,997.9647216796875,24,964.364990234375,0,709.4775390625,999.0216674804688,cgp,mu+lambda,reward,ant,8,2400,999.0216674804688,998.8663330078125,998.8485107421875
25,1687033654.501995,198.0179901123047,4.772614002227783,141.8408031463623,861.6956176757812,999.0682373046875,999.1398315429688,25,998.2596435546875,25,965.5390014648438,0,792.855224609375,999.2085571289062,cgp,mu+lambda,reward,ant,8,2500,999.2085571289062,999.1398315429688,999.0682373046875
26,1687033659.3007843,190.7740020751953,4.773797035217285,146.6395924091339,859.5131225585938,999.067138671875,999.110595703125,26,997.9749755859375,26,956.170654296875,0,742.5234375,999.816650390625,cgp,mu+lambda,reward,ant,8,2600,999.816650390625,999.110595703125,999.067138671875
27,1687033664.0977516,235.1383514404297,4.772120952606201,151.43655967712402,826.3270263671875,998.9655151367188,999.0489501953125,27,997.72900390625,27,980.825439453125,0,690.5155029296875,999.0831298828125,cgp,mu+lambda,reward,ant,8,2700,999.0831298828125,999.0489501953125,998.9655151367188
28,1687033668.893747,169.56297302246094,4.772225856781006,156.23255515098572,875.5751342773438,998.5841674804688,998.7907104492188,28,997.732421875,28,964.7837524414062,0,801.6326904296875,999.2362060546875,cgp,mu+lambda,reward,ant,8,2800,999.2362060546875,998.7907104492188,998.5841674804688
29,1687033673.690835,199.7255096435547,4.772027492523193,161.02964305877686,858.5849609375,999.1693725585938,999.240478515625,29,998.011474609375,29,977.397705078125,0,711.6065063476562,999.3370361328125,cgp,mu+lambda,reward,ant,8,2900,999.3370361328125,999.240478515625,999.1693725585938
30,1687033678.4848852,208.2891845703125,4.7689385414123535,165.82369327545166,837.5284423828125,999.4710693359375,999.7080688476562,30,997.944091796875,30,959.0029296875,0,704.5220336914062,1000.3771362304688,cgp,mu+lambda,reward,ant,8,3000,1000.3771362304688,999.7080688476562,999.4710693359375
31,1687033683.2822764,207.81507873535156,4.773141384124756,170.62108445167542,839.2317504882812,998.6846923828125,998.894287109375,31,997.822509765625,31,938.739990234375,0,713.96875,998.9539184570312,cgp,mu+lambda,reward,ant,8,3100,998.9539184570312,998.894287109375,998.6846923828125
32,1687033688.0779989,186.07505798339844,4.770890712738037,175.41680693626404,868.3073120117188,999.1209106445312,999.187255859375,32,998.21728515625,32,959.7491455078125,0,793.41845703125,999.3441162109375,cgp,mu+lambda,reward,ant,8,3200,999.3441162109375,999.187255859375,999.1209106445312
33,1687033692.8734822,178.76239013671875,4.770146369934082,180.21229028701782,872.86669921875,999.1862182617188,999.3814086914062,33,998.2811279296875,33,988.4759521484375,0,706.6165771484375,999.5277709960938,cgp,mu+lambda,reward,ant,8,3300,999.5277709960938,999.3814086914062,999.1862182617188
34,1687033697.6702538,193.52822875976562,4.77254056930542,185.0090618133545,870.6552124023438,999.000244140625,999.101806640625,34,998.1991577148438,34,986.9321899414062,0,710.106201171875,999.10986328125,cgp,mu+lambda,reward,ant,8,3400,999.10986328125,999.101806640625,999.000244140625
35,1687033702.4640863,173.30902099609375,4.7719197273254395,189.80289435386658,887.1487426757812,999.3495483398438,999.4373779296875,35,998.2124633789062,35,985.6065673828125,0,823.7621459960938,1003.1914672851562,cgp,mu+lambda,reward,ant,8,3500,1003.1914672851562,999.4373779296875,999.3495483398438
36,1687033707.2543988,244.69589233398438,4.772519588470459,194.5932068824768,852.5947265625,999.181640625,999.2552490234375,36,997.9522094726562,36,969.34716796875,0,796.7108154296875,999.6480712890625,cgp,mu+lambda,reward,ant,8,3600,999.6480712890625,999.2552490234375,999.181640625
37,1687033712.0433629,180.63352966308594,4.771361827850342,199.38217091560364,860.7449951171875,998.9299926757812,999.1224975585938,37,997.830810546875,37,971.7745361328125,0,705.9771728515625,999.3462524414062,cgp,mu+lambda,reward,ant,8,3700,999.3462524414062,999.1224975585938,998.9299926757812
38,1687033716.8305957,202.23289489746094,4.769245147705078,204.1694037914276,860.5626220703125,999.0872192382812,999.2871704101562,38,998.2374267578125,38,968.6976318359375,0,744.2820434570312,999.2916870117188,cgp,mu+lambda,reward,ant,8,3800,999.2916870117188,999.2871704101562,999.0872192382812
39,1687033721.619476,191.54623413085938,4.7705464363098145,208.95828413963318,868.6182861328125,999.0663452148438,999.1181030273438,39,997.906982421875,39,973.0017700195312,0,766.898681640625,999.2391357421875,cgp,mu+lambda,reward,ant,8,3900,999.2391357421875,999.1181030273438,999.0663452148438
40,1687033726.4090621,202.56442260742188,4.772280216217041,213.74787020683289,852.4281005859375,999.1370849609375,999.3641967773438,40,997.96826171875,40,947.76806640625,0,733.3365478515625,999.8373413085938,cgp,mu+lambda,reward,ant,8,4000,999.8373413085938,999.3641967773438,999.1370849609375
41,1687033731.1987095,210.6662139892578,4.771378517150879,218.53751754760742,850.4778442382812,999.3383178710938,999.7362670898438,41,998.3018798828125,41,949.154296875,0,715.5525512695312,1000.4152221679688,cgp,mu+lambda,reward,ant,8,4100,1000.4152221679688,999.7362670898438,999.3383178710938
42,1687033735.986883,205.49171447753906,4.76978063583374,223.32569098472595,856.1443481445312,999.2207641601562,1000.0956420898438,42,998.240234375,42,978.7413330078125,0,712.2408447265625,1000.2695922851562,cgp,mu+lambda,reward,ant,8,4200,1000.2695922851562,1000.0956420898438,999.2207641601562
43,1687033740.7755516,184.75904846191406,4.7708563804626465,228.11435961723328,874.2763061523438,999.0265502929688,999.5669555664062,43,997.982177734375,43,983.4083251953125,0,789.3658447265625,999.7844848632812,cgp,mu+lambda,reward,ant,8,4300,999.7844848632812,999.5669555664062,999.0265502929688
44,1687033745.5635061,193.40931701660156,4.76990270614624,232.9023141860962,860.6329345703125,999.2792358398438,999.498779296875,44,997.973876953125,44,984.7554931640625,0,748.7931518554688,999.6137084960938,cgp,mu+lambda,reward,ant,8,4400,999.6137084960938,999.498779296875,999.2792358398438
45,1687033750.3523898,207.24099731445312,4.770081520080566,237.69119787216187,866.5455932617188,999.69091796875,999.6924438476562,45,998.1624755859375,45,982.0346069335938,0,746.4540405273438,1000.1342163085938,cgp,mu+lambda,reward,ant,8,4500,1000.1342163085938,999.6924438476562,999.69091796875
46,1687033755.1424627,173.4485626220703,4.771631240844727,242.4812707901001,880.6321411132812,1000.0696411132812,1000.2799072265625,46,998.488037109375,46,983.793701171875,0,746.4315185546875,1000.4853515625,cgp,mu+lambda,reward,ant,8,4600,1000.4853515625,1000.2799072265625,1000.0696411132812
47,1687033759.9342484,248.67529296875,4.774190425872803,247.2730565071106,833.1484985351562,999.2351684570312,1000.1093139648438,47,997.8364868164062,47,956.9739990234375,0,731.2194213867188,1000.246337890625,cgp,mu+lambda,reward,ant,8,4700,1000.246337890625,1000.1093139648438,999.2351684570312
48,1687033764.7238345,171.26443481445312,4.7716593742370605,252.0626425743103,878.5106201171875,999.077392578125,999.4142456054688,48,998.1630859375,48,961.8935546875,0,819.9180297851562,999.69873046875,cgp,mu+lambda,reward,ant,8,4800,999.69873046875,999.4142456054688,999.077392578125
49,1687033769.513794,178.05184936523438,4.771810054779053,256.8526020050049,878.5836791992188,999.2430419921875,999.5193481445312,49,998.3516845703125,49,978.718017578125,0,756.28466796875,999.9111938476562,cgp,mu+lambda,reward,ant,8,4900,999.9111938476562,999.5193481445312,999.2430419921875
50,1687033774.3015332,187.05943298339844,4.7702484130859375,261.64034128189087,857.6538696289062,999.8341064453125,1000.366943359375,50,998.2349853515625,50,974.6674194335938,0,706.6612548828125,1000.5360717773438,cgp,mu+lambda,reward,ant,8,5000,1000.5360717773438,1000.366943359375,999.8341064453125
51,1687033779.092937,231.91163635253906,4.773488998413086,266.43174505233765,841.8682861328125,999.3377075195312,999.3756713867188,51,997.8082885742188,51,949.03564453125,0,714.9647827148438,999.4981079101562,cgp,mu+lambda,reward,ant,8,5100,999.4981079101562,999.3756713867188,999.3377075195312
52,1687033783.883654,149.17962646484375,4.772618293762207,271.2224621772766,896.47412109375,999.0100708007812,999.1466674804688,52,998.18359375,52,978.0709838867188,0,865.1578369140625,999.2681274414062,cgp,mu+lambda,reward,ant,8,5200,999.2681274414062,999.1466674804688,999.0100708007812
53,1687033788.6731832,170.96331787109375,4.772258281707764,276.0119912624359,880.2727661132812,999.0647583007812,999.1371459960938,53,997.9488525390625,53,994.4522705078125,0,764.784423828125,999.1719360351562,cgp,mu+lambda,reward,ant,8,5300,999.1719360351562,999.1371459960938,999.0647583007812
54,1687033793.4625676,216.36688232421875,4.771250247955322,280.8013756275177,858.7955932617188,998.9984130859375,999.0548095703125,54,998.1383056640625,54,986.539306640625,0,709.99951171875,999.2797241210938,cgp,mu+lambda,reward,ant,8,5400,999.2797241210938,999.0548095703125,998.9984130859375
55,1687033798.251509,227.2702178955078,4.77024507522583,285.5903170108795,837.7168579101562,999.3750610351562,999.515625,55,998.0765380859375,55,967.6907958984375,0,726.8101806640625,999.8055419921875,cgp,mu+lambda,reward,ant,8,5500,999.8055419921875,999.515625,999.3750610351562
56,1687033803.0411723,253.88124084472656,4.771823406219482,290.37998032569885,833.5006713867188,999.38427734375,999.41015625,56,998.184326171875,56,969.3343505859375,0,700.0352172851562,999.5610961914062,cgp,mu+lambda,reward,ant,8,5600,999.5610961914062,999.41015625,999.38427734375
57,1687033807.8296313,219.88478088378906,4.769612789154053,295.16843938827515,864.321533203125,999.0960693359375,999.4080200195312,57,998.0809326171875,57,970.4708251953125,0,823.4852294921875,999.6334838867188,cgp,mu+lambda,reward,ant,8,5700,999.6334838867188,999.4080200195312,999.0960693359375
58,1687033812.617705,194.3820343017578,4.769107818603516,299.9565131664276,876.5501098632812,999.450439453125,999.5626220703125,58,998.2063598632812,58,985.4323120117188,0,854.1511840820312,1000.0723876953125,cgp,mu+lambda,reward,ant,8,5800,1000.0723876953125,999.5626220703125,999.450439453125
59,1687033817.4061394,221.42239379882812,4.771100044250488,304.7449474334717,823.1867065429688,999.0611572265625,999.1434326171875,59,997.9595947265625,59,927.0323486328125,0,695.5963134765625,1000.2930908203125,cgp,mu+lambda,reward,ant,8,5900,1000.2930908203125,999.1434326171875,999.0611572265625
60,1687033822.197245,204.30218505859375,4.772943496704102,309.536052942276,833.9129638671875,999.21728515625,999.25927734375,60,998.0814819335938,60,928.3878173828125,0,699.466796875,999.603515625,cgp,mu+lambda,reward,ant,8,6000,999.603515625,999.25927734375,999.21728515625
61,1687033826.9901261,247.38145446777344,4.774374008178711,314.32893419265747,823.5723266601562,999.21484375,999.2704467773438,61,998.1467895507812,61,975.6439208984375,0,693.1771850585938,1001.4539184570312,cgp,mu+lambda,reward,ant,8,6100,1001.4539184570312,999.2704467773438,999.21484375
62,1687033831.780048,172.3362274169922,4.771829128265381,319.11885595321655,869.915283203125,999.5527954101562,999.703369140625,62,997.885009765625,62,964.443359375,0,750.2051391601562,1000.2689208984375,cgp,mu+lambda,reward,ant,8,6200,1000.2689208984375,999.703369140625,999.5527954101562
63,1687033836.5679953,249.77972412109375,4.76947546005249,323.9068033695221,823.5428466796875,999.2017822265625,999.30078125,63,998.31640625,63,959.0245971679688,0,704.740234375,999.3759155273438,cgp,mu+lambda,reward,ant,8,6300,999.3759155273438,999.30078125,999.2017822265625
64,1687033841.3573265,169.3661651611328,4.770309925079346,328.69613456726074,887.53466796875,999.4513549804688,999.45751953125,64,998.5481567382812,64,965.953125,0,809.59765625,999.4864501953125,cgp,mu+lambda,reward,ant,8,6400,999.4864501953125,999.45751953125,999.4513549804688
65,1687033846.1476276,201.184814453125,4.772039413452148,333.4864356517792,855.5829467773438,999.1622314453125,999.3304443359375,65,998.3095092773438,65,979.4863891601562,0,712.7008056640625,1000.0538330078125,cgp,mu+lambda,reward,ant,8,6500,1000.0538330078125,999.3304443359375,999.1622314453125
66,1687033850.937623,210.9600067138672,4.770631790161133,338.2764310836792,857.099365234375,999.4786987304688,999.5313720703125,66,998.2140502929688,66,979.659912109375,0,737.9361572265625,1000.1084594726562,cgp,mu+lambda,reward,ant,8,6600,1000.1084594726562,999.5313720703125,999.4786987304688
67,1687033855.7273216,224.41844177246094,4.770482540130615,343.06612968444824,850.2037353515625,999.1211547851562,999.1709594726562,67,998.0888671875,67,958.0391845703125,0,740.96826171875,999.6570434570312,cgp,mu+lambda,reward,ant,8,6700,999.6570434570312,999.1709594726562,999.1211547851562
68,1687033860.515884,222.91188049316406,4.770247936248779,347.8546919822693,844.6674194335938,999.1724853515625,999.2208251953125,68,998.2857055664062,68,967.2537231445312,0,704.95751953125,999.4244995117188,cgp,mu+lambda,reward,ant,8,6800,999.4244995117188,999.2208251953125,999.1724853515625
69,1687033865.3033714,169.57447814941406,4.768941402435303,352.64217948913574,900.2696533203125,999.2861328125,999.6622314453125,69,998.2095336914062,69,982.963134765625,0,877.2549438476562,999.6837158203125,cgp,mu+lambda,reward,ant,8,6900,999.6837158203125,999.6622314453125,999.2861328125
70,1687033870.093183,146.8533935546875,4.771141529083252,357.4319911003113,884.1343383789062,999.3356323242188,999.4217529296875,70,998.2291870117188,70,969.988525390625,0,758.6215209960938,999.569580078125,cgp,mu+lambda,reward,ant,8,7000,999.569580078125,999.4217529296875,999.3356323242188
71,1687033874.8803873,220.9740447998047,4.7685980796813965,362.21919536590576,852.7240600585938,999.239990234375,999.2665405273438,71,998.221923828125,71,979.677734375,0,713.516357421875,999.2688598632812,cgp,mu+lambda,reward,ant,8,7100,999.2688598632812,999.2665405273438,999.239990234375
72,1687033879.6689975,201.6116943359375,4.77099084854126,367.0078055858612,847.8856201171875,999.4957275390625,999.5442504882812,72,998.3582153320312,72,930.9408569335938,0,707.6588134765625,1000.1368408203125,cgp,mu+lambda,reward,ant,8,7200,1000.1368408203125,999.5442504882812,999.4957275390625
73,1687033884.4610758,180.75289916992188,4.771396160125732,371.79988384246826,870.3704223632812,999.2412719726562,999.32373046875,73,998.4200439453125,73,983.3751220703125,0,767.4003295898438,999.4566040039062,cgp,mu+lambda,reward,ant,8,7300,999.4566040039062,999.32373046875,999.2412719726562
74,1687033889.256382,195.4405517578125,4.77664852142334,376.5951900482178,883.7154541015625,999.41015625,999.7393798828125,74,998.3455810546875,74,988.1619873046875,0,787.652587890625,999.8597412109375,cgp,mu+lambda,reward,ant,8,7400,999.8597412109375,999.7393798828125,999.41015625
75,1687033894.0507414,228.9037628173828,4.776816368103027,381.3895494937897,859.9649047851562,999.508544921875,999.5285034179688,75,998.5711669921875,75,980.194580078125,0,715.60888671875,999.9044189453125,cgp,mu+lambda,reward,ant,8,7500,999.9044189453125,999.5285034179688,999.508544921875
76,1687033898.8397467,125.31275939941406,4.771821975708008,386.1785547733307,919.81640625,999.7809448242188,999.9348754882812,76,998.6878662109375,76,993.7060546875,0,880.7500610351562,1000.4782104492188,cgp,mu+lambda,reward,ant,8,7600,1000.4782104492188,999.9348754882812,999.7809448242188
77,1687033903.628959,160.7192840576172,4.771053791046143,390.96776700019836,891.7293701171875,999.3736572265625,999.4451904296875,77,998.0205078125,77,977.515869140625,0,827.6202392578125,1000.1243896484375,cgp,mu+lambda,reward,ant,8,7700,1000.1243896484375,999.4451904296875,999.3736572265625
78,1687033908.4183311,161.40065002441406,4.771411418914795,395.7571392059326,895.087158203125,999.34375,999.3662719726562,78,998.4166259765625,78,989.8909912109375,0,874.8020629882812,999.5408325195312,cgp,mu+lambda,reward,ant,8,7800,999.5408325195312,999.3662719726562,999.34375
79,1687033913.209402,171.8345489501953,4.772208213806152,400.54821014404297,857.286865234375,999.9664306640625,999.9700927734375,79,998.2789306640625,79,975.9530029296875,0,707.2901611328125,1000.038330078125,cgp,mu+lambda,reward,ant,8,7900,1000.038330078125,999.9700927734375,999.9664306640625
80,1687033917.99956,161.8312530517578,4.769680500030518,405.33836817741394,863.4768676757812,999.8206787109375,1000.2571411132812,80,998.5679321289062,80,964.3662109375,0,710.1458740234375,1003.0029907226562,cgp,mu+lambda,reward,ant,8,8000,1003.0029907226562,1000.2571411132812,999.8206787109375
81,1687033922.7943504,236.48583984375,4.776248455047607,410.1331584453583,834.7182006835938,999.6639404296875,999.7078247070312,81,998.7032470703125,81,981.8265380859375,0,707.97900390625,999.9729614257812,cgp,mu+lambda,reward,ant,8,8100,999.9729614257812,999.7078247070312,999.6639404296875
82,1687033927.586427,196.51348876953125,4.77529764175415,414.9252350330353,853.7581176757812,999.5922241210938,999.6039428710938,82,998.4840087890625,82,961.51416015625,0,714.6314086914062,999.7925415039062,cgp,mu+lambda,reward,ant,8,8200,999.7925415039062,999.6039428710938,999.5922241210938
83,1687033932.3752398,164.13192749023438,4.7701592445373535,419.71404790878296,885.1431274414062,999.82763671875,999.8599853515625,83,998.6937866210938,83,976.2218017578125,0,803.4351806640625,1000.3273315429688,cgp,mu+lambda,reward,ant,8,8300,1000.3273315429688,999.8599853515625,999.82763671875
84,1687033937.1642914,202.8188934326172,4.771368503570557,424.5030994415283,874.5532836914062,999.8622436523438,999.9308471679688,84,998.7318725585938,84,985.49755859375,0,769.7322387695312,1000.0260620117188,cgp,mu+lambda,reward,ant,8,8400,1000.0260620117188,999.9308471679688,999.8622436523438
85,1687033941.9549055,169.0792694091797,4.770124912261963,429.2937135696411,903.3839111328125,999.6500854492188,999.8426513671875,85,998.9813842773438,85,994.7235107421875,0,883.7557373046875,999.8857421875,cgp,mu+lambda,reward,ant,8,8500,999.8857421875,999.8426513671875,999.6500854492188
86,1687033946.7448494,192.02243041992188,4.771698474884033,434.08365750312805,867.21826171875,999.5682983398438,1001.4456176757812,86,998.2528076171875,86,988.05224609375,0,740.7205810546875,1003.1507568359375,cgp,mu+lambda,reward,ant,8,8600,1003.1507568359375,1001.4456176757812,999.5682983398438
87,1687033951.53491,167.46343994140625,4.7722601890563965,438.87371802330017,882.6237182617188,999.5645141601562,999.6246337890625,87,998.8259887695312,87,987.9661865234375,0,773.1922607421875,1001.7359619140625,cgp,mu+lambda,reward,ant,8,8700,1001.7359619140625,999.6246337890625,999.5645141601562
88,1687033956.323655,183.44924926757812,4.770431995391846,443.6624629497528,889.28857421875,1000.0935668945312,1000.7672119140625,88,998.6278076171875,88,984.208251953125,0,860.4635620117188,1002.7634887695312,cgp,mu+lambda,reward,ant,8,8800,1002.7634887695312,1000.7672119140625,1000.0935668945312
89,1687033961.115863,147.0982208251953,4.771496295928955,448.4546711444855,897.6806030273438,1000.3883666992188,1000.4470825195312,89,998.805908203125,89,992.8041381835938,0,829.1432495117188,1000.4624633789062,cgp,mu+lambda,reward,ant,8,8900,1000.4624633789062,1000.4470825195312,1000.3883666992188
90,1687033965.9098163,204.57794189453125,4.776044845581055,453.2486243247986,854.65234375,1000.9990234375,1001.263427734375,90,998.032470703125,90,971.5771484375,0,706.6035766601562,1001.6087036132812,cgp,mu+lambda,reward,ant,8,9000,1001.6087036132812,1001.263427734375,1000.9990234375
91,1687033970.7036843,190.70205688476562,4.776676177978516,458.04249238967896,873.7797241210938,1000.284423828125,1000.310791015625,91,998.7307739257812,91,991.8017578125,0,716.9927368164062,1001.7735595703125,cgp,mu+lambda,reward,ant,8,9100,1001.7735595703125,1000.310791015625,1000.284423828125
92,1687033975.4929953,153.8973846435547,4.771190643310547,462.8318033218384,887.2785034179688,999.9147338867188,1000.35302734375,92,998.7281494140625,92,986.7127685546875,0,741.981201171875,1001.81689453125,cgp,mu+lambda,reward,ant,8,9200,1001.81689453125,1000.35302734375,999.9147338867188
93,1687033980.28167,243.4716339111328,4.769006252288818,467.62047815322876,847.6998291015625,999.7872314453125,999.9618530273438,93,998.845703125,93,984.42578125,0,728.5112915039062,1001.9577026367188,cgp,mu+lambda,reward,ant,8,9300,1001.9577026367188,999.9618530273438,999.7872314453125
94,1687033985.068858,169.91722106933594,4.769487380981445,472.4076659679413,893.9172973632812,999.6290893554688,1000.5602416992188,94,998.5823974609375,94,986.129150390625,0,874.6304321289062,1000.8679809570312,cgp,mu+lambda,reward,ant,8,9400,1000.8679809570312,1000.5602416992188,999.6290893554688
95,1687033989.857756,204.16241455078125,4.770349979400635,477.1965639591217,848.841552734375,1001.2247314453125,1002.0931396484375,95,998.6854248046875,95,987.5599365234375,0,707.75244140625,1003.6217041015625,cgp,mu+lambda,reward,ant,8,9500,1003.6217041015625,1002.0931396484375,1001.2247314453125
