,training.top_k_reward.top_2_reward,training.top_k_reward.top_1_reward,training.fitness_std,training.top_k_fit.top_0_fit,training.top_k_healthy_reward.top_0_healthy_reward,training.top_k_fit.top_1_fit,training.fitness_3q,training.top_k_forward_reward.top_0_forward_reward,_step,training.top_k_fit.top_2_fit,training.top_k_ctrl_reward.top_0_ctrl_reward,training.fitness_mean,training.evaluation_time,training.run_id,_runtime,training.top_k_forward_reward.top_2_forward_reward,training.top_k_healthy_reward.top_1_healthy_reward,training.fitness_median,training.top_k_reward.top_0_reward,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.fitness_1q,_timestamp,training.top_k_ctrl_reward.top_1_ctrl_reward,training.generation,training.top_k_forward_reward.top_1_forward_reward,solver,ea,fitness,environment,seed,training.evaluation
0,195.054443359375,265.3343200683594,14005.3369140625,251.81024169921875,197.8000030517578,232.23841857910156,13.118329048156738,106.6459732055664,0,166.98419189453125,-0.4149024486541748,-1963.0587158203125,16.062509536743164,0,19.938165426254272,-9.269116401672363,259.0,28.566932678222656,304.0310974121094,-0.4763997197151184,204.8000030517578,44.90026092529297,1688750591.8007524,-0.340267539024353,0,6.67462158203125,cgp-weighted,mu+lambda-ga1,weighted-1-1-1-unhealthy_termination,walker2d,0,0
1,134.2886505126953,244.664306640625,35.99591064453125,258.5487365722656,255.40000915527344,179.7691192626953,25.004112243652344,6.1692657470703125,1,137.67247009277344,-0.5844563841819763,42.7726936340332,2.4442551136016846,0,22.532740592956543,14.324790954589844,235.40000915527344,37.450523376464844,260.9848327636719,-0.23614804446697235,120.20000457763672,45.89323425292969,1688750594.3953276,-0.5504748821258545,1,9.814757347106934,cgp-weighted,mu+lambda-ga1,weighted-1-1-1-unhealthy_termination,walker2d,0,100
2,438.8794860839844,614.3768920898438,82.99748992919922,550.358154296875,515.0,498.43212890625,31.657224655151367,-6.002282619476318,2,355.0282897949219,-0.6475896239280701,64.41510772705078,2.4457755088806152,0,25.008323192596436,84.21622467041016,590.6000366210938,42.24854278564453,508.35009765625,-1.1367570161819458,355.8000183105469,59.03512954711914,1688750596.8709102,-1.132739782333374,2,24.909780502319336,cgp-weighted,mu+lambda-ga1,weighted-1-1-1-unhealthy_termination,walker2d,0,200
3,450.373046875,566.3816528320312,9959.8115234375,707.5222778320312,473.6000061035156,588.7001953125,29.9522762298584,88.49974060058594,3,493.8443603515625,-0.9176362156867981,-908.29833984375,2.4505133628845215,0,27.48768401145935,7.127427577972412,573.7999877929688,48.49032211303711,561.1822509765625,-0.9543951153755188,444.20001220703125,87.80281829833984,1688750599.350271,-0.6902419924736023,3,-6.728066921234131,cgp-weighted,mu+lambda-ga1,weighted-1-1-1-unhealthy_termination,walker2d,0,300
4,1005.3519897460938,1005.4037475585938,14032.1787109375,1008.4393920898438,735.4000244140625,1007.3280029296875,23.181581497192383,10.942502975463867,4,1004.5159912109375,-1.7719382047653198,-1794.650634765625,2.453620433807373,0,29.97002410888672,7.771899700164795,999.0,69.59609985351562,744.5704956054688,-1.4200235605239868,999.0,302.2679443359375,1688750601.832611,-1.5854500532150269,4,7.9893646240234375,cgp-weighted,mu+lambda-ga1,weighted-1-1-1-unhealthy_termination,walker2d,0,400
5,824.4140014648438,1006.6104736328125,9973.6708984375,1016.4985961914062,854.0,1005.9019165039062,33.500484466552734,78.40361022949219,5,1004.970458984375,-0.899193286895752,-803.8764038085938,2.4423112869262695,0,32.44085454940796,-19.726398468017578,999.0,67.46898651123047,931.5045776367188,-2.0599334239959717,846.2000122070312,205.00344848632812,1688750604.3034415,-1.5973381996154785,5,9.207864761352539,cgp-weighted,mu+lambda-ga1,weighted-1-1-1-unhealthy_termination,walker2d,0,500
6,1009.244140625,829.94873046875,17109.19921875,1019.7478637695312,701.6000366210938,1013.6067504882812,34.03960418701172,35.89493942260742,6,1010.664794921875,-1.9641859531402588,-2733.029296875,2.45302152633667,0,34.92221188545227,11.631851196289062,845.7999877929688,76.93950653076172,735.5307006835938,-1.387660264968872,999.0,477.25048828125,1688750606.7847989,-2.061500310897827,6,-13.789542198181152,cgp-weighted,mu+lambda-ga1,weighted-1-1-1-unhealthy_termination,walker2d,0,600
7,970.4553833007812,920.1029663085938,19658.4609375,1018.3102416992188,933.0,1013.427490234375,31.05721664428711,84.40093231201172,7,1012.3001708984375,-0.9745016098022461,-3707.5859375,2.4456136226654053,0,37.39964008331299,88.23381805419922,778.0,115.1923828125,1016.4269409179688,-2.1784820556640625,884.4000244140625,490.75067138671875,1688750609.262227,-1.134600043296814,7,143.2373046875,cgp-weighted,mu+lambda-ga1,weighted-1-1-1-unhealthy_termination,walker2d,0,700
8,783.8478393554688,918.8341674804688,39306.2578125,1007.653564453125,706.2000122070312,1006.6375122070312,5.907558441162109,-44.78244400024414,8,1004.9313354492188,-1.7342504262924194,-18844.560546875,2.4460031986236572,0,39.87651181221008,6.595069885253906,884.7999877929688,42.80049514770508,659.6830444335938,-1.9475507736206055,779.2000122070312,104.0748291015625,1688750611.7390988,-1.2754639387130737,8,35.309391021728516,cgp-weighted,mu+lambda-ga1,weighted-1-1-1-unhealthy_termination,walker2d,0,800
9,765.7105102539062,892.9784545898438,19665.07421875,1026.0963134765625,737.6000366210938,1013.5381469726562,37.00421142578125,92.1806411743164,9,1008.930419921875,-0.756166398525238,-3678.251220703125,2.4386706352233887,0,42.34658885002136,10.764545440673828,781.4000244140625,108.16229248046875,829.0245971679688,-1.8539546728134155,756.7999877929688,476.5531921386719,1688750614.2091758,-1.0110934972763062,9,112.58935546875,cgp-weighted,mu+lambda-ga1,weighted-1-1-1-unhealthy_termination,walker2d,0,900
