,_step,_runtime,training.run_id,training.fitness_3q,training.top_k_fit.top_0_fit,training.top_k_fit.top_2_fit,training.evaluation_time,_timestamp,training.fitness_mean,training.top_k_fit.top_1_fit,training.fitness_1q,training.generation,training.fitness_std,training.fitness_median,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
222,222,508.1538796424866,2,60.521095275878906,1120.2398681640625,1111.46435546875,2.230537176132202,1687188045.5827017,394.43017578125,1113.055908203125,1008.3927001953125,222,440.9334716796875,124.32777404785156,cgp,mu+lambda,walker2d,2,22200,1120.2398681640625,1113.055908203125,1111.46435546875
223,223,510.3660819530487,2,67.06012725830078,1123.2408447265625,1115.5213623046875,2.185671091079712,1687188047.794904,461.36077880859375,1120.898193359375,1034.2772216796875,223,457.0981750488281,180.60836791992188,cgp,mu+lambda,walker2d,2,22300,1123.2408447265625,1120.898193359375,1115.5213623046875
224,224,512.5632512569427,2,70.40198516845703,1121.18359375,1106.798583984375,2.1801626682281494,1687188049.9920733,427.7677001953125,1119.370849609375,999.9042358398438,224,436.1143493652344,156.176025390625,cgp,mu+lambda,walker2d,2,22400,1121.18359375,1119.370849609375,1106.798583984375
225,225,514.7851145267487,2,74.53643798828125,1115.1292724609375,1110.1561279296875,2.179217576980591,1687188052.2139366,500.73291015625,1113.9122314453125,1060.434326171875,225,452.4150695800781,294.76959228515625,cgp,mu+lambda,walker2d,2,22500,1115.1292724609375,1113.9122314453125,1110.1561279296875
226,226,516.9835383892059,2,65.98615264892578,1120.483642578125,1112.982421875,2.163224220275879,1687188054.4123604,474.169921875,1115.1617431640625,1024.997802734375,226,444.91510009765625,270.4945373535156,cgp,mu+lambda,walker2d,2,22600,1120.483642578125,1115.1617431640625,1112.982421875
227,227,519.1923956871033,2,64.85763549804688,1123.65185546875,1111.36328125,2.1676642894744873,1687188056.6212177,408.05621337890625,1123.2506103515625,1007.7540283203125,227,433.6996154785156,140.6390380859375,cgp,mu+lambda,walker2d,2,22700,1123.65185546875,1123.2506103515625,1111.36328125
228,228,521.4078018665314,2,80.41152954101562,1121.6505126953125,1111.4237060546875,2.1876094341278076,1687188058.836624,471.8687438964844,1113.786865234375,1052.69970703125,228,448.7460632324219,214.83953857421875,cgp,mu+lambda,walker2d,2,22800,1121.6505126953125,1113.786865234375,1111.4237060546875
229,229,523.614687204361,2,73.21365356445312,1114.1500244140625,1106.574951171875,2.1888766288757324,1687188061.0435092,455.50115966796875,1108.1502685546875,1068.7611083984375,229,456.9654846191406,173.8098602294922,cgp,mu+lambda,walker2d,2,22900,1114.1500244140625,1108.1502685546875,1106.574951171875
230,230,525.8230607509613,2,70.64546203613281,1112.2882080078125,1110.9176025390625,2.1908955574035645,1687188063.2518828,459.7181396484375,1112.211669921875,1060.862548828125,230,454.0749206542969,162.8769073486328,cgp,mu+lambda,walker2d,2,23000,1112.2882080078125,1112.211669921875,1110.9176025390625
231,231,528.0336122512817,2,62.85538101196289,1116.502197265625,1110.2451171875,2.19376277923584,1687188065.4624343,432.97808837890625,1112.609130859375,1035.842041015625,231,443.98248291015625,191.81756591796875,cgp,mu+lambda,walker2d,2,23100,1116.502197265625,1112.609130859375,1110.2451171875
232,232,530.253276348114,2,81.18423461914062,1112.3829345703125,1103.4776611328125,2.1599173545837402,1687188067.6820984,467.3514709472656,1110.9439697265625,1052.984375,232,434.1707458496094,301.39263916015625,cgp,mu+lambda,walker2d,2,23200,1112.3829345703125,1110.9439697265625,1103.4776611328125
233,233,532.4710276126862,2,69.22850799560547,1119.517822265625,1108.2149658203125,2.1895182132720947,1687188069.8998497,407.0071105957031,1112.2298583984375,1022.3238525390625,233,445.4754943847656,123.73404693603516,cgp,mu+lambda,walker2d,2,23300,1119.517822265625,1112.2298583984375,1108.2149658203125
234,234,534.6778650283813,2,66.23097229003906,1124.6168212890625,1106.22119140625,2.178356170654297,1687188072.106687,-537.58154296875,1106.3260498046875,1061.1324462890625,234,10006.4345703125,186.7379150390625,cgp,mu+lambda,walker2d,2,23400,1124.6168212890625,1106.3260498046875,1106.22119140625
235,235,536.8749821186066,2,78.2948226928711,1118.8115234375,1111.748779296875,2.1775624752044678,1687188074.3038042,492.0262451171875,1116.90869140625,1049.0677490234375,235,449.47808837890625,252.2286376953125,cgp,mu+lambda,walker2d,2,23500,1118.8115234375,1116.90869140625,1111.748779296875
236,236,539.0930671691895,2,81.919921875,1125.766357421875,1113.8648681640625,2.1787190437316895,1687188076.5218892,484.2814025878906,1123.91064453125,1026.53515625,236,438.5128479003906,301.245849609375,cgp,mu+lambda,walker2d,2,23600,1125.766357421875,1123.91064453125,1113.8648681640625
237,237,541.3099246025085,2,66.53955078125,1124.4559326171875,1116.149169921875,2.178130626678467,1687188078.7387466,398.73651123046875,1120.3134765625,1044.139404296875,237,444.41326904296875,104.25334930419922,cgp,mu+lambda,walker2d,2,23700,1124.4559326171875,1120.3134765625,1116.149169921875
238,238,543.5208604335785,2,79.36431121826172,1119.5650634765625,1116.131103515625,2.187633991241455,1687188080.9496825,-546.779052734375,1117.33837890625,1029.24072265625,238,10004.951171875,244.26690673828125,cgp,mu+lambda,walker2d,2,23800,1119.5650634765625,1117.33837890625,1116.131103515625
239,239,545.7589342594147,2,76.64535522460938,1116.05859375,1106.18310546875,2.167344093322754,1687188083.1877563,470.0943298339844,1108.1956787109375,1045.8485107421875,239,447.7982177734375,229.04769897460938,cgp,mu+lambda,walker2d,2,23900,1116.05859375,1108.1956787109375,1106.18310546875
240,240,548.0116355419159,2,66.14193725585938,1112.7862548828125,1110.3280029296875,2.1830592155456543,1687188085.4404576,421.02203369140625,1111.74560546875,1015.6651611328125,240,443.0463562011719,139.9944610595703,cgp,mu+lambda,walker2d,2,24000,1112.7862548828125,1111.74560546875,1110.3280029296875
241,241,550.2191340923309,2,75.00704956054688,1118.6585693359375,1115.763671875,2.1751294136047363,1687188087.6479561,470.4530029296875,1117.155517578125,1059.61376953125,241,450.71563720703125,221.94894409179688,cgp,mu+lambda,walker2d,2,24100,1118.6585693359375,1117.155517578125,1115.763671875
242,242,552.4238154888153,2,77.87156677246094,1113.8475341796875,1111.1016845703125,2.181687116622925,1687188089.8526375,460.5770568847656,1112.0001220703125,1058.982177734375,242,449.8736572265625,187.5203094482422,cgp,mu+lambda,walker2d,2,24200,1113.8475341796875,1112.0001220703125,1111.1016845703125
243,243,554.620897769928,2,74.12458801269531,1111.512939453125,1108.38427734375,2.179144859313965,1687188092.0497198,448.3564453125,1109.478271484375,969.6102294921875,243,440.68890380859375,160.48382568359375,cgp,mu+lambda,walker2d,2,24300,1111.512939453125,1109.478271484375,1108.38427734375
244,244,556.8763084411621,2,60.8824348449707,1130.74462890625,1101.06201171875,2.2201905250549316,1687188094.3051305,436.09283447265625,1101.913818359375,1017.7689208984375,244,448.65692138671875,150.8126220703125,cgp,mu+lambda,walker2d,2,24400,1130.74462890625,1101.913818359375,1101.06201171875
245,245,559.139523267746,2,63.58320999145508,1114.6055908203125,1109.8089599609375,2.247488021850586,1687188096.5683453,-530.534423828125,1111.9390869140625,1037.208251953125,245,10007.0595703125,209.6125946044922,cgp,mu+lambda,walker2d,2,24500,1114.6055908203125,1111.9390869140625,1109.8089599609375
246,246,561.3491714000702,2,79.21754455566406,1118.7275390625,1109.1226806640625,2.1901004314422607,1687188098.7779934,450.4059143066406,1110.0159912109375,1042.2874755859375,246,437.5108337402344,229.94216918945312,cgp,mu+lambda,walker2d,2,24600,1118.7275390625,1110.0159912109375,1109.1226806640625
247,247,563.5590136051178,2,72.61080932617188,1115.1864013671875,1113.4500732421875,2.190626621246338,1687188100.9878356,424.3353271484375,1115.0352783203125,1004.6474609375,247,440.0177917480469,150.19419860839844,cgp,mu+lambda,walker2d,2,24700,1115.1864013671875,1115.0352783203125,1113.4500732421875
248,248,565.7676823139191,2,68.20799255371094,1122.5963134765625,1107.3785400390625,2.1883559226989746,1687188103.1965044,391.59405517578125,1116.2342529296875,981.6947021484375,248,434.00360107421875,126.58493041992188,cgp,mu+lambda,walker2d,2,24800,1122.5963134765625,1116.2342529296875,1107.3785400390625
249,249,567.9774513244629,2,71.38404846191406,1116.4033203125,1106.5015869140625,2.1903843879699707,1687188105.4062734,478.85791015625,1109.64404296875,1027.9932861328125,249,450.3724060058594,226.54815673828125,cgp,mu+lambda,walker2d,2,24900,1116.4033203125,1109.64404296875,1106.5015869140625
250,250,570.2125399112701,2,64.07449340820312,1125.656005859375,1119.528076171875,2.187443256378174,1687188107.641362,439.95037841796875,1119.9798583984375,1061.7921142578125,250,463.32781982421875,140.62051391601562,cgp,mu+lambda,walker2d,2,25000,1125.656005859375,1119.9798583984375,1119.528076171875
251,251,572.4252073764801,2,75.74627685546875,1123.5369873046875,1107.63671875,2.1792948246002197,1687188109.8540294,432.0382080078125,1116.2315673828125,1015.75048828125,251,443.170654296875,145.466796875,cgp,mu+lambda,walker2d,2,25100,1123.5369873046875,1116.2315673828125,1107.63671875
252,252,574.6230306625366,2,81.10643005371094,1111.627685546875,1105.7896728515625,2.180887222290039,1687188112.0518527,474.5767822265625,1110.20458984375,1046.601806640625,252,445.5309143066406,217.31735229492188,cgp,mu+lambda,walker2d,2,25200,1111.627685546875,1110.20458984375,1105.7896728515625
253,253,576.8212149143219,2,66.76309204101562,1125.2340087890625,1114.6044921875,2.179879903793335,1687188114.250037,440.1614074707031,1115.0804443359375,1024.8045654296875,253,449.7169494628906,179.66531372070312,cgp,mu+lambda,walker2d,2,25300,1125.2340087890625,1115.0804443359375,1114.6044921875
254,254,579.0205099582672,2,54.402183532714844,1124.4468994140625,1116.96435546875,2.181457281112671,1687188116.449332,429.1036376953125,1124.2255859375,1019.9111938476562,254,459.4216613769531,114.79782104492188,cgp,mu+lambda,walker2d,2,25400,1124.4468994140625,1124.2255859375,1116.96435546875
255,255,581.2198448181152,2,54.45710754394531,1112.4954833984375,1108.421630859375,2.181472063064575,1687188118.6486669,433.83453369140625,1110.8336181640625,1031.1182861328125,255,454.0789489746094,163.68002319335938,cgp,mu+lambda,walker2d,2,25500,1112.4954833984375,1110.8336181640625,1108.421630859375
256,256,583.4191162586212,2,67.95217895507812,1118.4161376953125,1115.1207275390625,2.1812210083007812,1687188120.8479383,-526.668212890625,1116.877197265625,1019.342041015625,256,10007.4580078125,263.1975402832031,cgp,mu+lambda,walker2d,2,25600,1118.4161376953125,1116.877197265625,1115.1207275390625
257,257,585.6166334152222,2,63.94969177246094,1117.313720703125,1111.0816650390625,2.1794421672821045,1687188123.0454555,454.0245361328125,1113.2177734375,1064.7220458984375,257,464.52960205078125,145.92308044433594,cgp,mu+lambda,walker2d,2,25700,1117.313720703125,1113.2177734375,1111.0816650390625
258,258,587.813060760498,2,63.662078857421875,1124.353759765625,1120.6376953125,2.179562568664551,1687188125.2418828,440.258544921875,1120.8018798828125,1068.3323974609375,258,452.45294189453125,129.09759521484375,cgp,mu+lambda,walker2d,2,25800,1124.353759765625,1120.8018798828125,1120.6376953125
259,259,590.0092830657959,2,66.23738098144531,1119.6658935546875,1115.077392578125,2.1784896850585938,1687188127.438105,423.1248779296875,1116.85205078125,1033.6802978515625,259,446.65008544921875,131.19863891601562,cgp,mu+lambda,walker2d,2,25900,1119.6658935546875,1116.85205078125,1115.077392578125
260,260,592.2090015411377,2,68.41526794433594,1123.2581787109375,1114.2247314453125,2.181715250015259,1687188129.6378236,432.34820556640625,1121.3692626953125,1061.1561279296875,260,454.2755126953125,142.83563232421875,cgp,mu+lambda,walker2d,2,26000,1123.2581787109375,1121.3692626953125,1114.2247314453125
261,261,594.4040751457214,2,72.59266662597656,1118.843994140625,1113.0635986328125,2.177396535873413,1687188131.8328972,-578.4291381835938,1113.4619140625,1032.6402587890625,261,10001.982421875,139.62313842773438,cgp,mu+lambda,walker2d,2,26100,1118.843994140625,1113.4619140625,1113.0635986328125
262,262,596.6005125045776,2,75.45169830322266,1119.2637939453125,1112.333251953125,2.178666830062866,1687188134.0293345,446.1647033691406,1118.561279296875,1072.1162109375,262,436.9737854003906,197.9700927734375,cgp,mu+lambda,walker2d,2,26200,1119.2637939453125,1118.561279296875,1112.333251953125
263,263,598.7968034744263,2,58.91643524169922,1112.375,1106.6417236328125,2.1783101558685303,1687188136.2256255,424.5869445800781,1107.879638671875,1073.9891357421875,263,458.5518798828125,112.21790313720703,cgp,mu+lambda,walker2d,2,26300,1112.375,1107.879638671875,1106.6417236328125
264,264,600.9935295581818,2,63.61431121826172,1118.598876953125,1109.06005859375,2.1788573265075684,1687188138.4223516,-568.3233642578125,1112.69580078125,1063.073486328125,264,10003.08203125,171.01666259765625,cgp,mu+lambda,walker2d,2,26400,1118.598876953125,1112.69580078125,1109.06005859375
265,265,603.2063755989075,2,79.83590698242188,1123.4383544921875,1113.096435546875,2.160731792449951,1687188140.6351976,451.6482849121094,1120.270263671875,1018.1143188476562,265,438.4047546386719,191.7211456298828,cgp,mu+lambda,walker2d,2,26500,1123.4383544921875,1120.270263671875,1113.096435546875
266,266,605.3790521621704,2,63.47922134399414,1122.1568603515625,1118.160888671875,2.154397964477539,1687188142.8078742,401.90283203125,1119.6588134765625,1062.4810791015625,266,450.2691955566406,116.53382873535156,cgp,mu+lambda,walker2d,2,26600,1122.1568603515625,1119.6588134765625,1118.160888671875
267,267,607.5507507324219,2,66.05398559570312,1113.5660400390625,1111.4652099609375,2.15375018119812,1687188144.9795728,442.9419860839844,1111.836181640625,1052.808349609375,267,453.2825012207031,151.33834838867188,cgp,mu+lambda,walker2d,2,26700,1113.5660400390625,1111.836181640625,1111.4652099609375
268,268,609.7256717681885,2,79.74917602539062,1117.35791015625,1114.91845703125,2.1564841270446777,1687188147.1544938,446.31646728515625,1116.8856201171875,1038.6612548828125,268,458.51202392578125,137.21099853515625,cgp,mu+lambda,walker2d,2,26800,1117.35791015625,1116.8856201171875,1114.91845703125
269,269,611.9005162715912,2,79.23052215576172,1117.8138427734375,1110.9200439453125,2.1569337844848633,1687188149.3293383,492.8924255371094,1116.8807373046875,1068.756103515625,269,458.50836181640625,238.5256805419922,cgp,mu+lambda,walker2d,2,26900,1117.8138427734375,1116.8807373046875,1110.9200439453125
270,270,614.0764200687408,2,70.30673217773438,1112.7864990234375,1108.95751953125,2.1576318740844727,1687188151.505242,431.8785705566406,1110.227783203125,975.6704711914062,270,434.15631103515625,182.47979736328125,cgp,mu+lambda,walker2d,2,27000,1112.7864990234375,1110.227783203125,1108.95751953125
271,271,616.2498071193695,2,77.93452453613281,1118.966064453125,1115.2591552734375,2.1550073623657227,1687188153.6786292,457.6734313964844,1116.6759033203125,1008.44775390625,271,431.73089599609375,225.6720733642578,cgp,mu+lambda,walker2d,2,27100,1118.966064453125,1116.6759033203125,1115.2591552734375
272,272,618.426687002182,2,73.38921356201172,1120.654541015625,1116.8729248046875,2.1601157188415527,1687188155.855509,371.69866943359375,1118.881591796875,995.6961669921875,272,430.2013854980469,119.49797058105469,cgp,mu+lambda,walker2d,2,27200,1120.654541015625,1118.881591796875,1116.8729248046875
273,273,620.6015017032623,2,84.90446472167969,1125.1771240234375,1119.682373046875,2.1566174030303955,1687188158.0303237,466.6708984375,1119.709716796875,1047.3232421875,273,435.66815185546875,253.0136260986328,cgp,mu+lambda,walker2d,2,27300,1125.1771240234375,1119.709716796875,1119.682373046875
274,274,622.7787044048309,2,83.37629699707031,1123.9189453125,1111.6129150390625,2.1586990356445312,1687188160.2075264,486.6095275878906,1121.3662109375,1017.4495849609375,274,443.68035888671875,252.30796813964844,cgp,mu+lambda,walker2d,2,27400,1123.9189453125,1121.3662109375,1111.6129150390625
275,275,624.9540894031525,2,69.22038269042969,1114.1351318359375,1108.82666015625,2.1574132442474365,1687188162.3829114,424.3443298339844,1111.4281005859375,1055.9010009765625,275,454.68890380859375,125.65187072753906,cgp,mu+lambda,walker2d,2,27500,1114.1351318359375,1111.4281005859375,1108.82666015625
276,276,627.1306178569794,2,69.36529541015625,1119.8424072265625,1114.553955078125,2.15848445892334,1687188164.55944,457.06494140625,1118.53759765625,1064.864501953125,276,451.38555908203125,170.69317626953125,cgp,mu+lambda,walker2d,2,27600,1119.8424072265625,1118.53759765625,1114.553955078125
277,277,629.3067626953125,2,61.44272994995117,1120.167236328125,1114.2760009765625,2.1579816341400146,1687188166.7355847,426.0422668457031,1115.113037109375,1010.4126586914062,277,451.81988525390625,118.16961669921875,cgp,mu+lambda,walker2d,2,27700,1120.167236328125,1115.113037109375,1114.2760009765625
278,278,631.4812161922455,2,69.6367416381836,1117.502685546875,1116.410888671875,2.156487226486206,1687188168.9100382,421.53338623046875,1117.4224853515625,1010.3494262695312,278,439.3299255371094,128.6261749267578,cgp,mu+lambda,walker2d,2,27800,1117.502685546875,1117.4224853515625,1116.410888671875
279,279,633.6553711891174,2,61.50507736206055,1118.92333984375,1113.6953125,2.156475782394409,1687188171.0841932,451.29736328125,1115.58935546875,1042.350341796875,279,439.27362060546875,213.41439819335938,cgp,mu+lambda,walker2d,2,27900,1118.92333984375,1115.58935546875,1113.6953125
280,280,635.8300058841705,2,70.56576538085938,1115.7255859375,1111.0264892578125,2.156703233718872,1687188173.258828,432.1022644042969,1113.2862548828125,1024.1536865234375,280,436.1631774902344,163.41595458984375,cgp,mu+lambda,walker2d,2,28000,1115.7255859375,1113.2862548828125,1111.0264892578125
281,281,638.0052495002747,2,73.54154205322266,1112.962158203125,1111.9481201171875,2.1574618816375732,1687188175.4340715,473.2904968261719,1112.78125,1024.43994140625,281,448.4414978027344,225.4812774658203,cgp,mu+lambda,walker2d,2,28100,1112.962158203125,1112.78125,1111.9481201171875
282,282,640.1807577610016,2,77.11382293701172,1112.274658203125,1107.596923828125,2.156446933746338,1687188177.6095798,445.0778503417969,1109.5806884765625,1031.847412109375,282,443.7003479003906,162.62042236328125,cgp,mu+lambda,walker2d,2,28200,1112.274658203125,1109.5806884765625,1107.596923828125
283,283,642.4499707221985,2,72.75269317626953,1118.12646484375,1111.15185546875,2.2511112689971924,1687188179.8787928,438.919677734375,1112.3927001953125,1046.674072265625,283,438.2345886230469,202.90548706054688,cgp,mu+lambda,walker2d,2,28300,1118.12646484375,1112.3927001953125,1111.15185546875
284,284,644.6821758747101,2,73.93690490722656,1114.9635009765625,1111.4085693359375,2.2175376415252686,1687188182.110998,453.38177490234375,1112.8421630859375,1019.6015625,284,457.5508117675781,146.35748291015625,cgp,mu+lambda,walker2d,2,28400,1114.9635009765625,1112.8421630859375,1111.4085693359375
285,285,646.892698764801,2,82.38887023925781,1120.5538330078125,1114.65673828125,2.1932883262634277,1687188184.3215208,442.51483154296875,1117.5999755859375,1007.4378051757812,285,431.62451171875,175.19802856445312,cgp,mu+lambda,walker2d,2,28500,1120.5538330078125,1117.5999755859375,1114.65673828125
286,286,649.1050658226013,2,78.41875457763672,1118.804443359375,1115.0677490234375,2.1984593868255615,1687188186.5338879,382.6949157714844,1117.1640625,625.786376953125,286,411.8666076660156,149.4247283935547,cgp,mu+lambda,walker2d,2,28600,1118.804443359375,1117.1640625,1115.0677490234375
287,287,651.3011963367462,2,75.12830352783203,1120.8394775390625,1112.4417724609375,2.173030138015747,1687188188.7300184,423.62396240234375,1115.6036376953125,1037.445068359375,287,438.0498352050781,150.943115234375,cgp,mu+lambda,walker2d,2,28700,1120.8394775390625,1115.6036376953125,1112.4417724609375
288,288,653.4995300769806,2,65.74739074707031,1121.441162109375,1106.9906005859375,2.1749327182769775,1687188190.928352,398.33587646484375,1111.9249267578125,801.9163208007812,288,421.5149841308594,140.45175170898438,cgp,mu+lambda,walker2d,2,28800,1121.441162109375,1111.9249267578125,1106.9906005859375
289,289,655.6948075294495,2,58.90082550048828,1121.5897216796875,1108.3944091796875,2.171227216720581,1687188193.1236296,407.1051330566406,1116.890380859375,1040.47119140625,289,451.9619140625,126.16032409667969,cgp,mu+lambda,walker2d,2,28900,1121.5897216796875,1116.890380859375,1108.3944091796875
290,290,657.8928570747375,2,73.57666015625,1124.8529052734375,1117.8883056640625,2.174717664718628,1687188195.321679,406.965576171875,1122.1005859375,1003.8677978515625,290,435.09893798828125,138.75277709960938,cgp,mu+lambda,walker2d,2,29000,1124.8529052734375,1122.1005859375,1117.8883056640625
291,291,660.1030266284943,2,78.91326904296875,1115.6387939453125,1113.7584228515625,2.1628079414367676,1687188197.5318487,497.9901428222656,1115.579345703125,1025.21923828125,291,457.7615661621094,180.30377197265625,cgp,mu+lambda,walker2d,2,29100,1115.6387939453125,1115.579345703125,1113.7584228515625
292,292,662.2978048324585,2,59.671058654785156,1116.50048828125,1114.3768310546875,2.176100015640259,1687188199.7266269,395.8303527832031,1116.23095703125,1001.885009765625,292,439.0683288574219,124.2354736328125,cgp,mu+lambda,walker2d,2,29200,1116.50048828125,1116.23095703125,1114.3768310546875
293,293,664.4943187236786,2,78.79933166503906,1121.7091064453125,1114.77197265625,2.1785964965820312,1687188201.9231408,461.60955810546875,1117.5177001953125,1020.4837036132812,293,449.425048828125,200.10235595703125,cgp,mu+lambda,walker2d,2,29300,1121.7091064453125,1117.5177001953125,1114.77197265625
294,294,666.7432508468628,2,68.21102905273438,1115.0128173828125,1107.0809326171875,2.233480930328369,1687188204.172073,494.46197509765625,1110.6611328125,1046.006591796875,294,452.4881896972656,325.20501708984375,cgp,mu+lambda,walker2d,2,29400,1115.0128173828125,1110.6611328125,1107.0809326171875
295,295,668.9513592720032,2,72.50892639160156,1115.983154296875,1111.3037109375,2.1899356842041016,1687188206.3801813,-566.3321533203125,1114.5223388671875,1022.255126953125,295,10003.380859375,149.494873046875,cgp,mu+lambda,walker2d,2,29500,1115.983154296875,1114.5223388671875,1111.3037109375
296,296,671.1596460342407,2,69.09046173095703,1113.5693359375,1109.200439453125,2.1900408267974854,1687188208.588468,459.08428955078125,1110.5194091796875,1014.4915771484375,296,438.5911560058594,250.53030395507812,cgp,mu+lambda,walker2d,2,29600,1113.5693359375,1110.5194091796875,1109.200439453125
297,297,673.3689773082733,2,73.3854751586914,1123.4688720703125,1113.94091796875,2.192680597305298,1687188210.7977993,383.5781555175781,1114.1031494140625,615.8755493164062,297,415.30078125,164.7738037109375,cgp,mu+lambda,walker2d,2,29700,1123.4688720703125,1114.1031494140625,1113.94091796875
298,298,675.5750279426575,2,56.306678771972656,1116.329833984375,1115.75341796875,2.1885015964508057,1687188213.00385,-630.5741577148438,1116.26416015625,745.8353271484375,298,9996.2294921875,119.14476013183594,cgp,mu+lambda,walker2d,2,29800,1116.329833984375,1116.26416015625,1115.75341796875
299,299,677.7816617488861,2,73.84504699707031,1131.74560546875,1120.0361328125,2.188201427459717,1687188215.2104838,450.5333557128906,1121.3302001953125,1079.33837890625,299,452.9810485839844,183.8572540283203,cgp,mu+lambda,walker2d,2,29900,1131.74560546875,1121.3302001953125,1120.0361328125
300,300,679.9881908893585,2,73.05852508544922,1127.614501953125,1116.803955078125,2.1888909339904785,1687188217.417013,466.8991394042969,1123.8006591796875,1069.2266845703125,300,449.09600830078125,208.42822265625,cgp,mu+lambda,walker2d,2,30000,1127.614501953125,1123.8006591796875,1116.803955078125
301,301,682.1977715492249,2,70.45293426513672,1118.64892578125,1115.28515625,2.191999673843384,1687188219.6265936,442.4574890136719,1115.68115234375,1026.591064453125,301,443.45623779296875,197.34686279296875,cgp,mu+lambda,walker2d,2,30100,1118.64892578125,1115.68115234375,1115.28515625
302,302,684.4028480052948,2,73.10501098632812,1118.1209716796875,1113.1234130859375,2.1885247230529785,1687188221.83167,480.0392761230469,1113.3040771484375,1019.2291870117188,302,447.1382141113281,251.71568298339844,cgp,mu+lambda,walker2d,2,30200,1118.1209716796875,1113.3040771484375,1113.1234130859375
303,303,686.611457824707,2,80.0114974975586,1122.5401611328125,1115.5679931640625,2.1918530464172363,1687188224.0402799,438.43701171875,1121.292236328125,959.356689453125,303,426.9306640625,223.88282775878906,cgp,mu+lambda,walker2d,2,30300,1122.5401611328125,1121.292236328125,1115.5679931640625
304,304,688.8224754333496,2,59.18145751953125,1116.493896484375,1109.4385986328125,2.1901392936706543,1687188226.2512975,424.0387878417969,1114.059326171875,1007.0331420898438,304,443.605712890625,151.9110107421875,cgp,mu+lambda,walker2d,2,30400,1116.493896484375,1114.059326171875,1109.4385986328125
305,305,691.0273697376251,2,76.11863708496094,1126.3143310546875,1116.0826416015625,2.1895058155059814,1687188228.4561918,459.2857360839844,1117.9134521484375,1021.90234375,305,439.45025634765625,198.5987548828125,cgp,mu+lambda,walker2d,2,30500,1126.3143310546875,1117.9134521484375,1116.0826416015625
306,306,693.2324485778809,2,65.73429107666016,1123.25048828125,1116.78759765625,2.188723087310791,1687188230.6612706,428.5819396972656,1117.3128662109375,995.7980346679688,306,437.4422302246094,187.619140625,cgp,mu+lambda,walker2d,2,30600,1123.25048828125,1117.3128662109375,1116.78759765625
307,307,695.4404094219208,2,65.0879898071289,1119.679931640625,1115.9189453125,2.1914265155792236,1687188232.8692315,420.1340026855469,1119.0269775390625,1047.3680419921875,307,441.75738525390625,139.20001220703125,cgp,mu+lambda,walker2d,2,30700,1119.679931640625,1119.0269775390625,1115.9189453125
308,308,697.6461081504822,2,63.05061340332031,1125.463623046875,1116.567138671875,2.1886227130889893,1687188235.0749302,473.3439025878906,1120.5406494140625,1082.3341064453125,308,455.91204833984375,223.43585205078125,cgp,mu+lambda,walker2d,2,30800,1125.463623046875,1120.5406494140625,1116.567138671875
309,309,699.8566329479218,2,71.28878021240234,1119.4188232421875,1116.1649169921875,2.1910669803619385,1687188237.285455,-537.9132080078125,1117.1719970703125,1016.755859375,309,10005.9931640625,176.30206298828125,cgp,mu+lambda,walker2d,2,30900,1119.4188232421875,1117.1719970703125,1116.1649169921875
310,310,702.0594348907471,2,70.77029418945312,1117.096923828125,1108.0155029296875,2.1853585243225098,1687188239.488257,429.4192199707031,1115.326171875,1034.281982421875,310,439.880615234375,163.4163360595703,cgp,mu+lambda,walker2d,2,31000,1117.096923828125,1115.326171875,1108.0155029296875
311,311,704.2605111598969,2,73.64883422851562,1118.1981201171875,1114.35546875,2.182863712310791,1687188241.6893332,429.6711120605469,1115.0372314453125,1048.265625,311,449.8504333496094,137.1815948486328,cgp,mu+lambda,walker2d,2,31100,1118.1981201171875,1115.0372314453125,1114.35546875
312,312,706.4570405483246,2,67.7572250366211,1123.5445556640625,1115.2196044921875,2.179537534713745,1687188243.8858626,422.0980224609375,1121.1400146484375,1011.172607421875,312,446.4363708496094,148.63491821289062,cgp,mu+lambda,walker2d,2,31200,1123.5445556640625,1121.1400146484375,1115.2196044921875
313,313,708.6481645107269,2,69.6590347290039,1122.9923095703125,1118.2015380859375,2.1752374172210693,1687188246.0769866,423.2985534667969,1120.029296875,1005.918701171875,313,440.5591735839844,125.75212097167969,cgp,mu+lambda,walker2d,2,31300,1122.9923095703125,1120.029296875,1118.2015380859375
314,314,710.8411784172058,2,71.81207275390625,1115.4737548828125,1112.5076904296875,2.1762781143188477,1687188248.2700005,420.36358642578125,1114.4654541015625,1005.3268432617188,314,433.3652648925781,173.71359252929688,cgp,mu+lambda,walker2d,2,31400,1115.4737548828125,1114.4654541015625,1112.5076904296875
315,315,713.0362961292267,2,84.376953125,1123.166015625,1119.347412109375,2.178004264831543,1687188250.4651182,443.8624267578125,1122.218017578125,1014.5906982421875,315,433.30731201171875,187.81236267089844,cgp,mu+lambda,walker2d,2,31500,1123.166015625,1122.218017578125,1119.347412109375
316,316,715.2289106845856,2,68.94601440429688,1119.150146484375,1114.1163330078125,2.1758768558502197,1687188252.6577327,463.7254333496094,1115.2227783203125,1039.92431640625,316,459.3800048828125,164.24710083007812,cgp,mu+lambda,walker2d,2,31600,1119.150146484375,1115.2227783203125,1114.1163330078125
