,_runtime,_timestamp,training.run_id,training.fitness_median,training.top_k_fit.top_1_fit,training.fitness_3q,training.evaluation_time,training.top_k_fit.top_0_fit,training.top_k_fit.top_2_fit,training.fitness_mean,_step,training.fitness_1q,training.generation,training.fitness_std,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
20,117.70918869972229,1687014388.8820908,0,982.7603149414062,998.2890625,721.2197265625,4.772924423217773,998.770751953125,998.13427734375,866.5433959960938,20,997.2510986328125,20,188.69442749023438,cgp,mu+lambda,reward,ant,4,2000,998.770751953125,998.2890625,998.13427734375
21,122.50110793113708,1687014393.67401,0,978.4320068359375,998.71923828125,832.364013671875,4.773640155792236,998.826904296875,998.6387939453125,870.9091186523438,21,997.3157958984375,21,221.5731201171875,cgp,mu+lambda,reward,ant,4,2100,998.826904296875,998.71923828125,998.6387939453125
22,127.29180812835693,1687014398.4647102,0,968.9442138671875,998.7011108398438,698.0263671875,4.773595333099365,998.7595825195312,998.5130615234375,845.771484375,22,997.4950561523438,22,206.02284240722656,cgp,mu+lambda,reward,ant,4,2200,998.7595825195312,998.7011108398438,998.5130615234375
23,132.07244157791138,1687014403.2453437,0,966.037109375,998.4772338867188,696.2127685546875,4.762068748474121,998.5148315429688,998.4430541992188,848.3663330078125,23,997.4129638671875,23,214.45018005371094,cgp,mu+lambda,reward,ant,4,2300,998.5148315429688,998.4772338867188,998.4430541992188
24,136.84574794769287,1687014408.01865,0,979.4859008789062,998.8536376953125,764.6895751953125,4.754859924316406,999.0794677734375,998.66357421875,850.1636352539062,24,997.3883056640625,24,227.21224975585938,cgp,mu+lambda,reward,ant,4,2400,999.0794677734375,998.8536376953125,998.66357421875
25,141.61878561973572,1687014412.7916877,0,986.041748046875,999.0691528320312,849.5380249023438,4.755071640014648,999.2182006835938,998.8626708984375,880.4528198242188,25,997.64111328125,25,184.66441345214844,cgp,mu+lambda,reward,ant,4,2500,999.2182006835938,999.0691528320312,998.8626708984375
26,146.39660096168518,1687014417.569503,0,977.928955078125,998.65283203125,711.8238525390625,4.759958744049072,998.906982421875,998.5117797851562,859.2339477539062,26,997.395263671875,26,202.1266326904297,cgp,mu+lambda,reward,ant,4,2600,998.906982421875,998.65283203125,998.5117797851562
27,151.16731786727905,1687014422.34022,0,979.7000732421875,998.5882568359375,719.7491455078125,4.752353668212891,999.3281860351562,998.3659057617188,859.41748046875,27,997.317626953125,27,202.41114807128906,cgp,mu+lambda,reward,ant,4,2700,999.3281860351562,998.5882568359375,998.3659057617188
28,155.9407193660736,1687014427.1136215,0,940.8204345703125,998.8014526367188,696.2987060546875,4.756458282470703,999.1400756835938,998.6841430664062,834.6311645507812,28,997.0900268554688,28,193.90631103515625,cgp,mu+lambda,reward,ant,4,2800,999.1400756835938,998.8014526367188,998.6841430664062
29,160.7161889076233,1687014431.889091,0,951.8528442382812,998.5802612304688,695.8955688476562,4.754758834838867,998.8238525390625,998.5565795898438,834.778076171875,29,997.5865478515625,29,229.3374786376953,cgp,mu+lambda,reward,ant,4,2900,998.8238525390625,998.5802612304688,998.5565795898438
30,165.4934561252594,1687014436.6663582,0,982.7893676757812,999.3140869140625,845.417724609375,4.7590107917785645,999.321044921875,998.7120361328125,873.6018676757812,30,997.6982421875,30,206.99916076660156,cgp,mu+lambda,reward,ant,4,3000,999.321044921875,999.3140869140625,998.7120361328125
31,170.26817893981934,1687014441.441081,0,988.4088134765625,998.7366333007812,851.2611083984375,4.757740020751953,998.7730712890625,998.6874389648438,891.7398071289062,31,997.81787109375,31,183.1397705078125,cgp,mu+lambda,reward,ant,4,3100,998.7730712890625,998.7366333007812,998.6874389648438
32,175.0408272743225,1687014446.2137294,0,938.3307495117188,998.8035888671875,791.9091796875,4.754742622375488,999.529052734375,998.591552734375,874.9085083007812,32,997.5087280273438,32,156.42013549804688,cgp,mu+lambda,reward,ant,4,3200,999.529052734375,998.8035888671875,998.591552734375
33,179.81479501724243,1687014450.9876971,0,992.3133544921875,998.7260131835938,785.2256469726562,4.755380630493164,999.0574340820312,998.695556640625,872.0326538085938,33,997.75390625,33,200.78919982910156,cgp,mu+lambda,reward,ant,4,3300,999.0574340820312,998.7260131835938,998.695556640625
34,184.5859854221344,1687014455.7588875,0,972.029296875,998.7398071289062,707.7186889648438,4.754276275634766,1000.5972900390625,998.7352294921875,849.0357666015625,34,997.5547485351562,34,229.8240509033203,cgp,mu+lambda,reward,ant,4,3400,1000.5972900390625,998.7398071289062,998.7352294921875
35,189.35739731788635,1687014460.5302994,0,977.742431640625,998.6992797851562,706.379150390625,4.753686904907227,1000.382080078125,998.6668090820312,826.9248046875,35,997.5669555664062,35,270.6590881347656,cgp,mu+lambda,reward,ant,4,3500,1000.382080078125,998.6992797851562,998.6668090820312
36,194.1293547153473,1687014465.3022568,0,982.7105712890625,998.7469482421875,765.5183715820312,4.754083156585693,999.7081909179688,998.6488647460938,865.204345703125,36,997.7981567382812,36,199.253173828125,cgp,mu+lambda,reward,ant,4,3600,999.7081909179688,998.7469482421875,998.6488647460938
37,198.9007124900818,1687014470.0736146,0,967.6586303710938,999.5001831054688,690.8433227539062,4.754273414611816,999.6737060546875,999.2008666992188,849.6357421875,37,997.5047607421875,37,190.5467529296875,cgp,mu+lambda,reward,ant,4,3700,999.6737060546875,999.5001831054688,999.2008666992188
38,203.67137455940247,1687014474.8442767,0,960.5374145507812,999.5418701171875,687.9105834960938,4.752574443817139,999.6790161132812,999.2823486328125,840.5315551757812,38,997.1865844726562,38,188.03836059570312,cgp,mu+lambda,reward,ant,4,3800,999.6790161132812,999.5418701171875,999.2823486328125
39,208.4407081604004,1687014479.6136103,0,961.577392578125,999.3590087890625,731.1403198242188,4.7509918212890625,999.6022338867188,999.2781982421875,861.1705932617188,39,997.3216552734375,39,192.7177276611328,cgp,mu+lambda,reward,ant,4,3900,999.6022338867188,999.3590087890625,999.2781982421875
40,213.20785880088806,1687014484.380761,0,976.584716796875,998.9092407226562,713.2760620117188,4.749890327453613,1000.3477783203125,998.8543090820312,866.0072631835938,40,997.3076171875,40,179.02735900878906,cgp,mu+lambda,reward,ant,4,4000,1000.3477783203125,998.9092407226562,998.8543090820312
41,217.982173204422,1687014489.1550753,0,988.85009765625,1000.3963623046875,822.6832275390625,4.7560858726501465,1000.4213256835938,1000.1397094726562,884.2967529296875,41,997.6256713867188,41,179.67784118652344,cgp,mu+lambda,reward,ant,4,4100,1000.4213256835938,1000.3963623046875,1000.1397094726562
42,222.75245714187622,1687014493.9253592,0,987.091552734375,1000.3558349609375,706.669921875,4.752018928527832,1000.3818969726562,1000.1728515625,854.7547607421875,42,997.938232421875,42,238.797607421875,cgp,mu+lambda,reward,ant,4,4200,1000.3818969726562,1000.3558349609375,1000.1728515625
43,227.52085304260254,1687014498.6937551,0,993.25341796875,1000.1259155273438,811.166748046875,4.749869346618652,1000.1326293945312,999.7503662109375,888.3052978515625,43,998.013671875,43,177.27215576171875,cgp,mu+lambda,reward,ant,4,4300,1000.1326293945312,1000.1259155273438,999.7503662109375
44,232.29020047187805,1687014503.4631026,0,959.51904296875,1000.3787841796875,706.6092529296875,4.751906394958496,1000.5552978515625,999.9622192382812,852.989501953125,44,997.4796142578125,44,190.1222686767578,cgp,mu+lambda,reward,ant,4,4400,1000.5552978515625,1000.3787841796875,999.9622192382812
45,237.05739974975586,1687014508.2303019,0,964.015869140625,1000.9882202148438,705.2646484375,4.749397277832031,1000.9912109375,1000.5602416992188,854.0921630859375,45,998.3841552734375,45,193.48158264160156,cgp,mu+lambda,reward,ant,4,4500,1000.9912109375,1000.9882202148438,1000.5602416992188
46,241.82689690589905,1687014512.999799,0,968.1409912109375,1000.5834350585938,704.517578125,4.7511725425720215,1000.616943359375,1000.2340087890625,853.7409057617188,46,997.7007446289062,46,185.50271606445312,cgp,mu+lambda,reward,ant,4,4600,1000.616943359375,1000.5834350585938,1000.2340087890625
47,246.59801697731018,1687014517.770919,0,973.3665771484375,1000.7305908203125,818.7867431640625,4.754003524780273,1001.0768432617188,1000.552001953125,892.43310546875,47,997.9420776367188,47,143.6889190673828,cgp,mu+lambda,reward,ant,4,4700,1001.0768432617188,1000.7305908203125,1000.552001953125
48,251.3680386543274,1687014522.5409408,0,983.157470703125,1000.5425415039062,707.6455078125,4.752099514007568,1000.760498046875,1000.4234008789062,859.8404541015625,48,998.320068359375,48,199.4506072998047,cgp,mu+lambda,reward,ant,4,4800,1000.760498046875,1000.5425415039062,1000.4234008789062
49,256.1379852294922,1687014527.3108873,0,979.5863037109375,1000.73583984375,701.330810546875,4.751856803894043,1000.890380859375,1000.4267578125,832.0548095703125,49,998.4271240234375,49,246.19091796875,cgp,mu+lambda,reward,ant,4,4900,1000.890380859375,1000.73583984375,1000.4267578125
50,260.9078314304352,1687014532.0807335,0,966.35595703125,1000.37109375,707.240234375,4.752962112426758,1000.7867431640625,1000.359619140625,853.5271606445312,50,997.35791015625,50,190.9542999267578,cgp,mu+lambda,reward,ant,4,5000,1000.7867431640625,1000.37109375,1000.359619140625
51,265.67780566215515,1687014536.8507078,0,969.0287475585938,1000.7294921875,710.8153686523438,4.751508712768555,1000.8551635742188,1000.6944580078125,857.12841796875,51,997.6827392578125,51,200.7321319580078,cgp,mu+lambda,reward,ant,4,5100,1000.8551635742188,1000.7294921875,1000.6944580078125
52,270.44600224494934,1687014541.6189044,0,938.8104248046875,1000.2283325195312,698.1090698242188,4.750075340270996,1000.6885986328125,1000.1287231445312,820.62890625,52,997.021484375,52,213.7915802001953,cgp,mu+lambda,reward,ant,4,5200,1000.6885986328125,1000.2283325195312,1000.1287231445312
53,275.22390580177307,1687014546.396808,0,984.4957275390625,1000.4052124023438,805.9890747070312,4.760667324066162,1000.6442260742188,1000.3944091796875,863.6256103515625,53,997.7429809570312,53,204.870361328125,cgp,mu+lambda,reward,ant,4,5300,1000.6442260742188,1000.4052124023438,1000.3944091796875
54,279.996972322464,1687014551.1698744,0,968.4775390625,1001.1590576171875,762.6909790039062,4.754688739776611,1001.3207397460938,1000.5015869140625,883.861572265625,54,997.6593627929688,54,158.0812530517578,cgp,mu+lambda,reward,ant,4,5400,1001.3207397460938,1001.1590576171875,1000.5015869140625
55,284.7661256790161,1687014555.9390278,0,952.0888671875,1000.757568359375,699.4901123046875,4.751423358917236,1000.8015747070312,1000.7158203125,842.0634765625,55,997.5325927734375,55,203.95697021484375,cgp,mu+lambda,reward,ant,4,5500,1000.8015747070312,1000.757568359375,1000.7158203125
56,289.535692691803,1687014560.7085948,0,974.8712158203125,1000.4924926757812,704.8929443359375,4.752849578857422,1000.580810546875,1000.2305297851562,849.4006958007812,56,997.346435546875,56,198.9974822998047,cgp,mu+lambda,reward,ant,4,5600,1000.580810546875,1000.4924926757812,1000.2305297851562
57,294.3042666912079,1687014565.4771688,0,972.88330078125,1000.6777954101562,734.104736328125,4.750311851501465,1000.9182739257812,1000.6666259765625,861.2910766601562,57,997.7305297851562,57,199.5181427001953,cgp,mu+lambda,reward,ant,4,5700,1000.9182739257812,1000.6777954101562,1000.6666259765625
58,299.0715808868408,1687014570.244483,0,976.53564453125,1000.5919189453125,708.2884521484375,4.7489848136901855,1000.6769409179688,1000.5504760742188,855.6256713867188,58,998.1862182617188,58,203.5419158935547,cgp,mu+lambda,reward,ant,4,5800,1000.6769409179688,1000.5919189453125,1000.5504760742188
59,303.8404448032379,1687014575.013347,0,968.9090576171875,1000.2813720703125,742.42822265625,4.751730918884277,1000.8472900390625,999.955078125,858.9360961914062,59,997.3138427734375,59,213.07080078125,cgp,mu+lambda,reward,ant,4,5900,1000.8472900390625,1000.2813720703125,999.955078125
60,308.61000514030457,1687014579.7829072,0,979.599853515625,1000.886962890625,827.3450317382812,4.751902103424072,1001.3090209960938,1000.4141235351562,872.771484375,60,998.287353515625,60,187.01300048828125,cgp,mu+lambda,reward,ant,4,6000,1001.3090209960938,1000.886962890625,1000.4141235351562
61,313.38475704193115,1687014584.5576591,0,990.6966552734375,1000.5396728515625,808.5624389648438,4.756319999694824,1000.5439453125,1000.5248413085938,881.7303466796875,61,998.71875,61,177.27874755859375,cgp,mu+lambda,reward,ant,4,6100,1000.5439453125,1000.5396728515625,1000.5248413085938
62,318.15320920944214,1687014589.3261113,0,958.5614013671875,1000.780029296875,706.6371459960938,4.75151252746582,1000.8260498046875,1000.7642211914062,851.8878784179688,62,997.4698486328125,62,197.57957458496094,cgp,mu+lambda,reward,ant,4,6200,1000.8260498046875,1000.780029296875,1000.7642211914062
63,322.9229094982147,1687014594.0958116,0,990.742431640625,1000.50244140625,861.72705078125,4.751285552978516,1000.507080078125,1000.4022216796875,874.79638671875,63,997.5106201171875,63,217.22982788085938,cgp,mu+lambda,reward,ant,4,6300,1000.507080078125,1000.50244140625,1000.4022216796875
64,327.6914048194885,1687014598.864307,0,976.642822265625,1000.51611328125,706.1243896484375,4.750502109527588,1000.5532836914062,1000.5095825195312,860.04296875,64,997.9464111328125,64,184.54896545410156,cgp,mu+lambda,reward,ant,4,6400,1000.5532836914062,1000.51611328125,1000.5095825195312
65,332.46159267425537,1687014603.6344948,0,967.0465087890625,1000.1187744140625,698.414794921875,4.75209903717041,1000.3607788085938,999.9439086914062,864.9202880859375,65,997.2376708984375,65,181.97433471679688,cgp,mu+lambda,reward,ant,4,6500,1000.3607788085938,1000.1187744140625,999.9439086914062
66,337.23525047302246,1687014608.4081526,0,989.8699951171875,1000.5408935546875,882.807373046875,4.756654739379883,1000.631591796875,1000.3244018554688,899.0084838867188,66,997.9384155273438,66,171.11257934570312,cgp,mu+lambda,reward,ant,4,6600,1000.631591796875,1000.5408935546875,1000.3244018554688
67,342.00140595436096,1687014613.174308,0,983.2569580078125,1000.729736328125,721.016845703125,4.747419834136963,1001.0250854492188,1000.4981079101562,862.3898315429688,67,997.7152099609375,67,205.88040161132812,cgp,mu+lambda,reward,ant,4,6700,1001.0250854492188,1000.729736328125,1000.4981079101562
68,346.7708559036255,1687014617.943758,0,974.5746459960938,1000.5577392578125,705.7252197265625,4.750751972198486,1000.7996215820312,1000.3856201171875,858.1838989257812,68,998.166015625,68,196.50753784179688,cgp,mu+lambda,reward,ant,4,6800,1000.7996215820312,1000.5577392578125,1000.3856201171875
69,351.5492150783539,1687014622.7221172,0,959.4701538085938,1000.5719604492188,702.7685546875,4.761265754699707,1000.7171020507812,1000.4649658203125,859.7427368164062,69,997.9710693359375,69,179.8966827392578,cgp,mu+lambda,reward,ant,4,6900,1000.7171020507812,1000.5719604492188,1000.4649658203125
70,356.3206970691681,1687014627.4935992,0,991.2080078125,1000.765380859375,707.9752197265625,4.752872467041016,1000.9564819335938,1000.5958251953125,861.7490234375,70,998.1470336914062,70,187.47286987304688,cgp,mu+lambda,reward,ant,4,7000,1000.9564819335938,1000.765380859375,1000.5958251953125
71,361.0937280654907,1687014632.2666302,0,948.1928100585938,1000.64208984375,698.1924438476562,4.754999160766602,1001.2696533203125,1000.6238403320312,838.7782592773438,71,997.558349609375,71,205.58294677734375,cgp,mu+lambda,reward,ant,4,7100,1001.2696533203125,1000.64208984375,1000.6238403320312
72,365.8663697242737,1687014637.0392718,0,967.877685546875,1000.6143188476562,710.0078125,4.755892276763916,1000.729736328125,1000.4887084960938,860.5059204101562,72,997.4591064453125,72,196.0285186767578,cgp,mu+lambda,reward,ant,4,7200,1000.729736328125,1000.6143188476562,1000.4887084960938
73,370.63796305656433,1687014641.8108652,0,992.2323608398438,1000.679443359375,717.8037109375,4.753894805908203,1000.9049072265625,1000.6105346679688,873.8002319335938,73,999.1714477539062,73,184.5858154296875,cgp,mu+lambda,reward,ant,4,7300,1000.9049072265625,1000.679443359375,1000.6105346679688
74,375.4091567993164,1687014646.582059,0,984.3369140625,1000.64990234375,687.2380981445312,4.753594875335693,1000.78955078125,1000.3229370117188,833.9517211914062,74,999.0784301757812,74,226.1781463623047,cgp,mu+lambda,reward,ant,4,7400,1000.78955078125,1000.64990234375,1000.3229370117188
75,380.1861062049866,1687014651.3590083,0,985.0344848632812,1000.6453247070312,875.4537353515625,4.759516716003418,1001.14990234375,1000.6107788085938,895.3837280273438,75,997.6746826171875,75,170.5216522216797,cgp,mu+lambda,reward,ant,4,7500,1001.14990234375,1000.6453247070312,1000.6107788085938
76,384.9571330547333,1687014656.1300352,0,937.8882446289062,1000.7972412109375,697.129638671875,4.753017425537109,1000.9965209960938,1000.6557006835938,808.7545166015625,76,997.7595825195312,76,249.82106018066406,cgp,mu+lambda,reward,ant,4,7600,1000.9965209960938,1000.7972412109375,1000.6557006835938
77,389.7201237678528,1687014660.8930259,0,992.732421875,1000.7958374023438,706.3377685546875,4.744290828704834,1000.981201171875,1000.5726928710938,850.233642578125,77,997.8853149414062,77,223.49766540527344,cgp,mu+lambda,reward,ant,4,7700,1000.981201171875,1000.7958374023438,1000.5726928710938
78,394.4839458465576,1687014665.656848,0,940.2392578125,1000.5498046875,692.758056640625,4.74705171585083,1000.6044311523438,1000.5427856445312,817.9116821289062,78,998.178955078125,78,236.87930297851562,cgp,mu+lambda,reward,ant,4,7800,1000.6044311523438,1000.5498046875,1000.5427856445312
79,399.2519910335541,1687014670.4248931,0,986.347900390625,1000.6256103515625,708.33154296875,4.749976634979248,1000.7744140625,1000.5053100585938,860.5961303710938,79,998.3158569335938,79,213.16221618652344,cgp,mu+lambda,reward,ant,4,7900,1000.7744140625,1000.6256103515625,1000.5053100585938
80,404.15216970443726,1687014675.3250718,0,986.6206665039062,1000.5239868164062,813.482421875,4.881814479827881,1000.7832641601562,1000.4793090820312,875.817138671875,80,998.332763671875,80,182.70692443847656,cgp,mu+lambda,reward,ant,4,8000,1000.7832641601562,1000.5239868164062,1000.4793090820312
81,408.91924381256104,1687014680.092146,0,973.71533203125,1000.8763427734375,712.8278198242188,4.749670028686523,1001.0706176757812,1000.6908569335938,841.9490356445312,81,997.7210693359375,81,232.97950744628906,cgp,mu+lambda,reward,ant,4,8100,1001.0706176757812,1000.8763427734375,1000.6908569335938
82,413.6851592063904,1687014684.8580613,0,940.9359741210938,1000.570068359375,711.1782836914062,4.747828006744385,1000.8865966796875,1000.5321044921875,850.1665649414062,82,997.572509765625,82,194.4916534423828,cgp,mu+lambda,reward,ant,4,8200,1000.8865966796875,1000.570068359375,1000.5321044921875
83,418.45530939102173,1687014689.6282115,0,971.8653564453125,1000.850341796875,774.77001953125,4.7518110275268555,1000.9744873046875,1000.8087768554688,871.4032592773438,83,997.6240844726562,83,176.51072692871094,cgp,mu+lambda,reward,ant,4,8300,1000.9744873046875,1000.850341796875,1000.8087768554688
84,423.221661567688,1687014694.3945637,0,988.677001953125,1000.7535400390625,707.6487426757812,4.749485492706299,1000.8256225585938,1000.5692749023438,870.2363891601562,84,999.5592041015625,84,192.0441436767578,cgp,mu+lambda,reward,ant,4,8400,1000.8256225585938,1000.7535400390625,1000.5692749023438
85,427.98974800109863,1687014699.16265,0,995.7810668945312,1000.69580078125,696.423095703125,4.750270843505859,1000.8707275390625,1000.6346435546875,839.366943359375,85,998.5587158203125,85,246.99383544921875,cgp,mu+lambda,reward,ant,4,8500,1000.8707275390625,1000.69580078125,1000.6346435546875
86,432.7555902004242,1687014703.9284923,0,987.1168212890625,1000.6409301757812,679.9411010742188,4.747994899749756,1001.296630859375,1000.6119995117188,837.2381591796875,86,998.257568359375,86,221.21266174316406,cgp,mu+lambda,reward,ant,4,8600,1001.296630859375,1000.6409301757812,1000.6119995117188
87,437.5225176811218,1687014708.6954198,0,981.3755493164062,1000.8663940429688,705.372802734375,4.748351573944092,1001.11474609375,1000.8421020507812,852.5604248046875,87,998.918212890625,87,203.93115234375,cgp,mu+lambda,reward,ant,4,8700,1001.11474609375,1000.8663940429688,1000.8421020507812
88,442.2890782356262,1687014713.4619803,0,985.894287109375,1000.6339721679688,706.3123168945312,4.74972677230835,1000.72265625,1000.5619506835938,863.7604370117188,88,998.9916381835938,88,202.64390563964844,cgp,mu+lambda,reward,ant,4,8800,1000.72265625,1000.6339721679688,1000.5619506835938
89,447.0513834953308,1687014718.2242856,0,973.718994140625,1000.6206665039062,706.4844360351562,4.744444847106934,1000.6577758789062,1000.5791625976562,846.4371948242188,89,998.439208984375,89,207.83848571777344,cgp,mu+lambda,reward,ant,4,8900,1000.6577758789062,1000.6206665039062,1000.5791625976562
90,451.81700563430786,1687014722.9899077,0,979.4546508789062,1000.66162109375,770.7389526367188,4.7475905418396,1000.76904296875,1000.6104125976562,890.2032470703125,90,998.17724609375,90,154.16329956054688,cgp,mu+lambda,reward,ant,4,9000,1000.76904296875,1000.66162109375,1000.6104125976562
91,456.58384108543396,1687014727.7567432,0,981.9742431640625,1000.4910278320312,703.989013671875,4.749962329864502,1000.5987548828125,1000.4697265625,853.5589599609375,91,998.2542724609375,91,195.69821166992188,cgp,mu+lambda,reward,ant,4,9100,1000.5987548828125,1000.4910278320312,1000.4697265625
92,461.3496084213257,1687014732.5225105,0,981.3416748046875,1000.5401000976562,713.618896484375,4.747910976409912,1000.7540893554688,1000.5208740234375,837.0098266601562,92,998.3073120117188,92,242.84262084960938,cgp,mu+lambda,reward,ant,4,9200,1000.7540893554688,1000.5401000976562,1000.5208740234375
93,466.1156315803528,1687014737.2885337,0,995.2412109375,1000.9559936523438,875.7326049804688,4.748215198516846,1001.0103149414062,1000.751220703125,874.3533935546875,93,999.0114135742188,93,225.7071533203125,cgp,mu+lambda,reward,ant,4,9300,1001.0103149414062,1000.9559936523438,1000.751220703125
94,470.8834590911865,1687014742.0563612,0,981.5687255859375,1000.6817626953125,850.4444580078125,4.751099109649658,1000.6987915039062,1000.5713500976562,873.0512084960938,94,998.8869018554688,94,215.96170043945312,cgp,mu+lambda,reward,ant,4,9400,1000.6987915039062,1000.6817626953125,1000.5713500976562
