,training.top_k_forward_reward.top_1_forward_reward,training.top_k_healthy_reward.top_1_healthy_reward,training.run_id,training.fitness_1q,training.evaluation_time,training.top_k_fit.top_1_fit,training.top_k_ctrl_reward.top_0_ctrl_reward,training.top_k_forward_reward.top_0_forward_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.top_k_ctrl_reward.top_1_ctrl_reward,training.top_k_ctrl_reward.top_2_ctrl_reward,_step,training.fitness_3q,training.generation,training.fitness_mean,training.top_k_fit.top_0_fit,training.top_k_fit.top_2_fit,training.fitness_median,training.top_k_reward.top_0_reward,training.top_k_healthy_reward.top_0_healthy_reward,_runtime,_timestamp,training.fitness_std,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward,training.top_k_forward_reward.top_2_forward_reward,solver,ea,fitness,environment,seed,training.evaluation
10,-7.2500176429748535,999.0,3,928.5433349609375,1.9939687252044678,990.5214233398438,-1.2643831968307495,-13.629770278930664,986.7999877929688,-0.8725186586380005,-1.0395290851593018,10,36.015777587890625,10,357.7104187011719,990.9296875,990.0390014648438,112.56373596191406,970.1057739257812,985.0,38.77691078186035,1688469863.0770178,404.95355224609375,990.87744140625,970.0364379882812,-15.723933219909668,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,1000
11,-10.304545402526855,992.0,3,938.7439575195312,1.9960745573043823,992.79443359375,-0.49237385392189026,-4.028977870941162,979.6000366210938,-0.8661314249038696,-0.6654615998268127,11,52.8594856262207,11,392.2180480957031,998.8518676757812,991.6905517578125,122.02814483642578,994.4786376953125,999.0,40.803704500198364,1688469865.1038115,419.3625793457031,980.8289184570312,964.5769653320312,-14.35745906829834,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,1100
12,-9.111275672912598,991.4000244140625,3,952.7872314453125,1.993476390838623,992.10546875,-1.2353516817092896,-8.25025463104248,999.0,-1.1587673425674438,-0.9762710928916931,12,47.40831756591797,12,403.12933349609375,992.3009033203125,991.2430419921875,160.6842041015625,943.5142822265625,953.0,42.82790398597717,1688469867.128011,425.5465393066406,981.1300048828125,990.1697387695312,-7.853898048400879,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,1200
13,-4.596402645111084,869.7999877929688,3,983.1807861328125,1.9963537454605103,993.2532348632812,-0.5554446578025818,-1.037858009338379,999.0,-0.3520777225494385,-0.7297949194908142,13,19.376708984375,13,416.4466247558594,997.3585205078125,991.9182739257812,85.38442993164062,978.0068359375,979.6000366210938,44.85452437400818,1688469869.1546314,448.0725402832031,864.8515014648438,991.4564819335938,-6.813716888427734,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,1300
14,-1.9284781217575073,949.2000122070312,3,983.2420654296875,1.9915881156921387,993.212158203125,-1.0374583005905151,-2.3477470874786377,985.6000366210938,-0.6899322867393494,-1.1282472610473633,14,48.69169616699219,14,459.86187744140625,996.251220703125,991.8170776367188,202.0198211669922,995.6145629882812,999.0,46.876291275024414,1688469871.1763983,442.6044616699219,946.5816650390625,971.1591186523438,-13.312553405761719,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,1400
15,-4.127408027648926,999.0,3,982.3238525390625,1.993456244468689,995.6945190429688,-1.0438464879989624,-0.07729019969701767,922.4000244140625,-0.5927034020423889,-0.5438242554664612,15,37.4928092956543,15,379.6177673339844,997.8406982421875,995.4415893554688,75.52977752685547,997.8790283203125,999.0,48.90022253990173,1688469873.2003295,433.9358215332031,994.27978515625,930.0509033203125,8.194940567016602,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,1500
16,1.362757921218872,999.0,3,982.5844116210938,1.9922630786895752,996.3810424804688,-1.056157112121582,-0.6445626616477966,999.0,-1.049326777458191,-1.0025324821472168,16,34.75110626220703,16,405.8609313964844,997.0808715820312,994.0150756835938,84.90067291259766,997.2992553710938,999.0,50.92304587364197,1688469875.2231529,442.27288818359375,999.3136596679688,994.3724975585938,-3.624937057495117,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,1600
17,1.252557396888733,999.0,3,986.1790771484375,1.9962482452392578,999.3094482421875,-0.45026254653930664,1.0763664245605469,999.0,-1.1059706211090088,-1.2221416234970093,17,43.617332458496094,17,430.8421630859375,1007.2347412109375,998.3482666015625,199.28793334960938,950.22607421875,949.6000366210938,52.94889855384827,1688469877.2490056,438.93292236328125,999.1461181640625,998.5263061523438,0.7484121322631836,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,1700
18,0.7692006230354309,999.0,3,941.3302001953125,1.9936583042144775,998.6448364257812,-1.1001604795455933,0.5120604634284973,999.0,-1.1743090152740479,-1.039275050163269,18,46.76972961425781,18,400.75213623046875,998.6951904296875,998.4544067382812,134.94558715820312,998.4120483398438,999.0,54.97344374656677,1688469879.2735507,421.6061706542969,998.5949096679688,999.4625244140625,1.5017783641815186,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,1800
19,1.1756848096847534,999.0,3,927.0827026367188,1.9895607233047485,999.4724731445312,-0.8616184592247009,4.347365379333496,999.0,-1.1670591831207275,-1.0974539518356323,19,34.84434509277344,19,342.3722839355469,1003.2920532226562,999.2454223632812,82.21492004394531,955.685546875,952.2000122070312,56.99446177482605,1688469881.2945688,415.8293762207031,999.0084228515625,998.9301147460938,1.0273735523223877,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,1900
20,0.9346105456352234,999.0,3,934.9192504882812,1.992274522781372,998.9847412109375,-1.0983657836914062,1.3469918966293335,846.4000244140625,-0.8317747116088867,-0.9407522082328796,20,41.6998291015625,20,385.66253662109375,999.0912475585938,998.786376953125,112.20767974853516,999.2483520507812,999.0,59.0174515247345,1688469883.3175585,425.5533142089844,999.1028442382812,846.1130981445312,0.6534973978996277,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,2000
21,0.9712910056114197,999.0,3,985.358154296875,1.9913285970687866,998.9592895507812,-0.8344523310661316,0.8092650771141052,999.0,-1.0343164205551147,-1.1066837310791016,21,23.07259178161621,21,383.58544921875,999.1520385742188,998.6834716796875,95.25764465332031,998.9744262695312,999.0,61.0390419960022,1688469885.339149,443.2135925292969,998.9369506835938,998.7015991210938,0.808332622051239,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,2100
22,1.2150050401687622,999.0,3,988.9957275390625,1.9924436807632446,999.1604614257812,-0.5724846124649048,7.7338547706604,999.0,-1.1017074584960938,-1.1609596014022827,22,22.359922409057617,22,425.6407470703125,1004.3474731445312,999.035400390625,111.90653991699219,931.76171875,924.6000366210938,63.06133723258972,1688469887.3614442,448.7112121582031,999.1137084960938,998.9371948242188,1.0986682176589966,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,2200
23,1.0771576166152954,999.0,3,994.5164794921875,1.995989441871643,999.2269287109375,-1.027990698814392,1.020911693572998,804.4000244140625,-0.8607242703437805,-0.49846670031547546,23,28.19753074645996,23,407.3738098144531,999.2509765625,999.1669921875,96.09664916992188,998.9928588867188,999.0,65.08803701400757,1688469889.388144,448.43109130859375,999.2162475585938,804.3952026367188,0.4937337338924408,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,2300
24,1.2944157123565674,999.0,3,997.3009643554688,1.9950165748596191,999.4706420898438,-0.4845515191555023,12.766547203063965,999.0,-0.8609837889671326,-0.8280186653137207,24,40.467674255371094,24,376.1462707519531,1014.6434326171875,999.3021240234375,99.09600830078125,846.0818481445312,833.7999877929688,67.11349320411682,1688469891.4136002,431.8677978515625,999.4337768554688,998.97802734375,0.8063632845878601,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,2400
25,3.7543556690216064,999.0,3,997.9832153320312,1.9950779676437378,1003.0972290039062,-0.24939022958278656,5.58541202545166,999.0,-0.24732239544391632,-0.897314190864563,25,45.36139678955078,25,396.3179626464844,1008.3026733398438,999.4032592773438,96.69540405273438,1004.3358764648438,999.0,69.13950729370117,1688469893.4396143,441.21441650390625,1002.5072631835938,998.9498291015625,0.8472225069999695,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,2500
26,1.0370627641677856,999.0,3,998.1777954101562,1.9924739599227905,999.4208984375,-0.2619739770889282,4.250343322753906,999.0,-1.0718992948532104,-1.1058348417282104,26,45.75335693359375,26,448.9250793457031,1002.6300659179688,999.4151000976562,153.51217651367188,1002.98828125,999.0,71.16157460212708,1688469895.4616816,451.97344970703125,998.9654541015625,999.0300903320312,1.135562777519226,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,2600
27,5.901100158691406,999.0,3,998.2711181640625,1.9944758415222168,1007.5440063476562,-1.0984758138656616,7.304930210113525,999.0,-0.23856988549232483,-0.24237743020057678,27,28.95282745361328,27,392.4103698730469,1009.2014770507812,1005.5895385742188,98.14623260498047,1005.2063598632812,999.0,73.1874315738678,1688469897.4875386,436.06219482421875,1004.6622924804688,1004.9625244140625,6.204721450805664,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,2700
28,1.3021553754806519,999.0,3,998.1690673828125,1.995652198791504,999.78955078125,-1.0853617191314697,6.527620792388916,999.0,-1.0422314405441284,-1.0255393981933594,28,40.02350997924805,28,401.5006103515625,1005.1842041015625,999.5855712890625,136.0771484375,1004.4421997070312,999.0,75.21475338935852,1688469899.5148604,434.949951171875,999.2600708007812,999.0697631835938,1.0951563119888306,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,2800
29,6.290415287017822,999.0,3,998.4151000976562,1.995474100112915,1001.6843872070312,-0.5392200946807861,18.328678131103516,999.0,-1.0739343166351318,-1.076229214668274,29,46.808040618896484,29,462.7621765136719,1017.8784790039062,1001.4017333984375,172.648681640625,1016.7897338867188,999.0,77.24164652824402,1688469901.5417535,447.7937927246094,1004.2166137695312,1003.521484375,5.597683906555176,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,2900
30,4.750450134277344,999.0,3,998.6566772460938,1.9943312406539917,1000.79931640625,-0.5411067008972168,19.394201278686523,999.0,-1.0643800497055054,-0.302437961101532,30,54.52206039428711,30,446.1176452636719,1014.734619140625,999.738525390625,175.56179809570312,1017.8532104492188,999.0,79.26608300209045,1688469903.56619,445.4224853515625,1002.6859741210938,999.6697387695312,0.971923291683197,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,3000
31,1.3767863512039185,999.0,3,998.5220947265625,1.9935176372528076,1000.6666870117188,-0.5382746458053589,24.902849197387695,999.0,-1.026214599609375,-1.0660237073898315,31,40.15351486206055,31,419.1563720703125,1025.1446533203125,1000.4329833984375,103.31071472167969,1021.5645751953125,997.2000122070312,81.29008507728577,1688469905.590192,449.3721008300781,999.3505249023438,1003.5849609375,5.6506171226501465,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,3100
32,1.2384274005889893,999.0,3,998.8499755859375,1.9954479932785034,1001.6201782226562,-0.5263352990150452,18.89381980895996,999.0,-0.8774406313896179,-1.0819745063781738,32,40.38431930541992,32,428.7469787597656,1017.26171875,1001.0272827148438,114.0832290649414,1017.3674926757812,999.0,83.31631755828857,1688469907.6164246,454.53118896484375,999.3607788085938,1003.1748046875,5.2565836906433105,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,3200
33,11.798540115356445,999.0,3,991.0311279296875,1.9955602884292603,1008.4047241210938,-0.5351771116256714,21.265329360961914,999.0,-0.7690890431404114,-1.086783528327942,33,26.588300704956055,33,359.81732177734375,1018.8184204101562,1001.1172485351562,89.44190216064453,1016.5302124023438,995.7999877929688,85.34257435798645,1688469909.6426814,427.06463623046875,1010.0294799804688,1002.5060424804688,4.592719554901123,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,3300
34,3.8349692821502686,999.0,3,998.7109375,1.994349479675293,1001.8411865234375,-0.534476101398468,20.704965591430664,999.0,-0.5926252603530884,-1.0763739347457886,34,42.1726188659668,34,386.4552307128906,1018.8308715820312,1001.2486572265625,78.44515991210938,1017.9703979492188,997.7999877929688,87.36629486083984,1688469911.6664019,445.5882263183594,1002.2424926757812,1000.2589111328125,2.3351404666900635,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,3400
35,18.55143165588379,999.0,3,352.1936340332031,1.9929242134094238,1016.418701171875,-0.5311161279678345,18.966331481933594,999.0,-0.5374853014945984,-0.5968345403671265,35,44.321624755859375,35,306.731201171875,1016.9268188476562,1000.6527709960938,95.43376159667969,1017.4354858398438,999.0,89.39038944244385,1688469913.6904964,388.53594970703125,1017.0140991210938,1002.9210815429688,4.517761707305908,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,3500
36,19.949426651000977,967.7999877929688,3,985.1757202148438,1.992435336112976,1014.6240844726562,-0.534418523311615,19.051687240600586,999.0,-0.5114012956619263,-0.6087967157363892,36,43.79426574707031,36,337.46600341796875,1016.7952880859375,1001.9678955078125,94.01585388183594,1017.5172729492188,999.0,91.41383671760559,1688469915.7139437,415.5088806152344,987.2379760742188,1004.6039428710938,6.212512016296387,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,3600
37,24.403867721557617,975.2000122070312,3,991.5580444335938,1.9953242540359497,1011.2489624023438,-0.5093063116073608,22.825468063354492,999.0,-0.5273545384407043,-0.9655340313911438,37,48.46217727661133,37,358.4562072753906,1011.8204956054688,1001.154296875,135.60525512695312,978.1160278320312,955.7999877929688,93.43937015533447,1688469917.7394772,409.34661865234375,999.0762939453125,1000.7650756835938,2.7305715084075928,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,3700
38,26.4318904876709,999.0,3,953.2059326171875,1.9946945905685425,1025.80810546875,-0.7760410308837891,28.56854248046875,984.0,-0.5378039479255676,-0.5320042967796326,38,27.093372344970703,38,324.71832275390625,1026.5450439453125,1024.4998779296875,71.71305847167969,1002.3922119140625,974.6000366210938,95.46436667442322,1688469919.7644737,420.4888000488281,1024.8939208984375,1007.2333984375,23.765371322631836,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,3800
39,28.5186710357666,998.2000122070312,3,998.758544921875,1.9934520721435547,1025.64697265625,-0.97144615650177,27.79298210144043,999.0,-0.8049068450927734,-0.5397352576255798,39,49.62992858886719,39,405.8717041015625,1025.7347412109375,1021.215087890625,135.1450958251953,980.6217041015625,953.7999877929688,97.48814702033997,1688469921.788254,436.7831726074219,1025.91357421875,1018.9578247070312,20.497573852539062,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,3900
40,27.26788330078125,997.7999877929688,3,943.8653564453125,1.9934942722320557,1024.4205322265625,-0.5356786251068115,27.17095375061035,999.0,-1.0115259885787964,-0.5333070158958435,40,38.76336669921875,40,345.45855712890625,1025.6175537109375,1016.5350341796875,113.33389282226562,1025.6353759765625,999.0,99.51201915740967,1688469923.8121262,417.1293029785156,1024.0565185546875,1018.4192504882812,19.952129364013672,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,4000
41,25.919347763061523,980.7999877929688,3,998.1914672851562,1.9926730394363403,1023.1450805664062,-0.9963952898979187,26.63079833984375,999.0,-0.8626691102981567,-0.5319187045097351,41,35.75768280029297,41,373.2767028808594,1023.9126586914062,1021.1343994140625,88.05980682373047,1024.6346435546875,999.0,101.53556227684021,1688469925.8356693,441.08782958984375,1005.8567504882812,1021.9616088867188,23.493633270263672,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,4100
42,26.937314987182617,995.6000366210938,3,988.2113037109375,1.9924992322921753,1024.434326171875,-1.0144656896591187,27.843597412109375,999.0,-0.544786810874939,-0.8855015635490417,42,34.25072479248047,42,347.32843017578125,1025.6407470703125,1022.8502197265625,113.65618896484375,1025.828857421875,999.0,103.55880427360535,1688469927.8589113,418.23260498046875,1021.9923706054688,1023.3451538085938,25.23041534423828,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,4200
43,26.652572631835938,987.7999877929688,3,998.5159912109375,1.9959993362426758,1024.4375,-1.0367205142974854,28.112173080444336,999.0,-0.8678790926933289,-0.8720542192459106,43,50.71176528930664,43,402.34625244140625,1026.529052734375,1023.1270751953125,141.61102294921875,1026.075439453125,999.0,105.58446907997131,1688469929.884576,428.16668701171875,1013.5847778320312,1022.8464965820312,24.719043731689453,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,4300
44,25.250967025756836,999.0,3,992.6297607421875,1.9950848817825317,1025.5341796875,-1.009731411933899,29.48172378540039,989.6000366210938,-1.0368717908859253,-0.8674722909927368,44,48.484130859375,44,379.3020935058594,1026.539306640625,1024.6251220703125,103.19305419921875,1008.4721069335938,980.0,107.60893988609314,1688469931.909047,429.8100280761719,1023.2144775390625,1016.1163330078125,27.3837890625,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,4400
45,25.94051170349121,999.0,3,999.2442626953125,1.9950143098831177,1024.3319091796875,-1.0379691123962402,29.18556022644043,998.4000244140625,-0.8731207251548767,-0.4636349678039551,45,40.64362335205078,45,418.05126953125,1026.8304443359375,1021.9592895507812,112.7686538696289,1027.1474609375,999.0,109.63451623916626,1688469933.9346232,452.5666809082031,1024.0672607421875,1021.9107666015625,23.974271774291992,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,4500
46,25.836654663085938,999.0,3,678.8822021484375,1.999343991279602,1023.7220458984375,-0.9770987629890442,28.80567741394043,995.4000244140625,-0.8761974573135376,-0.7052742838859558,46,47.45231246948242,46,332.04119873046875,1026.1837158203125,1023.2791137695312,107.15464782714844,987.62841796875,959.7999877929688,111.66428446769714,1688469935.9643915,404.5789794921875,1023.9603881835938,1019.662109375,24.96742057800293,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,4600
47,23.7146053314209,999.0,3,989.7530517578125,1.9941389560699463,1024.7711181640625,-1.0117672681808472,28.5113525390625,993.6000366210938,-1.0271005630493164,-0.8701065182685852,47,42.43071365356445,47,361.7497863769531,1025.3936767578125,1023.9913940429688,119.08964538574219,1020.0997314453125,992.6000366210938,113.68937373161316,1688469937.9894807,425.37628173828125,1021.6875,1018.1025390625,25.372848510742188,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,4700
48,23.384672164916992,998.7999877929688,3,983.70068359375,1.9949663877487183,1023.744873046875,-1.003461241722107,28.440521240234375,999.0,-0.7035310864448547,-0.8718585968017578,48,40.51609802246094,48,348.4162292480469,1024.314453125,1023.2174682617188,80.9925537109375,1015.6371459960938,988.2000122070312,115.71458554267883,1688469940.0146925,428.1089782714844,1021.4813842773438,1023.8510131835938,25.72319984436035,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,4800
49,20.471057891845703,868.4000244140625,3,1001.9335327148438,1.989711046218872,1022.940185546875,-0.9937044978141785,28.271387100219727,999.0,-0.5189608335494995,-0.6387772560119629,49,45.458091735839844,49,351.80072021484375,1025.51123046875,1022.7589111328125,66.90303039550781,999.0775756835938,971.7999877929688,117.7349705696106,1688469942.0350776,438.69915771484375,888.3519897460938,1020.5689697265625,22.207517623901367,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,4900
50,24.6798095703125,999.0,3,1013.6015625,1.9897245168685913,1025.268798828125,-1.0324620008468628,28.971454620361328,997.2000122070312,-1.0355644226074219,-0.8660728335380554,50,47.61474609375,50,369.6420593261719,1027.4224853515625,1024.0029296875,98.80694580078125,1026.9388427734375,999.0,119.75581789016724,1688469944.055925,436.8104553222656,1022.6444702148438,1022.4109497070312,26.07684326171875,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,5000
51,27.849393844604492,969.2000122070312,3,1002.4891357421875,1.9942291975021362,1024.1837158203125,-1.3007210493087769,26.605133056640625,999.0,-0.9820618033409119,-0.5318211913108826,51,48.039794921875,51,376.1539001464844,1024.8656005859375,1023.7977294921875,90.19985961914062,1024.30419921875,999.0,121.7803783416748,1688469946.0804853,435.57525634765625,996.0675048828125,1022.0457153320312,23.577367782592773,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,5100
52,26.104543685913086,999.0,3,993.3692626953125,1.9909764528274536,1025.28466796875,-0.9797772765159607,29.56831169128418,998.4000244140625,-1.0372358560562134,-1.018980860710144,52,51.765010833740234,52,-581.4063720703125,1025.986572265625,1025.2576904296875,122.90676879882812,985.5886840820312,957.0,123.80152082443237,1688469948.1016278,10001.7060546875,1024.0672607421875,1024.9931640625,27.612192153930664,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,5200
53,27.183774948120117,954.0,3,1012.0834350585938,1.9934900999069214,1025.0064697265625,-1.0389355421066284,28.360525131225586,999.0,-0.9584396481513977,-0.7395464777946472,53,47.66554260253906,53,380.5096740722656,1025.95703125,1024.749755859375,108.35545349121094,1026.32177734375,999.0,125.82477903366089,1688469950.124886,439.6239013671875,980.2255859375,1023.4656372070312,25.205434799194336,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,5300
54,26.100406646728516,999.0,3,1003.78271484375,1.992512583732605,1024.2301025390625,-1.026626467704773,28.259428024291992,999.0,-1.1749545335769653,-1.4058409929275513,54,46.625267028808594,54,-1612.6961669921875,1026.53662109375,1022.832763671875,128.11158752441406,1026.2327880859375,999.0,127.8484857082367,1688469952.1485927,14061.96875,1023.9255981445312,1022.0631103515625,24.46853256225586,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,5400
55,27.592676162719727,999.0,3,1002.547119140625,1.9933069944381714,1025.779296875,-1.194287896156311,29.182861328125,982.7999877929688,-1.0221431255340576,-0.9967336654663086,55,54.08453369140625,55,451.46881103515625,1026.900634765625,1025.468505859375,141.3346710205078,1026.9884033203125,999.0,129.8734049797058,1688469954.173512,449.8077697753906,1025.570556640625,1009.8590087890625,28.055561065673828,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,5500
56,28.73227310180664,998.4000244140625,3,1012.1739501953125,1.9925618171691895,1026.3551025390625,-1.0143903493881226,28.945404052734375,994.0,-1.1941676139831543,-1.0212106704711914,56,49.462371826171875,56,428.75592041015625,1027.3052978515625,1026.2469482421875,115.95994567871094,1026.930419921875,999.0,131.89605712890625,1688469956.1961641,451.6544494628906,1025.938232421875,1021.1765747070312,28.197744369506836,cgp,mu+lambda-ga,reward-unhealthy_termination,hopper,3,5600
