top_k_forward_reward.top_1_forward_reward,top_k_reward.top_1_reward,top_k_ctrl_reward.top_0_ctrl_reward,_step,_runtime,run_id,top_k_fit.top_2_fit,evaluation_time,top_k_healthy_reward.top_0_healthy_reward,fitness_std,top_k_fit.top_1_fit,top_k_reward.top_2_reward,fitness_mean,top_k_forward_reward.top_2_forward_reward,fitness_1q,top_k_reward.top_0_reward,top_k_healthy_reward.top_1_healthy_reward,generation,fitness_median,top_k_ctrl_reward.top_2_ctrl_reward,top_k_forward_reward.top_0_forward_reward,top_k_healthy_reward.top_2_healthy_reward,fitness_3q,top_k_fit.top_0_fit,_timestamp,top_k_ctrl_reward.top_1_ctrl_reward,solver,ea,fitness,environment,seed,evaluation,reward
0,23.1889762878418,-0.0251582413911819,0,19.38212203979492,109,18.149120330810547,15.6952486038208,0,21794.716796875,22.758882522583008,16.14214324951172,-4999.03857421875,0,3.2801401615142822,41.21343994140625,0,0,-0.4360525012016296,-0.0231968443840742,0,0,-2.884113311767578,43.85485458374024,1692984374.380247,-0.1472706645727157,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,109,0,41.21343994140625
0,21.90055274963379,-0.0245981458574533,1,22.736002683639526,109,18.968292236328125,3.1968038082122803,0,8.599867820739746,22.44766616821289,17.179561614990234,0.4637299180030823,0,4.127636909484863,38.55293273925781,0,1,-1.8463281393051147,-0.1472751200199127,0,0,-5.104114055633545,39.21963119506836,1692984377.7341278,-0.1123524233698844,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,109,100,38.55293273925781
0,40.89355850219727,-0.0256988797336816,2,25.964107036590576,109,44.78892517089844,3.193450689315796,0,19.39881706237793,44.988059997558594,44.38914108276367,15.266857147216797,0,39.93243789672852,43.15563583374024,0,2,11.168895721435549,-0.0254054721444845,0,0,0.6399369835853577,45.058712005615234,1692984380.962232,-0.0247321426868438,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,109,200,43.15563583374024
0,39.95731735229492,-0.0256617274135351,3,29.19624137878418,109,44.58845138549805,3.1970789432525635,0,9952.1015625,44.64369201660156,44.23296737670898,-978.0594482421876,0,42.96552276611328,44.28911972045898,0,3,29.86896514892578,-0.0254681911319494,0,0,1.315234899520874,44.69674301147461,1692984384.1943665,-0.0247565358877182,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,109,300,44.28911972045898
0,44.310150146484375,-0.0254604164510965,4,32.42012858390808,109,44.82633590698242,3.1891627311706543,0,23.17449188232422,44.902076721191406,41.85196304321289,22.848617553710938,0,43.69552993774414,44.20890808105469,0,4,38.09099578857422,-0.0251257605850696,0,0,1.3229159116744995,44.962188720703125,1692984387.4182537,-0.0253344420343637,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,109,400,44.20890808105469
0,43.89287567138672,-0.0724019557237625,5,35.647486448287964,109,44.83811569213867,3.1933958530426025,0,25.050668716430664,45.030982971191406,43.73628616333008,25.50751495361328,0,43.57056427001953,159.6628875732422,0,5,40.05058288574219,-0.0253357980400323,0,0,1.4460654258728027,168.29920959472656,1692984390.6456115,-0.0255128238350152,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,109,500,159.6628875732422
0,42.19865036010742,-0.0686323344707489,6,38.870211124420166,109,44.72500228881836,3.1873390674591064,0,9952.3837890625,44.78804016113281,44.76588821411133,-975.340576171875,0,43.2888069152832,148.9012451171875,0,6,37.11835479736328,-0.0251599252223968,0,0,0.4929214417934418,169.23492431640625,1692984393.8683362,-0.0253172721713781,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,109,600,148.9012451171875
0,173.96810913085938,-0.0701854676008224,7,42.09714889526367,109,185.03819274902344,3.1914525032043457,0,9956.3291015625,185.427734375,142.68678283691406,-937.9857788085938,0,120.32316589355467,154.7111053466797,0,7,42.49463272094727,-0.0643569827079773,0,0,0.0359306260943412,185.6529998779297,1692984397.095274,-0.0783465206623077,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,109,700,154.7111053466797
0,170.06239318847656,-0.0730331316590309,8,45.32352566719055,109,187.27151489257807,3.190680265426636,0,68.1686782836914,189.02479553222656,160.9424591064453,56.13351058959961,0,120.60321807861328,161.19168090820312,0,8,9.609247207641602,-0.0726860761642456,0,0,-0.6825791597366333,191.08981323242188,1692984400.3216507,-0.0775639340281486,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,109,800,161.19168090820312
0,143.28900146484375,-0.1094942316412925,9,48.5529248714447,109,187.4737091064453,3.194986343383789,0,71.06246948242188,187.73280334472656,162.89930725097656,59.41728210449219,0,128.30178833007812,173.72608947753906,0,9,10.537519454956056,-0.0731238275766372,0,0,0.7309601306915283,192.64791870117188,1692984403.55105,-0.0647131726145744,cgp,mu+lambda-ga1,reward-unhealthy_termination,swimmer,109,900,173.72608947753906
