,training.run_id,training.top_k_fit.top_0_fit,_runtime,training.fitness_1q,training.evaluation_time,training.top_k_fit.top_1_fit,_step,_timestamp,training.fitness_3q,training.fitness_std,training.fitness_mean,training.generation,training.fitness_median,training.top_k_fit.top_2_fit,solver,ea,environment,seed
0,0,703.6055297851562,16.48095989227295,99.88504791259766,15.471993446350098,240.69728088378906,0,1686919251.7653928,23.92298698425293,14011.26171875,-1923.08203125,0,44.527469635009766,224.3701629638672,cgp,mu+lambda,hopper,6
1,0,642.4608764648438,18.594388008117676,105.84190368652344,1.971260666847229,300.10223388671875,1,1686919253.878821,28.71950912475586,90.45463562011719,78.06982421875,1,53.895503997802734,267.8243408203125,cgp,mu+lambda,hopper,6
2,0,735.9672241210938,20.73003053665161,175.54510498046875,2.105381488800049,731.3173217773438,2,1686919256.0144634,49.11723327636719,159.6743927001953,144.75247192382812,2,105.03909301757812,694.587158203125,cgp,mu+lambda,hopper,6
3,0,797.5684814453125,22.833043098449707,208.6569366455078,2.074488878250122,797.5079956054688,3,1686919258.117476,47.22023010253906,198.78097534179688,161.69329833984375,3,94.19129180908203,757.70703125,cgp,mu+lambda,hopper,6
4,0,857.4522094726562,24.9272141456604,270.129150390625,2.066878080368042,856.10888671875,4,1686919260.211647,45.66568374633789,250.5054931640625,234.3638153076172,4,135.72120666503906,750.3539428710938,cgp,mu+lambda,hopper,6
5,0,883.5457153320312,27.008583068847656,619.7579956054688,2.0543246269226074,809.97314453125,5,1686919262.293016,32.18046569824219,281.4867248535156,247.14930725097656,5,79.51011657714844,730.725830078125,cgp,mu+lambda,hopper,6
6,0,912.4959106445312,29.08919620513916,634.1065673828125,2.053389310836792,857.9064331054688,6,1686919264.373629,50.3243293762207,9983.6650390625,-706.1404418945312,6,133.72573852539062,805.5883178710938,cgp,mu+lambda,hopper,6
7,0,883.8720703125,31.156085968017578,656.39892578125,2.046638250350952,883.3699951171875,7,1686919266.4405189,54.67294692993164,307.2376403808594,346.88494873046875,7,206.55435180664062,881.1657104492188,cgp,mu+lambda,hopper,6
8,0,986.216552734375,33.21165442466736,654.3702392578125,2.0442445278167725,926.3096313476562,8,1686919268.4960873,50.370975494384766,300.298095703125,323.8052978515625,8,199.80508422851562,865.5518798828125,cgp,mu+lambda,hopper,6
9,0,971.2632446289062,35.298131465911865,677.4786987304688,2.071352958679199,939.8591918945312,9,1686919270.5825644,50.16813278198242,333.5434875488281,387.1392517089844,9,328.0301513671875,913.72802734375,cgp,mu+lambda,hopper,6
10,0,983.9884033203125,37.394468545913696,672.4818725585938,2.0801730155944824,977.015625,10,1686919272.6789014,48.89418411254883,342.5022888183594,349.04266357421875,10,144.42864990234375,933.650390625,cgp,mu+lambda,hopper,6
11,0,1011.0729370117188,39.47399401664734,843.486083984375,2.0641322135925293,1010.01416015625,11,1686919274.758427,43.848960876464844,376.4664611816406,375.4651794433594,11,172.5055694580078,989.5701904296875,cgp,mu+lambda,hopper,6
12,0,1013.5125122070312,41.543967485427856,861.8027954101562,2.056320905685425,1011.9703979492188,12,1686919276.8284004,47.795841217041016,407.91656494140625,384.63482666015625,12,155.4517822265625,1005.9082641601562,cgp,mu+lambda,hopper,6
13,0,1009.2772216796875,43.60113525390625,862.47705078125,2.0434951782226562,1008.4907836914062,13,1686919278.8855681,52.12773513793945,394.0282897949219,407.7372131347656,13,190.05267333984375,1007.4534301757812,cgp,mu+lambda,hopper,6
14,0,1021.2588500976562,45.69405746459961,853.2047119140625,2.0802338123321533,1015.972412109375,14,1686919280.9784904,38.39459228515625,403.28375244140625,352.18389892578125,14,103.29114532470703,1015.3935546875,cgp,mu+lambda,hopper,6
15,0,1019.0298461914062,47.734824419021606,887.2271118164062,2.0286331176757812,1017.4807739257812,15,1686919283.0192573,50.71963882446289,407.5818176269531,397.2197265625,15,165.48756408691406,1015.8147583007812,cgp,mu+lambda,hopper,6
