,training.fitness_median,training.evaluation_time,_runtime,training.run_id,training.fitness_1q,training.fitness_3q,training.generation,training.fitness_mean,_timestamp,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,training.top_k_reward.top_0_reward,_step,training.fitness_std,training.top_k_fit.top_0_fit,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward,solver,ea,fitness,environment,seed,training.evaluation
0,-0.04526051878929138,32.49850082397461,40.5580313205719,0,0.13727959990501404,-0.24584078788757324,0,-0.16630229353904724,1687529210.7743344,1.1611158847808838,0.9848029017448425,-120.79472351074219,0,0.8103302717208862,1.2067993879318237,-100000.0,126.5802993774414,cgp-large,mu+lambda,distance,ant,0,0
1,0.05920235067605972,17.230484008789062,58.05387496948242,0,0.22110946476459503,-0.13173574209213257,1,0.14255169034004211,1687529228.270178,1.9313483238220215,1.7717652320861816,-167.60289001464844,1,0.5175714492797852,2.3994197845458984,-352.4165344238281,-268.2987060546875,cgp-large,mu+lambda,distance,ant,0,100
2,0.1871248185634613,17.197813034057617,75.30616569519043,0,0.8540276885032654,-0.10139793902635574,2,0.30178651213645935,1687529245.5224688,3.310227632522583,2.6903769969940186,-258.33599853515625,2,1.3868578672409058,7.9076924324035645,-254.2861785888672,-72.22916412353516,cgp-large,mu+lambda,distance,ant,0,200
3,0.43079280853271484,17.131452560424805,92.45994091033936,0,1.3073616027832031,0.01099618710577488,3,0.8962525725364685,1687529262.676244,6.497297286987305,5.339179515838623,-1.3281179666519165,3,2.056302309036255,14.944817543029785,-505.2042236328125,115.73939514160156,cgp-large,mu+lambda,distance,ant,0,300
4,1.5533478260040283,17.12320899963379,109.63458108901978,0,3.3241798877716064,0.15741227567195892,4,2.0422492027282715,1687529279.8508842,8.992292404174805,8.613951683044434,143.38389587402344,4,2.496678352355957,13.913265228271484,43.79081726074219,-113.57941436767578,cgp-large,mu+lambda,distance,ant,0,400
5,1.7050397396087646,17.11418914794922,126.79007625579834,0,3.958414077758789,-0.013799071311950684,5,2.4995834827423096,1687529297.0063794,14.537192344665527,14.013009071350098,68.4094009399414,5,3.852388858795166,16.254878997802734,26.382951736450195,121.43672180175781,cgp-large,mu+lambda,distance,ant,0,500
6,1.8418104648590088,17.142860412597656,143.95704889297485,0,5.845512390136719,0.0015180562622845173,6,3.4454052448272705,1687529314.173352,15.743633270263672,15.1192045211792,79.9306640625,6,4.631544589996338,16.145030975341797,81.19066619873047,-85.0099868774414,cgp-large,mu+lambda,distance,ant,0,600
7,2.3072028160095215,17.11539077758789,161.1290624141693,0,7.660178184509277,0.4807186424732208,7,4.326893329620361,1687529331.3453655,14.949377059936523,14.93701457977295,-278.351318359375,7,4.870300769805908,16.360870361328125,73.6522216796875,43.431766510009766,cgp-large,mu+lambda,distance,ant,0,700
8,1.7760764360427856,17.149524688720703,178.308580160141,0,8.38638687133789,0.2503416836261749,8,4.179625988006592,1687529348.5248833,17.523605346679688,15.892966270446777,-65.9869384765625,8,5.8852105140686035,18.859882354736328,-395.45855712890625,-282.51678466796875,cgp-large,mu+lambda,distance,ant,0,800
9,2.055431604385376,17.158456802368164,195.48869633674622,0,11.423399925231934,0.4483502507209778,9,5.973228454589844,1687529365.7049994,20.493127822875977,19.859169006347656,-200.7257843017578,9,6.474628448486328,20.68364906311035,-204.94908142089844,117.69694519042969,cgp-large,mu+lambda,distance,ant,0,900
10,3.1389100551605225,17.30933380126953,212.8192276954651,0,12.376789093017578,0.5256469249725342,10,6.217396259307861,1687529383.0355308,19.47917938232422,18.731151580810547,195.1295928955078,10,6.549884796142578,20.188188552856445,164.46505737304688,118.91260528564453,cgp-large,mu+lambda,distance,ant,0,1000
11,2.3958992958068848,17.300691604614258,230.14071226119995,0,10.384151458740234,0.305283784866333,11,5.594449996948242,1687529400.3570154,19.76787567138672,19.172653198242188,-194.05625915527344,11,6.520308971405029,20.584369659423828,124.158203125,-174.47853088378906,cgp-large,mu+lambda,distance,ant,0,1100
12,1.9550033807754517,17.294300079345703,247.4568440914154,0,13.446914672851562,0.24653260409832,12,6.098474979400635,1687529417.6731472,20.78026580810547,20.703622817993164,117.29930114746094,12,7.1695146560668945,20.982065200805664,-20.95467185974121,410.80523681640625,cgp-large,mu+lambda,distance,ant,0,1200
13,2.7001776695251465,17.24850082397461,264.7389335632324,0,14.315079689025879,0.2776426374912262,13,6.736428260803223,1687529434.9552367,24.716007232666016,23.14459991455078,200.7609100341797,13,7.851423740386963,25.002269744873047,-463.7322082519531,180.66249084472656,cgp-large,mu+lambda,distance,ant,0,1300
14,3.7354824542999268,17.1737060546875,281.9335296154022,0,15.121529579162598,0.4903857409954071,14,7.299872875213623,1687529452.1498327,22.752666473388672,22.331409454345703,160.47108459472656,14,8.027533531188965,22.802522659301758,473.95904541015625,493.9372253417969,cgp-large,mu+lambda,distance,ant,0,1400
15,2.27146577835083,17.30229949951172,299.26615381240845,0,15.686051368713379,0.19746504724025726,15,6.849275588989258,1687529469.482457,24.569536209106445,21.740497589111328,-249.59474182128906,15,8.27987289428711,25.149812698364258,-93.66948699951172,-136.4251251220703,cgp-large,mu+lambda,distance,ant,0,1500
16,1.908380150794983,17.12533950805664,316.4718687534332,0,17.38828468322754,0.23862195014953613,16,7.576961517333984,1687529486.6881719,24.3543701171875,23.76146125793457,487.74456787109375,16,9.037056922912598,24.682050704956055,514.4015502929688,-87.98368072509766,cgp-large,mu+lambda,distance,ant,0,1600
17,2.652935028076172,17.10567855834961,333.6541588306427,0,17.345802307128906,0.2851276993751526,17,7.548945903778076,1687529503.870462,25.654422760009766,25.014497756958008,99.73223114013672,17,9.072258949279785,26.77125358581543,489.04693603515625,333.26776123046875,cgp-large,mu+lambda,distance,ant,0,1700
18,2.368478298187256,17.166425704956055,350.83955121040344,0,17.27850341796875,0.08205118030309677,18,7.704765319824219,1687529521.0558543,25.31309700012207,24.047597885131836,-82.55986785888672,18,9.454652786254883,25.640766143798828,-16.219804763793945,-30.182228088378906,cgp-large,mu+lambda,distance,ant,0,1800
19,2.247349739074707,17.248828887939453,368.10727047920227,0,19.975358963012695,0.6533075571060181,19,8.596169471740723,1687529538.3235736,25.642091751098633,25.330543518066406,-103.3835220336914,19,9.783265113830566,25.67737579345703,-309.97991943359375,-8.520307540893555,cgp-large,mu+lambda,distance,ant,0,1900
20,2.302417278289795,17.200733184814453,385.3269991874695,0,20.224950790405273,0.14409098029136658,20,8.210658073425293,1687529555.5433023,26.717700958251953,26.3090877532959,-46.73430633544922,20,10.059219360351562,27.29902458190918,-159.09808349609375,0.5280486941337585,cgp-large,mu+lambda,distance,ant,0,2000
21,2.886444091796875,17.253190994262695,402.59853053092957,0,19.120521545410156,0.49146807193756104,21,8.332597732543945,1687529572.8148336,26.881032943725586,24.508073806762695,191.18136596679688,21,9.762948036193848,29.201547622680664,-36.700721740722656,138.07296752929688,cgp-large,mu+lambda,distance,ant,0,2100
22,3.609469413757324,17.18754768371582,419.8043658733368,0,17.854286193847656,0.6714714169502258,22,8.874457359313965,1687529590.020669,26.83154296875,26.212617874145508,-62.201751708984375,22,9.554694175720215,27.67808723449707,-180.8890380859375,-110.6653060913086,cgp-large,mu+lambda,distance,ant,0,2200
23,2.0097219944000244,17.30855941772461,437.13166522979736,0,18.042354583740234,0.5082355737686157,23,8.341662406921387,1687529607.3479683,26.495140075683594,26.239885330200195,195.6824493408203,23,9.997903823852539,27.68825340270996,203.11410522460938,182.94015502929688,cgp-large,mu+lambda,distance,ant,0,2300
24,4.9435834884643555,17.216245651245117,454.365181684494,0,21.78226089477539,0.21460747718811035,24,9.976194381713867,1687529624.5814848,26.617528915405273,25.73560905456543,-80.04186248779297,24,10.296197891235352,28.040620803833008,-100.72705078125,-12.434301376342773,cgp-large,mu+lambda,distance,ant,0,2400
