,training.top_k_reward.top_1_reward,training.top_k_healthy_reward.top_0_healthy_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.generation,training.fitness_median,training.evaluation_time,training.top_k_fit.top_1_fit,training.top_k_reward.top_0_reward,training.top_k_forward_reward.top_2_forward_reward,training.fitness_1q,training.fitness_3q,training.fitness_std,training.fitness_mean,training.top_k_fit.top_2_fit,_runtime,_timestamp,training.run_id,training.top_k_healthy_reward.top_1_healthy_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,training.top_k_ctrl_reward.top_1_ctrl_reward,training.top_k_forward_reward.top_0_forward_reward,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_forward_reward.top_1_forward_reward,_step,training.top_k_fit.top_0_fit,training.top_k_reward.top_2_reward,solver,ea,fitness,environment,seed,training.evaluation
0,130.35354614257812,139.0,85.80000305175781,0,-13.157062530517578,15.868988990783691,15.771203994750977,222.0390167236328,-9.673558235168457,-5.682483673095703,-28.116437911987305,31.277997970581055,-22.45366859436035,5.0486345291137695,19.243310928344727,1688567815.187726,0,131.1999969482422,-0.2724400460720062,-0.28221604228019714,83.31148529052734,-0.1681162267923355,-0.5642654299736023,0,110.77233123779297,75.95833587646484,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,0
1,175.13296508789062,114.5999984741211,85.0,1,-5.097546577453613,2.213770627975464,49.90045928955078,176.9073486328125,23.595657348632812,-2.465092420578003,-10.634044647216797,15.27707576751709,-7.284512042999268,29.583017349243164,21.612839460372925,1688567817.5572546,0,121.80000305175781,-0.41798773407936096,-0.2388819456100464,62.72532272338867,-0.16124998033046722,53.57184982299805,1,57.449527740478516,108.43441009521484,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,100
2,283.22222900390625,278.8000183105469,118.5999984741211,2,-2.80586838722229,2.2071712017059326,149.41128540039062,384.3395690917969,62.619537353515625,1.76018488407135,-21.284080505371094,42.40294647216797,-7.442195415496826,89.95803833007812,23.855751991271973,1688567819.800167,0,195.1999969482422,-0.5645367503166199,-0.32580700516700745,106.10408782958984,-0.3205440044403076,88.34801483154297,2,182.40206909179688,180.89901733398438,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,200
3,341.2201232910156,326.6000061035156,156.8000030517578,3,-7.695905685424805,2.2087066173553467,175.0789031982422,485.3783264160156,58.034912109375,6.048745155334473,-16.94689178466797,51.75255584716797,-2.708517074584961,143.74563598632812,26.098901748657227,1688567822.0433168,0,254.40000915527344,-0.46387749910354614,-0.44847002625465393,159.24217224121094,-0.2646239101886749,87.26860046386719,3,189.0878143310547,214.57029724121094,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,300
4,476.1845703125,266.20001220703125,295.20001220703125,4,-5.312102794647217,2.204594135284424,188.47938537597656,395.5148010253906,157.5065155029297,2.641853094100952,-15.386898040771484,57.23686981201172,3.43266224861145,187.99880981445312,28.33765459060669,1688567824.2820697,0,315.8000183105469,-0.4071741998195648,-0.466387003660202,129.72198486328125,-0.39572975039482117,160.85098266601562,4,191.91665649414062,452.3107604980469,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,400
5,437.5336608886719,648.6000366210938,312.8000183105469,5,-2.4008889198303223,2.2058823108673096,204.7742156982422,765.4529418945312,161.4420166015625,43.734222412109375,-15.286508560180664,85.99059295654297,26.449378967285156,201.9036407470703,30.57762575149536,1688567826.5220408,0,318.20001220703125,-1.262320876121521,-0.41371211409568787,118.11512756347656,-0.4398885667324066,119.74739074707031,5,213.71630859375,473.8021545410156,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,500
6,606.5084228515625,311.20001220703125,311.0,6,-3.6714816093444824,2.20430850982666,203.51986694335938,446.1355895996094,172.36557006835938,157.5520477294922,-15.388216018676758,96.70198822021484,35.80363845825195,202.550537109375,32.8155198097229,1688567828.759935,0,444.20001220703125,-0.5054829120635986,-0.972254753112793,135.44105529785156,-0.4964330792427063,163.2806396484375,6,211.95101928710938,482.869140625,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,600
7,390.96124267578125,640.0,340.6000061035156,7,-1.4245684146881104,2.20528507232666,209.70103454589844,822.18701171875,116.0951919555664,167.21807861328125,-19.28933334350586,101.70429229736328,47.82072067260742,201.32366943359375,35.056055545806885,1688567831.0004706,0,235.60000610351562,-1.3076013326644897,-0.5307175517082214,183.49461364746094,-0.4444733262062073,155.8919219970703,7,237.67959594726562,456.2508239746094,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,700
8,532.567626953125,506.0,285.20001220703125,8,-0.1423628330230713,2.2102291584014893,214.2350616455078,677.1783447265625,179.74295043945312,178.74273681640625,-12.366012573242188,101.75480651855469,62.682918548583984,212.10194396972656,37.30124378204346,1688567833.2456589,0,382.6000061035156,-0.9750286340713501,-0.7751046419143677,172.15318298339844,-0.5666240453720093,150.7426300048828,8,223.78016662597656,464.3763732910156,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,800
9,483.046875,381.3999938964844,564.7999877929688,9,-4.881156921386719,2.2059097290039062,217.76197814941406,559.248291015625,163.77586364746094,169.71170043945312,-20.032669067382812,105.21888732910156,42.39200210571289,212.573486328125,39.540956258773804,1688567835.4853714,0,285.3999938964844,-0.6713284850120544,-0.55758136510849,178.5196990966797,-1.1201419830322266,198.20449829101562,9,229.25025939941406,727.4555053710938,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,900
10,661.0741577148438,335.6000061035156,239.60000610351562,10,0.9616169929504395,2.20369553565979,228.69204711914062,478.9947204589844,188.1725311279297,172.64901733398438,-10.478073120117188,97.754150390625,53.688812255859375,226.6930389404297,41.77954173088074,1688567837.7239568,0,526.0,-0.619177520275116,-1.0843160152435303,144.01370239257812,-0.5171685814857483,136.15835571289062,10,255.8775634765625,427.2553405761719,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,1000
11,632.5574951171875,161.8000030517578,293.6000061035156,11,-2.000715732574463,2.2067196369171143,224.325927734375,334.6347351074219,192.5028076171875,159.60476684570312,-11.515266418457031,100.0564193725586,52.28481674194336,220.6277313232422,44.021138429641724,1688567839.9655535,0,467.0,-0.31193193793296814,-0.9166938066482544,173.14671325683594,-0.5916451215744019,166.47415161132812,11,244.13287353515625,485.51104736328125,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,1100
12,400.3575134277344,324.6000061035156,280.6000061035156,12,-3.16093111038208,2.2089591026306152,235.60353088378906,522.0162353515625,183.0193328857422,170.1385498046875,-11.806315422058105,103.60364532470703,48.15982437133789,217.25039672851562,46.26483154296875,1688567842.2092466,0,179.40000915527344,-0.6790797114372253,-0.24661660194396973,198.09536743164062,-0.5970268249511719,221.2041015625,12,264.85003662109375,463.0223083496094,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,1200
13,470.0583190917969,461.0,393.20001220703125,13,-3.3870933055877686,2.2065134048461914,210.39422607421875,551.7582397460938,188.91160583496094,175.39547729492188,-15.885873794555664,101.03315734863281,48.82249069213867,209.65719604492188,48.50552821159363,1688567844.4499433,0,283.20001220703125,-0.9547353982925415,-0.5616341233253479,91.7130355834961,-0.9189913868904114,187.4199676513672,13,221.72335815429688,581.1927490234375,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,1300
14,638.3665161132812,196.1999969482422,560.7999877929688,14,0.9168190956115723,2.2061338424682617,257.4744873046875,396.0908203125,180.8672637939453,180.83200073242188,-12.370963096618652,106.8379135131836,59.92098617553711,233.50697326660156,50.74609565734863,1688567846.6905107,0,421.3999938964844,-0.4369136393070221,-0.9678608179092407,200.32769775390625,-1.2197599411010742,217.93443298339844,14,267.3231201171875,740.4473266601562,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,1400
15,280.19757080078125,727.2000122070312,374.0,15,-2.2387986183166504,2.2038586139678955,221.14813232421875,864.3236694335938,167.19761657714844,108.69683837890625,-13.709425926208496,96.73043060302734,33.805973052978516,220.70556640625,52.98430776596069,1688567848.9287229,0,153.40000915527344,-1.942722201347351,-0.3411775827407837,139.06663513183594,-1.0616929531097412,127.1387710571289,15,222.35494995117188,540.135986328125,cgp,mu+lambda-ga,weighted-0.1-1-1-unhealthy_termination,walker2d,0,1500
