,training.top_k_forward_reward.top_1_forward_reward,training.top_k_forward_reward.top_2_forward_reward,training.top_k_healthy_reward.top_1_healthy_reward,training.top_k_reward.top_0_reward,training.top_k_reward.top_2_reward,training.generation,training.fitness_std,training.fitness_median,training.top_k_fit.top_0_fit,training.top_k_fit.top_2_fit,training.top_k_ctrl_reward.top_0_ctrl_reward,_step,training.fitness_3q,training.top_k_ctrl_reward.top_1_ctrl_reward,training.top_k_healthy_reward.top_0_healthy_reward,training.top_k_reward.top_1_reward,training.run_id,training.fitness_1q,training.fitness_mean,training.evaluation_time,training.top_k_fit.top_1_fit,training.top_k_ctrl_reward.top_2_ctrl_reward,_runtime,_timestamp,training.top_k_forward_reward.top_0_forward_reward,training.top_k_healthy_reward.top_2_healthy_reward,solver,ea,fitness,environment,seed,training.evaluation
0,29.4099178314209,-58.268001556396484,236.40000915527344,200.4066162109375,160.94444274902344,0,36.188934326171875,41.763160705566406,177.0164031982422,172.0593719482422,-0.15166933834552765,0,17.43735122680664,-0.3063811659812927,183.0,265.50360107421875,0,70.46128845214844,47.984256744384766,15.943704605102539,175.89756774902344,-0.1875617355108261,24.27889585494995,1688644873.9436598,17.55826187133789,219.40000915527344,lgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,0
1,-1.8160492181777954,-33.70075225830078,235.40000915527344,424.9609375,163.37635803222656,1,55.08989334106445,71.25529479980469,469.727783203125,166.03138732910156,-0.3746885359287262,1,38.56294631958008,-0.3532581329345703,311.8000183105469,233.230712890625,0,90.87855529785156,73.94560241699219,1.7043722867965698,177.83120727539062,-0.322919100522995,26.262622117996216,1688644875.927386,113.5356674194336,197.40000915527344,lgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,100
2,109.47200775146484,49.75509262084961,439.8000183105469,426.7713317871094,172.51988220214844,2,9958.3095703125,72.3203125,460.45050048828125,206.1556396484375,-0.6793114542961121,2,42.102996826171875,-1.3108803033828735,329.0,547.9613037109375,0,113.48175811767578,-918.297607421875,1.6983864307403564,420.1528015136719,-0.235209658741951,28.002317190170288,1688644877.667081,98.45062255859375,123.0,lgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,200
3,40.127925872802734,132.62240600585938,307.3999938964844,436.86138916015625,402.82275390625,3,9958.86328125,51.858795166015625,450.9909973144531,394.96661376953125,-0.7970215678215027,3,32.00154113769531,-0.49965038895606995,388.8000183105469,347.0281677246094,0,100.3775634765625,-914.8285522460938,1.6961817741394043,418.5006408691406,-0.7996243834495544,29.74254322052002,1688644879.4073071,48.85834503173828,271.0,lgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,300
4,8.841719627380371,90.13533782958984,999.0,820.0632934570312,834.5714721679688,4,9970.8232421875,107.14250946044922,1003.4166259765625,936.1976318359375,-1.3070241212844849,4,72.12914276123047,-2.1676697731018066,722.4000244140625,1005.673828125,0,206.59829711914062,-811.7589111328125,1.6957838535308838,1000.2977905273438,-1.5638664960861206,31.482426643371582,1688644881.1471906,98.9701919555664,746.0,lgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,400
5,7.103035926818848,-45.736812591552734,999.0,809.9035034179688,691.2520751953125,5,212.4425048828125,104.9738998413086,1012.6429443359375,992.5755004882812,-1.3709867000579834,5,67.57009887695312,-2.166407585144043,761.7999877929688,1003.9365234375,0,183.7504119873047,187.79026794433594,1.6959463357925415,999.8499145507812,-2.011040687561035,33.22206687927246,1688644882.8868308,49.474300384521484,739.0,lgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,500
6,141.16128540039062,88.38809967041016,497.20001220703125,942.1604614257812,658.3508911132812,6,9966.45703125,84.47039794921875,999.4895629882812,544.5245971679688,-1.9850012063980103,6,47.21186065673828,-0.8784846663475037,910.2000122070312,637.48291015625,0,134.950927734375,-850.7994384765625,1.6969903707504272,588.75341796875,-1.0371294021606445,34.964295864105225,1688644884.6290598,33.94532012939453,571.0,lgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,600
7,19.716245651245117,56.41890335083008,999.0,876.7068481445312,993.0247192382812,7,329.048828125,98.7264633178711,1017.2372436523438,1012.409423828125,-1.1222444772720337,7,60.079219818115234,-1.8550466299057007,797.4000244140625,1016.8614501953125,0,445.2527160644531,277.20166015625,1.6966007947921753,1014.4616088867188,-1.3942968845367432,36.70605802536011,1688644886.370822,80.42923736572266,938.0,lgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,700
8,51.5495719909668,54.3154182434082,896.4000244140625,1031.7607421875,915.7286987304688,8,9973.7568359375,83.04200744628906,1023.5115966796875,1010.494873046875,-1.8018606901168823,8,54.111900329589844,-1.1682668924331665,999.0,946.78125,0,129.8628387451172,-804.4340209960938,1.6955844163894653,1015.9461669921875,-1.186370611190796,38.4473876953125,1688644888.1121516,34.562740325927734,862.6000366210938,lgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,800
9,30.600309371948242,25.233495712280273,999.0,1037.2357177734375,1022.37353515625,9,304.6487731933594,81.75146484375,1020.7709350585938,1013.4751586914062,-1.4766173362731934,9,40.79949951171875,-1.8042067289352417,999.0,1027.796142578125,0,170.668701171875,209.29058837890625,1.693106770515442,1019.2132568359375,-1.8598442077636719,40.18579983711243,1688644889.8505638,39.71226119995117,999.0,lgp,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,900
