iteration,front_size,reward,simplicity,seed,environment,solver
0,2,359.5426,0.93333334,5,inverted_double_pendulum,lgp
0,2,273.3104,1.0,5,inverted_double_pendulum,lgp
1,3,359.5426,0.93333334,5,inverted_double_pendulum,lgp
1,3,718.6789,0.8666667,5,inverted_double_pendulum,lgp
1,3,283.16837,1.0,5,inverted_double_pendulum,lgp
2,3,359.5426,0.93333334,5,inverted_double_pendulum,lgp
2,3,718.6789,0.8666667,5,inverted_double_pendulum,lgp
2,3,292.4145,1.0,5,inverted_double_pendulum,lgp
3,3,359.5426,0.93333334,5,inverted_double_pendulum,lgp
3,3,718.6789,0.8666667,5,inverted_double_pendulum,lgp
3,3,292.4145,1.0,5,inverted_double_pendulum,lgp
4,3,359.5426,0.93333334,5,inverted_double_pendulum,lgp
4,3,718.6789,0.8666667,5,inverted_double_pendulum,lgp
4,3,311.5224,1.0,5,inverted_double_pendulum,lgp
5,3,359.5426,0.93333334,5,inverted_double_pendulum,lgp
5,3,718.6789,0.8666667,5,inverted_double_pendulum,lgp
5,3,311.5224,1.0,5,inverted_double_pendulum,lgp
6,2,359.5426,0.93333334,5,inverted_double_pendulum,lgp
6,2,311.5224,1.0,5,inverted_double_pendulum,lgp
7,2,311.5224,1.0,5,inverted_double_pendulum,lgp
7,2,376.525,0.93333334,5,inverted_double_pendulum,lgp
8,3,311.5224,1.0,5,inverted_double_pendulum,lgp
8,3,376.525,0.93333334,5,inverted_double_pendulum,lgp
8,3,767.41016,0.59999996,5,inverted_double_pendulum,lgp
9,3,311.5224,1.0,5,inverted_double_pendulum,lgp
9,3,376.525,0.93333334,5,inverted_double_pendulum,lgp
9,3,767.41016,0.59999996,5,inverted_double_pendulum,lgp
10,3,311.5224,1.0,5,inverted_double_pendulum,lgp
10,3,767.41016,0.59999996,5,inverted_double_pendulum,lgp
10,3,406.30466,0.93333334,5,inverted_double_pendulum,lgp
11,3,311.5224,1.0,5,inverted_double_pendulum,lgp
11,3,767.41016,0.59999996,5,inverted_double_pendulum,lgp
11,3,462.78082,0.93333334,5,inverted_double_pendulum,lgp
12,4,311.5224,1.0,5,inverted_double_pendulum,lgp
12,4,767.41016,0.59999996,5,inverted_double_pendulum,lgp
12,4,462.78082,0.93333334,5,inverted_double_pendulum,lgp
12,4,567.4125,0.73333335,5,inverted_double_pendulum,lgp
13,4,311.5224,1.0,5,inverted_double_pendulum,lgp
13,4,767.41016,0.59999996,5,inverted_double_pendulum,lgp
13,4,462.78082,0.93333334,5,inverted_double_pendulum,lgp
13,4,567.4125,0.73333335,5,inverted_double_pendulum,lgp
14,5,311.5224,1.0,5,inverted_double_pendulum,lgp
14,5,767.41016,0.59999996,5,inverted_double_pendulum,lgp
14,5,462.78082,0.93333334,5,inverted_double_pendulum,lgp
14,5,567.4125,0.73333335,5,inverted_double_pendulum,lgp
14,5,567.3378,0.8666667,5,inverted_double_pendulum,lgp
15,4,767.41016,0.59999996,5,inverted_double_pendulum,lgp
15,4,462.78082,0.93333334,5,inverted_double_pendulum,lgp
15,4,700.5259,0.8666667,5,inverted_double_pendulum,lgp
15,4,311.77753,1.0,5,inverted_double_pendulum,lgp
16,4,767.41016,0.59999996,5,inverted_double_pendulum,lgp
16,4,462.78082,0.93333334,5,inverted_double_pendulum,lgp
16,4,700.5259,0.8666667,5,inverted_double_pendulum,lgp
16,4,311.77753,1.0,5,inverted_double_pendulum,lgp
17,4,767.41016,0.59999996,5,inverted_double_pendulum,lgp
17,4,700.5259,0.8666667,5,inverted_double_pendulum,lgp
17,4,311.77753,1.0,5,inverted_double_pendulum,lgp
17,4,681.2217,0.93333334,5,inverted_double_pendulum,lgp
18,4,767.41016,0.59999996,5,inverted_double_pendulum,lgp
18,4,700.5259,0.8666667,5,inverted_double_pendulum,lgp
18,4,311.77753,1.0,5,inverted_double_pendulum,lgp
18,4,681.2217,0.93333334,5,inverted_double_pendulum,lgp
19,4,767.41016,0.59999996,5,inverted_double_pendulum,lgp
19,4,700.5259,0.8666667,5,inverted_double_pendulum,lgp
19,4,311.77753,1.0,5,inverted_double_pendulum,lgp
19,4,681.2217,0.93333334,5,inverted_double_pendulum,lgp
20,3,700.5259,0.8666667,5,inverted_double_pendulum,lgp
20,3,311.77753,1.0,5,inverted_double_pendulum,lgp
20,3,681.2217,0.93333334,5,inverted_double_pendulum,lgp
21,3,700.5259,0.8666667,5,inverted_double_pendulum,lgp
21,3,311.77753,1.0,5,inverted_double_pendulum,lgp
21,3,681.2217,0.93333334,5,inverted_double_pendulum,lgp
22,3,700.5259,0.8666667,5,inverted_double_pendulum,lgp
22,3,311.77753,1.0,5,inverted_double_pendulum,lgp
22,3,681.2217,0.93333334,5,inverted_double_pendulum,lgp
23,4,700.5259,0.8666667,5,inverted_double_pendulum,lgp
23,4,311.77753,1.0,5,inverted_double_pendulum,lgp
23,4,681.2217,0.93333334,5,inverted_double_pendulum,lgp
23,4,880.63275,0.79999995,5,inverted_double_pendulum,lgp
24,4,700.5259,0.8666667,5,inverted_double_pendulum,lgp
24,4,311.77753,1.0,5,inverted_double_pendulum,lgp
24,4,681.2217,0.93333334,5,inverted_double_pendulum,lgp
24,4,880.63275,0.79999995,5,inverted_double_pendulum,lgp
25,4,311.5224,1.0,5,inverted_double_pendulum,lgp
25,4,700.5259,0.8666667,5,inverted_double_pendulum,lgp
25,4,681.2217,0.93333334,5,inverted_double_pendulum,lgp
25,4,880.63275,0.79999995,5,inverted_double_pendulum,lgp
26,3,311.20938,1.0,5,inverted_double_pendulum,lgp
26,3,771.66113,0.93333334,5,inverted_double_pendulum,lgp
26,3,975.19403,0.8666667,5,inverted_double_pendulum,lgp
27,3,311.20938,1.0,5,inverted_double_pendulum,lgp
27,3,771.66113,0.93333334,5,inverted_double_pendulum,lgp
27,3,975.19403,0.8666667,5,inverted_double_pendulum,lgp
28,3,311.05783,1.0,5,inverted_double_pendulum,lgp
28,3,771.66113,0.93333334,5,inverted_double_pendulum,lgp
28,3,975.19403,0.8666667,5,inverted_double_pendulum,lgp
29,3,311.05783,1.0,5,inverted_double_pendulum,lgp
29,3,975.19403,0.8666667,5,inverted_double_pendulum,lgp
29,3,785.98755,0.93333334,5,inverted_double_pendulum,lgp
30,3,311.05783,1.0,5,inverted_double_pendulum,lgp
30,3,975.19403,0.8666667,5,inverted_double_pendulum,lgp
30,3,785.98755,0.93333334,5,inverted_double_pendulum,lgp
31,3,311.05783,1.0,5,inverted_double_pendulum,lgp
31,3,975.19403,0.8666667,5,inverted_double_pendulum,lgp
31,3,785.98755,0.93333334,5,inverted_double_pendulum,lgp
32,3,311.05783,1.0,5,inverted_double_pendulum,lgp
32,3,975.19403,0.8666667,5,inverted_double_pendulum,lgp
32,3,785.98755,0.93333334,5,inverted_double_pendulum,lgp
33,3,311.05783,1.0,5,inverted_double_pendulum,lgp
33,3,975.19403,0.8666667,5,inverted_double_pendulum,lgp
33,3,785.98755,0.93333334,5,inverted_double_pendulum,lgp
34,3,311.05783,1.0,5,inverted_double_pendulum,lgp
34,3,975.19403,0.8666667,5,inverted_double_pendulum,lgp
34,3,785.98755,0.93333334,5,inverted_double_pendulum,lgp
35,3,311.05783,1.0,5,inverted_double_pendulum,lgp
35,3,975.19403,0.8666667,5,inverted_double_pendulum,lgp
35,3,852.32544,0.93333334,5,inverted_double_pendulum,lgp
36,3,975.19403,0.8666667,5,inverted_double_pendulum,lgp
36,3,852.32544,0.93333334,5,inverted_double_pendulum,lgp
36,3,330.15637,1.0,5,inverted_double_pendulum,lgp
37,2,852.32544,0.93333334,5,inverted_double_pendulum,lgp
37,2,330.15637,1.0,5,inverted_double_pendulum,lgp
38,2,852.32544,0.93333334,5,inverted_double_pendulum,lgp
38,2,330.15637,1.0,5,inverted_double_pendulum,lgp
39,2,822.90247,0.93333334,5,inverted_double_pendulum,lgp
39,2,330.15637,1.0,5,inverted_double_pendulum,lgp
40,2,330.15637,1.0,5,inverted_double_pendulum,lgp
40,2,814.6638,0.93333334,5,inverted_double_pendulum,lgp
41,2,330.15637,1.0,5,inverted_double_pendulum,lgp
41,2,814.6638,0.93333334,5,inverted_double_pendulum,lgp
42,2,810.69305,0.93333334,5,inverted_double_pendulum,lgp
42,2,330.15637,1.0,5,inverted_double_pendulum,lgp
43,3,810.69305,0.93333334,5,inverted_double_pendulum,lgp
43,3,330.15637,1.0,5,inverted_double_pendulum,lgp
43,3,851.8893,0.8666667,5,inverted_double_pendulum,lgp
44,3,810.69305,0.93333334,5,inverted_double_pendulum,lgp
44,3,330.15637,1.0,5,inverted_double_pendulum,lgp
44,3,851.8893,0.8666667,5,inverted_double_pendulum,lgp
45,4,810.69305,0.93333334,5,inverted_double_pendulum,lgp
45,4,330.15637,1.0,5,inverted_double_pendulum,lgp
45,4,851.8893,0.8666667,5,inverted_double_pendulum,lgp
45,4,861.898,0.79999995,5,inverted_double_pendulum,lgp
46,5,330.15637,1.0,5,inverted_double_pendulum,lgp
46,5,851.8893,0.8666667,5,inverted_double_pendulum,lgp
46,5,861.898,0.79999995,5,inverted_double_pendulum,lgp
46,5,890.1572,0.5333333,5,inverted_double_pendulum,lgp
46,5,824.0056,0.93333334,5,inverted_double_pendulum,lgp
47,5,330.15637,1.0,5,inverted_double_pendulum,lgp
47,5,861.898,0.79999995,5,inverted_double_pendulum,lgp
47,5,890.1572,0.5333333,5,inverted_double_pendulum,lgp
47,5,824.0056,0.93333334,5,inverted_double_pendulum,lgp
47,5,861.54974,0.8666667,5,inverted_double_pendulum,lgp
48,5,330.15637,1.0,5,inverted_double_pendulum,lgp
48,5,861.898,0.79999995,5,inverted_double_pendulum,lgp
48,5,890.1572,0.5333333,5,inverted_double_pendulum,lgp
48,5,824.0056,0.93333334,5,inverted_double_pendulum,lgp
48,5,861.54974,0.8666667,5,inverted_double_pendulum,lgp
49,5,330.15637,1.0,5,inverted_double_pendulum,lgp
49,5,861.898,0.79999995,5,inverted_double_pendulum,lgp
49,5,890.1572,0.5333333,5,inverted_double_pendulum,lgp
