,training.fitness_3q,training.generation,training.fitness_mean,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,_timestamp,training.fitness_std,training.fitness_median,training.evaluation_time,training.run_id,_runtime,training.fitness_1q,training.top_k_fit.top_0_fit,_step,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
11,59.405540466308594,11,165.9047088623047,445.8092041015625,423.805419921875,1687244669.4470625,149.49356079101562,108.48248291015625,1.4121763706207275,7,32.68506455421448,236.2201690673828,994.9461669921875,11,lgp,mu+lambda,reward,hopper,7,1100,994.9461669921875,445.8092041015625,423.805419921875
12,59.446754455566406,12,191.0225372314453,962.8651733398438,429.4456787109375,1687244670.8818913,175.05381774902344,127.08729553222656,1.4178080558776855,7,34.119893312454224,309.0263671875,998.3811645507812,12,lgp,mu+lambda,reward,hopper,7,1200,998.3811645507812,962.8651733398438,429.4456787109375
13,84.63099670410156,13,225.45050048828125,987.7244873046875,449.68634033203125,1687244672.3147569,178.23008728027344,190.5999755859375,1.4152380228042603,7,35.55275893211365,370.4988098144531,991.2018432617188,13,lgp,mu+lambda,reward,hopper,7,1300,991.2018432617188,987.7244873046875,449.68634033203125
14,71.5263671875,14,214.71131896972656,996.8092041015625,993.6394653320312,1687244673.74703,192.5431671142578,179.88543701171875,1.414140224456787,7,36.985032081604004,318.98138427734375,1008.699951171875,14,lgp,mu+lambda,reward,hopper,7,1400,1008.699951171875,996.8092041015625,993.6394653320312
15,71.07856750488281,15,226.61851501464844,999.4357299804688,994.5784301757812,1687244675.181486,210.04981994628906,160.03900146484375,1.4164644479751587,7,38.419487953186035,354.2442626953125,1005.5553588867188,15,lgp,mu+lambda,reward,hopper,7,1500,1005.5553588867188,999.4357299804688,994.5784301757812
16,70.75952911376953,16,224.1328887939453,1000.9951171875,997.674072265625,1687244676.6152322,223.7855987548828,145.644287109375,1.408207654953003,7,39.85323429107666,366.50738525390625,1003.9607543945312,16,lgp,mu+lambda,reward,hopper,7,1600,1003.9607543945312,1000.9951171875,997.674072265625
17,62.246883392333984,17,255.50099182128906,1004.712890625,1002.1962280273438,1687244678.0564175,282.6301574707031,129.68115234375,1.4031238555908203,7,41.29441952705383,383.628173828125,1008.7245483398438,17,lgp,mu+lambda,reward,hopper,7,1700,1008.7245483398438,1004.712890625,1002.1962280273438
18,47.26871109008789,18,250.88079833984375,1005.0970458984375,1001.5894165039062,1687244679.4903114,301.8890075683594,114.24430847167969,1.4082696437835693,7,42.72831344604492,361.25970458984375,1010.8928833007812,18,lgp,mu+lambda,reward,hopper,7,1800,1010.8928833007812,1005.0970458984375,1001.5894165039062
19,49.2406005859375,19,320.22265625,1008.6723022460938,1008.1137084960938,1687244680.9246492,367.98187255859375,137.625244140625,1.409827470779419,7,44.1626513004303,411.3585205078125,1009.8685913085938,19,lgp,mu+lambda,reward,hopper,7,1900,1009.8685913085938,1008.6723022460938,1008.1137084960938
20,63.10342025756836,20,323.9839782714844,1008.7540893554688,1007.7958984375,1687244682.357464,385.4455261230469,125.03082275390625,1.4134619235992432,7,45.59546613693237,381.13018798828125,1010.9933471679688,20,lgp,mu+lambda,reward,hopper,7,2000,1010.9933471679688,1008.7540893554688,1007.7958984375
21,51.336143493652344,21,313.8197326660156,1008.5285034179688,1008.0143432617188,1687244683.8186975,394.780029296875,115.13655853271484,1.4118205308914185,7,47.05669951438904,360.0257568359375,1011.346923828125,21,lgp,mu+lambda,reward,hopper,7,2100,1011.346923828125,1008.5285034179688,1008.0143432617188
22,32.56898498535156,22,-649.4749145507812,1008.0833740234375,1006.5279541015625,1687244685.2511008,9994.2080078125,91.02783203125,1.413987636566162,7,48.489102840423584,990.4456787109375,1009.2254638671875,22,lgp,mu+lambda,reward,hopper,7,2200,1009.2254638671875,1008.0833740234375,1006.5279541015625
23,67.86343383789062,23,390.8656311035156,1010.6885375976562,1007.5055541992188,1687244686.6808474,406.54339599609375,195.47772216796875,1.4116206169128418,7,49.9188494682312,997.6949462890625,1011.918212890625,23,lgp,mu+lambda,reward,hopper,7,2300,1011.918212890625,1010.6885375976562,1007.5055541992188
24,56.832908630371094,24,381.77655029296875,1010.7843017578125,1008.322265625,1687244688.1353538,418.8349609375,144.66293334960938,1.4162299633026123,7,51.373355865478516,995.6852416992188,1010.8031005859375,24,lgp,mu+lambda,reward,hopper,7,2400,1010.8031005859375,1010.7843017578125,1008.322265625
25,47.704933166503906,25,321.5969543457031,1009.6591796875,1008.4122314453125,1687244689.5671296,406.3100891113281,102.63041687011719,1.4131673574447632,7,52.805131673812866,935.0140380859375,1013.11669921875,25,lgp,mu+lambda,reward,hopper,7,2500,1013.11669921875,1009.6591796875,1008.4122314453125
26,51.2762565612793,26,387.40484619140625,1010.9468383789062,1009.8391723632812,1687244690.9995034,427.5547180175781,123.98042297363281,1.413959264755249,7,54.2375054359436,998.76220703125,1014.4968872070312,26,lgp,mu+lambda,reward,hopper,7,2600,1014.4968872070312,1010.9468383789062,1009.8391723632812
27,42.30010223388672,27,327.2867431640625,1011.0474243164062,1011.0090942382812,1687244692.429666,412.60198974609375,89.68287658691406,1.4119069576263428,7,55.66766810417175,987.0382080078125,1012.346923828125,27,lgp,mu+lambda,reward,hopper,7,2700,1012.346923828125,1011.0474243164062,1011.0090942382812
28,55.30044174194336,28,-638.7791748046875,1009.783935546875,1009.776611328125,1687244693.861471,9994.4423828125,131.5491943359375,1.412796139717102,7,57.099472999572754,995.9815673828125,1010.8606567382812,28,lgp,mu+lambda,reward,hopper,7,2800,1010.8606567382812,1009.783935546875,1009.776611328125
29,31.524398803710938,29,335.3732604980469,1007.628173828125,1005.3283081054688,1687244695.2934701,403.5400695800781,105.43952941894531,1.4136979579925537,7,58.53147220611572,882.2677612304688,1008.465087890625,29,lgp,mu+lambda,reward,hopper,7,2900,1008.465087890625,1007.628173828125,1005.3283081054688
30,64.20067596435547,30,343.54388427734375,1007.3305053710938,1006.2360229492188,1687244696.7247643,389.4481506347656,150.79718017578125,1.414372205734253,7,59.96276640892029,573.1795654296875,1007.5010986328125,30,lgp,mu+lambda,reward,hopper,7,3000,1007.5010986328125,1007.3305053710938,1006.2360229492188
31,36.216163635253906,31,327.9037780761719,1009.4327392578125,1008.676025390625,1687244698.157109,397.8574523925781,102.72218322753906,1.41559636592865,7,61.395111083984375,478.5081787109375,1011.2847290039062,31,lgp,mu+lambda,reward,hopper,7,3100,1011.2847290039062,1009.4327392578125,1008.676025390625
32,50.764408111572266,32,349.7615966796875,1009.764404296875,1008.798828125,1687244699.5871608,422.08050537109375,99.31947326660156,1.4147640466690063,7,62.82516288757324,999.7037963867188,1012.5010375976562,32,lgp,mu+lambda,reward,hopper,7,3200,1012.5010375976562,1009.764404296875,1008.798828125
33,69.55050659179688,33,379.8318786621094,1013.4431762695312,1011.3575439453125,1687244701.017586,411.72442626953125,125.42544555664062,1.4145028591156006,7,64.25558805465698,997.8260498046875,1014.2763061523438,33,lgp,mu+lambda,reward,hopper,7,3300,1014.2763061523438,1013.4431762695312,1011.3575439453125
34,48.949012756347656,34,361.7345886230469,1009.9266967773438,1009.842041015625,1687244702.448601,417.19366455078125,113.00053405761719,1.4152487516403198,7,65.68660306930542,997.3002319335938,1010.6668090820312,34,lgp,mu+lambda,reward,hopper,7,3400,1010.6668090820312,1009.9266967773438,1009.842041015625
35,48.44281768798828,35,347.57379150390625,1011.0169067382812,1010.5105590820312,1687244703.8789985,414.1671142578125,104.98936462402344,1.4139511585235596,7,67.11700057983398,996.5634765625,1013.68212890625,35,lgp,mu+lambda,reward,hopper,7,3500,1013.68212890625,1011.0169067382812,1010.5105590820312
36,64.04728698730469,36,401.2317810058594,1012.2355346679688,1009.1563110351562,1687244705.3099773,420.3896484375,188.17291259765625,1.414573073387146,7,68.5479793548584,1002.0100708007812,1014.235595703125,36,lgp,mu+lambda,reward,hopper,7,3600,1014.235595703125,1012.2355346679688,1009.1563110351562
37,53.435646057128906,37,409.5727233886719,1011.5528564453125,1011.29931640625,1687244706.7405179,433.88433837890625,156.66639709472656,1.4135783910751343,7,69.97851991653442,1002.09619140625,1021.8243408203125,37,lgp,mu+lambda,reward,hopper,7,3700,1021.8243408203125,1011.5528564453125,1011.29931640625
38,66.82622528076172,38,394.2149963378906,1012.384033203125,1011.6306762695312,1687244708.17118,423.1560363769531,147.98355102539062,1.414469838142395,7,71.40918207168579,1004.1676635742188,1012.8106079101562,38,lgp,mu+lambda,reward,hopper,7,3800,1012.8106079101562,1012.384033203125,1011.6306762695312
39,63.9927978515625,39,401.8919372558594,1012.888427734375,1012.7413940429688,1687244709.6012852,431.5073547363281,133.27529907226562,1.4139134883880615,7,72.83928728103638,1004.0691528320312,1015.25048828125,39,lgp,mu+lambda,reward,hopper,7,3900,1015.25048828125,1012.888427734375,1012.7413940429688
40,55.804073333740234,40,384.5987548828125,1014.6991577148438,1013.5909423828125,1687244711.0329742,428.49951171875,115.91729736328125,1.4161735773086548,7,74.27097630500793,1002.0519409179688,1015.5750122070312,40,lgp,mu+lambda,reward,hopper,7,4000,1015.5750122070312,1014.6991577148438,1013.5909423828125
41,58.12744903564453,41,381.9718322753906,1014.0611572265625,1012.4957275390625,1687244712.4647431,412.5919189453125,149.16366577148438,1.4141169786453247,7,75.70274519920349,1000.6083984375,1017.1333618164062,41,lgp,mu+lambda,reward,hopper,7,4100,1017.1333618164062,1014.0611572265625,1012.4957275390625
42,47.68729782104492,42,441.9541320800781,1015.1605834960938,1013.4295043945312,1687244713.8957927,450.365478515625,144.8062744140625,1.4138548374176025,7,77.1337947845459,1005.3275756835938,1015.365966796875,42,lgp,mu+lambda,reward,hopper,7,4200,1015.365966796875,1015.1605834960938,1013.4295043945312
43,56.006160736083984,43,416.75311279296875,1016.3032836914062,1015.6940307617188,1687244715.328217,429.6620788574219,146.95501708984375,1.4170501232147217,7,78.5662190914154,1005.610107421875,1018.916748046875,43,lgp,mu+lambda,reward,hopper,7,4300,1018.916748046875,1016.3032836914062,1015.6940307617188
44,63.495445251464844,44,441.45538330078125,1019.4815063476562,1019.1515502929688,1687244716.7572649,440.1918640136719,143.61541748046875,1.4130758047103882,7,79.99526691436768,1003.1700439453125,1019.7295532226562,44,lgp,mu+lambda,reward,hopper,7,4400,1019.7295532226562,1019.4815063476562,1019.1515502929688
45,74.82119750976562,45,416.5126037597656,1016.715576171875,1016.613525390625,1687244718.1873791,430.23626708984375,177.8134765625,1.4144837856292725,7,81.42538118362427,1004.5032348632812,1017.5053100585938,45,lgp,mu+lambda,reward,hopper,7,4500,1017.5053100585938,1016.715576171875,1016.613525390625
46,62.97883605957031,46,470.0793762207031,1015.3482666015625,1015.3310546875,1687244719.6180217,450.3287048339844,202.59078979492188,1.414422869682312,7,82.85602378845215,1006.1741943359375,1018.6746215820312,46,lgp,mu+lambda,reward,hopper,7,4600,1018.6746215820312,1015.3482666015625,1015.3310546875
47,69.32987213134766,47,475.8673400878906,1020.6183471679688,1018.3682250976562,1687244721.0481174,443.3313293457031,244.16856384277344,1.4143800735473633,7,84.28611946105957,1007.3282470703125,1084.9217529296875,47,lgp,mu+lambda,reward,hopper,7,4700,1084.9217529296875,1020.6183471679688,1018.3682250976562
48,58.15686798095703,48,418.4901123046875,1025.4100341796875,1020.573486328125,1687244722.477339,430.35760498046875,150.29910278320312,1.4121596813201904,7,85.715341091156,1002.8682250976562,1026.1116943359375,48,lgp,mu+lambda,reward,hopper,7,4800,1026.1116943359375,1025.4100341796875,1020.573486328125
49,55.86231231689453,49,360.9053955078125,1020.810302734375,1015.2023315429688,1687244723.9090486,404.5576477050781,137.2941131591797,1.4139795303344727,7,87.14705061912537,1000.6296997070312,1024.522216796875,49,lgp,mu+lambda,reward,hopper,7,4900,1024.522216796875,1020.810302734375,1015.2023315429688
50,62.4033317565918,50,384.8252258300781,1015.9554443359375,1015.8217163085938,1687244725.3395865,415.54681396484375,129.05191040039062,1.4144248962402344,7,88.57758855819702,1000.2874755859375,1017.2347412109375,50,lgp,mu+lambda,reward,hopper,7,5000,1017.2347412109375,1015.9554443359375,1015.8217163085938
51,59.24859619140625,51,425.78271484375,1018.8521118164062,1018.5670166015625,1687244726.7699935,443.45123291015625,127.32364654541016,1.4135355949401855,7,90.00799560546875,1006.761474609375,1019.2091674804688,51,lgp,mu+lambda,reward,hopper,7,5100,1019.2091674804688,1018.8521118164062,1018.5670166015625
52,55.093055725097656,52,360.5755310058594,1021.2474365234375,1019.310791015625,1687244728.2019627,401.76214599609375,159.2798614501953,1.4141188859939575,7,91.43996477127075,987.6829833984375,1021.5430297851562,52,lgp,mu+lambda,reward,hopper,7,5200,1021.5430297851562,1021.2474365234375,1019.310791015625
53,78.93390655517578,53,444.9010925292969,1017.780029296875,1017.460693359375,1687244729.6322951,425.365966796875,217.22457885742188,1.4136722087860107,7,92.87029719352722,1004.442138671875,1018.7564086914062,53,lgp,mu+lambda,reward,hopper,7,5300,1018.7564086914062,1017.780029296875,1017.460693359375
54,61.197017669677734,54,419.2389831542969,1022.2807006835938,1018.8203735351562,1687244731.0633447,426.0931396484375,171.55355834960938,1.4139385223388672,7,94.30134677886963,1005.3875122070312,1022.7835693359375,54,lgp,mu+lambda,reward,hopper,7,5400,1022.7835693359375,1022.2807006835938,1018.8203735351562
55,57.535888671875,55,411.25225830078125,1015.630615234375,1015.1788330078125,1687244732.4943278,430.53314208984375,173.86004638671875,1.4135358333587646,7,95.73232984542847,1003.223388671875,1021.7376098632812,55,lgp,mu+lambda,reward,hopper,7,5500,1021.7376098632812,1015.630615234375,1015.1788330078125
56,58.77458572387695,56,411.8014831542969,1020.2635498046875,1020.032470703125,1687244733.925802,425.6860656738281,196.1483154296875,1.4143661260604858,7,97.16380405426025,1001.562744140625,1021.9830322265625,56,lgp,mu+lambda,reward,hopper,7,5600,1021.9830322265625,1020.2635498046875,1020.032470703125
57,69.79701232910156,57,424.9156494140625,1020.1950073242188,1016.0247802734375,1687244735.3561394,425.4080810546875,147.10888671875,1.4127285480499268,7,98.59414148330688,1002.3438110351562,1021.6810302734375,57,lgp,mu+lambda,reward,hopper,7,5700,1021.6810302734375,1020.1950073242188,1016.0247802734375
58,65.62913513183594,58,432.0039367675781,1017.9417724609375,1015.5350341796875,1687244736.7868044,431.5839538574219,180.223388671875,1.4135855436325073,7,100.0248064994812,1001.9418334960938,1018.693359375,58,lgp,mu+lambda,reward,hopper,7,5800,1018.693359375,1017.9417724609375,1015.5350341796875
59,61.017547607421875,59,439.43896484375,1022.2579345703125,1021.2296752929688,1687244738.2168005,447.0727233886719,159.56451416015625,1.412954330444336,7,101.45480251312256,1007.6787109375,1023.4194946289062,59,lgp,mu+lambda,reward,hopper,7,5900,1023.4194946289062,1022.2579345703125,1021.2296752929688
60,53.08223342895508,60,363.0982360839844,1020.2119140625,1018.2023315429688,1687244739.647999,418.5149841308594,116.30213928222656,1.4142404794692993,7,102.8860011100769,997.07373046875,1020.7006225585938,60,lgp,mu+lambda,reward,hopper,7,6000,1020.7006225585938,1020.2119140625,1018.2023315429688
61,55.35721969604492,61,366.9351501464844,1020.655517578125,1019.9295654296875,1687244741.0808601,417.1190185546875,128.099609375,1.415959119796753,7,104.31886219978333,1001.91259765625,1023.7230224609375,61,lgp,mu+lambda,reward,hopper,7,6100,1023.7230224609375,1020.655517578125,1019.9295654296875
62,47.31439971923828,62,419.64300537109375,1016.9685668945312,1015.9692993164062,1687244742.5136876,430.3173522949219,190.63912963867188,1.4153047800064087,7,105.75168967247009,1001.06787109375,1018.8057861328125,62,lgp,mu+lambda,reward,hopper,7,6200,1018.8057861328125,1016.9685668945312,1015.9692993164062
63,62.40825653076172,63,400.6968688964844,1017.6298828125,1014.764892578125,1687244743.9447556,429.554443359375,125.76730346679688,1.4141943454742432,7,107.18275761604309,1002.3682861328125,1017.9624633789062,63,lgp,mu+lambda,reward,hopper,7,6300,1017.9624633789062,1017.6298828125,1014.764892578125
64,67.75900268554688,64,369.64788818359375,1018.2803955078125,1017.2794189453125,1687244745.3753347,402.352294921875,166.3746337890625,1.4145758152008057,7,108.61333680152893,996.422119140625,1021.0711059570312,64,lgp,mu+lambda,reward,hopper,7,6400,1021.0711059570312,1018.2803955078125,1017.2794189453125
65,66.57478332519531,65,361.2493591308594,1016.7374267578125,1015.9176635742188,1687244746.8047807,402.05609130859375,144.1072540283203,1.4123873710632324,7,110.0427827835083,999.0031127929688,1017.1898193359375,65,lgp,mu+lambda,reward,hopper,7,6500,1017.1898193359375,1016.7374267578125,1015.9176635742188
66,65.77288055419922,66,375.6770935058594,1017.88720703125,1017.25341796875,1687244748.234756,413.1993103027344,133.93832397460938,1.413209080696106,7,111.47275805473328,1004.61376953125,1020.0537109375,66,lgp,mu+lambda,reward,hopper,7,6600,1020.0537109375,1017.88720703125,1017.25341796875
67,71.56290435791016,67,452.1484375,1022.1956787109375,1020.5901489257812,1687244749.6791697,434.764892578125,216.4677734375,1.4056122303009033,7,112.91717171669006,1005.7677001953125,1028.1846923828125,67,lgp,mu+lambda,reward,hopper,7,6700,1028.1846923828125,1022.1956787109375,1020.5901489257812
68,73.27850341796875,68,450.2685852050781,1022.5696411132812,1021.0454711914062,1687244751.1114094,421.6350402832031,252.74249267578125,1.4156242609024048,7,114.34941148757935,1004.5253295898438,1023.0946044921875,68,lgp,mu+lambda,reward,hopper,7,6800,1023.0946044921875,1022.5696411132812,1021.0454711914062
69,73.615234375,69,402.5621032714844,1018.6583862304688,1018.0228271484375,1687244752.542115,407.1401062011719,206.1148681640625,1.4125127792358398,7,115.78011703491211,1003.923095703125,1026.7725830078125,69,lgp,mu+lambda,reward,hopper,7,6900,1026.7725830078125,1018.6583862304688,1018.0228271484375
70,64.41069793701172,70,409.2366027832031,1026.464111328125,1023.5097045898438,1687244753.972403,431.4052734375,160.44091796875,1.4129271507263184,7,117.21040511131287,1007.3213500976562,1041.08984375,70,lgp,mu+lambda,reward,hopper,7,7000,1041.08984375,1026.464111328125,1023.5097045898438
71,77.42909240722656,71,373.77874755859375,1022.9918823242188,1019.8388061523438,1687244755.403491,398.95379638671875,160.54193115234375,1.412926435470581,7,118.64149308204651,996.0891723632812,1035.1954345703125,71,lgp,mu+lambda,reward,hopper,7,7100,1035.1954345703125,1022.9918823242188,1019.8388061523438
72,80.01675415039062,72,403.63983154296875,1020.3701782226562,1020.182861328125,1687244756.8342795,407.3401794433594,198.6256103515625,1.413073182106018,7,120.0722815990448,999.5398559570312,1056.1695556640625,72,lgp,mu+lambda,reward,hopper,7,7200,1056.1695556640625,1020.3701782226562,1020.182861328125
73,70.3880615234375,73,453.7458190917969,1031.9925537109375,1019.5296630859375,1687244758.2637286,439.79217529296875,175.59832763671875,1.4120502471923828,7,121.5017306804657,1006.5194091796875,1051.71875,73,lgp,mu+lambda,reward,hopper,7,7300,1051.71875,1031.9925537109375,1019.5296630859375
74,58.919273376464844,74,356.4548034667969,1021.7977905273438,1021.7055053710938,1687244759.6944704,408.9073791503906,118.57807922363281,1.413982629776001,7,122.93247246742249,961.734619140625,1030.0018310546875,74,lgp,mu+lambda,reward,hopper,7,7400,1030.0018310546875,1021.7977905273438,1021.7055053710938
75,61.09878921508789,75,343.6349792480469,1022.51904296875,1022.3485107421875,1687244761.1247413,396.39935302734375,103.83184814453125,1.412670612335205,7,124.36274337768555,532.03076171875,1032.11767578125,75,lgp,mu+lambda,reward,hopper,7,7500,1032.11767578125,1022.51904296875,1022.3485107421875
76,62.46500778198242,76,402.3465576171875,1020.24169921875,1019.8485107421875,1687244762.555566,424.1883850097656,152.21102905273438,1.4128117561340332,7,125.79356813430786,1004.2767333984375,1034.2906494140625,76,lgp,mu+lambda,reward,hopper,7,7600,1034.2906494140625,1020.24169921875,1019.8485107421875
77,78.91108703613281,77,419.8624572753906,1024.674560546875,1023.2523803710938,1687244763.9862,420.7935485839844,194.66094970703125,1.4128715991973877,7,127.2242021560669,1005.0953369140625,1032.94775390625,77,lgp,mu+lambda,reward,hopper,7,7700,1032.94775390625,1024.674560546875,1023.2523803710938
78,63.468055725097656,78,403.2908630371094,1024.510009765625,1021.5113525390625,1687244765.417596,420.9667053222656,170.35549926757812,1.413456916809082,7,128.65559816360474,996.60107421875,1036.2362060546875,78,lgp,mu+lambda,reward,hopper,7,7800,1036.2362060546875,1024.510009765625,1021.5113525390625
79,61.1077995300293,79,389.5160827636719,1022.7455444335938,1022.2453002929688,1687244766.8489633,414.94268798828125,137.2728729248047,1.4133429527282715,7,130.0869653224945,1002.6390380859375,1027.7080078125,79,lgp,mu+lambda,reward,hopper,7,7900,1027.7080078125,1022.7455444335938,1022.2453002929688
80,67.12393188476562,80,421.919677734375,1021.7813720703125,1020.8832397460938,1687244768.2812588,425.5467224121094,217.82955932617188,1.4140156507492065,7,131.5192608833313,1007.4525146484375,1029.8143310546875,80,lgp,mu+lambda,reward,hopper,7,8000,1029.8143310546875,1021.7813720703125,1020.8832397460938
81,48.83856964111328,81,395.41162109375,1022.5775146484375,1022.2666625976562,1687244769.7127318,437.0986633300781,100.40315246582031,1.4134939908981323,7,132.9507339000702,1003.4215087890625,1033.75341796875,81,lgp,mu+lambda,reward,hopper,7,8100,1033.75341796875,1022.5775146484375,1022.2666625976562
82,64.3469467163086,82,420.4034423828125,1022.5314331054688,1022.3837890625,1687244771.1439228,432.77362060546875,162.50892639160156,1.4138678312301636,7,134.38192486763,1008.247314453125,1031.814697265625,82,lgp,mu+lambda,reward,hopper,7,8200,1031.814697265625,1022.5314331054688,1022.3837890625
83,70.5551986694336,83,392.8697509765625,1023.8916015625,1023.3639526367188,1687244772.57549,414.7867736816406,156.81935119628906,1.4143916368484497,7,135.81349205970764,1007.855712890625,1034.5093994140625,83,lgp,mu+lambda,reward,hopper,7,8300,1034.5093994140625,1023.8916015625,1023.3639526367188
84,59.621299743652344,84,353.2748107910156,1031.55322265625,1031.4847412109375,1687244774.0083816,400.7209777832031,123.94995880126953,1.4147502183914185,7,137.2463836669922,837.627197265625,1035.255615234375,84,lgp,mu+lambda,reward,hopper,7,8400,1035.255615234375,1031.55322265625,1031.4847412109375
85,48.97737121582031,85,340.8708801269531,1031.7205810546875,1028.9532470703125,1687244775.5215838,400.7148742675781,121.9137191772461,1.4991130828857422,7,138.75958585739136,695.6845703125,1033.6290283203125,85,lgp,mu+lambda,reward,hopper,7,8500,1033.6290283203125,1031.7205810546875,1028.9532470703125
86,59.41852569580078,86,396.05133056640625,1033.8773193359375,1033.1868896484375,1687244776.9872127,421.0262451171875,151.87115478515625,1.4505031108856201,7,140.22521471977234,1007.527099609375,1035.335205078125,86,lgp,mu+lambda,reward,hopper,7,8600,1035.335205078125,1033.8773193359375,1033.1868896484375
87,65.93968200683594,87,447.40472412109375,1034.3287353515625,1033.0994873046875,1687244778.4475715,439.9737243652344,189.13955688476562,1.4398928880691528,7,141.68557357788086,1014.3192138671875,1035.59033203125,87,lgp,mu+lambda,reward,hopper,7,8700,1035.59033203125,1034.3287353515625,1033.0994873046875
88,55.942901611328125,88,372.2424011230469,1036.0556640625,1035.2362060546875,1687244779.8808596,419.6582336425781,109.28532409667969,1.4147573709487915,7,143.11886167526245,999.4231567382812,1038.43994140625,88,lgp,mu+lambda,reward,hopper,7,8800,1038.43994140625,1036.0556640625,1035.2362060546875
89,56.770423889160156,89,408.3009948730469,1043.1060791015625,1034.385498046875,1687244781.3226614,431.9457702636719,173.27786254882812,1.4147074222564697,7,144.56066346168518,1016.5386962890625,1094.380859375,89,lgp,mu+lambda,reward,hopper,7,8900,1094.380859375,1043.1060791015625,1034.385498046875
90,56.624969482421875,90,395.7757263183594,1044.275146484375,1037.31689453125,1687244782.7678137,424.1602478027344,136.74972534179688,1.420930027961731,7,146.00581574440002,1006.3153686523438,1072.9053955078125,90,lgp,mu+lambda,reward,hopper,7,9000,1072.9053955078125,1044.275146484375,1037.31689453125
91,55.82590103149414,91,397.3849182128906,1050.565185546875,1033.7025146484375,1687244784.2054083,433.5340270996094,131.9003448486328,1.4182096719741821,7,147.44341039657593,1018.3084716796875,1074.091064453125,91,lgp,mu+lambda,reward,hopper,7,9100,1074.091064453125,1050.565185546875,1033.7025146484375
