,_step,training.fitness_3q,training.fitness_mean,training.top_k_fit.top_0_fit,training.top_k_fit.top_2_fit,_timestamp,training.run_id,training.fitness_median,training.evaluation_time,_runtime,training.fitness_std,training.top_k_fit.top_1_fit,training.fitness_1q,training.generation,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
554,554,-32.455955505371094,2293.223388671875,6815.30224609375,6732.466796875,1687208824.3988438,0,633.5811767578125,6.085099697113037,3439.428005695343,2733.1708984375,6733.01318359375,5269.458984375,554,lgp,mu+lambda,reward,halfcheetah,0,55400,6815.30224609375,6733.01318359375,6732.466796875
555,555,67.47776794433594,2556.34033203125,6836.69287109375,6796.3896484375,1687208830.5140243,0,1449.1116943359375,6.0977654457092285,3445.543186187744,2820.476318359375,6806.84912109375,5904.27294921875,555,lgp,mu+lambda,reward,halfcheetah,0,55500,6836.69287109375,6806.84912109375,6796.3896484375
556,556,388.28436279296875,2003.1456298828125,6962.96728515625,6942.8642578125,1687208836.6457245,0,1978.1256103515625,6.114893436431885,3451.6748864650726,10643.6806640625,6944.07470703125,6256.23876953125,556,lgp,mu+lambda,reward,halfcheetah,0,55600,6962.96728515625,6944.07470703125,6942.8642578125
557,557,0.7473011016845703,2678.5302734375,6943.90087890625,6911.75048828125,1687208842.743759,0,1056.46435546875,6.0812578201293945,3457.772920846939,2850.974365234375,6915.890625,5775.62646484375,557,lgp,mu+lambda,reward,halfcheetah,0,55700,6943.90087890625,6915.890625,6911.75048828125
558,558,-35.00333786010742,2620.734619140625,6930.12255859375,6765.1533203125,1687208848.839447,0,1390.4993896484375,6.075226783752441,3463.8686089515686,2799.267333984375,6800.759765625,5730.8193359375,558,lgp,mu+lambda,reward,halfcheetah,0,55800,6930.12255859375,6800.759765625,6765.1533203125
559,559,15.090874671936035,2147.800537109375,6815.4375,6748.837890625,1687208854.9559476,0,713.7603149414062,6.097257614135742,3469.985109567642,2650.700927734375,6774.24853515625,4148.2373046875,559,lgp,mu+lambda,reward,halfcheetah,0,55900,6815.4375,6774.24853515625,6748.837890625
560,560,155.94256591796875,2294.90576171875,6951.447265625,6730.04541015625,1687208861.0513918,0,705.5003662109375,6.075376510620117,3476.0805537700653,2663.3642578125,6779.01025390625,5144.54833984375,560,lgp,mu+lambda,reward,halfcheetah,0,56000,6951.447265625,6779.01025390625,6730.04541015625
561,561,139.8590087890625,2529.767578125,6842.55615234375,6660.6171875,1687208867.144151,0,1358.9727783203125,6.0732622146606445,3482.1733129024506,2765.623046875,6730.34228515625,5930.3623046875,561,lgp,mu+lambda,reward,halfcheetah,0,56100,6842.55615234375,6730.34228515625,6660.6171875
562,562,20.50164794921875,2344.0224609375,6870.12841796875,6844.30712890625,1687208873.2767482,0,624.060546875,6.113787651062012,3488.3059101104736,2698.825439453125,6861.95703125,5282.244140625,562,lgp,mu+lambda,reward,halfcheetah,0,56200,6870.12841796875,6861.95703125,6844.30712890625
563,563,343.56365966796875,2706.35888671875,6954.28076171875,6911.00537109375,1687208879.3736584,0,1477.8724365234375,6.076333045959473,3494.4028203487396,2709.832763671875,6922.181640625,5746.5322265625,563,lgp,mu+lambda,reward,halfcheetah,0,56300,6954.28076171875,6922.181640625,6911.00537109375
564,564,106.00474548339844,2741.640869140625,7022.16845703125,6770.748046875,1687208885.4701414,0,1416.275634765625,6.077271461486816,3500.499303340912,2823.497314453125,6818.0458984375,5968.396484375,564,lgp,mu+lambda,reward,halfcheetah,0,56400,7022.16845703125,6818.0458984375,6770.748046875
565,565,-5.788386821746826,2309.677490234375,6933.2265625,6801.224609375,1687208891.6222312,0,626.118408203125,6.133028984069824,3506.651393175125,2758.82177734375,6829.13427734375,5411.572265625,565,lgp,mu+lambda,reward,halfcheetah,0,56500,6933.2265625,6829.13427734375,6801.224609375
566,566,337.6110534667969,2711.373291015625,6827.2392578125,6790.2919921875,1687208897.775494,0,1236.36572265625,6.1338372230529785,3512.8046560287476,2742.94970703125,6806.64404296875,5856.9775390625,566,lgp,mu+lambda,reward,halfcheetah,0,56600,6827.2392578125,6806.64404296875,6790.2919921875
567,567,93.70561218261719,2218.6884765625,6839.57958984375,6753.08203125,1687208903.893604,0,783.1685791015625,6.098627090454102,3518.92276597023,2631.349609375,6811.14013671875,4996.189453125,567,lgp,mu+lambda,reward,halfcheetah,0,56700,6839.57958984375,6811.14013671875,6753.08203125
568,568,283.53338623046875,2746.97314453125,6843.19677734375,6755.29833984375,1687208910.0475473,0,2063.03173828125,6.134458541870117,3525.0767092704773,2633.47265625,6822.05029296875,5371.302734375,568,lgp,mu+lambda,reward,halfcheetah,0,56800,6843.19677734375,6822.05029296875,6755.29833984375
569,569,408.51123046875,2561.2783203125,6902.62744140625,6828.24365234375,1687208916.202165,0,1183.9642333984375,6.1359453201293945,3531.231326818466,2655.177978515625,6845.6767578125,5490.1396484375,569,lgp,mu+lambda,reward,halfcheetah,0,56900,6902.62744140625,6845.6767578125,6828.24365234375
570,570,27.72634506225586,2623.545654296875,6804.98828125,6738.91552734375,1687208922.3570592,0,651.427734375,6.135624885559082,3537.3862211704254,2889.1748046875,6773.7978515625,5978.1650390625,570,lgp,mu+lambda,reward,halfcheetah,0,57000,6804.98828125,6773.7978515625,6738.91552734375
571,571,236.381591796875,2497.599853515625,6860.015625,6815.7421875,1687208928.5119066,0,664.3837890625,6.135435581207275,3543.5410685539246,2732.5341796875,6819.81005859375,5659.32861328125,571,lgp,mu+lambda,reward,halfcheetah,0,57100,6860.015625,6819.81005859375,6815.7421875
572,572,200.59368896484375,2453.994140625,6809.830078125,6703.13671875,1687208934.667293,0,706.0225830078125,6.135754108428955,3549.696455001831,2649.131591796875,6754.283203125,5101.6181640625,572,lgp,mu+lambda,reward,halfcheetah,0,57200,6809.830078125,6754.283203125,6703.13671875
573,573,-56.27611541748047,2634.6787109375,6911.73876953125,6819.18359375,1687208940.8211563,0,1185.956787109375,6.1348419189453125,3555.8503181934357,2822.93701171875,6829.9267578125,6040.564453125,573,lgp,mu+lambda,reward,halfcheetah,0,57300,6911.73876953125,6829.9267578125,6819.18359375
574,574,237.9431915283203,2683.656494140625,6859.958984375,6770.88720703125,1687208946.9389832,0,927.5228271484375,6.098612308502197,3561.968145132065,2799.73193359375,6838.0625,6047.76953125,574,lgp,mu+lambda,reward,halfcheetah,0,57400,6859.958984375,6838.0625,6770.88720703125
575,575,34.39725112915039,2578.24951171875,6923.7861328125,6709.072265625,1687208953.0373223,0,787.4407958984375,6.0783586502075195,3568.0664842128754,2805.771240234375,6732.16552734375,5985.83251953125,575,lgp,mu+lambda,reward,halfcheetah,0,57500,6923.7861328125,6732.16552734375,6709.072265625
576,576,189.10414123535156,2500.64306640625,6945.6611328125,6788.3955078125,1687208959.176174,0,1128.5880126953125,6.119459629058838,3574.205335855484,2626.618408203125,6922.24658203125,4918.3369140625,576,lgp,mu+lambda,reward,halfcheetah,0,57600,6945.6611328125,6922.24658203125,6788.3955078125
577,577,43.17595672607422,2853.940673828125,6876.55517578125,6833.8671875,1687208965.2753074,0,2369.82080078125,6.080385684967041,3580.304469347,2825.401123046875,6846.32861328125,6194.8623046875,577,lgp,mu+lambda,reward,halfcheetah,0,57700,6876.55517578125,6846.32861328125,6833.8671875
578,578,-48.92519760131836,2415.272216796875,6879.6787109375,6794.00732421875,1687208971.3747313,0,734.5013427734375,6.080007076263428,3586.4038932323456,2736.10009765625,6819.66845703125,5414.607421875,578,lgp,mu+lambda,reward,halfcheetah,0,57800,6879.6787109375,6819.66845703125,6794.00732421875
579,579,78.70545959472656,2273.290771484375,6912.18017578125,6688.5390625,1687208977.4722323,0,716.7893676757812,6.078664302825928,3592.5013942718506,2594.363525390625,6735.15625,4399.94580078125,579,lgp,mu+lambda,reward,halfcheetah,0,57900,6912.18017578125,6735.15625,6688.5390625
580,580,131.06900024414062,2425.08642578125,6896.005859375,6807.75390625,1687208983.6254666,0,600.2110595703125,6.13386344909668,3598.6546285152435,2762.804443359375,6873.11328125,5385.0869140625,580,lgp,mu+lambda,reward,halfcheetah,0,58000,6896.005859375,6873.11328125,6807.75390625
581,581,-29.43692398071289,2340.960205078125,6765.41357421875,6728.357421875,1687208989.7817495,0,731.1552734375,6.134622097015381,3604.8109114170074,2688.794189453125,6739.68798828125,5287.47705078125,581,lgp,mu+lambda,reward,halfcheetah,0,58100,6765.41357421875,6739.68798828125,6728.357421875
582,582,275.575439453125,2308.361328125,6900.61572265625,6804.1669921875,1687208995.93455,0,713.63720703125,6.130241870880127,3610.963711977005,2654.0966796875,6892.22998046875,5180.8203125,582,lgp,mu+lambda,reward,halfcheetah,0,58200,6900.61572265625,6892.22998046875,6804.1669921875
583,583,115.47459411621094,2437.562744140625,6877.380859375,6713.46875,1687209002.0514174,0,730.85498046875,6.095183372497559,3617.0805792808533,2713.838134765625,6845.3701171875,5319.49609375,583,lgp,mu+lambda,reward,halfcheetah,0,58300,6877.380859375,6845.3701171875,6713.46875
584,584,264.96112060546875,1541.364990234375,6836.0400390625,6687.5595703125,1687209008.1682627,0,1262.719482421875,6.086327075958252,3623.1974246501923,10540.2119140625,6786.7626953125,5346.92431640625,584,lgp,mu+lambda,reward,halfcheetah,0,58400,6836.0400390625,6786.7626953125,6687.5595703125
585,585,172.2376708984375,2345.428466796875,6834.70263671875,6795.16357421875,1687209014.2850556,0,739.1800537109375,6.094130992889404,3629.314217567444,2570.750732421875,6809.7978515625,4981.6337890625,585,lgp,mu+lambda,reward,halfcheetah,0,58500,6834.70263671875,6809.7978515625,6795.16357421875
586,586,164.19540405273438,2546.96337890625,6867.12255859375,6788.85595703125,1687209020.4201233,0,1555.593505859375,6.113109111785889,3635.4492852687836,2612.3701171875,6794.220703125,4975.146484375,586,lgp,mu+lambda,reward,halfcheetah,0,58600,6867.12255859375,6794.220703125,6788.85595703125
587,587,128.6150360107422,2517.500244140625,7057.841796875,6894.7373046875,1687209026.5157483,0,832.4990234375,6.078895568847656,3641.5449101924896,2764.021728515625,6942.41552734375,5647.0166015625,587,lgp,mu+lambda,reward,halfcheetah,0,58700,7057.841796875,6942.41552734375,6894.7373046875
588,588,489.6512145996094,2958.4658203125,7003.34228515625,6942.3505859375,1687209032.6106784,0,2594.826416015625,6.0783820152282715,3647.639840364456,2701.324462890625,6986.40966796875,6016.146484375,588,lgp,mu+lambda,reward,halfcheetah,0,58800,7003.34228515625,6986.40966796875,6942.3505859375
589,589,286.862548828125,2591.388427734375,7114.81103515625,6857.41357421875,1687209038.7077324,0,1193.921875,6.079559326171875,3653.7368943691254,2734.410400390625,7025.3330078125,5481.224609375,589,lgp,mu+lambda,reward,halfcheetah,0,58900,7114.81103515625,7025.3330078125,6857.41357421875
590,590,238.0340576171875,2501.56494140625,7131.578125,6801.94140625,1687209044.811107,0,1083.0718994140625,6.080814361572266,3659.8402688503265,2616.63623046875,6808.48779296875,5187.708984375,590,lgp,mu+lambda,reward,halfcheetah,0,59000,7131.578125,6808.48779296875,6801.94140625
591,591,448.40777587890625,2727.58740234375,6954.32958984375,6797.28466796875,1687209050.9062943,0,2143.195068359375,6.074645042419434,3665.93545627594,2601.912841796875,6901.18505859375,4870.6552734375,591,lgp,mu+lambda,reward,halfcheetah,0,59100,6954.32958984375,6901.18505859375,6797.28466796875
592,592,136.0762481689453,2287.20654296875,6823.46533203125,6754.72021484375,1687209057.0024781,0,743.260986328125,6.0696868896484375,3672.0316400527954,2633.948486328125,6756.7578125,5239.4599609375,592,lgp,mu+lambda,reward,halfcheetah,0,59200,6823.46533203125,6756.7578125,6754.72021484375
593,593,398.2539367675781,2657.440185546875,6793.328125,6691.55810546875,1687209063.1044724,0,988.2984619140625,6.081460952758789,3678.133634328842,2716.031005859375,6695.77783203125,5621.287109375,593,lgp,mu+lambda,reward,halfcheetah,0,59300,6793.328125,6695.77783203125,6691.55810546875
594,594,172.26907348632812,1588.4547119140625,6989.90185546875,6874.5068359375,1687209069.207905,0,847.4241943359375,6.082499980926514,3684.2370669841766,10586.1015625,6875.1025390625,6101.78466796875,594,lgp,mu+lambda,reward,halfcheetah,0,59400,6989.90185546875,6875.1025390625,6874.5068359375
595,595,365.0587158203125,2758.124267578125,6837.87548828125,6723.39306640625,1687209075.4069812,0,2595.554443359375,6.183151721954346,3690.4361431598663,2642.19677734375,6795.02734375,5309.2587890625,595,lgp,mu+lambda,reward,halfcheetah,0,59500,6837.87548828125,6795.02734375,6723.39306640625
596,596,86.49605560302734,2350.5771484375,6846.63818359375,6790.6298828125,1687209081.5807948,0,672.5220336914062,6.159911155700684,3696.609956741333,2721.7802734375,6811.56103515625,5477.21484375,596,lgp,mu+lambda,reward,halfcheetah,0,59600,6846.63818359375,6811.56103515625,6790.6298828125
597,597,102.1781005859375,2335.751953125,6965.40087890625,6752.7763671875,1687209087.7590075,0,698.0723876953125,6.163516998291016,3702.7881693840027,2689.9951171875,6895.2099609375,5686.01953125,597,lgp,mu+lambda,reward,halfcheetah,0,59700,6965.40087890625,6895.2099609375,6752.7763671875
598,598,68.38578796386719,2346.298095703125,6975.419921875,6847.9970703125,1687209093.935597,0,777.55615234375,6.162160396575928,3708.964758872986,2678.083251953125,6859.85205078125,5085.32421875,598,lgp,mu+lambda,reward,halfcheetah,0,59800,6975.419921875,6859.85205078125,6847.9970703125
599,599,255.97879028320312,2672.59619140625,6871.52197265625,6850.3330078125,1687209100.117483,0,1431.82080078125,6.165536403656006,3715.1466448307037,2707.463623046875,6857.64306640625,5582.83984375,599,lgp,mu+lambda,reward,halfcheetah,0,59900,6871.52197265625,6857.64306640625,6850.3330078125
600,600,94.93306732177734,2267.37939453125,6926.1064453125,6825.58056640625,1687209106.2939105,0,757.4282836914062,6.161324977874756,3721.3230724334717,2601.276123046875,6903.72607421875,4375.5888671875,600,lgp,mu+lambda,reward,halfcheetah,0,60000,6926.1064453125,6903.72607421875,6825.58056640625
601,601,248.9065399169922,2656.985595703125,6819.099609375,6646.93994140625,1687209112.4758608,0,1220.682373046875,6.16789436340332,3727.505022764206,2635.66162109375,6786.68701171875,5437.607421875,601,lgp,mu+lambda,reward,halfcheetah,0,60100,6819.099609375,6786.68701171875,6646.93994140625
602,602,301.040283203125,2703.88818359375,6738.751953125,6619.845703125,1687209118.6511588,0,1970.78271484375,6.158908843994141,3733.680320739746,2587.105224609375,6689.30419921875,5552.3466796875,602,lgp,mu+lambda,reward,halfcheetah,0,60200,6738.751953125,6689.30419921875,6619.845703125
603,603,117.03852844238281,2260.105224609375,6764.0625,6682.44970703125,1687209124.82823,0,641.7003173828125,6.161628246307373,3739.857391834259,2604.160400390625,6739.01953125,4649.19384765625,603,lgp,mu+lambda,reward,halfcheetah,0,60300,6764.0625,6739.01953125,6682.44970703125
604,604,465.3709411621094,2908.20556640625,6865.6708984375,6837.59521484375,1687209131.0037158,0,2333.36669921875,6.159270286560059,3746.0328776836395,2660.39111328125,6838.2216796875,5603.958984375,604,lgp,mu+lambda,reward,halfcheetah,0,60400,6865.6708984375,6838.2216796875,6837.59521484375
605,605,138.5594024658203,2255.119384765625,6814.505859375,6632.8623046875,1687209137.1793497,0,714.856201171875,6.160128116607666,3752.2085115909576,2588.781982421875,6669.9599609375,5041.6640625,605,lgp,mu+lambda,reward,halfcheetah,0,60500,6814.505859375,6669.9599609375,6632.8623046875
606,606,459.36370849609375,2637.322998046875,6858.1279296875,6791.3828125,1687209143.3559618,0,1425.080078125,6.160799980163574,3758.385123729706,2643.420654296875,6849.54150390625,5476.60986328125,606,lgp,mu+lambda,reward,halfcheetah,0,60600,6858.1279296875,6849.54150390625,6791.3828125
607,607,32.0643196105957,2212.086181640625,6758.9208984375,6697.25,1687209149.537383,0,753.49755859375,6.165857791900635,3764.566545009613,2573.82861328125,6716.818359375,4533.29541015625,607,lgp,mu+lambda,reward,halfcheetah,0,60700,6758.9208984375,6716.818359375,6697.25
608,608,249.79055786132812,2532.257080078125,6816.22021484375,6716.234375,1687209155.712354,0,1216.34814453125,6.159759998321533,3770.7415158748627,2633.2080078125,6771.08544921875,5386.8134765625,608,lgp,mu+lambda,reward,halfcheetah,0,60800,6816.22021484375,6771.08544921875,6716.234375
609,609,298.3643798828125,2701.232421875,6832.78857421875,6698.357421875,1687209161.887468,0,1408.4307861328125,6.159253120422363,3776.9166300296783,2744.86083984375,6752.80712890625,6092.21142578125,609,lgp,mu+lambda,reward,halfcheetah,0,60900,6832.78857421875,6752.80712890625,6698.357421875
610,610,510.6552429199219,3092.86376953125,6888.5625,6802.6689453125,1687209168.0585523,0,3143.9560546875,6.156632900238037,3783.0877141952515,2701.991455078125,6888.43310546875,6134.78515625,610,lgp,mu+lambda,reward,halfcheetah,0,61000,6888.5625,6888.43310546875,6802.6689453125
611,611,289.4802551269531,2817.92626953125,6894.24462890625,6719.408203125,1687209174.2333665,0,2098.572021484375,6.159594535827637,3789.2625284194946,2759.067626953125,6730.765625,6125.8623046875,611,lgp,mu+lambda,reward,halfcheetah,0,61100,6894.24462890625,6730.765625,6719.408203125
612,612,237.06033325195312,2368.615966796875,6985.3447265625,6719.04443359375,1687209180.4052289,0,959.0888671875,6.156557083129883,3795.43439078331,2571.318603515625,6804.50830078125,4892.63916015625,612,lgp,mu+lambda,reward,halfcheetah,0,61200,6985.3447265625,6804.50830078125,6719.04443359375
613,613,-26.18106460571289,2529.721435546875,6891.3369140625,6738.17333984375,1687209186.5832698,0,1642.328125,6.162750244140625,3801.6124317646027,2629.83935546875,6819.2548828125,5062.79052734375,613,lgp,mu+lambda,reward,halfcheetah,0,61300,6891.3369140625,6819.2548828125,6738.17333984375
614,614,266.8486328125,2575.37548828125,6845.814453125,6697.7578125,1687209192.7603817,0,845.5802612304688,6.161592960357666,3807.7895436286926,2680.55419921875,6814.93408203125,5138.958984375,614,lgp,mu+lambda,reward,halfcheetah,0,61400,6845.814453125,6814.93408203125,6697.7578125
615,615,410.6762390136719,2531.103759765625,6884.16650390625,6723.71044921875,1687209198.9317396,0,1100.387939453125,6.156533241271973,3813.9609014987946,2595.47216796875,6844.68994140625,4864.75244140625,615,lgp,mu+lambda,reward,halfcheetah,0,61500,6884.16650390625,6844.68994140625,6723.71044921875
616,616,328.52545166015625,2624.39990234375,6752.47216796875,6711.29443359375,1687209205.1031816,0,1403.111572265625,6.156216144561768,3820.132343530655,2589.322998046875,6750.0419921875,5084.69140625,616,lgp,mu+lambda,reward,halfcheetah,0,61600,6752.47216796875,6750.0419921875,6711.29443359375
617,617,263.509521484375,1635.431396484375,6878.87060546875,6828.81787109375,1687209211.2752888,0,1587.99169921875,6.156332015991211,3826.304450750351,10540.0283203125,6836.0078125,5481.25537109375,617,lgp,mu+lambda,reward,halfcheetah,0,61700,6878.87060546875,6836.0078125,6828.81787109375
618,618,218.2178497314453,2495.39404296875,6724.3173828125,6618.1513671875,1687209217.4439087,0,1094.2740478515625,6.153530120849609,3832.4730706214905,2646.955078125,6620.77197265625,4984.17138671875,618,lgp,mu+lambda,reward,halfcheetah,0,61800,6724.3173828125,6620.77197265625,6618.1513671875
619,619,447.0629577636719,2469.153076171875,6887.2509765625,6752.57861328125,1687209223.6154864,0,857.0120849609375,6.155599117279053,3838.6446483135223,2569.87060546875,6796.1875,5091.87255859375,619,lgp,mu+lambda,reward,halfcheetah,0,61900,6887.2509765625,6796.1875,6752.57861328125
620,620,352.53173828125,1423.1312255859375,6894.3681640625,6793.462890625,1687209229.7857304,0,960.1417236328125,6.155584335327148,3844.8148922920227,10508.8935546875,6864.5283203125,5058.95947265625,620,lgp,mu+lambda,reward,halfcheetah,0,62000,6894.3681640625,6864.5283203125,6793.462890625
621,621,122.5550537109375,2572.7431640625,6641.24853515625,6608.89697265625,1687209235.9551363,0,1653.4921875,6.153819561004639,3850.9842982292175,2593.5361328125,6623.650390625,4981.84130859375,621,lgp,mu+lambda,reward,halfcheetah,0,62100,6641.24853515625,6623.650390625,6608.89697265625
622,622,286.2568664550781,2967.069091796875,6743.8232421875,6726.6806640625,1687209242.1251183,0,3115.0478515625,6.154590606689453,3857.1542801856995,2633.816162109375,6739.125,5468.9248046875,622,lgp,mu+lambda,reward,halfcheetah,0,62200,6743.8232421875,6739.125,6726.6806640625
623,623,238.36106872558594,2294.70361328125,6902.89697265625,6646.8310546875,1687209248.2964883,0,719.3382568359375,6.156043529510498,3863.325650215149,2511.088134765625,6671.1982421875,4505.31982421875,623,lgp,mu+lambda,reward,halfcheetah,0,62300,6902.89697265625,6671.1982421875,6646.8310546875
624,624,464.9503479003906,2768.295166015625,6788.46435546875,6642.86083984375,1687209254.4689758,0,2562.18603515625,6.15708065032959,3869.4981377124786,2515.936767578125,6711.17431640625,5365.12890625,624,lgp,mu+lambda,reward,halfcheetah,0,62400,6788.46435546875,6711.17431640625,6642.86083984375
625,625,593.9087524414062,2900.073486328125,6844.4931640625,6606.38330078125,1687209260.6476827,0,2737.337890625,6.164221286773682,3875.676844596863,2535.792724609375,6819.80859375,5639.72900390625,625,lgp,mu+lambda,reward,halfcheetah,0,62500,6844.4931640625,6819.80859375,6606.38330078125
626,626,408.164794921875,2647.832763671875,6695.78076171875,6619.54833984375,1687209266.82215,0,2066.18603515625,6.159032344818115,3881.8513119220734,2564.757080078125,6628.6787109375,5663.82861328125,626,lgp,mu+lambda,reward,halfcheetah,0,62600,6695.78076171875,6628.6787109375,6619.54833984375
627,627,496.9326171875,2376.99609375,6854.83056640625,6654.16015625,1687209272.9966388,0,1216.627197265625,6.159771919250488,3888.025800704956,2433.775390625,6655.25048828125,4507.8251953125,627,lgp,mu+lambda,reward,halfcheetah,0,62700,6854.83056640625,6655.25048828125,6654.16015625
628,628,434.85980224609375,2692.963623046875,6728.19677734375,6560.58251953125,1687209279.1711724,0,2719.45751953125,6.158933162689209,3894.2003343105316,2447.64794921875,6723.359375,4928.556640625,628,lgp,mu+lambda,reward,halfcheetah,0,62800,6728.19677734375,6723.359375,6560.58251953125
629,629,103.08272552490234,2611.245849609375,7007.138671875,6899.341796875,1687209285.3459713,0,847.2017822265625,6.159592628479004,3900.3751332759857,2759.106689453125,6959.7412109375,5772.25830078125,629,lgp,mu+lambda,reward,halfcheetah,0,62900,7007.138671875,6959.7412109375,6899.341796875
630,630,460.1134338378906,2573.8115234375,6673.97412109375,6635.07666015625,1687209291.5222113,0,1797.0654296875,6.161226749420166,3906.551373243332,2476.468017578125,6663.1318359375,4949.7060546875,630,lgp,mu+lambda,reward,halfcheetah,0,63000,6673.97412109375,6663.1318359375,6635.07666015625
631,631,-95.89444732666016,2446.6376953125,6709.9208984375,6644.79150390625,1687209297.69749,0,1013.8090209960938,6.158700942993164,3912.726651906967,2699.470947265625,6684.25244140625,5370.73876953125,631,lgp,mu+lambda,reward,halfcheetah,0,63100,6709.9208984375,6684.25244140625,6644.79150390625
632,632,408.74346923828125,2696.179931640625,6831.708984375,6667.76171875,1687209303.8766942,0,1680.467529296875,6.165040969848633,3918.9058561325073,2616.53564453125,6747.0673828125,5412.42236328125,632,lgp,mu+lambda,reward,halfcheetah,0,63200,6831.708984375,6747.0673828125,6667.76171875
633,633,424.29718017578125,2487.4140625,6767.939453125,6630.81591796875,1687209310.0523236,0,1440.666748046875,6.159489631652832,3925.0814855098724,2506.295654296875,6736.1279296875,4321.15283203125,633,lgp,mu+lambda,reward,halfcheetah,0,63300,6767.939453125,6736.1279296875,6630.81591796875
634,634,339.18304443359375,2445.56591796875,6785.0869140625,6675.14306640625,1687209316.2338336,0,962.2872314453125,6.165907382965088,3931.262995481491,2575.99072265625,6748.162109375,4623.7109375,634,lgp,mu+lambda,reward,halfcheetah,0,63400,6785.0869140625,6748.162109375,6675.14306640625
635,635,208.00381469726562,2377.40478515625,6695.47412109375,6663.4853515625,1687209322.408855,0,706.1214599609375,6.159707069396973,3937.4380168914795,2697.8291015625,6666.87109375,5798.17236328125,635,lgp,mu+lambda,reward,halfcheetah,0,63500,6695.47412109375,6666.87109375,6663.4853515625
636,636,402.21337890625,2938.732177734375,6702.81787109375,6662.74267578125,1687209328.5820856,0,2263.39990234375,6.15755033493042,3943.6112475395203,2721.524658203125,6663.90087890625,5981.646484375,636,lgp,mu+lambda,reward,halfcheetah,0,63600,6702.81787109375,6663.90087890625,6662.74267578125
637,637,481.16583251953125,2630.597412109375,6928.19091796875,6698.0498046875,1687209334.7561421,0,967.4348754882812,6.159388542175293,3949.785304069519,2683.12451171875,6872.83642578125,5819.5576171875,637,lgp,mu+lambda,reward,halfcheetah,0,63700,6928.19091796875,6872.83642578125,6698.0498046875
638,638,144.05557250976562,2266.762451171875,6902.28564453125,6720.6142578125,1687209340.9310482,0,687.689697265625,6.159768581390381,3955.960210084915,2571.67529296875,6785.24658203125,4737.6201171875,638,lgp,mu+lambda,reward,halfcheetah,0,63800,6902.28564453125,6785.24658203125,6720.6142578125
639,639,175.5882110595703,2443.663330078125,6678.17236328125,6629.86279296875,1687209347.1092553,0,880.908203125,6.162597179412842,3962.1384172439575,2620.217529296875,6636.224609375,5075.87548828125,639,lgp,mu+lambda,reward,halfcheetah,0,63900,6678.17236328125,6636.224609375,6629.86279296875
640,640,470.46807861328125,2562.409912109375,6748.56591796875,6581.06787109375,1687209353.2831047,0,1050.902099609375,6.159602642059326,3968.312266588211,2615.321044921875,6679.57861328125,6085.345703125,640,lgp,mu+lambda,reward,halfcheetah,0,64000,6748.56591796875,6679.57861328125,6581.06787109375
641,641,282.4208984375,2711.7880859375,6836.87109375,6645.24658203125,1687209359.4571528,0,1470.574951171875,6.1591572761535645,3974.4863147735596,2687.65771484375,6650.404296875,6040.65185546875,641,lgp,mu+lambda,reward,halfcheetah,0,64100,6836.87109375,6650.404296875,6645.24658203125
642,642,29.80599594116211,2600.48046875,6882.57568359375,6707.0546875,1687209365.63015,0,976.0559692382812,6.156784534454346,3980.6593120098114,2774.5908203125,6781.556640625,5972.64306640625,642,lgp,mu+lambda,reward,halfcheetah,0,64200,6882.57568359375,6781.556640625,6707.0546875
643,643,115.140380859375,2347.857666015625,6748.96484375,6665.42529296875,1687209371.8037307,0,1059.239990234375,6.156467437744141,3986.8328926563263,2611.86474609375,6713.7568359375,5080.71142578125,643,lgp,mu+lambda,reward,halfcheetah,0,64300,6748.96484375,6713.7568359375,6665.42529296875
644,644,71.14054870605469,1615.2574462890625,6783.33154296875,6689.9501953125,1687209377.9197628,0,729.4489135742188,6.098818778991699,3992.948924779892,10573.0634765625,6755.40625,5917.408203125,644,lgp,mu+lambda,reward,halfcheetah,0,64400,6783.33154296875,6755.40625,6689.9501953125
645,645,334.65863037109375,2290.669189453125,6879.2607421875,6684.27685546875,1687209384.0348706,0,752.4683837890625,6.098975658416748,3999.0640325546265,2533.30126953125,6838.5009765625,4847.50830078125,645,lgp,mu+lambda,reward,halfcheetah,0,64500,6879.2607421875,6838.5009765625,6684.27685546875
646,646,259.3684997558594,2487.64501953125,6828.1357421875,6756.09619140625,1687209390.1455574,0,882.3026123046875,6.09476900100708,4005.1747193336487,2657.156494140625,6772.724609375,5318.06103515625,646,lgp,mu+lambda,reward,halfcheetah,0,64600,6828.1357421875,6772.724609375,6756.09619140625
647,647,346.4385986328125,2739.003662109375,6870.14892578125,6714.236328125,1687209396.2594042,0,1972.052978515625,6.097346782684326,4011.2885661125183,2707.40478515625,6725.16357421875,5801.6865234375,647,lgp,mu+lambda,reward,halfcheetah,0,64700,6870.14892578125,6725.16357421875,6714.236328125
648,648,369.2310485839844,2448.11328125,6895.84765625,6784.921875,1687209402.372791,0,745.504638671875,6.0962114334106445,4017.401952981949,2690.821044921875,6807.76416015625,5530.638671875,648,lgp,mu+lambda,reward,halfcheetah,0,64800,6895.84765625,6807.76416015625,6784.921875
