,training.top_k_fit.top_1_fit,training.top_k_healthy_reward.top_1_healthy_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.fitness_1q,training.generation,training.fitness_mean,training.top_k_fit.top_2_fit,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_healthy_reward.top_0_healthy_reward,_timestamp,training.top_k_fit.top_0_fit,training.top_k_reward.top_1_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,training.top_k_forward_reward.top_0_forward_reward,training.top_k_forward_reward.top_1_forward_reward,training.top_k_forward_reward.top_2_forward_reward,training.top_k_reward.top_0_reward,_step,_runtime,training.run_id,training.fitness_3q,training.fitness_std,training.fitness_median,training.evaluation_time,training.top_k_reward.top_2_reward,training.top_k_ctrl_reward.top_1_ctrl_reward,solver,ea,fitness,environment,seed,training.evaluation
0,35.184959411621094,60.79999923706055,51.400001525878906,20.54177474975586,0,6.803345680236816,32.982086181640625,-0.051415540277957916,48.60000228881836,1688627766.020045,35.9811897277832,98.53618621826172,-0.0728059932589531,35.6954231262207,37.83704376220703,32.27394104003906,84.22261810302734,0,19.861549139022827,0,-1.1833617687225342,15.49896240234375,2.5906758308410645,16.1315975189209,83.62252807617188,-0.10085102170705795,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,hopper,0,0
1,42.5018424987793,49.20000076293945,47.400001525878906,23.67765235900879,1,8.876928329467773,40.41463088989258,-0.038542237132787704,52.0,1688627768.232941,50.0163688659668,90.43473052978516,-0.02974928915500641,43.26510238647461,41.301639556884766,34.92414855957031,95.2353515625,1,22.074445009231567,0,-0.7475697994232178,16.406024932861328,1.595077395439148,2.059523582458496,82.28560638427734,-0.06690751761198044,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,hopper,0,100
2,43.7195930480957,54.20000076293945,49.79999923706055,27.692127227783203,2,14.52022933959961,41.891971588134766,-0.06683564931154251,91.80000305175781,1688627770.3358662,56.32801055908203,96.47651672363281,-0.12034551054239273,61.423011779785156,42.366966247558594,42.00041198730469,153.1026611328125,2,24.177370309829712,0,1.894724726676941,16.09156608581543,10.233146667480469,2.071152687072754,91.73357391357422,-0.09044782817363739,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,hopper,0,200
3,94.42451477050781,75.0,74.4000015258789,29.418609619140625,3,18.277917861938477,82.94951629638672,-0.10185076296329498,73.5999984741211,1688627772.4455125,115.8149642944336,151.0089569091797,-0.05079272389411926,81.0631332397461,76.04380798339844,82.6382064819336,154.61233520507812,3,26.28701663017273,0,4.0642266273498535,21.42549705505371,18.6402530670166,2.0771563053131104,156.9363555908203,-0.034845490008592606,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,hopper,0,300
4,111.86231994628906,84.0,137.8000030517578,34.50925827026367,4,20.846893310546875,108.8357162475586,-0.08520002663135529,91.4000015258789,1688627774.5510273,113.93827819824219,183.76133728027344,-0.13504505157470703,99.57546997070312,99.81871032714844,89.24340057373047,190.84043884277344,4,28.392531394958496,0,2.9075655937194824,25.19835090637207,18.423114776611328,2.073868751525879,226.9581756591797,-0.05736205726861954,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,hopper,0,400
5,110.72579193115234,85.4000015258789,76.0,36.30084228515625,5,23.154457092285156,86.0838623046875,-0.10106462240219116,95.4000015258789,1688627776.658571,122.52947235107422,182.9482879638672,-0.05855507403612137,119.81595611572266,97.68447875976562,85.81401824951172,215.1573944091797,5,30.500075101852417,0,5.685544013977051,25.43021011352539,22.6829776763916,2.075167179107666,161.71295166015625,-0.13617976009845734,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,hopper,0,500
6,119.98026275634766,80.20000457763672,258.3999938964844,42.44618606567383,6,29.475561141967773,118.24267578125,-0.10115652531385422,94.4000015258789,1688627778.7500377,121.80765533447266,172.54336547851562,-0.0559469573199749,118.3172607421875,92.47270965576172,112.10900115966797,212.66128540039062,6,32.59154176712036,0,6.791258811950684,31.229320526123047,24.599868774414062,2.0594613552093506,370.4078063964844,-0.12933948636054993,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,hopper,0,600
7,129.8462677001953,95.5999984741211,83.0,51.58051300048828,7,33.85004425048828,122.73155212402344,-0.049710433930158615,96.0,1688627780.8706107,134.19012451171875,225.02322387695312,-0.1082342192530632,131.87696838378906,129.59765625,96.3603515625,227.7687530517578,7,34.7121148109436,0,1.4378893375396729,42.9935417175293,26.963134765625,2.0903451442718506,179.31063842773438,-0.1744575947523117,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,hopper,0,700
8,130.74844360351562,95.80000305175781,95.20000457763672,47.198280334472656,8,34.65589904785156,130.57981872558594,-0.17326703667640686,95.5999984741211,1688627782.9816854,133.603515625,226.61111450195312,-0.10795612633228302,130.71998596191406,130.98419189453125,130.28318786621094,226.2120361328125,8,36.82318949699402,0,2.461266040802002,44.24812698364258,22.38979721069336,2.078566789627075,225.30992126464844,-0.1730743646621704,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,hopper,0,800
9,132.72320556640625,96.0,95.20000457763672,90.01272583007812,9,41.68737030029297,131.46279907226562,-0.10979943722486496,96.20000457763672,1688627785.0883791,135.8207550048828,228.33921813964844,-0.10897164791822433,131.7867889404297,132.5153045654297,129.9751434326172,227.8778076171875,9,38.92988324165344,0,4.292632102966309,50.38176345825195,21.002321243286133,2.0750582218170166,225.06533813476562,-0.17609630525112152,cgp,mu+lambda-ga,weighted-0-1-1-unhealthy_termination,hopper,0,900
