,training.top_k_fit.top_0_fit,training.fitness_3q,training.run_id,training.fitness_std,training.evaluation_time,training.top_k_fit.top_2_fit,_step,training.fitness_1q,training.generation,_runtime,training.fitness_mean,training.fitness_median,training.top_k_fit.top_1_fit,_timestamp,solver,ea,environment,seed
261,6939.9384765625,341.7060546875,0,14555.376953125,6.677423000335693,6747.7314453125,261,4940.35888671875,261,1780.106778383255,316.9475402832031,871.5640869140625,6771.16845703125,1686936127.4575744,cgp,mu+lambda,halfcheetah,1
262,6892.14990234375,580.6333618164062,0,2771.9208984375,6.67991828918457,6817.49560546875,262,6423.6689453125,262,1786.8048927783966,3448.654296875,3778.966796875,6835.025390625,1686936134.1556888,cgp,mu+lambda,halfcheetah,1
263,6882.30126953125,316.1535339355469,0,2834.383056640625,6.6819891929626465,6855.2841796875,263,6182.35205078125,263,1793.503394126892,2759.23486328125,901.144287109375,6877.65869140625,1686936140.85419,cgp,mu+lambda,halfcheetah,1
264,6817.59716796875,233.9809112548828,0,10608.193359375,6.675820827484131,6690.6435546875,264,6281.32861328125,264,1800.1971817016602,1659.3677978515625,715.4730834960938,6811.048828125,1686936147.5479777,cgp,mu+lambda,halfcheetah,1
265,6959.44287109375,267.4209289550781,0,2934.02294921875,6.682030200958252,6873.41064453125,265,6403.185546875,265,1806.896095752716,2885.725341796875,1279.9796142578125,6958.78857421875,1686936154.2468917,cgp,mu+lambda,halfcheetah,1
266,6978.322265625,262.9193115234375,0,14595.158203125,6.681994915008545,6762.4853515625,266,5294.22705078125,266,1813.596037387848,479.141357421875,857.7423095703125,6876.37109375,1686936160.9468334,cgp,mu+lambda,halfcheetah,1
267,6865.20947265625,335.639404296875,0,10615.041015625,6.674797058105469,6800.234375,267,6117.845703125,267,1820.2872219085693,1786.180908203125,1292.991943359375,6861.9794921875,1686936167.638018,cgp,mu+lambda,halfcheetah,1
268,6960.41162109375,416.1839904785156,0,2748.423095703125,6.675623416900635,6800.27294921875,268,6171.17236328125,268,1826.980586051941,2817.306884765625,1472.3719482421875,6807.79736328125,1686936174.331382,cgp,mu+lambda,halfcheetah,1
269,6851.572265625,95.8208999633789,0,10516.8642578125,6.681033134460449,6793.08984375,269,4896.4130859375,269,1833.6779835224152,1261.922119140625,632.208251953125,6809.92236328125,1686936181.0287795,cgp,mu+lambda,halfcheetah,1
270,6735.9736328125,348.900146484375,0,2512.79443359375,6.6750168800354,6717.40673828125,270,5138.5703125,270,1840.370067358017,2521.08642578125,1544.7015380859375,6718.23974609375,1686936187.7208633,cgp,mu+lambda,halfcheetah,1
271,6757.06787109375,271.2037048339844,0,10544.4990234375,6.675631046295166,6669.29052734375,271,5770.45751953125,271,1847.0636613368988,1501.254638671875,754.8905029296875,6742.62841796875,1686936194.4144573,cgp,mu+lambda,halfcheetah,1
272,6950.5029296875,144.6414794921875,0,2662.6005859375,6.678434371948242,6752.80078125,272,4790.451171875,272,1853.758231639862,2173.9794921875,579.855224609375,6805.64990234375,1686936201.1090276,cgp,mu+lambda,halfcheetah,1
273,6800.26904296875,342.8157958984375,0,2774.64794921875,6.6766886711120605,6685.7314453125,273,6134.2509765625,273,1860.4519464969635,2668.145263671875,708.9420776367188,6768.1650390625,1686936207.8027425,cgp,mu+lambda,halfcheetah,1
274,6785.083984375,115.58482360839844,0,10531.185546875,6.675714492797852,6695.19921875,274,5391.74951171875,274,1867.1446974277496,1320.09765625,614.2552490234375,6784.771484375,1686936214.4954934,cgp,mu+lambda,halfcheetah,1
275,6834.48388671875,208.91575622558594,0,10532.791015625,6.671445369720459,6694.779296875,275,5563.12890625,275,1873.833876132965,1426.64306640625,685.376953125,6726.47802734375,1686936221.184672,cgp,mu+lambda,halfcheetah,1
276,6768.724609375,183.5885009765625,0,2682.482421875,6.672444820404053,6714.35546875,276,5479.79833984375,276,1880.5231020450592,2676.565185546875,2450.0185546875,6741.82861328125,1686936227.873898,cgp,mu+lambda,halfcheetah,1
277,6832.26513671875,295.1236877441406,0,2613.572265625,6.675589561462402,6622.61865234375,277,5717.4716796875,277,1887.2167582511902,2600.057861328125,1533.2998046875,6719.8759765625,1686936234.5675542,cgp,mu+lambda,halfcheetah,1
278,6792.3193359375,353.68914794921875,0,2719.24658203125,6.678794860839844,6778.30615234375,278,6092.13671875,278,1893.9132552146912,2985.407470703125,3156.3466796875,6789.654296875,1686936241.2640512,cgp,mu+lambda,halfcheetah,1
279,6845.13037109375,244.7628631591797,0,2624.666748046875,6.6775221824646,6735.15869140625,279,5049.21728515625,279,1900.6085984706879,2419.248046875,986.4529418945312,6802.544921875,1686936247.9593945,cgp,mu+lambda,halfcheetah,1
280,6885.36962890625,108.58988952636719,0,10551.0205078125,6.6850433349609375,6646.7734375,280,5864.9052734375,280,1907.312190771103,1514.999755859375,1312.318359375,6840.7509765625,1686936254.6629868,cgp,mu+lambda,halfcheetah,1
281,7021.677734375,412.5659484863281,0,2812.495849609375,6.67725944519043,6875.9716796875,281,6086.1025390625,281,1914.0072801113129,2689.81689453125,781.1461181640625,6986.3671875,1686936261.358076,cgp,mu+lambda,halfcheetah,1
282,6951.66796875,227.63101196289062,0,2787.886474609375,6.680578708648682,6834.7265625,282,5970.43359375,282,1920.7059271335602,2843.034912109375,1738.276611328125,6867.03564453125,1686936268.056723,cgp,mu+lambda,halfcheetah,1
283,6990.6630859375,148.6433563232422,0,2862.085693359375,6.634002685546875,6859.5859375,283,6178.92578125,283,1927.3573870658875,2921.35986328125,1722.1378173828125,6885.79052734375,1686936274.708183,cgp,mu+lambda,halfcheetah,1
284,7170.17724609375,184.30279541015625,0,2800.244140625,6.679539680480957,6996.07080078125,284,6169.2099609375,284,1934.0549187660217,2422.7275390625,627.1888427734375,7025.06982421875,1686936281.4057148,cgp,mu+lambda,halfcheetah,1
285,6989.4501953125,55.58352279663086,0,10611.87890625,6.679834842681885,6869.7080078125,285,6297.0625,285,1940.7520117759705,1574.8951416015625,582.130126953125,6872.0263671875,1686936288.1028078,cgp,mu+lambda,halfcheetah,1
286,7071.43701171875,445.59527587890625,0,2761.376708984375,6.676193714141846,6897.85986328125,286,6197.298828125,286,1947.4463419914246,2546.678466796875,710.2327880859375,6931.5478515625,1686936294.797138,cgp,mu+lambda,halfcheetah,1
287,6979.6708984375,367.2181396484375,0,2786.328125,6.673069477081299,6866.26171875,287,6242.0009765625,287,1954.1367962360382,2860.58544921875,1411.883056640625,6876.44189453125,1686936301.4875922,cgp,mu+lambda,halfcheetah,1
288,6961.56298828125,292.05853271484375,0,2771.98681640625,6.673702716827393,6911.7119140625,288,6117.05810546875,288,1960.8285264968872,2716.626708984375,1167.91552734375,6924.81005859375,1686936308.1793225,cgp,mu+lambda,halfcheetah,1
289,7052.52685546875,277.01312255859375,0,14700.75,6.678468227386475,6803.30224609375,289,6429.47998046875,289,1967.5257682800293,947.9735107421875,1733.987548828125,6936.9111328125,1686936314.8765643,cgp,mu+lambda,halfcheetah,1
290,7128.61376953125,347.20123291015625,0,2864.357666015625,6.644631385803223,7067.5439453125,290,6460.21484375,290,1974.1880168914795,3109.57861328125,2127.040771484375,7107.29931640625,1686936321.5388129,cgp,mu+lambda,halfcheetah,1
291,7071.1123046875,221.94680786132812,0,2785.16162109375,6.680197715759277,6912.375,291,6151.78857421875,291,1980.8867435455322,2544.7353515625,669.619140625,7059.50390625,1686936328.2375395,cgp,mu+lambda,halfcheetah,1
292,7025.6376953125,107.62203216552734,0,10560.2978515625,6.636099338531494,6809.84423828125,292,5846.2490234375,292,1987.5403656959534,1352.64306640625,576.6007080078125,6839.43896484375,1686936334.8911617,cgp,mu+lambda,halfcheetah,1
293,7205.3671875,367.56085205078125,0,2729.925537109375,6.6810197830200195,6951.302734375,293,6160.87744140625,293,1994.239756345749,2782.498046875,1738.848388671875,6991.02978515625,1686936341.5905523,cgp,mu+lambda,halfcheetah,1
294,7048.64990234375,363.58050537109375,0,2829.33935546875,6.681113243103027,6896.06640625,294,6324.72265625,294,2000.9384808540344,2657.0068359375,874.604736328125,7007.58203125,1686936348.2892768,cgp,mu+lambda,halfcheetah,1
295,6977.01318359375,256.3623046875,0,10638.0458984375,6.677479267120361,6839.95458984375,295,6117.2109375,295,2007.634286403656,2024.30029296875,3256.826416015625,6855.3388671875,1686936354.9850824,cgp,mu+lambda,halfcheetah,1
296,6988.6376953125,379.8249816894531,0,2910.54931640625,6.680491924285889,6912.916015625,296,6568.31689453125,296,2014.3322038650513,3184.315673828125,2795.205322265625,6987.47119140625,1686936361.6829998,cgp,mu+lambda,halfcheetah,1
297,7071.31396484375,231.3434295654297,0,2826.668701171875,6.678228855133057,6957.701171875,297,6000.93359375,297,2021.0285694599152,2637.099365234375,862.0069580078125,7021.35498046875,1686936368.3793654,cgp,mu+lambda,halfcheetah,1
298,6982.19287109375,341.2200012207031,0,10570.599609375,6.681872844696045,6882.9677734375,298,5254.49951171875,298,2027.7291288375854,1697.30908203125,1368.477783203125,6936.609375,1686936375.0799248,cgp,mu+lambda,halfcheetah,1
299,7077.1279296875,338.4294738769531,0,2588.278564453125,6.678066253662109,6901.935546875,299,4815.9921875,299,2034.4263768196106,2342.42822265625,816.3284912109375,6947.25830078125,1686936381.7771728,cgp,mu+lambda,halfcheetah,1
300,7013.470703125,287.2997741699219,0,10596.3994140625,6.687939643859863,6909.23193359375,300,5823.4716796875,300,2041.1324472427368,1831.9715576171875,1823.747314453125,7005.984375,1686936388.4832432,cgp,mu+lambda,halfcheetah,1
301,7038.61328125,359.2388916015625,0,2909.78271484375,6.638779640197754,6884.37255859375,301,6481.53173828125,301,2047.78826546669,2949.778564453125,1407.421875,7018.54931640625,1686936395.1390615,cgp,mu+lambda,halfcheetah,1
302,7050.77685546875,288.5901794433594,0,2770.689208984375,6.67875862121582,6957.11669921875,302,6217.8779296875,302,2054.4853851795197,2733.49267578125,1627.2452392578125,7021.37890625,1686936401.8361812,cgp,mu+lambda,halfcheetah,1
303,7034.55126953125,353.51739501953125,0,2858.70654296875,6.68172550201416,6939.0078125,303,6320.89013671875,303,2061.1843626499176,2881.33056640625,1235.7281494140625,6942.4609375,1686936408.5351586,cgp,mu+lambda,halfcheetah,1
304,6951.55126953125,174.182373046875,0,2811.582275390625,6.679669380187988,6786.8642578125,304,6201.25146484375,304,2067.881584882736,2765.197021484375,1337.823486328125,6821.87109375,1686936415.2323809,cgp,mu+lambda,halfcheetah,1
305,6987.2998046875,373.13800048828125,0,2823.901611328125,6.683963775634766,6943.1943359375,305,6327.8916015625,305,2074.5828444957733,2847.25146484375,1508.720458984375,6953.12255859375,1686936421.9336405,cgp,mu+lambda,halfcheetah,1
306,6888.67333984375,320.0098876953125,0,2763.30078125,6.681008815765381,6842.8935546875,306,6043.18896484375,306,2081.282450199127,2698.633056640625,1102.800537109375,6854.51171875,1686936428.6332462,cgp,mu+lambda,halfcheetah,1
307,7061.6923828125,270.4573669433594,0,2810.060791015625,6.679211139678955,6905.4404296875,307,6221.43603515625,307,2087.980149745941,2632.538330078125,941.9002685546875,6930.5126953125,1686936435.3309457,cgp,mu+lambda,halfcheetah,1
308,6952.6533203125,278.51593017578125,0,2736.026123046875,6.648808002471924,6839.08984375,308,5851.88427734375,308,2094.6475446224213,2594.443115234375,828.12548828125,6881.501953125,1686936441.9983406,cgp,mu+lambda,halfcheetah,1
309,7050.99560546875,322.2098388671875,0,2809.101318359375,6.673593521118164,6801.4892578125,309,6269.876953125,309,2101.339196205139,2881.11767578125,1875.98388671875,6912.3408203125,1686936448.6899922,cgp,mu+lambda,halfcheetah,1
310,7024.154296875,325.38427734375,0,2781.923095703125,6.678643703460693,6830.3525390625,310,6268.8740234375,310,2108.0350358486176,3045.014892578125,2874.09228515625,6942.01416015625,1686936455.3858318,cgp,mu+lambda,halfcheetah,1
311,6945.94921875,188.1793670654297,0,2844.1630859375,6.6829118728637695,6904.10546875,311,6211.24365234375,311,2114.7367107868195,2683.396728515625,909.0079345703125,6910.98583984375,1686936462.0875068,cgp,mu+lambda,halfcheetah,1
312,7019.3681640625,250.8345947265625,0,2735.1689453125,6.684049606323242,6965.93701171875,312,6051.6474609375,312,2121.43803024292,2739.174072265625,1868.296875,7010.47021484375,1686936468.7888262,cgp,mu+lambda,halfcheetah,1
313,6922.75341796875,199.68609619140625,0,2714.648681640625,6.667350769042969,6706.63818359375,313,5501.34228515625,313,2128.1245799064636,2552.74951171875,672.336669921875,6792.31787109375,1686936475.475376,cgp,mu+lambda,halfcheetah,1
314,6911.3759765625,324.5780029296875,0,2736.33203125,6.683271884918213,6894.8779296875,314,6111.3330078125,314,2134.825157403946,2593.8212890625,1022.9234619140625,6905.5498046875,1686936482.1759534,cgp,mu+lambda,halfcheetah,1
315,6885.70947265625,447.6893615722656,0,10636.3154296875,6.68715238571167,6780.8701171875,315,6457.0009765625,315,2141.530731678009,2047.704833984375,2589.27197265625,6878.03564453125,1686936488.8815277,cgp,mu+lambda,halfcheetah,1
316,7086.2744140625,518.1364135742188,0,2746.124755859375,6.684530735015869,6800.1416015625,316,6190.58203125,316,2148.2333040237427,3217.27685546875,3250.419921875,6815.70458984375,1686936495.5841,cgp,mu+lambda,halfcheetah,1
317,6977.09912109375,483.2262878417969,0,2664.10107421875,6.651266574859619,6833.4267578125,317,5995.990234375,317,2154.9032917022705,2797.89794921875,1885.740478515625,6861.4091796875,1686936502.2540877,cgp,mu+lambda,halfcheetah,1
318,7068.12548828125,274.7423095703125,0,2842.654052734375,6.673770904541016,6771.5673828125,318,6273.5810546875,318,2161.5952847003937,2791.048583984375,1002.5670166015625,6871.0,1686936508.9460807,cgp,mu+lambda,halfcheetah,1
319,6973.4228515625,382.6251220703125,0,2673.148193359375,6.681134223937988,6923.30859375,319,5986.52001953125,319,2168.294487953186,2884.6533203125,2557.65673828125,6925.76171875,1686936515.645284,cgp,mu+lambda,halfcheetah,1
320,7136.0703125,137.36373901367188,0,2735.252685546875,6.682857036590576,6848.4267578125,320,5654.62890625,320,2174.9952306747437,2520.066650390625,691.0386962890625,6892.66845703125,1686936522.3460267,cgp,mu+lambda,halfcheetah,1
321,6997.9072265625,334.9742736816406,0,2636.033935546875,6.689031600952148,6871.90380859375,321,4774.49365234375,321,2181.7017822265625,2368.756591796875,766.8109130859375,6979.3046875,1686936529.0525782,cgp,mu+lambda,halfcheetah,1
322,7045.4033203125,328.10784912109375,0,2694.759033203125,6.640528678894043,6867.7646484375,322,5773.31982421875,322,2188.360953807831,2591.139892578125,845.59375,7000.73486328125,1686936535.7117498,cgp,mu+lambda,halfcheetah,1
323,6962.2880859375,454.3358154296875,0,10584.0703125,6.6793341636657715,6824.9169921875,323,6164.0615234375,323,2195.057742357254,1958.275390625,2358.2685546875,6917.15087890625,1686936542.4085383,cgp,mu+lambda,halfcheetah,1
324,7188.123046875,494.55206298828125,0,10624.8935546875,6.682321071624756,7002.12158203125,324,6368.00634765625,324,2201.7584450244904,1981.0191650390625,1546.60107421875,7022.3564453125,1686936549.109241,cgp,mu+lambda,halfcheetah,1
325,7005.79248046875,146.90411376953125,0,2799.67724609375,6.6815056800842285,6882.28125,325,5955.99267578125,325,2208.457354784012,2587.452392578125,803.4952392578125,6942.46728515625,1686936555.8081508,cgp,mu+lambda,halfcheetah,1
326,7055.201171875,193.2890167236328,0,10553.6650390625,6.686620712280273,6857.76513671875,326,5585.455078125,326,2215.1626868247986,1456.8721923828125,766.6749267578125,6918.15869140625,1686936562.5134828,cgp,mu+lambda,halfcheetah,1
327,7084.2666015625,451.36663818359375,0,2769.251220703125,6.68177604675293,6921.00732421875,327,6298.49609375,327,2221.863231420517,3123.8896484375,3056.566162109375,6984.1337890625,1686936569.2140274,cgp,mu+lambda,halfcheetah,1
328,7134.40380859375,167.07232666015625,0,2784.950927734375,6.681763648986816,6960.9716796875,328,5646.0029296875,328,2228.563067674637,2533.498291015625,692.1419677734375,6968.00390625,1686936575.9138637,cgp,mu+lambda,halfcheetah,1
329,7050.59619140625,392.72479248046875,0,2701.270751953125,6.6515727043151855,6889.18115234375,329,6181.1904296875,329,2235.232641220093,3038.26123046875,3051.2275390625,6905.12939453125,1686936582.5834372,cgp,mu+lambda,halfcheetah,1
330,7037.84765625,257.86767578125,0,2896.290771484375,6.679889678955078,6943.9990234375,330,6385.2265625,330,2241.930097103119,3288.62548828125,3187.522705078125,6990.3251953125,1686936589.280893,cgp,mu+lambda,halfcheetah,1
331,6997.04541015625,247.79122924804688,0,2872.67626953125,6.6819658279418945,6933.646484375,331,6477.94580078125,331,2248.63040971756,2805.702392578125,1006.0895385742188,6973.8671875,1686936595.9812057,cgp,mu+lambda,halfcheetah,1
332,7056.15478515625,444.36444091796875,0,2762.4638671875,6.684374809265137,6951.78955078125,332,6388.4765625,332,2255.332287788391,3057.593017578125,2959.5458984375,6973.46533203125,1686936602.6830838,cgp,mu+lambda,halfcheetah,1
333,7217.38037109375,208.02430725097656,0,2834.71630859375,6.688633441925049,6911.45361328125,333,5888.39990234375,333,2262.039223432541,2521.801025390625,643.746337890625,7061.158203125,1686936609.3900194,cgp,mu+lambda,halfcheetah,1
334,6987.056640625,408.9992370605469,0,2759.168701171875,6.689701080322266,6893.0830078125,334,5872.107421875,334,2268.746353149414,2772.28076171875,1017.7457275390625,6965.92626953125,1686936616.0971491,cgp,mu+lambda,halfcheetah,1
335,7037.57470703125,169.70294189453125,0,2725.59375,6.6730217933654785,6932.18896484375,335,5623.65625,335,2275.4375841617584,2407.889404296875,651.3235473632812,6935.35595703125,1686936622.7883801,cgp,mu+lambda,halfcheetah,1
336,7156.48779296875,83.81219482421875,0,2834.421142578125,6.68583345413208,6912.69921875,336,5707.68798828125,336,2282.141872882843,2402.028076171875,591.252685546875,6964.46533203125,1686936629.4926689,cgp,mu+lambda,halfcheetah,1
337,6995.423828125,146.43466186523438,0,2792.36474609375,6.678540229797363,6890.8310546875,337,5620.3349609375,337,2288.837998151779,2360.167236328125,578.15380859375,6909.55615234375,1686936636.1887941,cgp,mu+lambda,halfcheetah,1
338,6949.736328125,144.33419799804688,0,2874.644287109375,6.67128324508667,6770.2880859375,338,6387.615234375,338,2295.5285794734955,2790.449951171875,1103.113037109375,6942.10693359375,1686936642.8793755,cgp,mu+lambda,halfcheetah,1
339,7062.33935546875,279.052734375,0,2826.7353515625,6.683828830718994,6898.3564453125,339,6296.76318359375,339,2302.2326509952545,2856.94482421875,1322.79638671875,6963.67919921875,1686936649.583447,cgp,mu+lambda,halfcheetah,1
340,6976.458984375,374.0318603515625,0,2945.126953125,6.679238319396973,6870.4736328125,340,6406.44384765625,340,2308.93598985672,3181.197509765625,3221.4384765625,6971.833984375,1686936656.2867858,cgp,mu+lambda,halfcheetah,1
341,7000.70654296875,256.1995544433594,0,2710.141357421875,6.679289817810059,6816.16357421875,341,5899.08251953125,341,2315.637099981308,2699.319580078125,1945.59326171875,6967.6220703125,1686936662.987896,cgp,mu+lambda,halfcheetah,1
342,7061.29150390625,342.9232177734375,0,2656.217041015625,6.6794753074646,6954.2080078125,342,4906.25537109375,342,2322.3623311519623,2466.075439453125,823.1279296875,6977.40625,1686936669.7131271,cgp,mu+lambda,halfcheetah,1
343,7020.97802734375,370.57879638671875,0,2608.93994140625,6.6485981941223145,6907.14208984375,343,5322.12109375,343,2329.0829129219055,2669.85107421875,1746.31005859375,6961.37060546875,1686936676.433709,cgp,mu+lambda,halfcheetah,1
344,6970.41162109375,237.72731018066406,0,2771.677734375,6.675089359283447,6898.11962890625,344,6201.61962890625,344,2335.779923439026,2607.655029296875,830.6087646484375,6955.61865234375,1686936683.1307194,cgp,mu+lambda,halfcheetah,1
345,7090.283203125,394.18682861328125,0,2715.7353515625,6.677324295043945,6880.90966796875,345,6114.2548828125,345,2342.478397130966,2913.36083984375,2553.255615234375,6983.42529296875,1686936689.829193,cgp,mu+lambda,halfcheetah,1
346,6882.6337890625,258.8430480957031,0,2729.351806640625,6.680528163909912,6797.87451171875,346,6113.80712890625,346,2349.178768634796,2669.517333984375,1450.8525390625,6831.52490234375,1686936696.5295646,cgp,mu+lambda,halfcheetah,1
347,6854.4638671875,280.0331115722656,0,10559.0859375,6.683343887329102,6794.42333984375,347,5834.38427734375,347,2355.883371114731,1674.7449951171875,1582.63623046875,6816.51171875,1686936703.234167,cgp,mu+lambda,halfcheetah,1
348,7053.916015625,541.8504638671875,0,2717.685302734375,6.675821781158447,6961.39892578125,348,6050.7587890625,348,2362.57958316803,2936.1806640625,2551.1806640625,6971.7490234375,1686936709.9303792,cgp,mu+lambda,halfcheetah,1
349,7068.931640625,428.3193664550781,0,10571.6826171875,6.723270416259766,6978.58447265625,349,5874.9384765625,349,2369.3419971466064,1760.3828125,1321.543212890625,6980.4423828125,1686936716.6927931,cgp,mu+lambda,halfcheetah,1
350,7027.77685546875,512.351806640625,0,2793.8095703125,6.677140712738037,6905.48095703125,350,6231.5625,350,2376.0671458244324,2986.599609375,2504.91259765625,6970.1259765625,1686936723.4179418,cgp,mu+lambda,halfcheetah,1
351,7084.181640625,247.089599609375,0,2741.8427734375,6.760822296142578,6881.4677734375,351,6042.2861328125,351,2382.865306377411,2573.41552734375,702.432373046875,6887.0517578125,1686936730.2161024,cgp,mu+lambda,halfcheetah,1
352,6939.1484375,411.5665283203125,0,2720.220703125,6.672783374786377,6894.1259765625,352,6310.865234375,352,2389.586478948593,2989.755615234375,2518.4228515625,6922.4677734375,1686936736.937275,cgp,mu+lambda,halfcheetah,1
353,7113.130859375,286.11065673828125,0,2771.936767578125,6.651630401611328,6893.0244140625,353,6229.181640625,353,2396.2740466594696,2845.21435546875,2165.69482421875,6900.98095703125,1686936743.6248426,cgp,mu+lambda,halfcheetah,1
354,7047.98876953125,376.44537353515625,0,2829.24560546875,6.667946815490723,6831.8740234375,354,6340.54150390625,354,2402.9635725021362,2836.950927734375,910.9637451171875,6967.17138671875,1686936750.3143685,cgp,mu+lambda,halfcheetah,1
355,6962.94921875,249.5218963623047,0,2806.586181640625,6.6771674156188965,6868.05224609375,355,6142.22216796875,355,2409.6606566905975,2700.023681640625,986.443603515625,6897.61962890625,1686936757.0114527,cgp,mu+lambda,halfcheetah,1
356,6998.46142578125,226.28091430664062,0,2857.017822265625,6.655379772186279,6900.048828125,356,6285.8134765625,356,2416.347898244858,2671.50732421875,682.023193359375,6918.38720703125,1686936763.6986942,cgp,mu+lambda,halfcheetah,1
357,6947.8583984375,299.72637939453125,0,10609.9599609375,6.651597499847412,6791.060546875,357,6428.63037109375,357,2423.027908563614,1729.1312255859375,1000.6800537109375,6867.43603515625,1686936770.3787045,cgp,mu+lambda,halfcheetah,1
358,7026.5,278.4897766113281,0,2858.67822265625,6.6768107414245605,6878.45458984375,358,6416.36669921875,358,2429.726569414139,3013.005615234375,2686.849853515625,6952.43408203125,1686936777.0773654,cgp,mu+lambda,halfcheetah,1
359,6985.419921875,259.4140625,0,10645.1650390625,6.67576265335083,6904.771484375,359,6498.08349609375,359,2436.4243783950806,1947.4515380859375,1854.47265625,6947.51171875,1686936783.7751744,cgp,mu+lambda,halfcheetah,1
360,6967.81494140625,299.0851745605469,0,10552.8720703125,6.704087257385254,6918.19970703125,360,5633.91064453125,360,2443.1485602855682,1591.050537109375,853.8307495117188,6944.0791015625,1686936790.4993563,cgp,mu+lambda,halfcheetah,1
361,6979.23388671875,406.1904296875,0,2770.8486328125,6.701359748840332,6938.6630859375,361,6236.54833984375,361,2449.8708112239838,3050.502685546875,2417.43212890625,6956.25830078125,1686936797.2216072,cgp,mu+lambda,halfcheetah,1
362,7055.7109375,527.77734375,0,2839.89599609375,6.700185298919678,6881.8955078125,362,6420.6630859375,362,2456.5923330783844,3046.23486328125,1881.9366455078125,6890.146484375,1686936803.943129,cgp,mu+lambda,halfcheetah,1
363,7006.5849609375,369.0080871582031,0,2905.323486328125,6.707208156585693,6896.443359375,363,6330.77392578125,363,2463.3193747997284,3068.746826171875,2405.4482421875,6904.51416015625,1686936810.6701708,cgp,mu+lambda,halfcheetah,1
364,7038.22412109375,161.71963500976562,0,2826.026611328125,6.746343612670898,6940.513671875,364,6374.10400390625,364,2470.085120677948,2690.734375,968.1923828125,6980.99951171875,1686936817.4359167,cgp,mu+lambda,halfcheetah,1
365,7151.7861328125,332.28094482421875,0,2842.404296875,6.701083660125732,6952.2451171875,365,6350.2490234375,365,2476.8076872825623,2894.8505859375,1796.89111328125,6968.0751953125,1686936824.1584833,cgp,mu+lambda,halfcheetah,1
366,6933.74267578125,193.660888671875,0,2736.983154296875,6.704582691192627,6888.70263671875,366,6050.18994140625,366,2483.5314893722534,2434.458740234375,673.9323120117188,6888.87109375,1686936830.8822854,cgp,mu+lambda,halfcheetah,1
367,7105.96923828125,192.97329711914062,0,2915.504150390625,6.708101272583008,6923.96142578125,367,6302.3369140625,367,2490.2588210105896,2774.091552734375,799.9329833984375,6944.0693359375,1686936837.609617,cgp,mu+lambda,halfcheetah,1
368,6938.37353515625,294.61322021484375,0,10602.091796875,6.706467151641846,6892.92138671875,368,6277.24609375,368,2496.984557390213,1683.9593505859375,725.4993896484375,6893.6376953125,1686936844.3353534,cgp,mu+lambda,halfcheetah,1
369,7111.30126953125,580.5742797851562,0,2762.703125,6.710212230682373,7020.67333984375,369,6409.99951171875,369,2503.714659690857,3065.789306640625,2267.73876953125,7027.18115234375,1686936851.0654557,cgp,mu+lambda,halfcheetah,1
370,6917.59130859375,400.9742431640625,0,2802.48486328125,6.71169900894165,6889.58984375,370,6294.4150390625,370,2510.444520711899,2660.803955078125,872.2904663085938,6913.10986328125,1686936857.7953167,cgp,mu+lambda,halfcheetah,1
371,7074.0576171875,366.89764404296875,0,2749.105224609375,6.7115349769592285,6892.84912109375,371,6351.4697265625,371,2517.1754105091095,2853.094970703125,1675.2396240234375,6987.49853515625,1686936864.5262065,cgp,mu+lambda,halfcheetah,1
372,7051.7734375,284.0390625,0,10535.21484375,6.711850643157959,6847.33642578125,372,5261.82373046875,372,2523.904939889908,1423.4854736328125,648.90869140625,6882.8076171875,1686936871.2557359,cgp,mu+lambda,halfcheetah,1
373,7122.4970703125,220.74916076660156,0,2992.012939453125,6.70571231842041,7002.4931640625,373,6546.97119140625,373,2530.6301288604736,3330.3662109375,3457.317626953125,7010.3759765625,1686936877.9809248,cgp,mu+lambda,halfcheetah,1
374,7084.5361328125,394.0318298339844,0,2715.503173828125,6.701923370361328,6934.3955078125,374,5903.84033203125,374,2537.351551771164,2949.724365234375,1978.1005859375,6968.91748046875,1686936884.7023478,cgp,mu+lambda,halfcheetah,1
375,7012.09228515625,390.42926025390625,0,10648.953125,6.702578544616699,6892.22607421875,375,6337.14453125,375,2544.072054862976,2246.929443359375,3618.5673828125,6934.3076171875,1686936891.4228508,cgp,mu+lambda,halfcheetah,1
376,6991.3046875,200.78082275390625,0,2709.625244140625,6.692407608032227,6847.55224609375,376,5482.298828125,376,2550.7837822437286,2516.444091796875,952.2981567382812,6856.51708984375,1686936898.1345782,cgp,mu+lambda,halfcheetah,1
377,6994.11865234375,231.0747528076172,0,2865.218505859375,6.705371379852295,6958.0927734375,377,6412.67578125,377,2557.507938861847,2736.93994140625,811.087890625,6993.0869140625,1686936904.8587348,cgp,mu+lambda,halfcheetah,1
378,6951.1904296875,215.31512451171875,0,2803.64306640625,6.698665142059326,6910.81787109375,378,6157.232421875,378,2564.2260398864746,2770.7255859375,1434.20068359375,6917.18896484375,1686936911.5768359,cgp,mu+lambda,halfcheetah,1
379,7048.30810546875,220.93017578125,0,2823.15966796875,6.704122066497803,6946.525390625,379,6351.62890625,379,2570.9492971897125,2869.54052734375,1672.7657470703125,6962.3203125,1686936918.3000932,cgp,mu+lambda,halfcheetah,1
