,training.top_k_forward_reward.top_1_forward_reward,training.top_k_reward.top_1_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,_step,_runtime,training.run_id,training.top_k_fit.top_2_fit,training.evaluation_time,training.top_k_healthy_reward.top_0_healthy_reward,training.fitness_std,training.top_k_fit.top_1_fit,training.top_k_reward.top_2_reward,training.fitness_mean,training.top_k_forward_reward.top_2_forward_reward,training.fitness_1q,training.top_k_reward.top_0_reward,training.top_k_healthy_reward.top_1_healthy_reward,training.generation,training.fitness_median,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_forward_reward.top_0_forward_reward,training.top_k_healthy_reward.top_2_healthy_reward,training.fitness_3q,training.top_k_fit.top_0_fit,_timestamp,training.top_k_ctrl_reward.top_1_ctrl_reward,solver,ea,fitness,environment,seed,training.evaluation
0,34.83830261230469,936.6487426757812,-0.3157344460487366,0,20.080697774887085,3,-3.9218788146972656,16.267784118652344,87.4000015258789,13995.3828125,8.465360641479492,15.270896911621094,-2032.610595703125,-3.8926734924316406,-11.976679801940918,110.3354263305664,903.2000122070312,0,-20.4007625579834,-0.03643057867884636,23.251161575317383,19.200000762939453,-34.01256561279297,10.086338996887207,1688770245.9161868,-1.389693260192871,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,3,0
1,9.04157543182373,1006.5904541015625,-0.48000746965408325,1,22.648417949676514,3,-3.082761526107788,2.4154345989227295,135.0,17054.21875,6.798792839050293,79.9552993774414,-3025.725341796875,-1.382277488708496,-15.862611770629883,215.43081665039062,999.0,1,-20.302505493164062,-0.0624229796230793,80.91084289550781,81.4000015258789,-26.954221725463867,79.53948974609375,1688770248.483907,-1.4510955810546875,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,3,100
2,131.7091522216797,409.1274108886719,-0.42392903566360474,2,25.09038519859314,3,128.520751953125,2.413309097290039,144.40000915527344,49.927635192871094,132.11131286621094,308.29217529296875,-6.38850212097168,90.12721252441406,-4.197909832000732,236.9829559326172,278.6000061035156,2,-11.836353302001953,-1.034980058670044,93.00689697265625,219.1999969482422,-18.220481872558594,152.34056091308594,1688770250.9258742,-1.1818201541900635,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,3,200
3,94.42542266845703,253.5631103515625,-0.7788228988647461,3,27.539987087249756,3,139.37771606445312,2.4170703887939453,238.8000030517578,71.36550903320312,154.59033203125,400.99462890625,-3.8960139751434326,140.00723266601562,-0.6760805249214172,329.25408935546875,159.60000610351562,3,-11.987573623657227,-0.8125700354576111,91.23298645019531,261.8000183105469,-28.74371910095215,241.71151733398438,1688770253.3754761,-0.4623545706272125,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,3,300
4,152.33909606933594,390.3468933105469,-0.4969038665294647,4,29.967200994491577,3,142.49127197265625,2.395939350128174,217.8000030517578,23747.755859375,148.0215301513672,372.2339782714844,-6004.0302734375,102.28547668457031,-5.680721759796143,335.87322998046875,238.60000610351562,4,-13.955163955688477,-0.8514807820320129,118.57012176513672,270.8000183105469,-34.920440673828125,158.3002166748047,1688770255.80269,-0.5921695232391357,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,3,400
5,201.5387725830078,356.9762268066406,-1.0079712867736816,5,32.361719846725464,3,160.856689453125,2.361659049987793,257.6000061035156,13997.5107421875,181.3661346435547,384.60198974609375,-2019.201171875,161.31300354003906,-5.5997467041015625,445.9416198730469,156.0,5,-19.14556884765625,-0.5110124349594116,189.34959411621094,223.8000030517578,-103.94029235839844,187.03131103515625,1688770258.197209,-0.5624714493751526,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,3,500
6,81.78155517578125,379.71087646484375,-0.5694433450698853,6,34.7500102519989,3,158.8060760498047,2.3567047119140625,157.1999969482422,17056.509765625,159.8711395263672,276.3094787597656,-3013.396728515625,61.77340316772461,-12.552450180053711,376.5000915527344,298.6000061035156,6,-19.404769897460938,-0.8639087080955505,219.8695831298828,215.40000915527344,-53.61784362792969,235.48638916015625,1688770260.5854993,-0.6706736087799072,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,3,600
7,154.76634216308594,399.33917236328125,-1.469394564628601,7,37.14424705505371,3,180.3584747314453,2.360548973083496,441.6000061035156,90.21272277832031,194.09072875976562,281.1906433105469,-26.84933090209961,49.29913330078125,-4.066786289215088,574.2919921875,245.40000915527344,7,-21.21053123474121,-0.9085745215415955,134.1614532470703,232.8000030517578,-111.22042083740234,214.66079711914062,1688770262.979736,-0.8272014856338501,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,3,700
8,234.6121063232422,408.190185546875,-0.9085630774497986,8,39.53375315666199,3,201.78794860839844,2.3563156127929688,257.20001220703125,9948.0205078125,228.9048614501953,461.092529296875,-1023.3950805664062,116.97370910644531,-7.836635589599609,493.00177001953125,174.1999969482422,8,-26.743072509765625,-1.081286072731018,236.7102508544922,345.20001220703125,-109.31858825683594,244.63755798339844,1688770265.3692422,-0.6218662261962891,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,3,800
9,238.1433868408203,433.2492370605469,-1.0827445983886719,9,41.92587637901306,3,221.10888671875,2.358964681625366,303.6000061035156,97.40331268310547,234.00387573242188,440.4765625,-2.9441614151000977,218.21987915039062,-2.1282081604003906,503.7377014160156,195.8000030517578,9,-13.148820877075195,-0.7432267069816589,201.2203826904297,223.0,-78.6714859008789,248.02906799316406,1688770267.7613654,-0.694171130657196,cgp-weighted,mu+lambda-ga1,weighted-i-1-1-unhealthy_termination,walker2d,3,900
