,iteration,front_size,reward,simplicity
0,0,2,809.08984,0.8333333
1,0,2,837.8079,0.79999995
2,1,2,809.08984,0.8333333
3,1,2,837.8079,0.79999995
4,2,2,809.08984,0.8333333
5,2,2,837.8079,0.79999995
6,3,2,809.08984,0.8333333
7,3,2,837.8079,0.79999995
8,4,2,809.08984,0.8333333
9,4,2,837.8079,0.79999995
10,5,2,837.8079,0.79999995
11,5,2,823.961,0.8333333
12,6,2,837.8079,0.79999995
13,6,2,823.961,0.8333333
14,7,2,837.8079,0.79999995
15,7,2,828.98035,0.8333333
16,8,2,837.8079,0.79999995
17,8,2,828.98035,0.8333333
18,9,1,829.08765,0.8333333
19,10,1,823.961,0.8333333
20,11,1,823.961,0.8333333
21,12,1,850.1523,0.8333333
22,13,1,792.6846,0.8333333
23,14,1,818.9186,0.8333333
24,15,1,871.7698,0.8333333
25,16,1,792.41895,0.8333333
26,17,1,824.0079,0.8333333
27,18,1,810.51074,0.8333333
28,19,1,802.9591,0.8333333
29,20,1,795.155,0.8333333
30,21,1,804.961,0.8333333
31,22,1,852.4171,0.8333333
32,23,1,823.7033,0.8333333
33,24,1,824.454,0.8333333
34,25,1,821.62823,0.8333333
35,26,1,824.0331,0.8333333
36,27,1,809.3401,0.8333333
37,28,1,929.0814,0.8333333
38,29,1,789.8775,0.8333333
39,30,1,876.04626,0.8333333
40,31,1,814.6275,0.8333333
41,32,1,898.4573,0.8333333
42,33,1,866.5711,0.8333333
43,34,1,866.5711,0.8333333
44,35,1,794.118,0.8333333
45,36,1,794.118,0.8333333
46,37,1,792.58966,0.8333333
47,38,1,853.0213,0.8333333
48,39,1,897.1383,0.8333333
49,40,1,805.1172,0.8333333
50,41,1,802.6121,0.8333333
51,42,1,842.4551,0.8333333
52,43,1,840.9219,0.8333333
53,44,1,833.31354,0.8333333
54,45,1,841.6796,0.8333333
55,46,1,867.85364,0.8333333
56,47,1,794.0009,0.8333333
57,48,1,794.0009,0.8333333
58,49,1,804.8114,0.8333333
59,50,1,841.3086,0.8333333
60,51,1,843.29395,0.8333333
61,52,1,832.68994,0.8333333
62,53,1,831.62274,0.8333333
63,54,1,856.65173,0.8333333
64,55,1,889.2947,0.8333333
65,56,1,757.65796,0.8333333
66,57,1,852.4283,0.8333333
67,58,1,800.2598,0.8333333
68,59,1,871.10614,0.8333333
69,60,1,830.9929,0.8333333
70,61,1,841.37445,0.8333333
71,62,1,832.2183,0.8333333
72,63,1,824.40314,0.8333333
73,64,1,819.64355,0.8333333
74,65,1,819.64355,0.8333333
75,66,1,808.5352,0.8333333
76,67,1,800.09436,0.8333333
77,68,1,848.6452,0.8333333
78,69,1,888.22473,0.8333333
79,70,1,878.4586,0.8333333
80,71,1,838.58234,0.8333333
81,72,1,822.40454,0.8333333
82,73,2,822.40454,0.8333333
83,73,2,852.05664,0.81666666
84,74,1,877.0632,0.8333333
85,75,1,861.136,0.8333333
86,76,1,861.136,0.8333333
87,77,1,822.40454,0.8333333
88,78,1,852.50055,0.8333333
89,79,1,935.5083,0.8333333
90,80,1,818.321,0.8333333
91,81,1,102.96584,0.8333333
92,82,1,111.65294,0.8333333
93,83,1,111.80393,0.8333333
94,84,1,111.70622,0.8333333
95,85,1,111.75018,0.8333333
96,86,4,111.75018,0.8333333
97,86,4,283.0825,0.76666665
98,86,4,130.7739,0.7833333
99,86,4,292.0183,0.71666664
100,87,4,111.75018,0.8333333
101,87,4,283.0825,0.76666665
102,87,4,130.7739,0.7833333
103,87,4,292.0183,0.71666664
104,88,4,111.75018,0.8333333
105,88,4,254.34184,0.79999995
106,88,4,301.80994,0.7833333
107,88,4,302.30704,0.71666664
108,89,4,111.75018,0.8333333
109,89,4,301.80994,0.7833333
110,89,4,302.30704,0.71666664
111,89,4,272.17316,0.79999995
112,90,5,111.75018,0.8333333
113,90,5,301.80994,0.7833333
114,90,5,272.17316,0.79999995
115,90,5,302.35858,0.76666665
116,90,5,121.796776,0.81666666
117,91,4,301.80994,0.7833333
118,91,4,272.17316,0.79999995
119,91,4,302.35858,0.76666665
120,91,4,255.1609,0.8333333
121,92,4,301.80994,0.7833333
122,92,4,272.17316,0.79999995
123,92,4,302.35858,0.76666665
124,92,4,264.13943,0.8333333
125,93,4,301.80994,0.7833333
126,93,4,272.17316,0.79999995
127,93,4,302.35858,0.76666665
128,93,4,264.13943,0.8333333
129,94,4,301.80994,0.7833333
130,94,4,272.17316,0.79999995
131,94,4,302.35858,0.76666665
132,94,4,264.13943,0.8333333
133,95,4,301.80994,0.7833333
134,95,4,302.35858,0.76666665
135,95,4,264.20847,0.8333333
136,95,4,291.34567,0.79999995
137,96,4,301.80994,0.7833333
138,96,4,302.35858,0.76666665
139,96,4,264.20847,0.8333333
140,96,4,291.34567,0.79999995
141,97,4,301.80994,0.7833333
142,97,4,302.35858,0.76666665
143,97,4,264.20847,0.8333333
144,97,4,292.73535,0.79999995
145,98,4,301.80994,0.7833333
146,98,4,302.35858,0.76666665
147,98,4,292.73535,0.79999995
148,98,4,273.46634,0.8333333
149,99,4,301.80994,0.7833333
150,99,4,302.35858,0.76666665
151,99,4,292.73535,0.79999995
152,99,4,273.46634,0.8333333
153,100,4,301.80994,0.7833333
154,100,4,302.35858,0.76666665
155,100,4,292.73535,0.79999995
156,100,4,273.82828,0.8333333
157,101,5,301.80994,0.7833333
158,101,5,302.35858,0.76666665
159,101,5,292.73535,0.79999995
160,101,5,273.82828,0.8333333
161,101,5,311.08432,0.71666664
162,102,5,301.80994,0.7833333
163,102,5,302.35858,0.76666665
164,102,5,292.73535,0.79999995
165,102,5,273.82828,0.8333333
166,102,5,311.08432,0.71666664
167,103,5,301.80994,0.7833333
168,103,5,302.35858,0.76666665
169,103,5,292.73535,0.79999995
170,103,5,273.82828,0.8333333
171,103,5,311.08432,0.71666664
172,104,5,301.80994,0.7833333
173,104,5,302.35858,0.76666665
174,104,5,292.73535,0.79999995
175,104,5,273.82828,0.8333333
176,104,5,311.08432,0.71666664
177,105,5,301.80994,0.7833333
178,105,5,302.35858,0.76666665
179,105,5,292.73535,0.79999995
180,105,5,273.82828,0.8333333
181,105,5,311.08432,0.71666664
182,106,5,301.80994,0.7833333
183,106,5,302.35858,0.76666665
184,106,5,292.73535,0.79999995
185,106,5,273.82828,0.8333333
186,106,5,311.08432,0.71666664
187,107,5,301.80994,0.7833333
188,107,5,302.35858,0.76666665
189,107,5,292.73535,0.79999995
190,107,5,273.82828,0.8333333
191,107,5,311.08432,0.71666664
192,108,5,301.80994,0.7833333
193,108,5,302.35858,0.76666665
194,108,5,292.73535,0.79999995
195,108,5,311.08432,0.71666664
196,108,5,283.3579,0.8333333
197,109,5,301.80994,0.7833333
198,109,5,302.35858,0.76666665
199,109,5,292.73535,0.79999995
200,109,5,311.08432,0.71666664
201,109,5,283.3579,0.8333333
202,110,5,301.80994,0.7833333
203,110,5,302.35858,0.76666665
204,110,5,292.73535,0.79999995
205,110,5,311.08432,0.71666664
206,110,5,283.3579,0.8333333
