,training.fitness_1q,training.top_k_fit.top_2_fit,training.generation,training.evaluation_time,training.top_k_fit.top_0_fit,training.top_k_fit.top_1_fit,_timestamp,training.run_id,training.fitness_std,training.fitness_mean,training.fitness_median,_step,_runtime,training.fitness_3q,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
0,110.4829330444336,245.4889373779297,0,15.930590629577637,361.7345275878906,288.42755126953125,1687192012.2179625,4,9958.8125,-912.9444580078125,72.437744140625,0,17.311622619628906,43.29669952392578,cgp,mu+lambda,reward,walker2d,4,0,361.7345275878906,288.42755126953125,245.4889373779297
1,131.6287841796875,324.75341796875,1,2.149996280670166,389.97265625,370.2804260253906,1687192014.5539165,4,90.61133575439453,102.28589630126953,73.78819274902344,1,19.647576570510864,38.126590728759766,cgp,mu+lambda,reward,walker2d,4,100,389.97265625,370.2804260253906,324.75341796875
2,196.7445068359375,427.0682373046875,2,2.1987404823303223,732.9736328125,481.2046203613281,1687192016.7782776,4,120.42247009277344,140.56019592285156,111.11681365966797,2,21.87193775177002,51.12659454345703,cgp,mu+lambda,reward,walker2d,4,200,732.9736328125,481.2046203613281,427.0682373046875
3,242.54071044921875,488.162841796875,3,2.1932597160339355,1023.58984375,743.8131103515625,1687192018.9910092,4,9968.126953125,-832.2172241210938,100.43658447265625,3,24.08466935157776,40.850318908691406,cgp,mu+lambda,reward,walker2d,4,300,1023.58984375,743.8131103515625,488.162841796875
4,349.19146728515625,762.046142578125,4,2.190927028656006,821.8958740234375,771.4102172851562,1687192021.2022293,4,202.5840606689453,224.9200897216797,134.47344970703125,4,26.295889377593994,71.07389831542969,cgp,mu+lambda,reward,walker2d,4,400,821.8958740234375,771.4102172851562,762.046142578125
5,348.3375549316406,814.37158203125,5,2.193467617034912,963.2744750976562,963.094970703125,1687192023.4134698,4,232.1565399169922,239.88833618164062,150.36355590820312,5,28.507129907608032,71.79103088378906,cgp,mu+lambda,reward,walker2d,4,500,963.2744750976562,963.094970703125,814.37158203125
6,406.27899169921875,819.0029907226562,6,2.1799516677856445,832.9003295898438,823.4440307617188,1687192025.6111102,4,244.32627868652344,268.8171081542969,174.18130493164062,6,30.70477032661438,55.5670280456543,cgp,mu+lambda,reward,walker2d,4,600,832.9003295898438,823.4440307617188,819.0029907226562
7,453.22796630859375,823.0602416992188,7,2.1787912845611572,1023.0513305664062,1010.9097900390625,1687192027.8078218,4,9980.357421875,-731.7848510742188,164.75787353515625,7,32.90148186683655,51.17677688598633,cgp,mu+lambda,reward,walker2d,4,700,1023.0513305664062,1010.9097900390625,823.0602416992188
8,592.1735229492188,1009.1259155273438,8,2.18095064163208,1028.61962890625,1023.4244995117188,1687192030.0059865,4,330.0038757324219,338.8721008300781,150.61172485351562,8,35.09964656829834,75.34683227539062,cgp,mu+lambda,reward,walker2d,4,800,1028.61962890625,1023.4244995117188,1009.1259155273438
9,597.8841552734375,1016.5789794921875,9,2.1793770790100098,1023.1862182617188,1021.7249145507812,1687192032.2033741,4,354.7794189453125,318.14813232421875,116.9710693359375,9,37.29703426361084,58.79778289794922,cgp,mu+lambda,reward,walker2d,4,900,1023.1862182617188,1021.7249145507812,1016.5789794921875
10,496.6107177734375,1007.1211547851562,10,2.1734373569488525,1014.0374755859375,1008.5676879882812,1687192034.4021473,4,353.1893310546875,298.7341003417969,106.56089782714844,10,39.4958074092865,54.0018196105957,cgp,mu+lambda,reward,walker2d,4,1000,1014.0374755859375,1008.5676879882812,1007.1211547851562
11,496.557861328125,1009.62744140625,11,2.174104928970337,1015.1375732421875,1011.454345703125,1687192036.6004288,4,9989.6552734375,-668.4051513671875,141.37896728515625,11,41.69408893585205,54.970706939697266,cgp,mu+lambda,reward,walker2d,4,1100,1015.1375732421875,1011.454345703125,1009.62744140625
12,393.34698486328125,1011.9609985351562,12,2.171834707260132,1020.45361328125,1018.4347534179688,1687192038.7943106,4,373.7314453125,280.4444274902344,81.08423614501953,12,43.88797068595886,46.129825592041016,cgp,mu+lambda,reward,walker2d,4,1200,1020.45361328125,1018.4347534179688,1011.9609985351562
13,440.9988708496094,1009.3683471679688,13,2.1736981868743896,1021.1676025390625,1010.654541015625,1687192040.9904127,4,366.03704833984375,311.8571472167969,137.66119384765625,13,46.08407282829285,52.22348403930664,cgp,mu+lambda,reward,walker2d,4,1300,1021.1676025390625,1010.654541015625,1009.3683471679688
14,507.3046875,1011.13623046875,14,2.1796059608459473,1018.07373046875,1012.1803588867188,1687192043.188642,4,9990.130859375,-672.75,115.53359985351562,14,48.282302141189575,50.69837951660156,cgp,mu+lambda,reward,walker2d,4,1400,1018.07373046875,1012.1803588867188,1011.13623046875
15,644.7014770507812,1012.8616943359375,15,2.1793816089630127,1025.65380859375,1013.9471435546875,1687192045.3853154,4,392.6081848144531,323.0827941894531,85.48038482666016,15,50.47897553443909,40.02617263793945,cgp,mu+lambda,reward,walker2d,4,1500,1025.65380859375,1013.9471435546875,1012.8616943359375
16,929.405517578125,1009.0580444335938,16,2.178776502609253,1012.5431518554688,1009.609130859375,1687192047.5818424,4,403.3750305175781,375.85687255859375,150.22000122070312,16,52.67550253868103,50.288291931152344,cgp,mu+lambda,reward,walker2d,4,1600,1012.5431518554688,1009.609130859375,1009.0580444335938
17,986.6552734375,1012.074951171875,17,2.179365396499634,1018.7507934570312,1012.4629516601562,1687192049.7778504,4,407.093505859375,377.353515625,155.6658935546875,17,54.87151050567627,62.788326263427734,cgp,mu+lambda,reward,walker2d,4,1700,1018.7507934570312,1012.4629516601562,1012.074951171875
18,957.5010986328125,1016.6572875976562,18,2.1781721115112305,1022.1424560546875,1017.2042846679688,1687192051.973021,4,398.8655700683594,377.2565002441406,138.4683837890625,18,57.066681146621704,59.64455032348633,cgp,mu+lambda,reward,walker2d,4,1800,1022.1424560546875,1017.2042846679688,1016.6572875976562
19,997.588134765625,1015.1149291992188,19,2.1799492835998535,1020.7550659179688,1018.4721069335938,1687192054.1699138,4,400.93975830078125,394.8877258300781,166.09197998046875,19,59.26357388496399,54.05242919921875,cgp,mu+lambda,reward,walker2d,4,1900,1020.7550659179688,1018.4721069335938,1015.1149291992188
20,1002.2625732421875,1017.310302734375,20,2.178450345993042,1022.1655883789062,1019.699951171875,1687192056.3655956,4,418.54827880859375,429.08740234375,213.27333068847656,20,61.45925569534302,54.08400344848633,cgp,mu+lambda,reward,walker2d,4,2000,1022.1655883789062,1019.699951171875,1017.310302734375
21,907.9134521484375,1017.7968139648438,21,2.178961753845215,1020.7115478515625,1019.7316284179688,1687192058.5615587,4,394.6417541503906,397.5398864746094,179.91464233398438,21,63.655218839645386,57.287269592285156,cgp,mu+lambda,reward,walker2d,4,2100,1020.7115478515625,1019.7316284179688,1017.7968139648438
22,1000.9700927734375,1017.343994140625,22,2.1771678924560547,1032.195556640625,1018.5961303710938,1687192060.7554736,4,398.551513671875,409.1581115722656,224.4075927734375,22,65.84913372993469,71.6844482421875,cgp,mu+lambda,reward,walker2d,4,2200,1032.195556640625,1018.5961303710938,1017.343994140625
23,534.598876953125,1017.715087890625,23,2.1756651401519775,1021.2330932617188,1019.8760986328125,1687192062.9482577,4,9993.4873046875,-639.6154174804688,132.62033081054688,23,68.04191780090332,68.14643859863281,cgp,mu+lambda,reward,walker2d,4,2300,1021.2330932617188,1019.8760986328125,1017.715087890625
24,1002.91259765625,1023.4747314453125,24,2.1760964393615723,1028.7574462890625,1028.37939453125,1687192065.1417613,4,397.3511657714844,443.3242492675781,327.8936462402344,24,70.23542141914368,83.39143371582031,cgp,mu+lambda,reward,walker2d,4,2400,1028.7574462890625,1028.37939453125,1023.4747314453125
