,training.fitness_1q,training.top_k_fit.top_2_fit,training.generation,training.evaluation_time,training.top_k_fit.top_0_fit,training.top_k_fit.top_1_fit,_timestamp,training.run_id,training.fitness_std,training.fitness_mean,training.fitness_median,_step,_runtime,training.fitness_3q,solver,ea,fitness,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
25,1002.2942504882812,1021.1375732421875,25,2.179670810699463,1025.28759765625,1021.7813720703125,1687192067.3383858,4,413.9552001953125,403.3924560546875,150.5337371826172,25,72.43204593658447,52.78473663330078,cgp,mu+lambda,reward,walker2d,4,2500,1025.28759765625,1021.7813720703125,1021.1375732421875
26,686.654541015625,1019.7539672851562,26,2.1778502464294434,1021.2140502929688,1019.9252319335938,1687192069.5335438,4,378.5079345703125,395.50146484375,243.01187133789062,26,74.62720394134521,80.74197387695312,cgp,mu+lambda,reward,walker2d,4,2600,1021.2140502929688,1019.9252319335938,1019.7539672851562
27,987.887939453125,1021.507080078125,27,2.1791303157806396,1051.36328125,1022.75390625,1687192071.729807,4,390.5784606933594,416.2810974121094,257.3052673339844,27,76.82346701622009,78.9537124633789,cgp,mu+lambda,reward,walker2d,4,2700,1051.36328125,1022.75390625,1021.507080078125
28,999.782958984375,1021.1763916015625,28,2.177474021911621,1028.3067626953125,1021.8790283203125,1687192073.9228106,4,393.118408203125,437.2853698730469,283.72515869140625,28,79.01647067070007,87.33342742919922,cgp,mu+lambda,reward,walker2d,4,2800,1028.3067626953125,1021.8790283203125,1021.1763916015625
29,753.4722290039062,1023.7320556640625,29,2.178830623626709,1025.18359375,1023.9212646484375,1687192076.1190264,4,396.20050048828125,364.4507751464844,129.80206298828125,29,81.21268653869629,65.6441650390625,cgp,mu+lambda,reward,walker2d,4,2900,1025.18359375,1023.9212646484375,1023.7320556640625
30,1007.0297241210938,1025.5384521484375,30,2.174363851547241,1026.4107666015625,1026.32177734375,1687192078.3119762,4,402.3753967285156,455.1994323730469,304.3931579589844,30,83.40563631057739,108.2780990600586,cgp,mu+lambda,reward,walker2d,4,3000,1026.4107666015625,1026.32177734375,1025.5384521484375
31,1000.29833984375,1023.7600708007812,31,2.1748580932617188,1029.9071044921875,1027.1956787109375,1687192080.505342,4,403.0030517578125,397.9235534667969,159.78359985351562,31,85.59900212287903,65.46825408935547,cgp,mu+lambda,reward,walker2d,4,3100,1029.9071044921875,1027.1956787109375,1023.7600708007812
32,862.1907958984375,1022.0165405273438,32,2.176377773284912,1028.6182861328125,1023.3933715820312,1687192082.6999307,4,14059.3193359375,-1624.3739013671875,130.49009704589844,32,87.79359078407288,55.31843948364258,cgp,mu+lambda,reward,walker2d,4,3200,1028.6182861328125,1023.3933715820312,1022.0165405273438
33,1001.5509033203125,1023.1719970703125,33,2.1771929264068604,1023.9561157226562,1023.4100952148438,1687192084.8942199,4,397.49139404296875,461.732177734375,348.94879150390625,33,89.98787999153137,114.32459259033203,cgp,mu+lambda,reward,walker2d,4,3300,1023.9561157226562,1023.4100952148438,1023.1719970703125
34,676.9856567382812,1021.8102416992188,34,2.175903797149658,1023.7064208984375,1022.9077758789062,1687192087.088408,4,385.68792724609375,401.5519104003906,246.812744140625,34,92.18206810951233,64.89713287353516,cgp,mu+lambda,reward,walker2d,4,3400,1023.7064208984375,1022.9077758789062,1021.8102416992188
35,994.3505859375,1022.60009765625,35,2.17783260345459,1045.6728515625,1030.0487060546875,1687192089.282403,4,413.0249328613281,402.9991760253906,141.82305908203125,35,94.37606310844421,67.92362213134766,cgp,mu+lambda,reward,walker2d,4,3500,1045.6728515625,1030.0487060546875,1022.60009765625
36,997.2151489257812,1024.36083984375,36,2.1766324043273926,1036.4058837890625,1026.6058349609375,1687192091.4768298,4,394.25250244140625,436.2684326171875,278.9248046875,36,96.57048988342285,92.33914947509766,cgp,mu+lambda,reward,walker2d,4,3600,1036.4058837890625,1026.6058349609375,1024.36083984375
37,1000.3255615234375,1026.96337890625,37,2.1763107776641846,1035.4664306640625,1027.96337890625,1687192093.670941,4,391.92852783203125,428.8684997558594,282.167236328125,37,98.76460123062134,82.98580169677734,cgp,mu+lambda,reward,walker2d,4,3700,1035.4664306640625,1027.96337890625,1026.96337890625
38,986.339111328125,1025.6961669921875,38,2.1772267818450928,1042.18310546875,1026.9300537109375,1687192095.8661776,4,386.5683898925781,449.09100341796875,332.1082763671875,38,100.9598376750946,89.34874725341797,cgp,mu+lambda,reward,walker2d,4,3800,1042.18310546875,1026.9300537109375,1025.6961669921875
39,1005.225830078125,1023.8397216796875,39,2.176485061645508,1025.4671630859375,1024.4713134765625,1687192098.0602465,4,398.76611328125,447.179443359375,319.1905517578125,39,103.15390658378601,83.7777099609375,cgp,mu+lambda,reward,walker2d,4,3900,1025.4671630859375,1024.4713134765625,1023.8397216796875
40,996.52294921875,1023.8377685546875,40,2.177589178085327,1026.07861328125,1024.25634765625,1687192100.256238,4,10001.66796875,-558.683349609375,313.7318115234375,40,105.34989809989929,96.9747314453125,cgp,mu+lambda,reward,walker2d,4,4000,1026.07861328125,1024.25634765625,1023.8377685546875
41,523.1066284179688,1026.37548828125,41,2.178410053253174,1027.79736328125,1027.5289306640625,1687192102.452676,4,361.5020751953125,400.07244873046875,328.7409362792969,41,107.54633617401123,75.77185821533203,cgp,mu+lambda,reward,walker2d,4,4100,1027.79736328125,1027.5289306640625,1026.37548828125
42,617.4540405273438,1022.966796875,42,2.244499921798706,1027.617919921875,1027.3240966796875,1687192104.710424,4,386.87451171875,385.848388671875,192.84815979003906,42,109.8040840625763,61.97484588623047,cgp,mu+lambda,reward,walker2d,4,4200,1027.617919921875,1027.3240966796875,1022.966796875
43,1004.6546630859375,1027.4244384765625,43,2.2001538276672363,1052.0283203125,1027.8702392578125,1687192106.9258296,4,411.6306457519531,468.8106994628906,339.8802490234375,43,112.01948976516724,77.20692443847656,cgp,mu+lambda,reward,walker2d,4,4300,1052.0283203125,1027.8702392578125,1027.4244384765625
44,999.26904296875,1023.5363159179688,44,2.1896865367889404,1029.5263671875,1024.779052734375,1687192109.133761,4,384.74066162109375,439.7689208984375,273.5546875,44,114.22742104530334,112.45039367675781,cgp,mu+lambda,reward,walker2d,4,4400,1029.5263671875,1024.779052734375,1023.5363159179688
45,698.519287109375,1024.9046630859375,45,2.1870298385620117,1027.9853515625,1025.5321044921875,1687192111.339245,4,383.8311767578125,395.47796630859375,185.48382568359375,45,116.43290519714355,97.08124542236328,cgp,mu+lambda,reward,walker2d,4,4500,1027.9853515625,1025.5321044921875,1024.9046630859375
46,1004.9481201171875,1023.0623168945312,46,2.1877973079681396,1025.578125,1023.6773071289062,1687192113.5455954,4,411.0600280761719,416.89312744140625,214.00816345214844,46,118.63925552368164,59.7593879699707,cgp,mu+lambda,reward,walker2d,4,4600,1025.578125,1023.6773071289062,1023.0623168945312
47,1000.9686889648438,1025.5091552734375,47,2.187518835067749,1030.7518310546875,1026.5762939453125,1687192115.7504966,4,408.27972412109375,430.8489074707031,197.4010009765625,47,120.84415674209595,84.7429428100586,cgp,mu+lambda,reward,walker2d,4,4700,1030.7518310546875,1026.5762939453125,1025.5091552734375
48,487.0583801269531,1023.8865356445312,48,2.189054250717163,1024.8538818359375,1023.9673461914062,1687192117.9568033,4,382.2774658203125,356.2730407714844,139.48756408691406,48,123.05046343803406,72.01188659667969,cgp,mu+lambda,reward,walker2d,4,4800,1024.8538818359375,1023.9673461914062,1023.8865356445312
49,1001.5680541992188,1024.7437744140625,49,2.188788890838623,1027.9014892578125,1025.86328125,1687192120.1635277,4,404.26556396484375,410.2352294921875,196.7178497314453,49,125.25718784332275,84.15510559082031,cgp,mu+lambda,reward,walker2d,4,4900,1027.9014892578125,1025.86328125,1024.7437744140625
50,1005.35302734375,1025.2803955078125,50,2.1884214878082275,1027.447998046875,1027.160400390625,1687192122.3692844,4,402.01519775390625,394.06280517578125,151.41897583007812,50,127.46294450759888,67.81050109863281,cgp,mu+lambda,reward,walker2d,4,5000,1027.447998046875,1027.160400390625,1025.2803955078125
51,1008.662841796875,1024.32666015625,51,2.186396837234497,1027.9696044921875,1024.6390380859375,1687192124.5736463,4,415.2014465332031,392.3185729980469,141.86846923828125,51,129.66730642318726,68.29800415039062,cgp,mu+lambda,reward,walker2d,4,5100,1027.9696044921875,1024.6390380859375,1024.32666015625
52,567.2443237304688,1025.1390380859375,52,2.187535524368286,1030.859130859375,1026.4730224609375,1687192126.7791893,4,388.4955749511719,347.7483215332031,128.70858764648438,52,131.8728494644165,58.04529571533203,cgp,mu+lambda,reward,walker2d,4,5200,1030.859130859375,1026.4730224609375,1025.1390380859375
53,708.8274536132812,1025.0953369140625,53,2.1876978874206543,1026.0477294921875,1025.7025146484375,1687192128.9851983,4,397.5159912109375,368.6632995605469,131.87423706054688,53,134.07885837554932,71.03108215332031,cgp,mu+lambda,reward,walker2d,4,5300,1026.0477294921875,1025.7025146484375,1025.0953369140625
54,1008.2857055664062,1026.0,54,2.188924789428711,1036.989990234375,1031.1312255859375,1687192131.1930375,4,399.0901794433594,442.81787109375,226.09991455078125,54,136.2866976261139,89.60530090332031,cgp,mu+lambda,reward,walker2d,4,5400,1036.989990234375,1031.1312255859375,1026.0
55,1005.5419921875,1032.9913330078125,55,2.1863701343536377,1038.6866455078125,1034.61376953125,1687192133.3956573,4,408.1473083496094,389.9039001464844,137.05075073242188,55,138.48931741714478,71.1728515625,cgp,mu+lambda,reward,walker2d,4,5500,1038.6866455078125,1034.61376953125,1032.9913330078125
56,1003.59619140625,1027.08447265625,56,2.1853742599487305,1036.3140869140625,1027.3460693359375,1687192135.5992591,4,418.6370544433594,407.6329650878906,139.7373046875,56,140.69291925430298,87.39864349365234,cgp,mu+lambda,reward,walker2d,4,5600,1036.3140869140625,1027.3460693359375,1027.08447265625
57,1006.3331298828125,1024.6534423828125,57,2.187018394470215,1045.9600830078125,1024.685546875,1687192137.8043942,4,408.29071044921875,390.15936279296875,147.3784942626953,57,142.89805436134338,74.78094482421875,cgp,mu+lambda,reward,walker2d,4,5700,1045.9600830078125,1024.685546875,1024.6534423828125
58,1010.2112426757812,1034.6322021484375,58,2.183861017227173,1052.1080322265625,1044.4866943359375,1687192140.0067456,4,407.8163757324219,417.4549865722656,197.02389526367188,58,145.1004056930542,80.71624755859375,cgp,mu+lambda,reward,walker2d,4,5800,1052.1080322265625,1044.4866943359375,1034.6322021484375
59,997.4608154296875,1028.43994140625,59,2.1848840713500977,1051.630859375,1031.7532958984375,1687192142.2103074,4,408.57989501953125,376.43359375,123.69099426269531,59,147.3039674758911,67.04952239990234,cgp,mu+lambda,reward,walker2d,4,5900,1051.630859375,1031.7532958984375,1028.43994140625
60,951.0595092773438,1023.8923950195312,60,2.1841952800750732,1033.79150390625,1029.089111328125,1687192144.4129968,4,398.777099609375,403.6521911621094,189.74148559570312,60,149.5066568851471,79.27983093261719,cgp,mu+lambda,reward,walker2d,4,6000,1033.79150390625,1029.089111328125,1023.8923950195312
61,1016.2286376953125,1027.7276611328125,61,2.183605432510376,1033.33642578125,1028.46044921875,1687192146.6156578,4,432.54852294921875,473.12152099609375,244.7000732421875,61,151.70931792259216,85.309326171875,cgp,mu+lambda,reward,walker2d,4,6100,1033.33642578125,1028.46044921875,1027.7276611328125
62,1009.7801513671875,1030.4718017578125,62,2.185861110687256,1056.932861328125,1034.1824951171875,1687192148.819286,4,411.369873046875,424.07366943359375,164.39634704589844,62,153.91294622421265,86.5045394897461,cgp,mu+lambda,reward,walker2d,4,6200,1056.932861328125,1034.1824951171875,1030.4718017578125
63,1013.124755859375,1040.162109375,63,2.186711549758911,1051.5506591796875,1045.4156494140625,1687192151.0248508,4,420.7931213378906,463.9508361816406,234.10952758789062,63,156.1185109615326,93.60704040527344,cgp,mu+lambda,reward,walker2d,4,6300,1051.5506591796875,1045.4156494140625,1040.162109375
64,1014.696533203125,1043.4737548828125,64,2.18597149848938,1045.012451171875,1043.9251708984375,1687192153.2292407,4,409.8331604003906,439.1329650878906,226.94805908203125,64,158.32290077209473,81.85785675048828,cgp,mu+lambda,reward,walker2d,4,6400,1045.012451171875,1043.9251708984375,1043.4737548828125
65,1008.12353515625,1046.1998291015625,65,2.1831374168395996,1052.9896240234375,1047.722900390625,1687192155.4316864,4,401.74560546875,426.77630615234375,211.8282928466797,65,160.52534651756287,90.8735122680664,cgp,mu+lambda,reward,walker2d,4,6500,1052.9896240234375,1047.722900390625,1046.1998291015625
66,1003.5260009765625,1029.7235107421875,66,2.186170816421509,1045.9237060546875,1032.71533203125,1687192157.636413,4,411.421875,399.1120910644531,124.81245422363281,66,162.73007321357727,80.75902557373047,cgp,mu+lambda,reward,walker2d,4,6600,1045.9237060546875,1032.71533203125,1029.7235107421875
67,1012.6492919921875,1036.4625244140625,67,2.185487985610962,1045.79638671875,1039.3331298828125,1687192159.840323,4,409.42529296875,404.9410095214844,165.65676879882812,67,164.93398308753967,72.83512878417969,cgp,mu+lambda,reward,walker2d,4,6700,1045.79638671875,1039.3331298828125,1036.4625244140625
68,999.332275390625,1035.8349609375,68,2.18888258934021,1050.1878662109375,1036.5887451171875,1687192162.047943,4,393.7348937988281,395.1084289550781,193.54486083984375,68,167.14160323143005,83.62190246582031,cgp,mu+lambda,reward,walker2d,4,6800,1050.1878662109375,1036.5887451171875,1035.8349609375
69,1016.852783203125,1045.149169921875,69,2.187303304672241,1052.295654296875,1045.34228515625,1687192164.2526093,4,422.4520263671875,399.35345458984375,121.12834930419922,69,169.34626936912537,69.33658599853516,cgp,mu+lambda,reward,walker2d,4,6900,1052.295654296875,1045.34228515625,1045.149169921875
70,1017.8423461914062,1040.286865234375,70,2.1886887550354004,1050.9345703125,1042.64111328125,1687192166.458466,4,420.3348388671875,443.65350341796875,233.78131103515625,70,171.5521261692047,80.26129913330078,cgp,mu+lambda,reward,walker2d,4,7000,1050.9345703125,1042.64111328125,1040.286865234375
71,1017.1243286132812,1038.0452880859375,71,2.186099052429199,1046.0081787109375,1042.755126953125,1687192168.66227,4,420.6094055175781,512.454345703125,401.77532958984375,71,173.755930185318,90.5548324584961,cgp,mu+lambda,reward,walker2d,4,7100,1046.0081787109375,1042.755126953125,1038.0452880859375
72,1004.44580078125,1041.7149658203125,72,2.1859285831451416,1048.8385009765625,1045.9910888671875,1687192170.865092,4,424.227294921875,407.2309265136719,120.45960998535156,72,175.95875215530396,83.93560028076172,cgp,mu+lambda,reward,walker2d,4,7200,1048.8385009765625,1045.9910888671875,1041.7149658203125
73,998.8953857421875,1040.3951416015625,73,2.1877007484436035,1044.1546630859375,1041.626708984375,1687192173.0702584,4,395.775634765625,413.4666442871094,181.82080078125,73,178.16391849517822,92.24559020996094,cgp,mu+lambda,reward,walker2d,4,7300,1044.1546630859375,1041.626708984375,1040.3951416015625
74,1015.4176025390625,1049.532470703125,74,2.1873395442962646,1053.1258544921875,1050.99951171875,1687192175.2750356,4,409.19586181640625,460.5749206542969,278.3208923339844,74,180.3686957359314,87.53426361083984,cgp,mu+lambda,reward,walker2d,4,7400,1053.1258544921875,1050.99951171875,1049.532470703125
75,1001.7935180664062,1048.218994140625,75,2.1882786750793457,1058.218017578125,1051.895263671875,1687192177.4801307,4,412.25579833984375,408.3629455566406,145.656005859375,75,182.5737907886505,87.75153350830078,cgp,mu+lambda,reward,walker2d,4,7500,1058.218017578125,1051.895263671875,1048.218994140625
76,1007.5315551757812,1055.5008544921875,76,2.187472105026245,1071.8004150390625,1062.7105712890625,1687192179.6835835,4,421.71337890625,448.1095275878906,235.10220336914062,76,184.77724361419678,78.84233856201172,cgp,mu+lambda,reward,walker2d,4,7600,1071.8004150390625,1062.7105712890625,1055.5008544921875
77,1006.430908203125,1053.7222900390625,77,2.1866064071655273,1060.133544921875,1055.9293212890625,1687192181.887549,4,397.8246154785156,454.8997497558594,270.82940673828125,77,186.9812090396881,98.41880798339844,cgp,mu+lambda,reward,walker2d,4,7700,1060.133544921875,1055.9293212890625,1053.7222900390625
78,687.4977416992188,1049.9251708984375,78,2.185469388961792,1054.8087158203125,1054.2286376953125,1687192184.0901637,4,387.55206298828125,405.9242858886719,243.17994689941406,78,189.18382382392883,68.24208068847656,cgp,mu+lambda,reward,walker2d,4,7800,1054.8087158203125,1054.2286376953125,1049.9251708984375
79,1004.4901123046875,1048.9281005859375,79,2.1847362518310547,1056.10400390625,1054.59814453125,1687192186.2921572,4,407.7458801269531,397.372802734375,145.25689697265625,79,191.38581728935242,63.89175796508789,cgp,mu+lambda,reward,walker2d,4,7900,1056.10400390625,1054.59814453125,1048.9281005859375
80,656.4514770507812,1048.7164306640625,80,2.1861109733581543,1055.1605224609375,1050.4185791015625,1687192188.4957478,4,393.96600341796875,372.55426025390625,155.65391540527344,80,193.5894079208374,67.49929809570312,cgp,mu+lambda,reward,walker2d,4,8000,1055.1605224609375,1050.4185791015625,1048.7164306640625
81,1009.1907348632812,1039.45654296875,81,2.1858971118927,1046.8958740234375,1041.786865234375,1687192190.6986048,4,10003.6064453125,-556.2677001953125,167.41720581054688,81,195.7922649383545,87.80184936523438,cgp,mu+lambda,reward,walker2d,4,8100,1046.8958740234375,1041.786865234375,1039.45654296875
82,818.0985717773438,1042.825439453125,82,2.1852030754089355,1056.1497802734375,1042.9715576171875,1687192192.900104,4,410.1708068847656,364.4811706542969,104.90963745117188,82,197.9937641620636,45.630306243896484,cgp,mu+lambda,reward,walker2d,4,8200,1056.1497802734375,1042.9715576171875,1042.825439453125
83,884.5529174804688,1050.5751953125,83,2.1849417686462402,1058.633544921875,1051.1759033203125,1687192195.101499,4,404.83074951171875,394.4598388671875,151.3927001953125,83,200.19515919685364,64.44979095458984,cgp,mu+lambda,reward,walker2d,4,8300,1058.633544921875,1051.1759033203125,1050.5751953125
84,1013.0282592773438,1050.6561279296875,84,2.1864585876464844,1055.4853515625,1053.044189453125,1687192197.3049664,4,420.9465026855469,380.5456237792969,128.84368896484375,84,202.39862656593323,68.97113037109375,cgp,mu+lambda,reward,walker2d,4,8400,1055.4853515625,1053.044189453125,1050.6561279296875
85,1017.2606811523438,1054.2296142578125,85,2.254894256591797,1058.8990478515625,1055.763916015625,1687192199.5743136,4,428.0064392089844,441.84307861328125,198.07699584960938,85,204.66797375679016,82.77994537353516,cgp,mu+lambda,reward,walker2d,4,8500,1058.8990478515625,1055.763916015625,1054.2296142578125
86,1009.9122314453125,1041.9595947265625,86,2.230750799179077,1054.573486328125,1053.2745361328125,1687192201.8195028,4,420.8173522949219,411.66912841796875,142.6962127685547,86,206.91316294670105,83.90225219726562,cgp,mu+lambda,reward,walker2d,4,8600,1054.573486328125,1053.2745361328125,1041.9595947265625
87,1020.3355712890625,1047.5010986328125,87,2.231006383895874,1059.7010498046875,1053.02099609375,1687192204.0651617,4,432.1264953613281,446.3738098144531,189.78250122070312,87,209.15882182121277,73.18519592285156,cgp,mu+lambda,reward,walker2d,4,8700,1059.7010498046875,1053.02099609375,1047.5010986328125
88,1018.04638671875,1048.03564453125,88,2.215704917907715,1053.5064697265625,1052.2403564453125,1687192206.2954192,4,423.84283447265625,457.7873229980469,214.01063537597656,88,211.38907933235168,83.97416687011719,cgp,mu+lambda,reward,walker2d,4,8800,1053.5064697265625,1052.2403564453125,1048.03564453125
89,1025.201416015625,1048.2281494140625,89,2.201345443725586,1050.3804931640625,1049.9417724609375,1687192208.5096776,4,429.31622314453125,419.76702880859375,153.05331420898438,89,213.60333776474,85.7666015625,cgp,mu+lambda,reward,walker2d,4,8900,1050.3804931640625,1049.9417724609375,1048.2281494140625
90,1022.673095703125,1049.6455078125,90,2.1975150108337402,1056.8975830078125,1050.5257568359375,1687192210.721218,4,429.5421447753906,472.2387390136719,251.11178588867188,90,215.81487822532654,80.6577377319336,cgp,mu+lambda,reward,walker2d,4,9000,1056.8975830078125,1050.5257568359375,1049.6455078125
91,1017.4378662109375,1052.1710205078125,91,2.2026255130767822,1067.0400390625,1063.804443359375,1687192212.9404185,4,417.23114013671875,423.9283447265625,207.9249267578125,91,218.03407859802246,71.52388000488281,cgp,mu+lambda,reward,walker2d,4,9100,1067.0400390625,1063.804443359375,1052.1710205078125
