,_runtime,training.generation,_timestamp,training.fitness_std,training.fitness_median,_step,training.fitness_mean,training.evaluation_time,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,training.run_id,training.fitness_1q,training.fitness_3q,training.top_k_fit.top_0_fit,solver,ea,environment,seed
0,15.814443826675415,0,1687169866.8233597,58.68241500854492,63.139305114746094,0,74.18754577636719,14.785290718078613,238.79425048828125,231.00668334960938,2,95.11792755126953,34.58013916015625,320.18359375,lgp,mu+lambda,hopper,2
1,17.38312578201294,1,1687169868.3920417,85.23062896728516,95.63554382324219,1,104.13929748535156,1.4215816259384155,334.48468017578125,279.3331604003906,2,142.55136108398438,54.99239730834961,337.33404541015625,lgp,mu+lambda,hopper,2
2,18.82217502593994,2,1687169869.831091,93.7590560913086,187.97805786132812,2,167.6270294189453,1.4214203357696533,360.2983703613281,353.9587097167969,2,229.03155517578125,78.81519317626953,370.46435546875,lgp,mu+lambda,hopper,2
3,20.262094259262085,3,1687169871.2710102,100.1142349243164,155.13548278808594,3,162.00079345703125,1.4209822416305542,354.28826904296875,344.33966064453125,2,225.7596893310547,75.53074645996094,362.0829772949219,lgp,mu+lambda,hopper,2
4,21.701356649398804,4,1687169872.7102726,117.18741607666016,157.24212646484375,4,165.15997314453125,1.420033574104309,370.2489013671875,352.7389831542969,2,261.00830078125,74.96051025390625,393.3048400878906,lgp,mu+lambda,hopper,2
5,23.14017367362976,5,1687169874.1490896,114.57301330566406,129.2314453125,5,164.7876739501953,1.421211838722229,368.78857421875,355.679931640625,2,268.6763610839844,68.31381225585938,421.9867858886719,lgp,mu+lambda,hopper,2
6,24.57864499092102,6,1687169875.587561,115.62798309326172,122.74454498291016,6,161.56114196777344,1.420925259590149,380.24322509765625,371.2408447265625,2,255.62448120117188,58.947444915771484,394.2048034667969,lgp,mu+lambda,hopper,2
7,26.051694869995117,7,1687169877.0606108,114.18919372558594,145.6156768798828,7,171.11636352539062,1.4547441005706787,395.064697265625,385.82373046875,2,250.54193115234375,68.06501770019531,397.5625,lgp,mu+lambda,hopper,2
8,27.53649640083313,8,1687169878.5454123,112.8756103515625,127.98383331298828,8,164.6792755126953,1.4656654596328735,390.8965148925781,376.32611083984375,2,260.4298095703125,70.43838500976562,399.43450927734375,lgp,mu+lambda,hopper,2
9,29.010831594467163,9,1687169880.0197475,117.67974853515625,119.05911254882812,9,154.53515625,1.4543232917785645,389.4658508300781,386.1620178222656,2,235.04649353027344,51.23017120361328,423.9042053222656,lgp,mu+lambda,hopper,2
10,30.476464986801147,10,1687169881.485381,125.84272003173828,188.59796142578125,10,184.227783203125,1.4462648630142212,404.73602294921875,400.97930908203125,2,298.29107666015625,68.57856750488281,523.1952514648438,lgp,mu+lambda,hopper,2
11,31.926095485687256,11,1687169882.9350114,134.74586486816406,117.18478393554688,11,168.21469116210938,1.427431344985962,484.5400390625,481.7157897949219,2,274.758056640625,55.549644470214844,484.5826416015625,lgp,mu+lambda,hopper,2
12,33.387370586395264,12,1687169884.3962865,160.03289794921875,105.02921295166016,12,183.9226837158203,1.442751407623291,554.767333984375,486.04095458984375,2,313.45928955078125,62.14427947998047,868.519287109375,lgp,mu+lambda,hopper,2
13,34.84509468078613,13,1687169885.8540106,163.1865234375,130.9110107421875,13,189.7852325439453,1.4384268522262573,575.0662231445312,567.7918701171875,2,316.72308349609375,66.16716766357422,728.1690673828125,lgp,mu+lambda,hopper,2
14,36.2983820438385,14,1687169887.307298,191.86705017089844,182.45550537109375,14,227.9202423095703,1.4341939687728882,632.828125,632.77734375,2,386.611083984375,61.95994567871094,944.6961059570312,lgp,mu+lambda,hopper,2
15,37.75305962562561,15,1687169888.7619755,178.06890869140625,113.4288330078125,15,192.4163055419922,1.4345970153808594,674.5657958984375,649.069580078125,2,324.3529052734375,49.2463264465332,699.3964233398438,lgp,mu+lambda,hopper,2
16,39.19622325897217,16,1687169890.2051392,183.9990692138672,98.2693862915039,16,188.12196350097656,1.4272518157958984,602.1111450195312,597.2637329101562,2,337.48834228515625,56.77096939086914,999.5680541992188,lgp,mu+lambda,hopper,2
17,40.636773109436035,17,1687169891.645689,199.66786193847656,134.4769744873047,17,195.49351501464844,1.424185037612915,745.8685913085938,694.40869140625,2,325.84149169921875,52.01950454711914,1009.9646606445312,lgp,mu+lambda,hopper,2
18,42.07760953903198,18,1687169893.0865254,232.29861450195312,122.11492919921875,18,231.26333618164062,1.421762228012085,996.3615112304688,986.832763671875,2,377.2100524902344,59.64400100708008,1003.9110107421875,lgp,mu+lambda,hopper,2
19,43.52096509933472,19,1687169894.529881,252.31884765625,128.623779296875,19,247.2605438232422,1.4266141653060913,1003.1845092773438,1002.452392578125,2,406.0608825683594,53.51997756958008,1003.5835571289062,lgp,mu+lambda,hopper,2
20,44.961540937423706,20,1687169895.9704568,302.0796813964844,185.81137084960938,20,292.75482177734375,1.4248838424682617,999.6480102539062,997.3629150390625,2,465.30682373046875,56.815528869628906,1009.297119140625,lgp,mu+lambda,hopper,2
21,46.40556979179382,21,1687169897.4144857,371.2416687011719,193.46224975585938,21,355.5245361328125,1.4278299808502197,1014.72802734375,1008.0675048828125,2,585.7869262695312,49.69025421142578,1015.1660766601562,lgp,mu+lambda,hopper,2
22,47.8481285572052,22,1687169898.8570445,401.9109191894531,207.0086669921875,22,408.44366455078125,1.4268665313720703,1004.4857788085938,1003.0013427734375,2,987.5562744140625,72.83563232421875,1005.9216918945312,lgp,mu+lambda,hopper,2
23,49.2880482673645,23,1687169900.2969642,420.5078125,108.65495300292969,23,363.4980773925781,1.424281358718872,1011.9658203125,1008.6289672851562,2,993.7340698242188,44.84749221801758,1014.9228515625,lgp,mu+lambda,hopper,2
24,50.72870326042175,24,1687169901.7376192,433.02447509765625,146.31216430664062,24,410.3803405761719,1.423714280128479,1012.08203125,1007.8463134765625,2,994.461181640625,47.476444244384766,1013.1824340820312,lgp,mu+lambda,hopper,2
25,52.16874814033508,25,1687169903.177664,433.4647216796875,121.07911682128906,25,416.736328125,1.421772837638855,1005.5665893554688,1004.0380859375,2,993.537841796875,52.396156311035156,1008.0151977539062,lgp,mu+lambda,hopper,2
26,53.60872721672058,26,1687169904.617643,10003.1142578125,192.23590087890625,26,-565.529296875,1.423506259918213,1013.93994140625,1010.8923950195312,2,996.3406372070312,51.529518127441406,1015.4676513671875,lgp,mu+lambda,hopper,2
27,55.078858613967896,27,1687169906.0877745,436.07659912109375,226.36956787109375,27,471.7063293457031,1.454261302947998,1015.6458740234375,1011.5464477539062,2,996.17578125,61.52775192260742,1245.5428466796875,lgp,mu+lambda,hopper,2
28,56.550020933151245,28,1687169907.5589368,421.3783874511719,186.24383544921875,28,404.6462097167969,1.4553158283233643,1016.7162475585938,1014.01513671875,2,997.6175537109375,52.97478103637695,1016.980712890625,lgp,mu+lambda,hopper,2
29,58.01880073547363,29,1687169909.0277166,422.91607666015625,201.21714782714844,29,413.9495544433594,1.4522334337234497,1018.5949096679688,1017.4522094726562,2,999.62548828125,63.61521911621094,1021.170654296875,lgp,mu+lambda,hopper,2
30,59.48851776123047,30,1687169910.4974337,449.20843505859375,211.67308044433594,30,476.0946044921875,1.4530969858169556,1019.8900756835938,1017.5326538085938,2,1001.4794921875,52.49701690673828,1047.0,lgp,mu+lambda,hopper,2
31,60.95829939842224,31,1687169911.9672153,423.0279541015625,235.61599731445312,31,468.2249450683594,1.4541488885879517,1018.6934814453125,1013.1084594726562,2,1001.6528930664062,83.1164321899414,1020.3878173828125,lgp,mu+lambda,hopper,2
32,62.42834448814392,32,1687169913.4372604,434.2249450683594,207.85726928710938,32,446.0654602050781,1.4542149305343628,1019.46826171875,1017.1853637695312,2,999.9259033203125,66.47654724121094,1045.913818359375,lgp,mu+lambda,hopper,2
33,63.95550179481506,33,1687169914.9644177,431.9466857910156,238.430419921875,33,477.6635437011719,1.5099725723266602,1013.8544311523438,1013.690185546875,2,996.74560546875,70.80078125,1020.684814453125,lgp,mu+lambda,hopper,2
