,training.fitness_1q,training.fitness_median,_step,training.generation,training.fitness_std,training.fitness_mean,training.top_k_fit.top_1_fit,training.top_k_reward.top_1_reward,training.fitness_3q,training.run_id,training.top_k_fit.top_0_fit,training.top_k_fit.top_2_fit,training.top_k_reward.top_0_reward,training.top_k_reward.top_2_reward,_runtime,training.evaluation_time,_timestamp,solver,ea,fitness,environment,seed,training.evaluation
0,1.5256257057189941,1.0082377195358276,0,0,3.876688241958618,0.5647534132003784,14.315908432006836,90.00460815429688,-0.7358428835868835,1,20.952682495117188,7.174798011779785,83.78201293945312,102.79317474365234,16.775866746902466,15.809834480285645,1687351004.0858998,cgp,mu+lambda,distance,hopper,1,0
1,2.566357135772705,1.3930450677871704,1,1,5.400458335876465,1.4651943445205688,19.577939987182617,126.9091567993164,-0.06900616735219955,1,29.299177169799805,12.3025484085083,148.8442840576172,369.95697021484375,18.953500270843506,2.0055606365203857,1687351006.2635334,cgp,mu+lambda,distance,hopper,1,100
2,9.451940536499023,4.60981559753418,2,2,6.873569488525391,5.382531642913818,23.324438095092773,122.04871368408203,0.2620525360107422,1,23.39678192138672,21.2959041595459,-116.51066589355469,9.698691368103027,21.027594566345215,2.0317211151123047,1687351008.3376276,cgp,mu+lambda,distance,hopper,1,200
3,11.807548522949219,5.188697814941406,3,3,8.081180572509766,6.331943988800049,26.78826904296875,159.6698760986328,1.639281153678894,1,28.54055404663086,24.5006160736084,179.82809448242188,58.348724365234375,23.093059539794922,2.0243258476257324,1687351010.4030926,cgp,mu+lambda,distance,hopper,1,300
4,11.940888404846191,5.368114471435547,4,4,7.658169269561768,7.167877197265625,26.908946990966797,90.72160339355469,1.2362127304077148,1,28.335786819458008,25.101469039916992,141.1637420654297,-40.58490753173828,25.1637122631073,2.0296220779418945,1687351012.4737453,cgp,mu+lambda,distance,hopper,1,400
5,16.340612411499023,8.698216438293457,5,5,8.61270523071289,9.610845565795898,33.02525329589844,231.08154296875,1.4197478294372559,1,34.03551483154297,25.797494888305664,276.65386962890625,472.2299499511719,27.22973132133484,2.024491310119629,1687351014.5397644,cgp,mu+lambda,distance,hopper,1,500
6,15.82638168334961,8.736074447631836,6,6,8.294954299926758,8.639361381530762,23.723173141479492,355.5919189453125,1.6440887451171875,1,27.22553825378418,23.708967208862305,202.85958862304688,371.4952697753906,29.292556047439575,2.021430730819702,1687351016.6025891,cgp,mu+lambda,distance,hopper,1,600
7,16.472007751464844,3.976562023162842,7,7,10.033262252807617,7.190722942352295,27.071378707885742,326.9040222167969,0.7114133238792419,1,27.200178146362305,25.644542694091797,19.26694679260254,35.077999114990234,31.38411259651184,2.0500996112823486,1687351018.6941457,cgp,mu+lambda,distance,hopper,1,700
8,10.505582809448242,2.6555488109588623,8,8,7.884797096252441,5.521781921386719,25.7579402923584,280.2304992675781,0.40673381090164185,1,25.85541343688965,24.82672691345215,30.185129165649414,137.4453582763672,33.47486734390259,2.0499179363250732,1687351020.7849004,cgp,mu+lambda,distance,hopper,1,800
9,14.681385040283203,4.7440996170043945,9,9,8.813727378845215,7.26077127456665,25.44236183166504,116.2298583984375,0.9055224657058716,1,28.291091918945312,24.36721420288086,325.5224609375,355.1214904785156,35.5583655834198,2.045383930206299,1687351022.8683987,cgp,mu+lambda,distance,hopper,1,900
10,15.12501049041748,7.956852912902832,10,10,8.019325256347656,8.33914852142334,24.455060958862305,151.38137817382812,1.4907114505767822,1,26.870174407958984,21.68557357788086,536.1388549804688,226.97482299804688,37.64094805717468,2.0477490425109863,1687351024.9509811,cgp,mu+lambda,distance,hopper,1,1000
11,16.66334342956543,7.394387245178223,11,11,8.592634201049805,8.662654876708984,23.325162887573242,260.1207580566406,1.0874063968658447,1,28.03518295288086,22.924102783203125,811.6979370117188,187.01268005371094,39.72427749633789,2.0481221675872803,1687351027.0343106,cgp,mu+lambda,distance,hopper,1,1100
12,15.984811782836914,4.177700042724609,12,12,9.354558944702148,7.02289342880249,22.842924118041992,543.2169799804688,0.9999430775642395,1,24.9705753326416,22.819860458374023,503.1917419433594,585.4896240234375,41.81189298629761,2.052685260772705,1687351029.121926,cgp,mu+lambda,distance,hopper,1,1200
13,16.09160614013672,7.62800407409668,13,13,8.291561126708984,8.56357192993164,32.04274368286133,653.2228393554688,1.435365915298462,1,32.354881286621094,25.958969116210938,216.11846923828125,318.3748779296875,43.8933892250061,2.046318769454956,1687351031.2034223,cgp,mu+lambda,distance,hopper,1,1300
14,17.427778244018555,11.460025787353516,14,14,8.936267852783203,10.305631637573242,26.61954116821289,472.4162292480469,1.1158170700073242,1,28.249570846557617,25.930429458618164,356.65478515625,500.36834716796875,45.98367786407471,2.0549681186676025,1687351033.293711,cgp,mu+lambda,distance,hopper,1,1400
15,16.8741397857666,8.50577449798584,15,15,7.87298583984375,9.109663963317871,22.16617202758789,182.5924835205078,1.2687194347381592,1,26.696229934692383,21.647504806518555,209.03504943847656,183.9063720703125,48.065958976745605,2.048255443572998,1687351035.375992,cgp,mu+lambda,distance,hopper,1,1500
