iteration,front_size,reward,simplicity,seed,environment,solver
0,1,795.4499,0.8333333,1,inverted_double_pendulum,cgp
1,1,795.4499,0.8333333,1,inverted_double_pendulum,cgp
2,1,795.4499,0.8333333,1,inverted_double_pendulum,cgp
3,1,789.39496,0.8333333,1,inverted_double_pendulum,cgp
4,2,795.70917,0.8333333,1,inverted_double_pendulum,cgp
4,2,840.0484,0.81666666,1,inverted_double_pendulum,cgp
5,1,795.70917,0.8333333,1,inverted_double_pendulum,cgp
6,1,795.70917,0.8333333,1,inverted_double_pendulum,cgp
7,1,795.70917,0.8333333,1,inverted_double_pendulum,cgp
8,1,795.70917,0.8333333,1,inverted_double_pendulum,cgp
9,1,808.55505,0.8333333,1,inverted_double_pendulum,cgp
10,1,830.3503,0.8333333,1,inverted_double_pendulum,cgp
11,1,830.3503,0.8333333,1,inverted_double_pendulum,cgp
12,1,824.44604,0.8333333,1,inverted_double_pendulum,cgp
13,1,866.7698,0.8333333,1,inverted_double_pendulum,cgp
14,1,866.7698,0.8333333,1,inverted_double_pendulum,cgp
15,1,843.2413,0.8333333,1,inverted_double_pendulum,cgp
16,1,870.87573,0.8333333,1,inverted_double_pendulum,cgp
17,1,843.2413,0.8333333,1,inverted_double_pendulum,cgp
18,1,841.2912,0.8333333,1,inverted_double_pendulum,cgp
19,1,833.8392,0.8333333,1,inverted_double_pendulum,cgp
20,1,838.863,0.8333333,1,inverted_double_pendulum,cgp
21,1,833.8392,0.8333333,1,inverted_double_pendulum,cgp
22,1,828.8817,0.8333333,1,inverted_double_pendulum,cgp
23,1,828.8817,0.8333333,1,inverted_double_pendulum,cgp
24,1,828.8817,0.8333333,1,inverted_double_pendulum,cgp
25,1,831.12256,0.8333333,1,inverted_double_pendulum,cgp
26,1,831.12256,0.8333333,1,inverted_double_pendulum,cgp
27,1,823.86523,0.8333333,1,inverted_double_pendulum,cgp
28,1,819.59344,0.8333333,1,inverted_double_pendulum,cgp
29,1,808.55505,0.8333333,1,inverted_double_pendulum,cgp
30,1,843.45294,0.8333333,1,inverted_double_pendulum,cgp
31,1,843.45294,0.8333333,1,inverted_double_pendulum,cgp
32,1,843.45294,0.8333333,1,inverted_double_pendulum,cgp
33,1,840.318,0.8333333,1,inverted_double_pendulum,cgp
34,1,832.1855,0.8333333,1,inverted_double_pendulum,cgp
35,1,817.69183,0.8333333,1,inverted_double_pendulum,cgp
36,1,817.69183,0.8333333,1,inverted_double_pendulum,cgp
37,1,817.69183,0.8333333,1,inverted_double_pendulum,cgp
38,1,817.69183,0.8333333,1,inverted_double_pendulum,cgp
39,1,817.69183,0.8333333,1,inverted_double_pendulum,cgp
40,1,811.24585,0.8333333,1,inverted_double_pendulum,cgp
41,1,808.55505,0.8333333,1,inverted_double_pendulum,cgp
42,1,808.55505,0.8333333,1,inverted_double_pendulum,cgp
