,training.top_k_reward.top_1_reward,_step,_runtime,training.run_id,training.top_k_fit.top_2_fit,training.evaluation_time,training.fitness_std,training.top_k_fit.top_1_fit,training.top_k_reward.top_2_reward,training.fitness_mean,training.fitness_1q,training.top_k_reward.top_0_reward,training.generation,training.fitness_median,training.fitness_3q,training.top_k_fit.top_0_fit,_timestamp,solver,ea,fitness,environment,seed,training.evaluation
0,21.186176300048828,0,17.054049253463745,3,2.648165225982666,15.903033256530762,1.6393593549728394,3.5426902770996094,12.701647758483887,-0.3494831323623657,0.457774817943573,53.6778564453125,0,-0.3370727300643921,-1.2266366481781006,7.0734992027282715,1687366485.0443861,cgp,mu+lambda,distance,walker2d,3,0
1,314.46356201171875,1,19.39831805229187,3,2.692901849746704,2.1887197494506836,1.4399149417877197,3.2730822563171387,41.1103515625,-0.05856960639357567,1.2008953094482422,153.6934814453125,1,-0.262851357460022,-1.2060858011245728,3.925100326538086,1687366487.388655,cgp,mu+lambda,distance,walker2d,3,100
2,45.56429672241211,2,21.610761642456055,3,6.075974464416504,2.1858677864074707,2.714555263519287,8.726126670837402,134.1347198486328,1.020101547241211,2.5508546829223633,185.2487030029297,2,0.9946619272232056,-0.7196070551872253,13.431791305541992,1687366489.6010985,cgp,mu+lambda,distance,walker2d,3,200
3,262.8741760253906,3,23.82075834274292,3,6.004513263702393,2.1828267574310303,2.2586989402770996,7.004279136657715,272.51666259765625,0.9209046959877014,2.407536029815674,511.6894226074219,3,0.2981001138687134,-0.7471766471862793,8.821874618530273,1687366491.8110952,cgp,mu+lambda,distance,walker2d,3,300
4,209.47247314453125,4,26.030956745147705,3,7.037174701690674,2.1824212074279785,3.307528257369995,7.077855587005615,137.09381103515625,1.2695417404174805,2.735175609588623,75.26448822021484,4,0.6717570424079895,-0.8170820474624634,23.02536392211914,1687366494.0212936,cgp,mu+lambda,distance,walker2d,3,400
5,120.49069213867188,5,28.240708827972412,3,7.358151435852051,2.184474229812622,3.1393818855285645,8.66415023803711,378.9225158691406,0.7125411629676819,2.705000162124634,141.75827026367188,5,0.5120713114738464,-1.0558162927627563,9.358521461486816,1687366496.2310457,cgp,mu+lambda,distance,walker2d,3,500
6,523.6490478515625,6,30.452387809753418,3,7.6531147956848145,2.1844072341918945,2.887200355529785,8.593196868896484,336.1080322265625,1.6626347303390503,3.4428019523620605,317.888671875,6,1.6098380088806152,-0.650185763835907,10.982619285583496,1687366498.4427247,cgp,mu+lambda,distance,walker2d,3,600
7,228.1140594482422,7,32.66139364242554,3,7.240541934967041,2.1823790073394775,2.706047773361206,7.669941425323486,611.4439697265625,1.986898422241211,3.9427664279937744,90.84263610839844,7,2.111241579055786,0.20260383188724518,10.599719047546387,1687366500.6517305,cgp,mu+lambda,distance,walker2d,3,700
8,88.01012420654297,8,34.87391185760498,3,6.88518762588501,2.1868443489074707,3.383125066757202,7.717223167419434,372.1485290527344,0.9643669724464417,2.828299045562744,265.58740234375,8,0.6017026901245117,-0.8403724431991577,13.375139236450195,1687366502.8642488,cgp,mu+lambda,distance,walker2d,3,800
9,184.59832763671875,9,37.08059740066528,3,7.151431560516357,2.1807687282562256,3.207124948501587,7.746059417724609,429.0355529785156,1.4920661449432373,3.5101609230041504,291.2868347167969,9,1.67010498046875,0.0014164075255393982,8.112994194030762,1687366505.0709343,cgp,mu+lambda,distance,walker2d,3,900
10,204.62278747558594,10,39.28885769844055,3,8.137553215026855,2.1819682121276855,3.5105507373809814,9.990047454833984,12.823028564453125,1.4830737113952637,4.072484493255615,273.7034912109375,10,1.0366592407226562,-1.3675278425216675,10.966516494750977,1687366507.2791946,cgp,mu+lambda,distance,walker2d,3,1000
11,231.1215362548828,11,41.4813711643219,3,9.47746753692627,2.1665477752685547,3.579526662826538,10.532601356506348,255.42832946777344,2.147475004196167,3.6829588413238525,82.7093505859375,11,2.1676461696624756,-0.033576563000679016,12.704630851745605,1687366509.471708,cgp,mu+lambda,distance,walker2d,3,1100
12,573.474853515625,12,43.68984365463257,3,11.659290313720703,2.182023048400879,3.611816167831421,12.40302562713623,484.87896728515625,2.228929042816162,4.156031608581543,207.2184600830078,12,1.495530605316162,-0.3343738913536072,14.17270278930664,1687366511.6801805,cgp,mu+lambda,distance,walker2d,3,1200
13,755.85107421875,13,45.9011549949646,3,11.318700790405273,2.1817593574523926,3.5587329864501953,12.459915161132812,235.1549072265625,1.7672710418701172,3.3802552223205566,1226.0030517578125,13,1.5242602825164795,-0.8255568146705627,13.108952522277832,1687366513.891492,cgp,mu+lambda,distance,walker2d,3,1300
14,116.10406494140625,14,48.10917663574219,3,10.246905326843262,2.182013750076294,3.4473366737365723,14.367050170898438,298.8044738769531,1.7982430458068848,3.40142822265625,514.8677368164062,14,1.6354222297668457,-0.12219491600990295,15.32193660736084,1687366516.0995135,cgp,mu+lambda,distance,walker2d,3,1400
15,948.4412841796875,15,50.31534290313721,3,9.349020957946777,2.1798667907714844,3.4460055828094482,9.39130687713623,547.479736328125,1.9521797895431519,4.137633323669434,405.36981201171875,15,2.0310628414154053,-0.6111330986022949,10.385038375854492,1687366518.3056798,cgp,mu+lambda,distance,walker2d,3,1500
16,353.8156433105469,16,52.5236382484436,3,12.08654499053955,2.180854558944702,3.6565353870391846,13.741540908813477,137.25030517578125,1.822914958000183,3.712409257888794,518.9453125,16,1.514097809791565,-0.5430477261543274,18.454357147216797,1687366520.5139751,cgp,mu+lambda,distance,walker2d,3,1600
17,226.91909790039062,17,54.730804443359375,3,9.556087493896484,2.179769277572632,3.5270297527313232,11.39069938659668,1167.997314453125,1.8520116806030273,3.796116828918457,382.73681640625,17,2.1029772758483887,-0.25428295135498047,12.112618446350098,1687366522.7211413,cgp,mu+lambda,distance,walker2d,3,1700
18,666.960205078125,18,56.940810441970825,3,7.308706283569336,2.182100534439087,3.286687135696411,8.291708946228027,221.60479736328125,1.5198644399642944,3.9314632415771484,226.94964599609375,18,1.913360834121704,-0.5605891942977905,9.728353500366211,1687366524.9311473,cgp,mu+lambda,distance,walker2d,3,1800
19,209.32681274414062,19,59.14852166175842,3,8.55946159362793,2.1798808574676514,3.183366060256958,9.301673889160156,255.32830810546875,1.1529195308685303,3.2012953758239746,242.0529022216797,19,0.9102531671524048,-0.8083357810974121,9.812675476074219,1687366527.1388586,cgp,mu+lambda,distance,walker2d,3,1900
20,247.18479919433594,20,61.35669183731079,3,10.025086402893066,2.180048704147339,3.7175557613372803,10.218866348266602,138.02841186523438,1.152519702911377,2.9342379570007324,539.9286499023438,20,0.37084800004959106,-1.0922213792800903,11.137808799743652,1687366529.3470287,cgp,mu+lambda,distance,walker2d,3,2000
21,182.1103057861328,21,63.56226086616516,3,7.586414813995361,2.1787800788879395,3.074650764465332,7.756668567657471,62.880836486816406,1.7361234426498413,4.029107093811035,301.14013671875,21,1.8748940229415894,-0.6537748575210571,8.010635375976562,1687366531.5525978,cgp,mu+lambda,distance,walker2d,3,2100
22,115.55017852783203,22,65.76848649978638,3,6.793231964111328,2.179312229156494,3.098811388015747,8.366561889648438,166.91702270507812,1.0412417650222778,3.006739616394043,287.53094482421875,22,1.033402442932129,-0.7430590987205505,9.21149730682373,1687366533.7588234,cgp,mu+lambda,distance,walker2d,3,2200
23,393.0915832519531,23,67.97543978691101,3,9.844157218933105,2.183588743209839,3.3356924057006836,10.448458671569824,329.89447021484375,1.8457309007644653,3.595564842224121,214.6265106201172,23,1.8638392686843872,-0.2384287714958191,15.229817390441895,1687366535.9657767,cgp,mu+lambda,distance,walker2d,3,2300
24,604.5360107421875,24,70.1864242553711,3,6.62074613571167,2.1870439052581787,3.5035691261291504,9.176202774047852,435.2849426269531,0.9493195414543152,3.553676128387451,-261.0521240234375,24,0.4549546539783478,-0.9718073606491089,11.371498107910156,1687366538.1767612,cgp,mu+lambda,distance,walker2d,3,2400
25,625.8212280273438,25,72.39342927932739,3,8.971647262573242,2.1827633380889893,4.2646379470825195,9.169023513793945,2101.435791015625,0.6593963503837585,3.284334421157837,468.2447814941406,25,0.9070417881011963,-1.9124401807785034,11.220870971679688,1687366540.3837662,cgp,mu+lambda,distance,walker2d,3,2500
26,-100.93882751464844,26,74.6022310256958,3,8.71115779876709,2.185166358947754,3.5723984241485596,12.145914077758789,190.9456787109375,1.4682492017745972,3.717332124710083,425.1487121582031,26,1.1933720111846924,-0.809514582157135,12.446924209594727,1687366542.592568,cgp,mu+lambda,distance,walker2d,3,2600
27,147.28396606445312,27,76.79813361167908,3,9.791043281555176,2.172372341156006,3.7266063690185547,12.528779029846191,687.7992553710938,1.5390472412109375,2.959162712097168,250.0877685546875,27,1.0368564128875732,-0.7597421407699585,17.135417938232422,1687366544.7884705,cgp,mu+lambda,distance,walker2d,3,2700
28,55.118194580078125,28,79.00755143165588,3,9.95405387878418,2.187183380126953,4.166393280029297,9.98754596710205,648.8226318359375,1.266817331314087,4.1447882652282715,185.36961364746094,28,0.8666388988494873,-1.0396935939788818,10.976175308227539,1687366546.9978883,cgp,mu+lambda,distance,walker2d,3,2800
29,32.493526458740234,29,81.21885895729065,3,8.846715927124023,2.1880855560302734,3.7702717781066895,9.141864776611328,200.1750030517578,1.9293900728225708,4.862033367156982,196.55990600585938,29,2.1060357093811035,-0.48764336109161377,12.68463134765625,1687366549.2091959,cgp,mu+lambda,distance,walker2d,3,2900
30,126.67410278320312,30,83.42848467826843,3,8.88950252532959,2.1852424144744873,3.63369083404541,9.535001754760742,351.3352966308594,1.457531452178955,3.69779896736145,331.93994140625,30,1.4900155067443848,-1.104262351989746,14.302593231201172,1687366551.4188216,cgp,mu+lambda,distance,walker2d,3,3000
31,491.30682373046875,31,85.63949489593506,3,8.568395614624023,2.187509059906006,3.1148886680603027,8.9767484664917,621.972900390625,2.2309508323669434,4.361968040466309,282.0552673339844,31,1.9386868476867676,0.17354454100131989,8.987516403198242,1687366553.6298318,cgp,mu+lambda,distance,walker2d,3,3100
32,263.9177551269531,32,87.84866976737976,3,8.704010009765625,2.185659408569336,3.3718907833099365,11.455338478088379,156.29978942871094,2.120109796524048,4.013080596923828,465.4997863769531,32,1.943176031112671,-0.46946123242378235,12.20470142364502,1687366555.8390067,cgp,mu+lambda,distance,walker2d,3,3200
33,703.3834228515625,33,90.05843877792358,3,9.428814888000488,2.1857106685638428,3.6938092708587646,11.138405799865723,55.126529693603516,2.5714986324310303,4.913252830505371,934.5584106445312,33,2.382436752319336,-0.20415377616882324,12.589980125427246,1687366558.0487757,cgp,mu+lambda,distance,walker2d,3,3300
34,952.6679077148438,34,92.27127933502197,3,11.310290336608887,2.188931703567505,3.983755350112915,12.529817581176758,240.46542358398438,2.1841936111450195,4.714242935180664,944.162353515625,34,2.068815231323242,-0.6581620573997498,20.25678062438965,1687366560.2616162,cgp,mu+lambda,distance,walker2d,3,3400
35,180.9027557373047,35,94.48274827003479,3,8.267024993896484,2.188873529434204,3.3302078247070312,8.735479354858398,446.3418884277344,1.860101580619812,4.097825050354004,202.9769287109375,35,1.8350481986999512,-0.30774253606796265,12.079633712768555,1687366562.4730852,cgp,mu+lambda,distance,walker2d,3,3500
36,316.45111083984375,36,96.69471907615662,3,8.328178405761719,2.188735008239746,3.8880913257598877,9.518022537231445,72.2004623413086,1.6097772121429443,4.15714168548584,174.03829956054688,36,1.4301151037216187,-0.7876518368721008,9.70743179321289,1687366564.685056,cgp,mu+lambda,distance,walker2d,3,3600
37,591.6555786132812,37,98.9034571647644,3,8.470468521118164,2.1852214336395264,3.4657387733459473,10.714648246765137,337.2185974121094,2.3541009426116943,4.885451793670654,172.55221557617188,37,2.4114270210266113,0.1707824170589447,13.705739974975586,1687366566.893794,cgp,mu+lambda,distance,walker2d,3,3700
38,591.7232055664062,38,101.11710619926453,3,10.23869800567627,2.1906182765960693,3.6882007122039795,10.44829273223877,187.06549072265625,2.5695736408233643,4.884751796722412,352.1963806152344,38,2.535207986831665,-0.08629445731639862,15.801227569580078,1687366569.107443,cgp,mu+lambda,distance,walker2d,3,3800
39,392.9780578613281,39,103.33082628250122,3,9.052809715270996,2.190277099609375,3.5775930881500244,11.419914245605469,619.9706420898438,2.072457790374756,5.061352729797363,499.2183532714844,39,1.6346123218536377,-0.700211763381958,12.124937057495117,1687366571.3211632,cgp,mu+lambda,distance,walker2d,3,3900
40,809.0184936523438,40,105.54945755004883,3,11.466352462768555,2.1943774223327637,3.9999353885650635,11.720389366149902,1000.1820678710938,2.3333215713500977,4.566468238830566,558.730224609375,40,2.0494046211242676,-0.2948819696903229,12.690896034240723,1687366573.5397944,cgp,mu+lambda,distance,walker2d,3,4000
