,iteration,front_size,reward,simplicity
0,0,3,17.20196,0.8333333
1,0,3,25.694,0.79999995
2,0,3,45.332508,0.6333333
3,1,3,17.20196,0.8333333
4,1,3,25.694,0.79999995
5,1,3,45.332508,0.6333333
6,2,4,17.20196,0.8333333
7,2,4,25.694,0.79999995
8,2,4,45.332508,0.6333333
9,2,4,29.711908,0.73333335
10,3,4,45.332508,0.6333333
11,3,4,29.711908,0.73333335
12,3,4,19.865303,0.8333333
13,3,4,27.915123,0.79999995
14,4,3,45.332508,0.6333333
15,4,3,19.865303,0.8333333
16,4,3,34.24191,0.79999995
17,5,3,45.332508,0.6333333
18,5,3,19.865303,0.8333333
19,5,3,36.488716,0.79999995
20,6,3,45.332508,0.6333333
21,6,3,19.865303,0.8333333
22,6,3,36.488716,0.79999995
23,7,3,45.332508,0.6333333
24,7,3,19.865303,0.8333333
25,7,3,38.54266,0.79999995
26,8,3,45.332508,0.6333333
27,8,3,19.865303,0.8333333
28,8,3,42.443142,0.79999995
29,9,3,45.332508,0.6333333
30,9,3,19.865303,0.8333333
31,9,3,42.443142,0.79999995
32,10,3,45.332508,0.6333333
33,10,3,19.865303,0.8333333
34,10,3,42.443142,0.79999995
35,11,3,45.332508,0.6333333
36,11,3,19.865303,0.8333333
37,11,3,44.811893,0.79999995
38,12,3,45.332508,0.6333333
39,12,3,19.865303,0.8333333
40,12,3,44.811893,0.79999995
41,13,3,45.332508,0.6333333
42,13,3,19.865303,0.8333333
43,13,3,44.811893,0.79999995
44,14,3,19.865303,0.8333333
45,14,3,44.811893,0.79999995
46,14,3,46.58797,0.75
47,15,3,19.865303,0.8333333
48,15,3,44.811893,0.79999995
49,15,3,46.58797,0.75
50,16,3,19.865303,0.8333333
51,16,3,44.811893,0.79999995
52,16,3,46.58797,0.75
53,17,3,19.865303,0.8333333
54,17,3,44.811893,0.79999995
55,17,3,46.58797,0.75
56,18,3,46.58797,0.75
57,18,3,19.408396,0.8333333
58,18,3,44.841526,0.79999995
59,19,3,46.58797,0.75
60,19,3,44.841526,0.79999995
61,19,3,21.962383,0.8333333
62,20,3,46.58797,0.75
63,20,3,44.841526,0.79999995
64,20,3,21.962383,0.8333333
65,21,3,46.58797,0.75
66,21,3,21.962383,0.8333333
67,21,3,44.871075,0.79999995
68,22,3,46.58797,0.75
69,22,3,21.962383,0.8333333
70,22,3,44.871075,0.79999995
71,23,3,46.58797,0.75
72,23,3,21.962383,0.8333333
73,23,3,44.871075,0.79999995
74,24,2,21.962383,0.8333333
75,24,2,44.871075,0.79999995
76,25,2,21.962383,0.8333333
77,25,2,44.871075,0.79999995
78,26,2,21.962383,0.8333333
79,26,2,44.871075,0.79999995
80,27,2,21.962383,0.8333333
81,27,2,44.871075,0.79999995
82,28,2,21.962383,0.8333333
83,28,2,44.871075,0.79999995
84,29,2,21.962383,0.8333333
85,29,2,44.871075,0.79999995
86,30,2,21.962383,0.8333333
87,30,2,44.871075,0.79999995
88,31,2,21.962383,0.8333333
89,31,2,44.871075,0.79999995
90,32,3,21.962383,0.8333333
91,32,3,44.871075,0.79999995
92,32,3,47.620342,0.73333335
93,33,3,21.962383,0.8333333
94,33,3,44.871075,0.79999995
95,33,3,47.620342,0.73333335
96,34,3,21.962383,0.8333333
97,34,3,44.871075,0.79999995
98,34,3,47.620342,0.73333335
99,35,3,21.962383,0.8333333
100,35,3,44.871075,0.79999995
101,35,3,47.620342,0.73333335
102,36,3,21.962383,0.8333333
103,36,3,44.871075,0.79999995
104,36,3,47.620342,0.73333335
105,37,3,21.962383,0.8333333
106,37,3,44.871075,0.79999995
107,37,3,47.620342,0.73333335
108,38,4,21.962383,0.8333333
109,38,4,44.871075,0.79999995
110,38,4,47.620342,0.73333335
111,38,4,25.55425,0.81666666
112,39,4,21.962383,0.8333333
113,39,4,44.871075,0.79999995
114,39,4,47.620342,0.73333335
115,39,4,25.55425,0.81666666
116,40,4,21.962383,0.8333333
117,40,4,44.871075,0.79999995
118,40,4,47.620342,0.73333335
119,40,4,25.55425,0.81666666
120,41,4,21.962383,0.8333333
121,41,4,44.871075,0.79999995
122,41,4,47.620342,0.73333335
123,41,4,25.55425,0.81666666
124,42,4,21.962383,0.8333333
125,42,4,47.620342,0.73333335
126,42,4,25.55425,0.81666666
127,42,4,45.758167,0.79999995
128,43,4,21.962383,0.8333333
129,43,4,25.55425,0.81666666
130,43,4,45.758167,0.79999995
131,43,4,47.92157,0.76666665
132,44,4,21.962383,0.8333333
133,44,4,25.55425,0.81666666
134,44,4,45.758167,0.79999995
135,44,4,47.92157,0.76666665
136,45,4,25.55425,0.81666666
137,45,4,47.92157,0.76666665
138,45,4,47.66583,0.79999995
139,45,4,22.202888,0.8333333
140,46,4,25.55425,0.81666666
141,46,4,47.92157,0.76666665
142,46,4,47.66583,0.79999995
143,46,4,22.202888,0.8333333
