,training.evaluation_time,training.run_id,training.generation,training.fitness_median,_step,training.fitness_mean,training.top_k_fit.top_1_fit,_timestamp,training.fitness_std,training.top_k_fit.top_0_fit,training.top_k_fit.top_2_fit,_runtime,training.fitness_1q,training.fitness_3q,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
10,4.762389183044434,0,10,985.863037109375,10,863.7757568359375,998.0927124023438,1687019145.2901826,199.91131591796875,998.1953125,998.0490112304688,69.75599360466003,997.0240478515625,711.5689697265625,cgp,mu+lambda,ant,5,1000,998.1953125,998.0927124023438,998.0490112304688
11,4.762243270874023,0,11,978.132568359375,11,857.1688842773438,998.2894287109375,1687019150.0864635,187.0760955810547,998.459228515625,998.2283325195312,74.55227446556091,997.0487670898438,706.4788818359375,cgp,mu+lambda,ant,5,1100,998.459228515625,998.2894287109375,998.2283325195312
12,4.766176223754883,0,12,901.494140625,12,808.2020263671875,998.006591796875,1687019154.8821995,232.475341796875,998.8353271484375,997.95556640625,79.34801054000854,997.277587890625,682.2001342773438,cgp,mu+lambda,ant,5,1200,998.8353271484375,998.006591796875,997.95556640625
13,4.763855457305908,0,13,934.8529052734375,13,833.9564819335938,998.70166015625,1687019159.6763933,214.5482635498047,998.7279052734375,998.1166381835938,84.14220428466797,997.232666015625,708.057373046875,cgp,mu+lambda,ant,5,1300,998.7279052734375,998.70166015625,998.1166381835938
14,4.765291213989258,0,14,969.0137939453125,14,846.5487060546875,998.60400390625,1687019164.4715996,195.17132568359375,1000.3128051757812,998.5350952148438,88.93741059303284,997.3316040039062,706.5560302734375,cgp,mu+lambda,ant,5,1400,1000.3128051757812,998.60400390625,998.5350952148438
15,4.766489028930664,0,15,972.989013671875,15,854.5961303710938,999.0512084960938,1687019169.2657301,201.2265167236328,999.2080688476562,998.8709106445312,93.7315411567688,997.3178100585938,709.3323364257812,cgp,mu+lambda,ant,5,1500,999.2080688476562,999.0512084960938,998.8709106445312
16,4.7635722160339355,0,16,973.4681396484375,16,868.109375,999.3157958984375,1687019174.0586858,188.45016479492188,999.4286499023438,998.8892822265625,98.52449679374695,997.4080200195312,745.45361328125,cgp,mu+lambda,ant,5,1600,999.4286499023438,999.3157958984375,998.8892822265625
17,4.765663146972656,0,17,958.473876953125,17,832.752197265625,998.935302734375,1687019178.8527517,218.18516540527344,999.2135009765625,998.8826904296875,103.31856274604797,997.5162353515625,699.3086547851562,cgp,mu+lambda,ant,5,1700,999.2135009765625,998.935302734375,998.8826904296875
18,4.76563024520874,0,18,979.7632446289062,18,841.4553833007812,999.4859619140625,1687019183.6462088,232.2467041015625,1000.699951171875,999.4169311523438,108.11201977729797,997.5447998046875,719.6727905273438,cgp,mu+lambda,ant,5,1800,1000.699951171875,999.4859619140625,999.4169311523438
19,4.762790679931641,0,19,971.7425537109375,19,862.019287109375,999.163818359375,1687019188.4383173,199.32485961914062,999.2476196289062,999.0269775390625,112.90412831306458,997.5386352539062,739.4125366210938,cgp,mu+lambda,ant,5,1900,999.2476196289062,999.163818359375,999.0269775390625
20,4.765110492706299,0,20,969.2774658203125,20,855.4417114257812,999.5467529296875,1687019193.232843,217.67982482910156,1000.1868896484375,999.508056640625,117.69865393638611,997.720947265625,726.8336181640625,cgp,mu+lambda,ant,5,2000,1000.1868896484375,999.5467529296875,999.508056640625
21,4.766738414764404,0,21,980.6199951171875,21,868.4381103515625,999.1172485351562,1687019198.0294602,184.8238983154297,999.4198608398438,999.07958984375,122.4952712059021,997.6055908203125,743.0715942382812,cgp,mu+lambda,ant,5,2100,999.4198608398438,999.1172485351562,999.07958984375
22,4.766502857208252,0,22,993.1082763671875,22,908.4666137695312,999.5302734375,1687019202.8228154,150.10218811035156,1000.5828247070312,999.295166015625,127.28862643241882,997.91943359375,873.9348754882812,cgp,mu+lambda,ant,5,2200,1000.5828247070312,999.5302734375,999.295166015625
23,4.773576736450195,0,23,982.154541015625,23,887.1502685546875,999.2605590820312,1687019207.6164513,174.28640747070312,999.5789794921875,999.1279907226562,132.08226227760315,997.8421630859375,840.0657958984375,cgp,mu+lambda,ant,5,2300,999.5789794921875,999.2605590820312,999.1279907226562
24,4.772982597351074,0,24,976.045654296875,24,873.9252319335938,1000.102783203125,1687019212.4095595,172.64215087890625,1000.4910278320312,999.8670654296875,136.87537050247192,997.4609375,738.1605834960938,cgp,mu+lambda,ant,5,2400,1000.4910278320312,1000.102783203125,999.8670654296875
25,4.771946907043457,0,25,980.3687744140625,25,877.2715454101562,999.661376953125,1687019217.200977,194.82118225097656,1000.8630981445312,999.512451171875,141.6667881011963,997.704833984375,854.54296875,cgp,mu+lambda,ant,5,2500,1000.8630981445312,999.661376953125,999.512451171875
26,4.772085666656494,0,26,980.8501586914062,26,865.4840698242188,999.8131103515625,1687019221.993808,197.627197265625,1000.5764770507812,999.47216796875,146.45961904525757,997.1695556640625,746.9342041015625,cgp,mu+lambda,ant,5,2600,1000.5764770507812,999.8131103515625,999.47216796875
27,4.77094841003418,0,27,966.8692626953125,27,854.6697998046875,999.75732421875,1687019226.784827,195.7920684814453,1000.3097534179688,999.5454711914062,151.25063800811768,997.6710205078125,714.6915893554688,cgp,mu+lambda,ant,5,2700,1000.3097534179688,999.75732421875,999.5454711914062
28,4.773174285888672,0,28,982.229248046875,28,880.180908203125,999.1954345703125,1687019231.577521,169.5599365234375,999.3192749023438,999.1636962890625,156.04333209991455,997.3611450195312,768.2999267578125,cgp,mu+lambda,ant,5,2800,999.3192749023438,999.1954345703125,999.1636962890625
29,4.7694854736328125,0,29,981.6279296875,29,862.3387451171875,999.1109008789062,1687019236.3673792,182.33029174804688,999.778076171875,999.0525512695312,160.833190202713,997.6521606445312,706.6177978515625,cgp,mu+lambda,ant,5,2900,999.778076171875,999.1109008789062,999.0525512695312
30,4.7720842361450195,0,30,991.60498046875,30,884.9010009765625,999.6277465820312,1687019241.1594179,164.21426391601562,1000.0255126953125,999.3876953125,165.62522888183594,998.2078857421875,731.8160400390625,cgp,mu+lambda,ant,5,3000,1000.0255126953125,999.6277465820312,999.3876953125
31,4.7173662185668945,0,31,988.4183349609375,31,884.4568481445312,999.26123046875,1687019245.931101,161.57061767578125,999.3321533203125,999.2237548828125,170.3969120979309,997.8670654296875,739.7081909179688,cgp,mu+lambda,ant,5,3100,999.3321533203125,999.26123046875,999.2237548828125
32,4.747212886810303,0,32,971.9410400390625,32,860.1387329101562,999.299560546875,1687019250.6977878,173.38790893554688,999.376953125,999.2523193359375,175.16359877586365,997.1432495117188,708.7963256835938,cgp,mu+lambda,ant,5,3200,999.376953125,999.299560546875,999.2523193359375
33,4.748567581176758,0,33,949.76611328125,33,859.9953002929688,999.4652709960938,1687019255.464554,197.86029052734375,999.630615234375,999.3519287109375,179.9303650856018,997.6458740234375,717.1679077148438,cgp,mu+lambda,ant,5,3300,999.630615234375,999.4652709960938,999.3519287109375
34,4.750367164611816,0,34,994.04833984375,34,890.2876586914062,999.5162963867188,1687019260.2331793,179.79074096679688,999.8944702148438,999.4495849609375,184.69899034500122,997.4951782226562,818.9208984375,cgp,mu+lambda,ant,5,3400,999.8944702148438,999.5162963867188,999.4495849609375
35,4.748696804046631,0,35,956.6943359375,35,839.400634765625,999.44970703125,1687019265.0002363,210.54949951171875,999.8601684570312,999.3699951171875,189.4660472869873,997.3778076171875,700.9014282226562,cgp,mu+lambda,ant,5,3500,999.8601684570312,999.44970703125,999.3699951171875
36,4.757013320922852,0,36,988.573486328125,36,891.1273803710938,1000.1163940429688,1687019269.7751162,167.3025360107422,1000.4572143554688,1000.0092163085938,194.24092721939087,998.1583251953125,813.79296875,cgp,mu+lambda,ant,5,3600,1000.4572143554688,1000.1163940429688,1000.0092163085938
37,4.75112771987915,0,37,986.0620727539062,37,858.3959350585938,999.8087768554688,1687019274.5443912,217.83702087402344,1000.0294189453125,999.55712890625,199.01020216941833,998.5079956054688,718.9970703125,cgp,mu+lambda,ant,5,3700,1000.0294189453125,999.8087768554688,999.55712890625
38,4.750007152557373,0,38,967.5550537109375,38,837.6079711914062,1000.099609375,1687019279.311739,227.82505798339844,1000.3035278320312,999.9208374023438,203.77754998207092,997.8494262695312,706.0084228515625,cgp,mu+lambda,ant,5,3800,1000.3035278320312,1000.099609375,999.9208374023438
39,4.74987268447876,0,39,987.1732177734375,39,881.0365600585938,999.8272705078125,1687019284.0801826,160.0889434814453,1000.0009155273438,999.669189453125,208.54599356651306,998.6519775390625,781.836669921875,cgp,mu+lambda,ant,5,3900,1000.0009155273438,999.8272705078125,999.669189453125
40,4.751217365264893,0,40,966.6085205078125,40,849.6637573242188,1000.1953735351562,1687019288.8497207,205.13992309570312,1000.6106567382812,1000.0338134765625,213.31553173065186,997.212890625,709.742431640625,cgp,mu+lambda,ant,5,4000,1000.6106567382812,1000.1953735351562,1000.0338134765625
41,4.744900226593018,0,41,964.3468017578125,41,844.2288818359375,1000.0339965820312,1687019293.6258106,226.182861328125,1000.2921142578125,999.9756469726562,218.09162163734436,998.810791015625,707.0081787109375,cgp,mu+lambda,ant,5,4100,1000.2921142578125,1000.0339965820312,999.9756469726562
42,4.732030868530273,0,42,916.8218994140625,42,808.275146484375,999.9464721679688,1687019298.402183,242.64068603515625,1000.2872314453125,999.8479614257812,222.8679940700531,998.9202880859375,684.732421875,cgp,mu+lambda,ant,5,4200,1000.2872314453125,999.9464721679688,999.8479614257812
43,4.740489959716797,0,43,981.5150146484375,43,903.26171875,1000.176513671875,1687019303.1805925,144.173095703125,1000.5668334960938,1000.1104736328125,227.64640355110168,999.1913452148438,866.598388671875,cgp,mu+lambda,ant,5,4300,1000.5668334960938,1000.176513671875,1000.1104736328125
44,4.747552871704102,0,44,987.4024047851562,44,886.017822265625,1000.355712890625,1687019307.9586952,152.4857177734375,1000.4503784179688,1000.2091064453125,232.42450618743896,998.5570068359375,722.5275268554688,cgp,mu+lambda,ant,5,4400,1000.4503784179688,1000.355712890625,1000.2091064453125
45,4.7454681396484375,0,45,985.670654296875,45,838.75,1000.1713256835938,1687019312.7372024,213.85301208496094,1000.788330078125,1000.0200805664062,237.20301342010498,998.8507690429688,697.9647216796875,cgp,mu+lambda,ant,5,4500,1000.788330078125,1000.1713256835938,1000.0200805664062
46,4.745039463043213,0,46,970.8670654296875,46,841.9060668945312,1000.012939453125,1687019317.5139005,212.9292449951172,1000.2195434570312,999.9859619140625,241.97971153259277,997.9356689453125,705.3231201171875,cgp,mu+lambda,ant,5,4600,1000.2195434570312,1000.012939453125,999.9859619140625
47,4.752191543579102,0,47,992.6732177734375,47,905.384765625,1000.3217163085938,1687019322.2954297,146.84860229492188,1000.4264526367188,1000.1741943359375,246.7612407207489,998.9072265625,867.2601318359375,cgp,mu+lambda,ant,5,4700,1000.4264526367188,1000.3217163085938,1000.1741943359375
48,4.75217866897583,0,48,973.3643798828125,48,853.6598510742188,1000.3721313476562,1687019327.0697672,213.07586669921875,1000.545166015625,1000.24658203125,251.535578250885,998.9259643554688,724.48681640625,cgp,mu+lambda,ant,5,4800,1000.545166015625,1000.3721313476562,1000.24658203125
49,4.745611190795898,0,49,978.9693603515625,49,888.92578125,1000.0908813476562,1687019331.8401005,137.7554168701172,1000.2904052734375,1000.03759765625,256.3059115409851,999.020751953125,788.1193237304688,cgp,mu+lambda,ant,5,4900,1000.2904052734375,1000.0908813476562,1000.03759765625
50,4.744811058044434,0,50,885.8150634765625,50,804.9654541015625,1000.5391845703125,1687019336.608321,252.94125366210938,1000.7236328125,1000.4140625,261.0741319656372,997.9663696289062,694.9088745117188,cgp,mu+lambda,ant,5,5000,1000.7236328125,1000.5391845703125,1000.4140625
51,4.732402324676514,0,51,966.31982421875,51,855.2176513671875,1000.3626098632812,1687019341.3813994,204.70599365234375,1000.5611572265625,1000.2947998046875,265.8472104072571,998.8623657226562,708.8414306640625,cgp,mu+lambda,ant,5,5100,1000.5611572265625,1000.3626098632812,1000.2947998046875
52,4.702431678771973,0,52,974.4974365234375,52,860.666015625,1000.5547485351562,1687019346.1515672,201.47767639160156,1000.6078491210938,1000.4876098632812,270.6173782348633,998.8707275390625,717.1096801757812,cgp,mu+lambda,ant,5,5200,1000.6078491210938,1000.5547485351562,1000.4876098632812
53,4.704695701599121,0,53,955.8373413085938,53,827.3331298828125,1000.4756469726562,1687019350.9260473,216.1397247314453,1000.6652221679688,1000.4711303710938,275.3918583393097,999.1796264648438,684.3413696289062,cgp,mu+lambda,ant,5,5300,1000.6652221679688,1000.4756469726562,1000.4711303710938
54,4.730997562408447,0,54,986.3441162109375,54,855.5701293945312,1000.4263916015625,1687019355.7021234,214.70114135742188,1000.6710205078125,1000.3048095703125,280.1679344177246,999.43798828125,715.812744140625,cgp,mu+lambda,ant,5,5400,1000.6710205078125,1000.4263916015625,1000.3048095703125
55,4.777661323547363,0,55,971.396728515625,55,859.0070190429688,1000.4336547851562,1687019360.4986567,207.53575134277344,1000.4766235351562,1000.41455078125,284.96446776390076,999.2836303710938,742.67333984375,cgp,mu+lambda,ant,5,5500,1000.4766235351562,1000.4336547851562,1000.41455078125
56,4.777199745178223,0,56,977.1375122070312,56,833.2702026367188,1000.4003295898438,1687019365.2927809,242.11122131347656,1000.4292602539062,1000.3995971679688,289.7585918903351,999.1661376953125,703.9642333984375,cgp,mu+lambda,ant,5,5600,1000.4292602539062,1000.4003295898438,1000.3995971679688
57,4.778558731079102,0,57,976.8434448242188,57,839.97998046875,1000.4133911132812,1687019370.0869722,227.78416442871094,1000.4207763671875,1000.3017578125,294.5527832508087,998.461181640625,705.05615234375,cgp,mu+lambda,ant,5,5700,1000.4207763671875,1000.4133911132812,1000.3017578125
58,4.7788214683532715,0,58,971.466064453125,58,872.8486328125,1000.3648681640625,1687019374.881623,180.96719360351562,1000.405029296875,1000.3634033203125,299.3474340438843,999.37890625,752.8316650390625,cgp,mu+lambda,ant,5,5800,1000.405029296875,1000.3648681640625,1000.3634033203125
59,4.776007652282715,0,59,966.5843505859375,59,847.1543579101562,1000.5112915039062,1687019379.6744766,233.1050567626953,1000.524658203125,1000.2966918945312,304.14028763771057,999.2166137695312,717.2489624023438,cgp,mu+lambda,ant,5,5900,1000.524658203125,1000.5112915039062,1000.2966918945312
60,4.7777934074401855,0,60,942.9102783203125,60,832.5227661132812,1000.2816772460938,1687019384.4683266,210.89418029785156,1000.30029296875,1000.208740234375,308.93413758277893,998.9111328125,696.5278930664062,cgp,mu+lambda,ant,5,6000,1000.30029296875,1000.2816772460938,1000.208740234375
61,4.780864238739014,0,61,975.4515380859375,61,876.1282348632812,1000.271484375,1687019389.2665832,181.72573852539062,1000.8031005859375,1000.1416015625,313.7323942184448,998.803955078125,780.17578125,cgp,mu+lambda,ant,5,6100,1000.8031005859375,1000.271484375,1000.1416015625
62,4.7791619300842285,0,62,984.7418212890625,62,872.063720703125,1000.2877197265625,1687019394.0598397,181.1993408203125,1000.2890014648438,1000.164794921875,318.5256507396698,997.99462890625,750.0582885742188,cgp,mu+lambda,ant,5,6200,1000.2890014648438,1000.2877197265625,1000.164794921875
63,4.774784564971924,0,63,970.1470336914062,63,821.7796020507812,1000.5455322265625,1687019398.8515306,265.6274108886719,1000.644775390625,1000.5147705078125,323.3173415660858,998.3843994140625,708.1575927734375,cgp,mu+lambda,ant,5,6300,1000.644775390625,1000.5455322265625,1000.5147705078125
64,4.777353763580322,0,64,946.5858154296875,64,848.5773315429688,1000.6468505859375,1687019403.6464245,194.9054718017578,1000.6583862304688,1000.4588012695312,328.11223554611206,997.4815063476562,707.902099609375,cgp,mu+lambda,ant,5,6400,1000.6583862304688,1000.6468505859375,1000.4588012695312
65,4.778167724609375,0,65,948.1502075195312,65,868.0545043945312,1000.47509765625,1687019408.4416888,192.09124755859375,1000.4761962890625,1000.4389038085938,332.90749979019165,999.1524658203125,786.2713623046875,cgp,mu+lambda,ant,5,6500,1000.4761962890625,1000.47509765625,1000.4389038085938
66,4.776337146759033,0,66,985.2667236328125,66,862.6722412109375,1000.227783203125,1687019413.2355106,199.0474853515625,1000.2316284179688,1000.1005249023438,337.7013216018677,998.3939208984375,709.2224731445312,cgp,mu+lambda,ant,5,6600,1000.2316284179688,1000.227783203125,1000.1005249023438
67,4.773494243621826,0,67,970.518310546875,67,845.8345947265625,1000.3118286132812,1687019418.0268795,201.89227294921875,1000.47705078125,1000.1724243164062,342.4926905632019,998.4447631835938,707.9884033203125,cgp,mu+lambda,ant,5,6700,1000.47705078125,1000.3118286132812,1000.1724243164062
68,4.774136066436768,0,68,993.6929931640625,68,902.4028930664062,1000.402099609375,1687019422.8181741,166.1719207763672,1000.5950927734375,1000.3168334960938,347.28398513793945,999.7254638671875,873.2012939453125,cgp,mu+lambda,ant,5,6800,1000.5950927734375,1000.402099609375,1000.3168334960938
69,4.773652076721191,0,69,991.0122680664062,69,856.665283203125,1000.4380493164062,1687019427.6086047,227.17913818359375,1000.4835815429688,1000.3793334960938,352.07441568374634,999.043701171875,729.162353515625,cgp,mu+lambda,ant,5,6900,1000.4835815429688,1000.4380493164062,1000.3793334960938
70,4.7726359367370605,0,70,981.2908935546875,70,859.6723022460938,1000.4041137695312,1687019432.398638,223.6013641357422,1000.5400390625,1000.3856811523438,356.86444902420044,999.255859375,750.2158203125,cgp,mu+lambda,ant,5,7000,1000.5400390625,1000.4041137695312,1000.3856811523438
71,4.7718329429626465,0,71,979.8839111328125,71,852.8307495117188,1000.4837646484375,1687019437.1878607,210.98550415039062,1000.4888305664062,1000.358642578125,361.6536717414856,998.6356201171875,707.8936767578125,cgp,mu+lambda,ant,5,7100,1000.4888305664062,1000.4837646484375,1000.358642578125
72,4.774163722991943,0,72,962.1017456054688,72,868.884033203125,1000.3473510742188,1687019441.9783576,178.320556640625,1000.59912109375,1000.2540893554688,366.44416856765747,999.0451049804688,749.62255859375,cgp,mu+lambda,ant,5,7200,1000.59912109375,1000.3473510742188,1000.2540893554688
73,4.776060104370117,0,73,945.2893676757812,73,834.6087036132812,1000.3612670898438,1687019446.7715423,228.7880401611328,1000.4524536132812,1000.2479248046875,371.23735332489014,998.9146118164062,714.4574584960938,cgp,mu+lambda,ant,5,7300,1000.4524536132812,1000.3612670898438,1000.2479248046875
74,4.775160312652588,0,74,992.958740234375,74,889.7615966796875,1000.459228515625,1687019451.564019,181.28907775878906,1000.6005859375,1000.4004516601562,376.02982997894287,999.5234375,834.4468383789062,cgp,mu+lambda,ant,5,7400,1000.6005859375,1000.459228515625,1000.4004516601562
75,4.777671813964844,0,75,984.7017822265625,75,856.8324584960938,1000.3743896484375,1687019456.35869,192.45945739746094,1000.3810424804688,1000.367919921875,380.82450103759766,999.193603515625,711.66015625,cgp,mu+lambda,ant,5,7500,1000.3810424804688,1000.3743896484375,1000.367919921875
76,4.775115489959717,0,76,924.3435668945312,76,831.8619995117188,1000.3385009765625,1687019461.1514738,215.3160400390625,1000.4511108398438,1000.250732421875,385.6172847747803,998.2528686523438,700.8988037109375,cgp,mu+lambda,ant,5,7600,1000.4511108398438,1000.3385009765625,1000.250732421875
77,4.773542881011963,0,77,929.826171875,77,815.2669067382812,1000.545166015625,1687019465.9415045,217.8351287841797,1000.81591796875,1000.2088623046875,390.40731549263,999.6055297851562,669.5592041015625,cgp,mu+lambda,ant,5,7700,1000.81591796875,1000.545166015625,1000.2088623046875
78,4.78029203414917,0,78,944.9830932617188,78,836.9638061523438,1000.72607421875,1687019470.7375612,215.70147705078125,1000.8189086914062,1000.4380493164062,395.2033722400665,999.4104614257812,707.175537109375,cgp,mu+lambda,ant,5,7800,1000.8189086914062,1000.72607421875,1000.4380493164062
79,4.776906490325928,0,79,976.78955078125,79,865.9141235351562,1000.4575805664062,1687019475.5307517,197.91323852539062,1000.6348876953125,1000.4332885742188,399.9965627193451,998.5846557617188,744.999755859375,cgp,mu+lambda,ant,5,7900,1000.6348876953125,1000.4575805664062,1000.4332885742188
80,4.777863025665283,0,80,964.3460693359375,80,862.0460815429688,1000.5953979492188,1687019480.32533,208.90029907226562,1000.6337890625,1000.3704223632812,404.7911410331726,999.4406127929688,711.1513671875,cgp,mu+lambda,ant,5,8000,1000.6337890625,1000.5953979492188,1000.3704223632812
81,4.778530597686768,0,81,909.1517333984375,81,824.1342163085938,1000.3970336914062,1687019485.119697,204.09104919433594,1000.5873413085938,1000.3342895507812,409.58550810813904,998.3540649414062,703.7984619140625,cgp,mu+lambda,ant,5,8100,1000.5873413085938,1000.3970336914062,1000.3342895507812
82,4.779416084289551,0,82,968.113037109375,82,844.3416748046875,1000.409423828125,1687019489.9150648,212.36439514160156,1001.0051879882812,1000.4036254882812,414.38087582588196,999.4447021484375,708.0693969726562,cgp,mu+lambda,ant,5,8200,1001.0051879882812,1000.409423828125,1000.4036254882812
83,4.776680946350098,0,83,973.392578125,83,840.4824829101562,1000.4048461914062,1687019494.7092228,228.43373107910156,1000.5411376953125,1000.3842163085938,419.1750338077545,997.5660400390625,705.3839111328125,cgp,mu+lambda,ant,5,8300,1000.5411376953125,1000.4048461914062,1000.3842163085938
84,4.778475284576416,0,84,941.97119140625,84,859.5949096679688,1000.236083984375,1687019499.5035305,188.5933074951172,1000.3627319335938,1000.2140502929688,423.96934151649475,998.1882934570312,719.900146484375,cgp,mu+lambda,ant,5,8400,1000.3627319335938,1000.236083984375,1000.2140502929688
85,4.776278495788574,0,85,985.1690673828125,85,856.543701171875,1000.3641357421875,1687019504.2959616,196.63876342773438,1000.4166870117188,1000.3129272460938,428.7617726325989,998.6967163085938,709.05615234375,cgp,mu+lambda,ant,5,8500,1000.4166870117188,1000.3641357421875,1000.3129272460938
86,4.766973495483398,0,86,962.6429443359375,86,844.618408203125,1000.3433837890625,1687019509.085057,232.97415161132812,1000.421630859375,1000.26123046875,433.5508680343628,999.4100341796875,710.0108642578125,cgp,mu+lambda,ant,5,8600,1000.421630859375,1000.3433837890625,1000.26123046875
87,4.7590556144714355,0,87,972.1114501953125,87,855.412109375,1000.5947875976562,1687019513.8687756,200.03732299804688,1000.8301391601562,1000.4799194335938,438.3345866203308,998.9672241210938,723.6907348632812,cgp,mu+lambda,ant,5,8700,1000.8301391601562,1000.5947875976562,1000.4799194335938
88,4.770170211791992,0,88,894.065185546875,88,813.32373046875,1000.3638305664062,1687019518.6593974,213.49266052246094,1000.6188354492188,1000.2679443359375,443.12520837783813,998.8302612304688,693.8117065429688,cgp,mu+lambda,ant,5,8800,1000.6188354492188,1000.3638305664062,1000.2679443359375
89,4.780798435211182,0,89,898.258056640625,89,792.6163940429688,1000.5880126953125,1687019523.4596984,272.5679626464844,1000.616943359375,1000.3837280273438,447.9255094528198,997.3328857421875,698.2006225585938,cgp,mu+lambda,ant,5,8900,1000.616943359375,1000.5880126953125,1000.3837280273438
90,4.759661674499512,0,90,973.497802734375,90,856.4476318359375,1000.623291015625,1687019528.2463508,194.5641632080078,1000.6303100585938,1000.447265625,452.7121617794037,999.504638671875,724.9710693359375,cgp,mu+lambda,ant,5,9000,1000.6303100585938,1000.623291015625,1000.447265625
91,4.745337009429932,0,91,987.5634765625,91,883.6878051757812,1000.6903076171875,1687019533.0270739,172.87937927246094,1000.9978637695312,1000.5628662109375,457.4928848743439,999.5309448242188,777.1580200195312,cgp,mu+lambda,ant,5,9100,1000.9978637695312,1000.6903076171875,1000.5628662109375
92,4.743208885192871,0,92,985.1300048828125,92,827.64013671875,1000.54150390625,1687019537.809061,256.9574279785156,1000.9443969726562,1000.5252685546875,462.27487206459045,999.5072021484375,707.4884033203125,cgp,mu+lambda,ant,5,9200,1000.9443969726562,1000.54150390625,1000.5252685546875
93,4.777534008026123,0,93,976.246337890625,93,848.0623779296875,1000.551513671875,1687019542.6052592,230.72129821777344,1000.8803100585938,1000.3204345703125,467.0710701942444,999.143310546875,713.1165771484375,cgp,mu+lambda,ant,5,9300,1000.8803100585938,1000.551513671875,1000.3204345703125
94,4.777632713317871,0,94,968.407958984375,94,826.013427734375,1000.6201782226562,1687019547.4007998,235.69976806640625,1000.8246459960938,1000.331787109375,471.86661076545715,998.8705444335938,700.607421875,cgp,mu+lambda,ant,5,9400,1000.8246459960938,1000.6201782226562,1000.331787109375
95,4.774195194244385,0,95,979.185302734375,95,875.3348388671875,1000.7315673828125,1687019552.193998,190.1408233642578,1000.9476318359375,1000.4566040039062,476.6598091125488,999.3355712890625,756.8902587890625,cgp,mu+lambda,ant,5,9500,1000.9476318359375,1000.7315673828125,1000.4566040039062
96,4.773599147796631,0,96,992.1085815429688,96,873.8860473632812,1000.451904296875,1687019556.9867842,197.1980743408203,1000.5122680664062,1000.4200439453125,481.45259523391724,999.571533203125,783.3729858398438,cgp,mu+lambda,ant,5,9600,1000.5122680664062,1000.451904296875,1000.4200439453125
