,training.evaluation_time,training.fitness_1q,training.fitness_std,training.top_k_fit.top_1_fit,training.fitness_mean,training.top_k_fit.top_0_fit,training.top_k_fit.top_2_fit,_step,_timestamp,training.run_id,training.fitness_3q,_runtime,training.generation,training.fitness_median,solver,ea,environment,seed,training.evaluation,training.top_k_reward.top_0_reward,training.top_k_reward.top_1_reward,training.top_k_reward.top_2_reward
0,27.212879180908203,143.2854766845703,9952.4560546875,789.2726440429688,-1009.6150512695312,888.368896484375,652.4132690429688,0,1686981607.640234,0,-175.24624633789062,27.521676063537598,0,-69.4476547241211,cgp,mu+lambda,halfcheetah,8,0,888.368896484375,789.2726440429688,652.4132690429688
1,6.685216426849365,180.8738250732422,31277.228515625,879.108642578125,-11038.1474609375,1148.947509765625,754.2388305664062,1,1686981614.5069544,0,-336.71978759765625,34.38839650154114,1,-205.04058837890625,cgp,mu+lambda,halfcheetah,8,100,1148.947509765625,879.108642578125,754.2388305664062
2,6.656192779541016,507.2745361328125,9984.5751953125,1267.05615234375,-737.3990478515625,1295.558837890625,1216.5003662109375,2,1686981621.1977923,0,-78.57308197021484,41.07923436164856,2,275.31707763671875,cgp,mu+lambda,halfcheetah,8,200,1295.558837890625,1267.05615234375,1216.5003662109375
3,6.770101070404053,546.5072631835938,25610.8984375,1629.4449462890625,-6665.55712890625,2004.2572021484375,1315.2999267578125,3,1686981627.989572,0,-33.89976119995117,47.87101411819458,3,276.44415283203125,cgp,mu+lambda,halfcheetah,8,300,2004.2572021484375,1629.4449462890625,1315.2999267578125
4,6.691137790679932,635.81396484375,521.4026489257812,1693.5750732421875,372.9178771972656,1989.530517578125,1676.41552734375,4,1686981634.703107,0,-48.013492584228516,54.58454918861389,4,334.96875,cgp,mu+lambda,halfcheetah,8,400,1989.530517578125,1693.5750732421875,1676.41552734375
5,6.695656776428223,774.7230224609375,14083.7880859375,2181.97509765625,-1500.623046875,2512.29541015625,2146.74072265625,5,1686981641.423508,0,17.42517852783203,61.30494999885559,5,461.2626953125,cgp,mu+lambda,halfcheetah,8,500,2512.29541015625,2181.97509765625,2146.74072265625
6,6.759145736694336,1020.107666015625,669.4091796875,2139.708740234375,555.4071655273438,2155.947509765625,2030.21337890625,6,1686981648.206721,0,-35.295326232910156,68.08816313743591,6,517.8209228515625,cgp,mu+lambda,halfcheetah,8,600,2155.947509765625,2139.708740234375,2030.21337890625
7,6.7120842933654785,1271.08740234375,10052.4345703125,2776.16943359375,-286.1809997558594,2850.251708984375,2571.672119140625,7,1686981654.9387767,0,128.0495147705078,74.82021880149841,7,464.50421142578125,cgp,mu+lambda,halfcheetah,8,700,2850.251708984375,2776.16943359375,2571.672119140625
8,6.69504976272583,1537.21875,1019.7513427734375,3293.66357421875,834.4351196289062,3344.114501953125,3075.82763671875,8,1686981661.6563833,0,42.77125549316406,81.53782534599304,8,479.6946716308594,cgp,mu+lambda,halfcheetah,8,800,3344.114501953125,3293.66357421875,3075.82763671875
9,6.701397895812988,1982.5238037109375,10133.0400390625,3731.478515625,111.22234344482422,3831.70654296875,3657.083740234375,9,1686981668.3806589,0,121.68241119384766,88.2621009349823,9,568.2884521484375,cgp,mu+lambda,halfcheetah,8,900,3831.70654296875,3731.478515625,3657.083740234375
10,6.703347682952881,2073.75,1187.3372802734375,3933.315673828125,1021.339111328125,4188.5087890625,3825.84423828125,10,1686981675.1053798,0,152.6102752685547,94.98682188987732,10,455.63116455078125,cgp,mu+lambda,halfcheetah,8,1000,4188.5087890625,3933.315673828125,3825.84423828125
11,6.702420711517334,1821.2232666015625,14199.8564453125,3340.045166015625,-942.654052734375,3735.055908203125,3225.206787109375,11,1686981681.8300827,0,170.9859619140625,101.71152472496033,11,565.317138671875,cgp,mu+lambda,halfcheetah,8,1100,3735.055908203125,3340.045166015625,3225.206787109375
12,6.703000545501709,2136.36865234375,1285.5867919921875,3907.09765625,1138.4385986328125,4847.02197265625,3561.03125,12,1686981688.5547338,0,93.29569244384766,108.43617582321167,12,490.0283203125,cgp,mu+lambda,halfcheetah,8,1200,4847.02197265625,3907.09765625,3561.03125
13,6.698249340057373,2863.244384765625,1512.789794921875,4397.48828125,1324.004638671875,4651.150390625,3975.68408203125,13,1686981695.2759302,0,7.525880813598633,115.15737223625183,13,545.076171875,cgp,mu+lambda,halfcheetah,8,1300,4651.150390625,4397.48828125,3975.68408203125
14,6.807398319244385,2846.9208984375,1619.4173583984375,5104.84912109375,1176.3292236328125,5233.6123046875,4608.87744140625,14,1686981702.1313493,0,55.33194351196289,122.01279139518738,14,393.3768615722656,cgp,mu+lambda,halfcheetah,8,1400,5233.6123046875,5104.84912109375,4608.87744140625
15,6.70295524597168,3252.4287109375,1799.144775390625,6431.7001953125,1554.0546875,6533.9892578125,5382.74609375,15,1686981708.8697054,0,81.28616333007812,128.75114750862122,15,560.4337768554688,cgp,mu+lambda,halfcheetah,8,1500,6533.9892578125,6431.7001953125,5382.74609375
16,6.681266784667969,3598.843505859375,1984.5859375,6424.30712890625,1920.3441162109375,6649.0634765625,6152.44384765625,16,1686981715.5833285,0,170.28868103027344,135.46477055549622,16,1223.0234375,cgp,mu+lambda,halfcheetah,8,1600,6649.0634765625,6424.30712890625,6152.44384765625
17,6.688525676727295,3785.799560546875,10328.953125,6286.2119140625,835.69091796875,6482.10400390625,5899.20947265625,17,1686981722.3030443,0,110.5400390625,142.18448638916016,17,806.1228637695312,cgp,mu+lambda,halfcheetah,8,1700,6482.10400390625,6286.2119140625,5899.20947265625
18,6.686976909637451,3831.27294921875,2118.162109375,6380.18701171875,2146.6572265625,6616.92626953125,6318.376953125,18,1686981729.0189676,0,172.938720703125,148.90040969848633,18,1509.8626708984375,cgp,mu+lambda,halfcheetah,8,1800,6616.92626953125,6380.18701171875,6318.376953125
19,6.698080062866211,3672.7529296875,2190.23583984375,6189.73046875,1772.8857421875,6843.6396484375,6145.64208984375,19,1686981735.7358696,0,22.19954490661621,155.6173117160797,19,548.2865600585938,cgp,mu+lambda,halfcheetah,8,1900,6843.6396484375,6189.73046875,6145.64208984375
