,iteration,front_size,reward,simplicity
0,0,4,146.77437,0.7833333
1,0,4,0.73167115,0.8333333
2,0,4,12.210169,0.81666666
3,0,4,12.792322,0.79999995
4,1,4,146.77437,0.7833333
5,1,4,0.73167115,0.8333333
6,1,4,12.210169,0.81666666
7,1,4,12.792322,0.79999995
8,2,3,146.77437,0.7833333
9,2,3,18.119598,0.81666666
10,2,3,2.563701,0.8333333
11,3,3,146.77437,0.7833333
12,3,3,18.119598,0.81666666
13,3,3,2.563701,0.8333333
14,4,3,146.77437,0.7833333
15,4,3,3.3548572,0.8333333
16,4,3,22.55646,0.81666666
17,5,3,3.3548572,0.8333333
18,5,3,22.55646,0.81666666
19,5,3,162.12628,0.7833333
20,6,3,3.3548572,0.8333333
21,6,3,22.55646,0.81666666
22,6,3,162.12628,0.7833333
23,7,3,3.3548572,0.8333333
24,7,3,157.27695,0.7833333
25,7,3,23.09588,0.81666666
26,8,3,3.3548572,0.8333333
27,8,3,147.05666,0.7833333
28,8,3,23.590166,0.81666666
29,9,3,3.3548572,0.8333333
30,9,3,158.11473,0.7833333
31,9,3,23.858006,0.81666666
32,10,3,3.3548572,0.8333333
33,10,3,147.05666,0.7833333
34,10,3,23.858006,0.81666666
35,11,4,3.3548572,0.8333333
36,11,4,147.05666,0.7833333
37,11,4,23.858006,0.81666666
38,11,4,24.443487,0.79999995
39,12,4,3.3548572,0.8333333
40,12,4,147.05666,0.7833333
41,12,4,23.858006,0.81666666
42,12,4,24.443487,0.79999995
43,13,4,3.3548572,0.8333333
44,13,4,147.05666,0.7833333
45,13,4,23.858006,0.81666666
46,13,4,24.443487,0.79999995
47,14,4,146.77437,0.7833333
48,14,4,3.1690414,0.8333333
49,14,4,23.858006,0.81666666
50,14,4,24.443487,0.79999995
51,15,4,146.77437,0.7833333
52,15,4,23.858006,0.81666666
53,15,4,24.443487,0.79999995
54,15,4,4.7792687,0.8333333
55,16,4,146.77437,0.7833333
56,16,4,23.858006,0.81666666
57,16,4,4.7792687,0.8333333
58,16,4,27.936844,0.79999995
59,17,4,146.77437,0.7833333
60,17,4,23.858006,0.81666666
61,17,4,4.7792687,0.8333333
62,17,4,27.936844,0.79999995
63,18,4,146.77437,0.7833333
64,18,4,4.7792687,0.8333333
