,training.run_id,training.fitness_mean,training.generation,training.top_k_fit.top_0_fit,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,_step,_runtime,_timestamp,training.fitness_1q,training.fitness_3q,training.fitness_std,training.fitness_median,training.evaluation_time,solver,ea,environment,seed
10,3,308.94012451171875,10,1016.5232543945312,1014.633056640625,1010.1815795898438,10,33.43511652946472,1687179387.0427215,452.2327880859375,73.20978546142578,334.87921142578125,148.1669921875,1.6507014036178589,lgp,mu+lambda,walker2d,3
11,3,336.55230712890625,11,1018.9232788085938,1015.827880859375,1015.70361328125,11,35.10270881652832,1687179388.7103138,497.0729675292969,66.7916259765625,356.2033386230469,156.52688598632812,1.648639440536499,lgp,mu+lambda,walker2d,3
12,3,371.0528869628906,12,1029.207275390625,1023.0283203125,1011.9813842773438,12,36.771467447280884,1687179390.3790724,578.015380859375,71.71142578125,376.10797119140625,163.51565551757812,1.6493507623672485,lgp,mu+lambda,walker2d,3
13,3,395.8712463378906,13,1035.4144287109375,1021.6173095703125,1020.643310546875,13,38.44138240814209,1687179392.0489874,992.9984741210938,74.17561340332031,406.1690368652344,162.43963623046875,1.6505026817321777,lgp,mu+lambda,walker2d,3
14,3,406.11932373046875,14,1037.1534423828125,1025.803955078125,1020.0985717773438,14,40.10951542854309,1687179393.7171204,1000.071044921875,59.16617965698242,420.9200134277344,125.37110900878906,1.64955472946167,lgp,mu+lambda,walker2d,3
15,3,431.25445556640625,15,1045.701171875,1026.206298828125,1017.5066528320312,15,41.778321504592896,1687179395.3859265,997.564453125,89.29290008544922,393.6489562988281,251.08868408203125,1.6491641998291016,lgp,mu+lambda,walker2d,3
16,3,453.805419921875,16,1045.8062744140625,1024.3599853515625,1017.7882690429688,16,43.44792413711548,1687179397.055529,1005.0452880859375,74.47979736328125,415.1720886230469,263.4390563964844,1.6500005722045898,lgp,mu+lambda,walker2d,3
17,3,432.66802978515625,17,1034.6427001953125,1027.466796875,1015.2987060546875,17,45.11590051651001,1687179398.7235055,1003.18115234375,82.67767333984375,406.2254333496094,242.77963256835938,1.6486468315124512,lgp,mu+lambda,walker2d,3
18,3,411.72845458984375,18,1026.0565185546875,1014.6637573242188,1014.3859252929688,18,46.78350281715393,1687179400.3911078,1000.4102783203125,71.74921417236328,409.3650817871094,184.79078674316406,1.6485034227371216,lgp,mu+lambda,walker2d,3
19,3,430.72808837890625,19,1026.7713623046875,1022.6480712890625,1017.9728393554688,19,48.45323824882507,1687179402.0608432,1004.6297607421875,74.06005859375,422.2200012207031,181.4642333984375,1.6510647535324097,lgp,mu+lambda,walker2d,3
20,3,422.11651611328125,20,1023.1721801757812,1017.1124267578125,1016.3424072265625,20,50.12159991264343,1687179403.729205,1005.455810546875,70.19563293457031,415.4814147949219,153.4606475830078,1.645013689994812,lgp,mu+lambda,walker2d,3
21,3,400.85772705078125,21,1029.58935546875,1020.8487548828125,1020.6801147460938,21,51.81857776641846,1687179405.4261827,998.6276245117188,58.04352569580078,405.9337463378906,197.27456665039062,1.623452067375183,lgp,mu+lambda,walker2d,3
22,3,424.9894714355469,22,1035.3897705078125,1023.8597412109375,1023.1531372070312,22,53.4850857257843,1687179407.0926907,1005.859619140625,78.00585174560547,413.976806640625,186.7966766357422,1.6465047597885132,lgp,mu+lambda,walker2d,3
23,3,449.27960205078125,23,1055.210205078125,1027.2864990234375,1024.30615234375,23,55.18911647796631,1687179408.7967215,1008.047119140625,70.11654663085938,428.14361572265625,219.739013671875,1.6410627365112305,lgp,mu+lambda,walker2d,3
24,3,424.7392883300781,24,1032.5419921875,1031.003173828125,1022.820068359375,24,56.85696864128113,1687179410.4645736,1006.6801147460938,71.29534912109375,411.4102478027344,272.72174072265625,1.64767324924469,lgp,mu+lambda,walker2d,3
25,3,413.3518981933594,25,1042.8909912109375,1026.4290771484375,1024.7586669921875,25,58.52570700645447,1687179412.133312,1005.7610473632812,56.279808044433594,422.0861511230469,159.495361328125,1.6490329504013062,lgp,mu+lambda,walker2d,3
26,3,369.45428466796875,26,1025.618408203125,1023.8265380859375,1023.3035888671875,26,60.19455623626709,1687179413.8021612,995.476806640625,56.63432312011719,404.5954284667969,131.72305297851562,1.6499882936477661,lgp,mu+lambda,walker2d,3
27,3,398.25836181640625,27,1027.5797119140625,1026.9310302734375,1023.7872924804688,27,61.86537265777588,1687179415.4729776,996.2696533203125,49.516937255859375,408.32220458984375,182.1766357421875,1.651515007019043,lgp,mu+lambda,walker2d,3
28,3,428.3258361816406,28,1032.012451171875,1028.7003173828125,1027.916015625,28,63.533889055252075,1687179417.141494,1008.0667724609375,62.76591110229492,419.77972412109375,244.86907958984375,1.6502432823181152,lgp,mu+lambda,walker2d,3
29,3,443.1131286621094,29,1028.1124267578125,1026.7957763671875,1023.1757202148438,29,65.20224690437317,1687179418.809852,1007.172119140625,71.34382629394531,425.2537841796875,187.7519989013672,1.6490947008132935,lgp,mu+lambda,walker2d,3
30,3,403.89483642578125,30,1035.8126220703125,1028.78662109375,1025.3382568359375,30,66.8686306476593,1687179420.4762356,992.1259155273438,67.65106964111328,408.9172058105469,174.37832641601562,1.6444000005722046,lgp,mu+lambda,walker2d,3
31,3,356.2087097167969,31,1028.7401123046875,1026.4847412109375,1026.1715087890625,31,68.53888988494873,1687179422.1464949,958.023681640625,45.67424392700195,411.7911682128906,114.63345336914062,1.6463013887405396,lgp,mu+lambda,walker2d,3
32,3,417.90130615234375,32,1030.038818359375,1026.02734375,1025.5625,32,70.21657872200012,1687179423.8241837,1009.20458984375,61.33357620239258,420.3831787109375,165.81761169433594,1.6392062902450562,lgp,mu+lambda,walker2d,3
33,3,435.04132080078125,33,1034.970947265625,1028.5531005859375,1028.3643798828125,33,71.88642024993896,1687179425.4940252,1008.8751220703125,50.72325134277344,423.7215270996094,249.5297393798828,1.6469523906707764,lgp,mu+lambda,walker2d,3
34,3,398.5691223144531,34,1050.3800048828125,1032.3148193359375,1031.2342529296875,34,73.55855679512024,1687179427.1661618,999.2305297851562,50.61975860595703,419.49029541015625,130.02578735351562,1.6500144004821777,lgp,mu+lambda,walker2d,3
35,3,377.9786682128906,35,1029.330810546875,1029.0059814453125,1026.3958740234375,35,75.23196697235107,1687179428.839572,964.398193359375,51.53593444824219,412.771728515625,125.29472351074219,1.6507326364517212,lgp,mu+lambda,walker2d,3
36,3,385.9076232910156,36,1035.4818115234375,1027.638427734375,1024.78662109375,36,76.90199041366577,1687179430.5095954,1003.38623046875,49.386497497558594,424.71575927734375,101.30812072753906,1.645439624786377,lgp,mu+lambda,walker2d,3
37,3,420.7754211425781,37,1037.238525390625,1030.123291015625,1027.721435546875,37,78.55862069129944,1687179432.1662257,1007.0560302734375,47.23316192626953,422.10089111328125,182.5348358154297,1.6384137868881226,lgp,mu+lambda,walker2d,3
38,3,474.8504638671875,38,1036.6646728515625,1029.6990966796875,1029.5362548828125,38,80.21284890174866,1687179433.820454,1005.6710205078125,66.96340942382812,419.85858154296875,291.56103515625,1.635093331336975,lgp,mu+lambda,walker2d,3
39,3,380.5562438964844,39,1027.75341796875,1027.669189453125,1026.35986328125,39,81.8665919303894,1687179435.474197,995.7000732421875,47.260353088378906,417.7236328125,116.72874450683594,1.634669303894043,lgp,mu+lambda,walker2d,3
40,3,368.828125,40,1029.88671875,1029.33740234375,1026.677734375,40,83.5280077457428,1687179437.1356127,931.6615600585938,48.26826477050781,412.0596008300781,125.56708526611328,1.6415433883666992,lgp,mu+lambda,walker2d,3
41,3,369.84320068359375,41,1029.5030517578125,1029.4241943359375,1027.890380859375,41,85.19235181808472,1687179438.7999568,898.06005859375,47.45906448364258,407.9473571777344,123.9422607421875,1.644859790802002,lgp,mu+lambda,walker2d,3
42,3,351.8528137207031,42,1032.0908203125,1029.2607421875,1028.4554443359375,42,86.85360908508301,1687179440.461214,879.8516845703125,51.78943634033203,406.853271484375,120.677001953125,1.6419203281402588,lgp,mu+lambda,walker2d,3
43,3,404.52001953125,43,1030.4100341796875,1029.7420654296875,1029.5552978515625,43,88.51858639717102,1687179442.1261914,1010.3729248046875,54.89684295654297,433.31683349609375,115.15177917480469,1.6449894905090332,lgp,mu+lambda,walker2d,3
44,3,409.73638916015625,44,1035.18603515625,1030.022216796875,1029.5653076171875,44,90.18242383003235,1687179443.7900288,1006.224609375,49.22350311279297,431.95703125,113.42134094238281,1.644237995147705,lgp,mu+lambda,walker2d,3
45,3,393.1520690917969,45,1032.162841796875,1031.8004150390625,1031.450439453125,45,91.84589290618896,1687179445.453498,997.5640258789062,50.20689010620117,420.0904846191406,114.59832763671875,1.6437371969223022,lgp,mu+lambda,walker2d,3
46,3,452.6353759765625,46,1036.8358154296875,1034.5047607421875,1033.8172607421875,46,93.50965094566345,1687179447.117256,1002.1217041015625,55.73601531982422,441.92645263671875,155.65487670898438,1.6455130577087402,lgp,mu+lambda,walker2d,3
47,3,423.154052734375,47,1039.5892333984375,1030.98828125,1027.5313720703125,47,95.16750597953796,1687179448.775111,1007.461669921875,57.787357330322266,415.1216735839844,177.2572784423828,1.6407479047775269,lgp,mu+lambda,walker2d,3
48,3,393.1960144042969,48,1034.2144775390625,1032.9619140625,1029.3143310546875,48,96.8238091468811,1687179450.4314141,1003.4774780273438,49.366790771484375,425.2657775878906,143.2227020263672,1.6388019323349,lgp,mu+lambda,walker2d,3
49,3,367.6410827636719,49,1030.9342041015625,1029.8990478515625,1027.7142333984375,49,98.47893810272217,1687179452.086543,804.3077392578125,57.61089324951172,395.0586242675781,182.94537353515625,1.6370736360549927,lgp,mu+lambda,walker2d,3
50,3,436.5028076171875,50,1038.44189453125,1032.23876953125,1028.2005615234375,50,100.18260288238525,1687179453.7902079,1012.1380615234375,49.395660400390625,427.3390808105469,214.72128295898438,1.6301186084747314,lgp,mu+lambda,walker2d,3
51,3,447.0520935058594,51,1036.511962890625,1031.4093017578125,1029.19580078125,51,102.02701926231384,1687179455.6346242,1007.656982421875,64.3382797241211,432.13525390625,202.1874542236328,1.6543586254119873,lgp,mu+lambda,walker2d,3
52,3,485.2143249511719,52,1038.8875732421875,1036.4810791015625,1035.18701171875,52,103.68928003311157,1687179457.296885,1017.6024169921875,78.8590087890625,445.70501708984375,213.44357299804688,1.6415313482284546,lgp,mu+lambda,walker2d,3
53,3,450.50482177734375,53,1037.663330078125,1034.1676025390625,1032.3770751953125,53,105.35416412353516,1687179458.961769,1009.33544921875,47.395774841308594,434.9627380371094,199.92506408691406,1.6445893049240112,lgp,mu+lambda,walker2d,3
54,3,430.8434143066406,54,1044.0164794921875,1038.2979736328125,1032.19775390625,54,107.01803040504456,1687179460.6256354,1004.0475463867188,53.328311920166016,426.0987548828125,222.538818359375,1.643761157989502,lgp,mu+lambda,walker2d,3
55,3,409.50701904296875,55,1036.982421875,1031.336669921875,1029.8233642578125,55,108.68386578559875,1687179462.2914708,999.9061279296875,54.20048904418945,428.54144287109375,123.57467651367188,1.6470760107040405,lgp,mu+lambda,walker2d,3
56,3,428.0824890136719,56,1041.2398681640625,1040.326171875,1036.8431396484375,56,110.3381884098053,1687179463.9457934,1012.4354248046875,61.82372283935547,427.2128601074219,183.51904296875,1.6344592571258545,lgp,mu+lambda,walker2d,3
57,3,435.3779296875,57,1040.7960205078125,1039.2406005859375,1038.20166015625,57,112.00100946426392,1687179465.6086144,1011.990234375,59.27417755126953,428.1933898925781,168.94090270996094,1.6432914733886719,lgp,mu+lambda,walker2d,3
58,3,415.8875732421875,58,1042.8038330078125,1040.8779296875,1038.256591796875,58,113.66106986999512,1687179467.2686749,1002.9957885742188,56.86305236816406,411.9499206542969,229.82839965820312,1.6407808065414429,lgp,mu+lambda,walker2d,3
59,3,382.132568359375,59,1040.8974609375,1040.8675537109375,1038.4725341796875,59,115.40723133087158,1687179469.0148363,1004.0803833007812,57.08073425292969,413.56396484375,114.94697570800781,1.6311662197113037,lgp,mu+lambda,walker2d,3
60,3,414.2483215332031,60,1107.2532958984375,1041.545166015625,1038.9935302734375,60,117.08290314674377,1687179470.6905081,1001.2879638671875,59.78705596923828,415.4978942871094,216.96923828125,1.6510958671569824,lgp,mu+lambda,walker2d,3
61,3,384.4172058105469,61,1042.5819091796875,1039.90966796875,1039.6253662109375,61,118.75596499443054,1687179472.36357,828.286376953125,57.527591705322266,396.60430908203125,186.47561645507812,1.6518350839614868,lgp,mu+lambda,walker2d,3
62,3,444.17529296875,62,1039.300537109375,1038.79931640625,1037.900634765625,62,120.4212076663971,1687179474.0288126,1010.8194580078125,62.82857131958008,435.545654296875,166.1633758544922,1.644688367843628,lgp,mu+lambda,walker2d,3
63,3,341.2416687011719,63,1040.268798828125,1040.2430419921875,1038.498779296875,63,122.08728790283203,1687179475.694893,884.704833984375,39.37335205078125,412.37994384765625,86.71965789794922,1.6366870403289795,lgp,mu+lambda,walker2d,3
64,3,368.7218017578125,64,1043.908203125,1040.5572509765625,1040.41943359375,64,123.75330448150635,1687179477.3609095,923.4351196289062,60.12446594238281,410.8663330078125,107.41438293457031,1.636211633682251,lgp,mu+lambda,walker2d,3
65,3,363.41522216796875,65,1040.3216552734375,1039.3408203125,1037.91796875,65,125.41839671134949,1687179479.0260017,831.3801879882812,47.759586334228516,403.2404479980469,159.89981079101562,1.6353930234909058,lgp,mu+lambda,walker2d,3
66,3,414.32318115234375,66,1041.8958740234375,1041.76416015625,1041.64111328125,66,127.08343076705933,1687179480.6910357,1005.0538940429688,55.328704833984375,433.3547058105469,142.05166625976562,1.634670615196228,lgp,mu+lambda,walker2d,3
67,3,381.2040100097656,67,1043.3079833984375,1039.070068359375,1038.5186767578125,67,128.74787425994873,1687179482.3554792,1007.14599609375,46.12335205078125,417.2716979980469,131.18505859375,1.6342108249664307,lgp,mu+lambda,walker2d,3
68,3,353.83612060546875,68,1041.2060546875,1040.4979248046875,1039.3695068359375,68,130.41293859481812,1687179484.0205436,901.011474609375,57.641605377197266,413.0863952636719,104.3521499633789,1.636852502822876,lgp,mu+lambda,walker2d,3
69,3,399.4800720214844,69,1041.6177978515625,1040.4964599609375,1039.277099609375,69,132.08124566078186,1687179485.6888506,1001.0944213867188,47.828857421875,421.2122497558594,148.29428100585938,1.6412323713302612,lgp,mu+lambda,walker2d,3
70,3,408.0904541015625,70,1047.668212890625,1041.4422607421875,1040.8878173828125,70,133.7728681564331,1687179487.3804731,996.5956420898438,50.47608184814453,422.44781494140625,155.97195434570312,1.626731514930725,lgp,mu+lambda,walker2d,3
71,3,332.07781982421875,71,1040.833984375,1038.263916015625,1037.947998046875,71,135.44194984436035,1687179489.0495548,498.87890625,44.79025650024414,405.8768005371094,89.41508483886719,1.646350383758545,lgp,mu+lambda,walker2d,3
72,3,344.61859130859375,72,1042.6375732421875,1041.2757568359375,1040.623046875,72,137.11024069786072,1687179490.7178457,512.4107055664062,56.77159881591797,402.7113342285156,90.00457000732422,1.6457269191741943,lgp,mu+lambda,walker2d,3
73,3,351.1273498535156,73,1042.502685546875,1040.2889404296875,1039.902099609375,73,138.77165603637695,1687179492.379261,990.363037109375,46.134273529052734,415.4557189941406,101.20756530761719,1.6422723531723022,lgp,mu+lambda,walker2d,3
74,3,355.3807067871094,74,1042.238525390625,1041.2745361328125,1039.76513671875,74,140.43947505950928,1687179494.04708,924.2590942382812,55.67055130004883,413.0524597167969,107.41551208496094,1.6498647928237915,lgp,mu+lambda,walker2d,3
75,3,345.6621398925781,75,1042.4288330078125,1040.6343994140625,1039.632080078125,75,142.09936904907227,1687179495.706974,500.1458740234375,48.71600341796875,397.21893310546875,113.71171569824219,1.6410927772521973,lgp,mu+lambda,walker2d,3
76,3,379.1966857910156,76,1041.0931396484375,1039.307861328125,1038.690185546875,76,143.76727151870728,1687179497.3748765,1002.826171875,61.96598815917969,411.94488525390625,137.55386352539062,1.648123860359192,lgp,mu+lambda,walker2d,3
77,3,416.5462646484375,77,1042.8787841796875,1040.5506591796875,1040.140625,77,145.43516206741333,1687179499.042767,1011.2081909179688,41.93870544433594,440.6694030761719,136.8203125,1.6492704153060913,lgp,mu+lambda,walker2d,3
78,3,410.20037841796875,78,1043.131591796875,1041.618408203125,1041.2333984375,78,147.1025538444519,1687179500.7101588,1007.57177734375,56.92301940917969,426.9279479980469,124.64430236816406,1.6482579708099365,lgp,mu+lambda,walker2d,3
79,3,440.1928405761719,79,1041.4422607421875,1041.3271484375,1041.1007080078125,79,148.77030396461487,1687179502.377909,1013.4541015625,45.486297607421875,432.1707763671875,234.8477783203125,1.6488975286483765,lgp,mu+lambda,walker2d,3
80,3,392.7859802246094,80,1042.1019287109375,1040.993896484375,1040.748291015625,80,150.43808555603027,1687179504.0456905,998.7314453125,53.818580627441406,418.0479431152344,129.31942749023438,1.649021029472351,lgp,mu+lambda,walker2d,3
81,3,435.4029541015625,81,1043.13232421875,1042.5118408203125,1042.36474609375,81,152.10546255111694,1687179505.7130675,1006.2915649414062,56.008358001708984,435.4917907714844,166.18115234375,1.6484960317611694,lgp,mu+lambda,walker2d,3
82,3,409.4273681640625,82,1041.135498046875,1040.1898193359375,1039.7518310546875,82,153.76295351982117,1687179507.3705585,1016.298095703125,50.842079162597656,432.8335266113281,129.243896484375,1.639977216720581,lgp,mu+lambda,walker2d,3
83,3,395.2652282714844,83,1042.30029296875,1042.07373046875,1041.62939453125,83,155.4307882785797,1687179509.0383933,1006.78564453125,53.05870056152344,437.12127685546875,114.95237731933594,1.6491366624832153,lgp,mu+lambda,walker2d,3
84,3,350.79779052734375,84,1043.5113525390625,1043.22509765625,1041.9609375,84,157.09812307357788,1687179510.705728,1004.1357421875,46.51642608642578,416.82037353515625,85.63291931152344,1.648368000984192,lgp,mu+lambda,walker2d,3
85,3,401.7825622558594,85,1045.1180419921875,1043.3841552734375,1041.906494140625,85,158.76499390602112,1687179512.372599,1007.91845703125,54.98970413208008,429.5288391113281,126.63780212402344,1.6469721794128418,lgp,mu+lambda,walker2d,3
86,3,386.9677734375,86,1042.6021728515625,1041.79443359375,1041.4940185546875,86,160.43212938308716,1687179514.0397344,989.5947265625,56.269775390625,413.0186767578125,134.2961883544922,1.6477458477020264,lgp,mu+lambda,walker2d,3
87,3,397.35186767578125,87,1040.618896484375,1040.3875732421875,1040.17724609375,87,162.09948182106018,1687179515.7070868,1009.1758422851562,69.25342559814453,407.9875793457031,225.48605346679688,1.6483827829360962,lgp,mu+lambda,walker2d,3
88,3,418.1092834472656,88,1043.1954345703125,1041.1229248046875,1040.750732421875,88,163.76697397232056,1687179517.374579,995.4808349609375,66.3569107055664,416.0904846191406,217.15882873535156,1.647536039352417,lgp,mu+lambda,walker2d,3
89,3,420.6618347167969,89,1044.526123046875,1041.5213623046875,1041.358642578125,89,165.43415760993958,1687179519.0417626,1004.688232421875,60.58238983154297,417.5386962890625,219.4832000732422,1.6434614658355713,lgp,mu+lambda,walker2d,3
90,3,383.3152160644531,90,1047.19140625,1045.2275390625,1041.695068359375,90,167.09854984283447,1687179520.7061548,1006.4654541015625,45.52136993408203,423.53228759765625,112.83134460449219,1.6417933702468872,lgp,mu+lambda,walker2d,3
91,3,363.16143798828125,91,1042.157958984375,1042.003662109375,1041.904052734375,91,168.76328825950623,1687179522.3708932,924.6619262695312,54.60981750488281,411.981201171875,114.46927642822266,1.643059492111206,lgp,mu+lambda,walker2d,3
92,3,368.54937744140625,92,1043.2882080078125,1042.70458984375,1042.1611328125,92,170.42439651489258,1687179524.0320015,998.18017578125,43.471839904785156,424.3407897949219,102.36489868164062,1.6419552564620972,lgp,mu+lambda,walker2d,3
93,3,458.34515380859375,93,1044.154541015625,1042.767578125,1042.3477783203125,93,172.08423447608948,1687179525.6918395,1010.1378173828125,59.40837860107422,436.0058288574219,197.67044067382812,1.6409986019134521,lgp,mu+lambda,walker2d,3
94,3,385.98687744140625,94,1041.7633056640625,1041.4749755859375,1039.3541259765625,94,173.7442810535431,1687179527.351886,955.5725708007812,54.96410369873047,402.6552734375,166.740478515625,1.6416429281234741,lgp,mu+lambda,walker2d,3
95,3,429.1902160644531,95,1044.363525390625,1042.964111328125,1042.06787109375,95,175.40752863883972,1687179529.0151336,1020.5460205078125,50.00232696533203,438.7335205078125,147.0037078857422,1.6445327997207642,lgp,mu+lambda,walker2d,3
96,3,397.5213928222656,96,1042.7691650390625,1042.627685546875,1041.350341796875,96,177.06838631629944,1687179530.6759913,1003.7316284179688,63.59708786010742,429.8681640625,99.9095458984375,1.6421544551849365,lgp,mu+lambda,walker2d,3
97,3,364.4075622558594,97,1046.55712890625,1040.4825439453125,1040.472900390625,97,178.7287666797638,1687179532.3363717,996.1422119140625,50.04924392700195,414.3911437988281,101.73623657226562,1.642015814781189,lgp,mu+lambda,walker2d,3
98,3,377.4396057128906,98,1046.1796875,1041.433349609375,1040.8101806640625,98,180.39272165298462,1687179534.0003266,922.3351440429688,63.272682189941406,409.923828125,149.2705535888672,1.6451537609100342,lgp,mu+lambda,walker2d,3
99,3,376.2867736816406,99,1044.17578125,1041.9541015625,1041.847412109375,99,182.0642945766449,1687179535.6718996,993.60595703125,57.82411575317383,418.7677001953125,134.89537048339844,1.6504145860671997,lgp,mu+lambda,walker2d,3
100,3,421.5240478515625,100,1043.583984375,1042.3494873046875,1041.4541015625,100,183.72809147834778,1687179537.3356965,1011.6495361328125,69.38861083984375,418.56549072265625,213.13626098632812,1.6462726593017578,lgp,mu+lambda,walker2d,3
101,3,382.8785095214844,101,1041.7762451171875,1040.8489990234375,1040.6534423828125,101,185.3914978504181,1687179538.9991028,931.946044921875,51.66058349609375,410.0224304199219,159.3536834716797,1.6450034379959106,lgp,mu+lambda,walker2d,3
102,3,368.66162109375,102,1044.215087890625,1042.1798095703125,1041.55712890625,102,187.05433654785156,1687179540.6619415,1005.556884765625,41.13776397705078,426.76385498046875,102.82931518554688,1.644282341003418,lgp,mu+lambda,walker2d,3
103,3,426.8675537109375,103,1042.8260498046875,1041.2818603515625,1041.203369140625,103,188.7184898853302,1687179542.3260949,1016.5776977539062,64.91281127929688,440.5233459472656,144.8897705078125,1.6453527212142944,lgp,mu+lambda,walker2d,3
104,3,410.6056213378906,104,1043.205078125,1043.128173828125,1040.7998046875,104,190.43877935409546,1687179544.0463843,1008.27783203125,41.83584213256836,431.83221435546875,131.52435302734375,1.6318292617797852,lgp,mu+lambda,walker2d,3
105,3,403.39935302734375,105,1046.2904052734375,1042.7327880859375,1042.0869140625,105,192.11970329284668,1687179545.7273083,1009.08935546875,54.0684814453125,419.32080078125,150.60104370117188,1.6402664184570312,lgp,mu+lambda,walker2d,3
106,3,427.73870849609375,106,1042.1402587890625,1042.0323486328125,1040.96923828125,106,193.78586387634277,1687179547.3934689,1004.5987548828125,56.447837829589844,432.63818359375,176.04248046875,1.6447904109954834,lgp,mu+lambda,walker2d,3
107,3,411.1414489746094,107,1043.1904296875,1042.5189208984375,1040.485595703125,107,195.45287990570068,1687179549.060485,1006.104248046875,68.92312622070312,419.2327575683594,178.22494506835938,1.6478351354599,lgp,mu+lambda,walker2d,3
108,3,408.2460021972656,108,1042.1865234375,1041.2772216796875,1040.1649169921875,108,197.10562467575073,1687179550.7132297,995.354248046875,63.85323715209961,410.7337646484375,169.78744506835938,1.6331274509429932,lgp,mu+lambda,walker2d,3
109,3,402.2223205566406,109,1042.80908203125,1041.4837646484375,1041.354736328125,109,198.77252960205078,1687179552.3801346,1005.104248046875,54.46119689941406,415.4726257324219,191.9173126220703,1.6488531827926636,lgp,mu+lambda,walker2d,3
110,3,414.45806884765625,110,1045.2757568359375,1043.3543701171875,1041.5267333984375,110,200.4375946521759,1687179554.0451996,1000.563232421875,66.7492904663086,417.5333557128906,199.17474365234375,1.646172285079956,lgp,mu+lambda,walker2d,3
111,3,428.0885009765625,111,1043.405517578125,1042.1441650390625,1041.7587890625,111,202.0939724445343,1687179555.7015774,1005.8208618164062,62.60332489013672,423.0318298339844,222.06109619140625,1.637306571006775,lgp,mu+lambda,walker2d,3
112,3,395.8351135253906,112,1042.0506591796875,1041.2896728515625,1040.7744140625,112,203.76112127304077,1687179557.3687263,1003.2485961914062,57.78733444213867,418.0742492675781,159.02853393554688,1.646437406539917,lgp,mu+lambda,walker2d,3
113,3,408.6705627441406,113,1041.793701171875,1041.4925537109375,1040.8819580078125,113,205.4268536567688,1687179559.0344586,1005.3795166015625,65.42469787597656,419.56646728515625,125.7551040649414,1.6463534832000732,lgp,mu+lambda,walker2d,3
114,3,401.37139892578125,114,1041.9031982421875,1041.820556640625,1041.7117919921875,114,207.0925648212433,1687179560.7001698,1003.4410400390625,64.71228790283203,432.5186462402344,133.0110321044922,1.6462011337280273,lgp,mu+lambda,walker2d,3
115,3,413.4680480957031,115,1042.1927490234375,1041.924560546875,1041.3955078125,115,208.7565062046051,1687179562.3641112,995.6033325195312,61.06596374511719,425.6381530761719,142.252197265625,1.6442424058914185,lgp,mu+lambda,walker2d,3
116,3,347.2840270996094,116,1042.661376953125,1042.1180419921875,1040.7540283203125,116,210.4228720664978,1687179564.030477,918.4866333007812,47.66337966918945,413.875244140625,107.2525634765625,1.6475214958190918,lgp,mu+lambda,walker2d,3
