,training.top_k_healthy_reward.top_2_healthy_reward,training.fitness_median,training.top_k_forward_reward.top_1_forward_reward,training.top_k_ctrl_reward.top_0_ctrl_reward,training.top_k_reward.top_2_reward,training.top_k_ctrl_reward.top_2_ctrl_reward,training.top_k_healthy_reward.top_1_healthy_reward,training.top_k_fit.top_2_fit,training.top_k_forward_reward.top_2_forward_reward,training.generation,training.evaluation_time,training.fitness_mean,training.top_k_healthy_reward.top_0_healthy_reward,training.top_k_fit.top_1_fit,training.run_id,_runtime,training.fitness_std,_step,training.top_k_reward.top_0_reward,training.fitness_1q,training.fitness_3q,_timestamp,training.top_k_reward.top_1_reward,training.top_k_ctrl_reward.top_1_ctrl_reward,training.top_k_fit.top_0_fit,training.top_k_forward_reward.top_0_forward_reward,solver,ea,fitness,environment,seed,training.evaluation
0,204.8000030517578,28.566932678222656,6.67462158203125,-0.4149024486541748,195.054443359375,-0.4763997197151184,259.0,166.98419189453125,-9.269116401672363,0,16.305063247680664,-1963.0587158203125,197.8000030517578,232.23841857910156,0,24.775227069854736,14005.3369140625,0,304.0310974121094,44.90026092529297,13.118329048156738,1688745692.411644,265.3343200683594,-0.340267539024353,251.81024169921875,106.6459732055664,cgp-weighted,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,0
1,120.20000457763672,37.397525787353516,9.814757347106934,-0.5844563841819763,134.2886505126953,-0.23614804446697235,235.40000915527344,137.5604705810547,14.324790954589844,1,2.3776581287384033,42.71035385131836,255.40000915527344,179.53411865234375,0,27.422743320465088,35.958465576171875,1,260.9848327636719,45.83673095703125,24.959863662719727,1688745695.0591602,244.664306640625,-0.5504748821258545,258.30474853515625,6.1692657470703125,cgp-weighted,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,100
2,355.8000183105469,42.11054229736328,24.909780502319336,-0.6475896239280701,438.8794860839844,-1.1367570161819458,590.6000366210938,354.5863037109375,84.21622467041016,2,2.4107844829559326,64.23966979980469,515.0,497.7301330566406,0,29.865203857421875,82.86011505126953,2,508.35009765625,58.901634216308594,31.57222557067871,1688745697.5016208,614.3768920898438,-1.132739782333374,549.2301635742188,-6.002282619476318,cgp-weighted,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,200
3,444.20001220703125,48.257816314697266,-6.728066921234131,-0.9176362156867981,450.373046875,-0.9543951153755188,573.7999877929688,492.3773498535156,7.127427577972412,3,2.4086313247680664,-908.6258544921875,473.6000061035156,586.9091796875,0,32.305633544921875,9959.775390625,3,561.1822509765625,87.53656005859375,29.759525299072266,1688745699.9420505,566.3816528320312,-0.6902419924736023,705.8782958984375,88.49974060058594,cgp-weighted,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,300
4,999.0,69.32210540771484,7.9893646240234375,-1.7719382047653198,1005.3519897460938,-1.4200235605239868,999.0,1000.5199584960938,7.771899700164795,4,2.405928373336792,-1795.521484375,735.4000244140625,1003.3319702148438,0,34.74235010147095,14032.033203125,4,744.5704956054688,301.4249572753906,22.901905059814453,1688745702.378767,1005.4037475585938,-1.5854500532150269,1004.443359375,10.942502975463867,cgp-weighted,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,400
5,846.2000122070312,66.74148559570312,9.207864761352539,-0.899193286895752,824.4140014648438,-2.0599334239959717,999.0,999.9754638671875,-19.726398468017578,5,2.401019334793091,-804.9563598632812,854.0,1000.9069213867188,0,37.17310380935669,9973.5263671875,5,931.5045776367188,203.4171905517578,32.9967155456543,1688745704.8095207,1006.6104736328125,-1.5973381996154785,1012.1685791015625,78.40361022949219,cgp-weighted,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,500
6,999.0,75.73350524902344,-13.789542198181152,-1.9641859531402588,1009.244140625,-1.387660264968872,845.7999877929688,1004.6708374023438,11.631851196289062,6,2.432241678237915,-2734.739990234375,701.6000366210938,1007.61279296875,0,39.648531675338745,17108.859375,6,735.5307006835938,475.24798583984375,33.71560287475586,1688745707.2849486,829.94873046875,-2.061500310897827,1013.75390625,35.89493942260742,cgp-weighted,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,600
7,884.4000244140625,113.70487976074219,143.2373046875,-0.9745016098022461,970.4553833007812,-2.1784820556640625,778.0,1005.30712890625,88.23381805419922,7,2.4151997566223145,-3709.5810546875,933.0,1007.6104736328125,0,42.09696292877197,19658.01953125,7,1016.4269409179688,488.06793212890625,30.81046485900879,1688745709.7333798,920.1029663085938,-1.134600043296814,1011.7161865234375,84.40093231201172,cgp-weighted,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,700
8,779.2000122070312,42.132232666015625,35.309391021728516,-1.7342504262924194,783.8478393554688,-1.9475507736206055,884.7999877929688,996.9393310546875,6.595069885253906,8,2.4069244861602783,-18846.015625,706.2000122070312,998.6455078125,0,44.53324770927429,39305.54296875,8,659.6830444335938,102.4088363647461,5.009553909301758,1688745712.1696646,918.8341674804688,-1.2754639387130737,999.6615600585938,-44.78244400024414,cgp-weighted,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,800
9,756.7999877929688,106.48829650878906,112.58935546875,-0.756166398525238,765.7105102539062,-1.8539546728134155,781.4000244140625,999.9393310546875,10.764545440673828,9,2.404327869415283,-3681.15966796875,737.6000366210938,1004.547119140625,0,46.96804904937744,19664.421875,9,829.0245971679688,472.701171875,36.50748825073242,1688745714.604466,892.9784545898438,-1.0110934972763062,1017.1052856445312,92.1806411743164,cgp-weighted,mu+lambda-ga1,weighted-d-1-1-unhealthy_termination,walker2d,0,900
