,_timestamp,training.fitness_3q,training.top_k_fit.top_1_fit,training.top_k_fit.top_2_fit,training.fitness_mean,training.fitness_median,training.evaluation_time,training.top_k_fit.top_0_fit,_step,training.run_id,training.fitness_1q,training.generation,training.fitness_std,_runtime,solver,ea,environment,seed
258,1687029956.7586398,668.3972778320312,1238.0316162109375,1237.596923828125,836.4210815429688,888.2670288085938,4.7610673904418945,1244.8604736328125,258,0,1045.8231201171875,258,315.8759460449219,1259.0120077133179,cgp,mu+lambda,ant,7
259,1687029961.5400426,701.9268798828125,1241.903564453125,1241.6468505859375,865.1793823242188,871.5386352539062,4.763968467712402,1242.3182373046875,259,0,996.5552978515625,259,262.28778076171875,1263.793410539627,cgp,mu+lambda,ant,7
260,1687029966.3203073,757.9255981445312,1245.8902587890625,1242.036376953125,905.1025390625,932.5421142578125,4.762972831726074,1246.1595458984375,260,0,1133.843994140625,260,261.0422058105469,1268.5736751556396,cgp,mu+lambda,ant,7
261,1687029971.1033072,692.30419921875,1245.6707763671875,1236.4388427734375,840.9663696289062,855.3668823242188,4.765992641448975,1255.059814453125,261,0,996.9430541992188,261,256.646728515625,1273.3566751480103,cgp,mu+lambda,ant,7
262,1687029975.8839195,633.9338989257812,1244.097412109375,1242.755615234375,826.4549560546875,859.479736328125,4.764520645141602,1248.32666015625,262,0,1018.6209716796875,262,313.2436828613281,1278.1372873783112,cgp,mu+lambda,ant,7
263,1687029980.6643076,704.9625244140625,1242.8199462890625,1241.1077880859375,877.5260620117188,956.0479736328125,4.762759685516357,1248.2283935546875,263,0,1065.137939453125,263,276.9885559082031,1282.9176754951477,cgp,mu+lambda,ant,7
264,1687029985.4434175,636.096923828125,1247.0440673828125,1246.6595458984375,838.97607421875,866.4114990234375,4.761634826660156,1247.8583984375,264,0,1081.303466796875,264,292.5520324707031,1287.6967854499817,cgp,mu+lambda,ant,7
265,1687029990.221199,652.1959228515625,1240.991943359375,1238.913818359375,842.5610961914062,885.6630249023438,4.760113716125488,1249.176025390625,265,0,1030.2003173828125,265,287.3160705566406,1292.474566936493,cgp,mu+lambda,ant,7
266,1687029994.9994645,696.544921875,1240.61376953125,1237.6982421875,858.0723266601562,890.0994873046875,4.763596057891846,1242.69970703125,266,0,994.9380493164062,266,268.3910217285156,1297.2528324127197,cgp,mu+lambda,ant,7
267,1687029999.781447,692.9625854492188,1231.7127685546875,1231.5584716796875,858.7243041992188,939.224609375,4.763838768005371,1236.791015625,267,0,1002.9560546875,267,288.84771728515625,1302.0348148345947,cgp,mu+lambda,ant,7
268,1687030004.5599442,673.0953369140625,1248.48046875,1242.9630126953125,823.583740234375,888.583984375,4.761617183685303,1260.1580810546875,268,0,1000.024169921875,268,346.4435729980469,1306.8133120536804,cgp,mu+lambda,ant,7
269,1687030009.338637,595.1439208984375,1239.8890380859375,1239.5540771484375,822.1021118164062,855.240234375,4.762474060058594,1241.2562255859375,269,0,1012.4505615234375,269,296.73895263671875,1311.5920050144196,cgp,mu+lambda,ant,7
270,1687030014.11626,684.56396484375,1246.4326171875,1243.0362548828125,841.3871459960938,890.7452392578125,4.762040138244629,1248.4481201171875,270,0,1168.734619140625,270,327.4629821777344,1316.3696279525757,cgp,mu+lambda,ant,7
271,1687030018.8966413,604.3843994140625,1239.1436767578125,1238.8975830078125,823.017578125,894.281005859375,4.765363693237305,1247.183349609375,271,0,1111.7998046875,271,342.11456298828125,1321.1500091552734,cgp,mu+lambda,ant,7
272,1687030023.6714423,597.3577270507812,1237.5306396484375,1235.9478759765625,835.3862915039062,878.9356689453125,4.760284900665283,1247.060791015625,272,0,1040.81103515625,272,295.3347473144531,1325.9248101711273,cgp,mu+lambda,ant,7
273,1687030028.4484468,706.4501342773438,1237.4432373046875,1237.2064208984375,912.2360229492188,971.5259399414062,4.7615132331848145,1240.2440185546875,273,0,1082.7486572265625,273,237.1558074951172,1330.7018146514893,cgp,mu+lambda,ant,7
274,1687030033.225557,656.98681640625,1237.2666015625,1237.0357666015625,842.9412231445312,849.485107421875,4.759471416473389,1243.573486328125,274,0,1069.3790283203125,274,297.7489013671875,1335.4789249897003,cgp,mu+lambda,ant,7
275,1687030038.0031345,689.7822265625,1245.27392578125,1241.882080078125,857.7855834960938,887.4112548828125,4.761730194091797,1245.6201171875,275,0,1001.256103515625,275,282.8371276855469,1340.2565023899078,cgp,mu+lambda,ant,7
276,1687030042.783617,742.764404296875,1243.3231201171875,1240.6446533203125,889.4620361328125,982.213623046875,4.763060569763184,1250.0694580078125,276,0,1039.255126953125,276,295.5486755371094,1345.0369849205017,cgp,mu+lambda,ant,7
277,1687030047.5637977,687.2736206054688,1242.8719482421875,1242.6478271484375,865.009521484375,930.91015625,4.763021945953369,1243.1285400390625,277,0,1003.4244995117188,277,281.4590148925781,1349.8171656131744,cgp,mu+lambda,ant,7
278,1687030052.3452673,660.846923828125,1243.1595458984375,1239.1376953125,839.2770385742188,874.8199462890625,4.764815330505371,1243.620849609375,278,0,1012.7506103515625,278,284.9692687988281,1354.5986351966858,cgp,mu+lambda,ant,7
279,1687030057.127374,701.7448120117188,1240.835693359375,1237.7032470703125,882.5037231445312,937.6983642578125,4.767223834991455,1246.5972900390625,279,0,1123.83349609375,279,290.1001892089844,1359.3807418346405,cgp,mu+lambda,ant,7
280,1687030061.9135442,717.1500244140625,1238.132568359375,1237.6939697265625,873.3088989257812,896.1948852539062,4.768671035766602,1242.750244140625,280,0,998.1314697265625,280,259.07965087890625,1364.1669120788574,cgp,mu+lambda,ant,7
281,1687030066.6934812,701.3287963867188,1236.1033935546875,1234.569580078125,893.3994140625,937.6982421875,4.764698028564453,1248.4598388671875,281,0,1054.0164794921875,281,247.46920776367188,1368.9468491077423,cgp,mu+lambda,ant,7
282,1687030071.5054216,689.7227783203125,1237.064453125,1236.18359375,877.9674682617188,932.73486328125,4.79421854019165,1243.6314697265625,282,0,1006.3759155273438,282,261.3572082519531,1373.7587895393372,cgp,mu+lambda,ant,7
283,1687030076.3191264,630.8052978515625,1243.7677001953125,1242.2298583984375,831.4478149414062,905.0804443359375,4.795742511749268,1250.1358642578125,283,0,994.1376342773438,283,308.063720703125,1378.5724942684174,cgp,mu+lambda,ant,7
284,1687030081.1286693,648.0234375,1242.410400390625,1240.171875,833.9066162109375,890.680908203125,4.793213844299316,1243.6324462890625,284,0,995.9615478515625,284,297.87841796875,1383.3820371627808,cgp,mu+lambda,ant,7
285,1687030085.9382894,640.1142578125,1242.3251953125,1237.657958984375,847.612548828125,880.5465698242188,4.793406963348389,1246.170166015625,285,0,1031.7879638671875,285,290.5886535644531,1388.1916573047638,cgp,mu+lambda,ant,7
286,1687030090.734906,683.3635864257812,1240.37109375,1237.96435546875,857.7109375,889.0390014648438,4.7794389724731445,1244.576416015625,286,0,1087.5302734375,286,277.97979736328125,1392.988273859024,cgp,mu+lambda,ant,7
287,1687030095.5228434,733.5823974609375,1237.779541015625,1235.3577880859375,876.6371459960938,924.4215087890625,4.771225929260254,1242.459228515625,287,0,1015.1560668945312,287,270.1379699707031,1397.7762112617493,cgp,mu+lambda,ant,7
288,1687030100.309315,618.0833740234375,1241.930419921875,1237.3294677734375,828.2296752929688,914.956787109375,4.7696075439453125,1245.5474853515625,288,0,1022.404052734375,288,316.2904052734375,1402.5626828670502,cgp,mu+lambda,ant,7
289,1687030105.0934904,698.9644165039062,1238.8551025390625,1237.2496337890625,860.5609741210938,883.5963745117188,4.7667317390441895,1243.461669921875,289,0,1090.565673828125,289,288.4077453613281,1407.3468582630157,cgp,mu+lambda,ant,7
290,1687030109.876861,699.6748657226562,1240.4132080078125,1238.054931640625,855.0029296875,886.5321044921875,4.766015529632568,1245.943603515625,290,0,1077.115234375,290,300.5857238769531,1412.1302289962769,cgp,mu+lambda,ant,7
291,1687030114.657218,699.7623291015625,1239.7015380859375,1238.88818359375,857.1931762695312,948.5769653320312,4.763664722442627,1241.74560546875,291,0,1028.864501953125,291,319.3348388671875,1416.9105858802795,cgp,mu+lambda,ant,7
292,1687030119.4399176,703.7959594726562,1241.545654296875,1236.52392578125,902.0098266601562,935.589599609375,4.76561164855957,1248.0289306640625,292,0,1160.354736328125,292,266.04986572265625,1421.6932854652405,cgp,mu+lambda,ant,7
293,1687030124.224878,659.02294921875,1238.765869140625,1236.4595947265625,848.5980834960938,856.5887451171875,4.767836093902588,1254.448974609375,293,0,997.16259765625,293,254.207275390625,1426.478245973587,cgp,mu+lambda,ant,7
294,1687030129.010148,664.0059204101562,1238.4979248046875,1235.070556640625,851.4712524414062,877.1248168945312,4.7687296867370605,1246.1767578125,294,0,1001.4802856445312,294,259.55169677734375,1431.2635159492493,cgp,mu+lambda,ant,7
295,1687030133.7875705,747.6864013671875,1243.9263916015625,1241.7498779296875,915.618896484375,933.6309814453125,4.760113716125488,1244.139404296875,295,0,1047.7099609375,295,236.083251953125,1436.0409383773804,cgp,mu+lambda,ant,7
296,1687030138.5670455,674.2710571289062,1249.00146484375,1245.62158203125,881.3209228515625,943.898681640625,4.76167106628418,1249.623046875,296,0,1135.94482421875,296,279.91448974609375,1440.820413351059,cgp,mu+lambda,ant,7
297,1687030143.349316,680.7521362304688,1241.7197265625,1241.607666015625,883.071044921875,919.0263671875,4.765408515930176,1247.0792236328125,297,0,1002.6536865234375,297,245.5897674560547,1445.6026837825775,cgp,mu+lambda,ant,7
298,1687030148.1267242,651.0989379882812,1242.2471923828125,1235.8363037109375,848.2137451171875,887.5267333984375,4.761946201324463,1246.4635009765625,298,0,1045.6849365234375,298,287.9468078613281,1450.3800921440125,cgp,mu+lambda,ant,7
299,1687030152.9070253,582.060302734375,1243.7259521484375,1240.1954345703125,819.6800537109375,814.244384765625,4.762795925140381,1245.136474609375,299,0,1019.8587036132812,299,303.9512023925781,1455.1603932380676,cgp,mu+lambda,ant,7
300,1687030157.6884637,621.295654296875,1241.6019287109375,1235.7081298828125,828.3677978515625,883.7576293945312,4.7669219970703125,1243.2374267578125,300,0,1002.3641357421875,300,330.0445251464844,1459.9418315887451,cgp,mu+lambda,ant,7
301,1687030162.4717584,621.2060546875,1240.34375,1237.8265380859375,835.598876953125,893.7042236328125,4.767767429351807,1244.200439453125,301,0,1034.7537841796875,301,319.5236511230469,1464.7251262664795,cgp,mu+lambda,ant,7
302,1687030167.2541559,687.424560546875,1242.0621337890625,1239.4976806640625,866.4530029296875,910.4000854492188,4.76721715927124,1243.9534912109375,302,0,1108.111572265625,302,272.2919921875,1469.5075237751007,cgp,mu+lambda,ant,7
303,1687030172.0328062,695.2073974609375,1244.2110595703125,1243.15869140625,904.078857421875,970.1641845703125,4.764074802398682,1247.8660888671875,303,0,1161.712158203125,303,265.7208251953125,1474.2861740589142,cgp,mu+lambda,ant,7
304,1687030176.8128629,699.8150634765625,1237.8641357421875,1235.980712890625,869.5215454101562,919.3594970703125,4.764057159423828,1238.0838623046875,304,0,997.84814453125,304,251.7489013671875,1479.0662307739258,cgp,mu+lambda,ant,7
305,1687030181.5963264,662.4092407226562,1237.861083984375,1234.4617919921875,850.950927734375,919.54150390625,4.766392707824707,1238.0340576171875,305,0,1016.1875,305,298.06854248046875,1483.8496942520142,cgp,mu+lambda,ant,7
306,1687030186.3769257,688.3140258789062,1235.58642578125,1234.334228515625,828.1298828125,846.1165771484375,4.7642669677734375,1250.270263671875,306,0,990.0609130859375,306,270.7406921386719,1488.6302936077118,cgp,mu+lambda,ant,7
307,1687030191.156251,641.3574829101562,1243.604736328125,1240.6851806640625,826.3892211914062,873.9563598632812,4.7620625495910645,1249.178955078125,307,0,1005.7929077148438,307,295.6702880859375,1493.4096188545227,cgp,mu+lambda,ant,7
308,1687030195.9370213,594.0224609375,1240.269287109375,1239.7757568359375,828.3798217773438,922.5261840820312,4.764599323272705,1242.5272216796875,308,0,1017.3524780273438,308,323.670166015625,1498.1903891563416,cgp,mu+lambda,ant,7
309,1687030200.7171981,702.5308837890625,1244.4910888671875,1243.9276123046875,898.5843505859375,939.07080078125,4.764036178588867,1246.8646240234375,309,0,1143.1815185546875,309,245.6263885498047,1502.970566034317,cgp,mu+lambda,ant,7
310,1687030205.495589,680.0222778320312,1247.6558837890625,1244.6787109375,874.2788696289062,925.7080688476562,4.761747360229492,1247.7115478515625,310,0,1205.01904296875,310,306.1729736328125,1507.7489569187164,cgp,mu+lambda,ant,7
311,1687030210.3109655,673.1458740234375,1242.3963623046875,1239.13720703125,884.2971801757812,944.803955078125,4.798656940460205,1243.7774658203125,311,0,1110.7353515625,311,269.030029296875,1512.5643334388733,cgp,mu+lambda,ant,7
312,1687030215.1227827,647.4935302734375,1235.6968994140625,1231.6976318359375,843.4876098632812,924.9737548828125,4.7943434715271,1241.91552734375,312,0,1049.417724609375,312,309.00146484375,1517.3761506080627,cgp,mu+lambda,ant,7
313,1687030219.9367585,701.8432006835938,1242.8099365234375,1238.6298828125,869.5224609375,894.621337890625,4.797338008880615,1246.2894287109375,313,0,1050.95751953125,313,270.9971008300781,1522.1901264190674,cgp,mu+lambda,ant,7
314,1687030224.7479396,695.6517944335938,1241.325927734375,1238.072998046875,860.2954711914062,921.5567626953125,4.793919563293457,1243.204345703125,314,0,1123.0777587890625,314,316.01116943359375,1527.0013074874878,cgp,mu+lambda,ant,7
315,1687030229.5565681,710.0115966796875,1241.52197265625,1240.738037109375,870.25927734375,904.5911254882812,4.791266441345215,1245.5880126953125,315,0,1006.1838989257812,315,274.81768798828125,1531.8099360466003,cgp,mu+lambda,ant,7
316,1687030234.365662,645.314208984375,1237.9986572265625,1237.5145263671875,843.5239868164062,879.648193359375,4.79264497756958,1240.4132080078125,316,0,1026.57080078125,316,288.9239196777344,1536.6190299987793,cgp,mu+lambda,ant,7
317,1687030239.1651118,659.1572875976562,1242.8231201171875,1241.5784912109375,844.426513671875,917.576904296875,4.782198429107666,1244.3511962890625,317,0,1008.6766967773438,317,298.08428955078125,1541.418479681015,cgp,mu+lambda,ant,7
318,1687030243.9565296,636.79443359375,1238.8729248046875,1236.1407470703125,848.8965454101562,878.0789794921875,4.774669647216797,1247.7191162109375,318,0,999.59912109375,318,259.90240478515625,1546.209897518158,cgp,mu+lambda,ant,7
319,1687030248.7422054,665.0869750976562,1236.1241455078125,1231.605712890625,831.4066772460938,869.3560791015625,4.769307613372803,1238.3658447265625,319,0,1034.693359375,319,327.8362731933594,1550.9955732822418,cgp,mu+lambda,ant,7
320,1687030253.5273795,706.2591552734375,1233.4495849609375,1232.9620361328125,872.4080810546875,916.9109497070312,4.7682976722717285,1239.655029296875,320,0,1018.8651733398438,320,262.82440185546875,1555.7807474136353,cgp,mu+lambda,ant,7
321,1687030258.3077855,606.036376953125,1242.9716796875,1242.4903564453125,812.4412231445312,870.5326538085938,4.763459205627441,1249.382568359375,321,0,1051.9739990234375,321,320.61492919921875,1560.5611534118652,cgp,mu+lambda,ant,7
322,1687030263.0930007,640.4378051757812,1235.1328125,1233.55908203125,833.1399536132812,891.4930419921875,4.768835544586182,1254.6539306640625,322,0,1000.5894165039062,322,287.4098205566406,1565.3463685512543,cgp,mu+lambda,ant,7
323,1687030267.8767147,659.8792724609375,1243.0499267578125,1242.8314208984375,837.5951538085938,916.2615966796875,4.766665935516357,1245.2430419921875,323,0,1162.66064453125,323,333.13323974609375,1570.1300826072693,cgp,mu+lambda,ant,7
324,1687030272.6565006,701.68017578125,1242.9891357421875,1226.6600341796875,865.7151489257812,904.5399169921875,4.762824535369873,1246.6251220703125,324,0,1028.9371337890625,324,264.01495361328125,1574.909868478775,cgp,mu+lambda,ant,7
325,1687030277.442925,644.7794189453125,1243.61279296875,1242.124267578125,832.057861328125,864.58935546875,4.77034330368042,1246.436767578125,325,0,992.7777099609375,325,272.0053405761719,1579.6962928771973,cgp,mu+lambda,ant,7
326,1687030282.2300856,690.4738159179688,1240.4088134765625,1238.44384765625,854.245361328125,876.65673828125,4.770920753479004,1250.9385986328125,326,0,997.6748046875,326,276.22930908203125,1584.4834535121918,cgp,mu+lambda,ant,7
327,1687030287.0143173,644.0554809570312,1235.9180908203125,1235.81103515625,846.8184204101562,893.447998046875,4.7672576904296875,1248.41943359375,327,0,997.6465454101562,327,288.69744873046875,1589.267685174942,cgp,mu+lambda,ant,7
328,1687030291.7987335,698.2454833984375,1236.945068359375,1236.841552734375,890.7176513671875,931.7839965820312,4.768655300140381,1238.241455078125,328,0,1150.52001953125,328,272.6619567871094,1594.0521013736725,cgp,mu+lambda,ant,7
329,1687030296.5784645,659.6785888671875,1243.7015380859375,1243.465087890625,825.9763793945312,942.03466796875,4.762722015380859,1245.3291015625,329,0,1080.165771484375,329,361.4102478027344,1598.831832408905,cgp,mu+lambda,ant,7
330,1687030301.3626695,730.8306884765625,1239.9627685546875,1238.415283203125,907.4371948242188,947.455078125,4.766759872436523,1241.7213134765625,330,0,1019.027587890625,330,226.4731903076172,1603.6160373687744,cgp,mu+lambda,ant,7
331,1687030306.1440098,677.1221923828125,1236.6312255859375,1235.54052734375,867.5987548828125,888.9111328125,4.765354633331299,1236.782958984375,331,0,1035.9072265625,331,277.063232421875,1608.397377729416,cgp,mu+lambda,ant,7
332,1687030310.9239213,672.3641967773438,1240.14794921875,1238.4893798828125,870.3596801757812,932.8638916015625,4.763066291809082,1246.1177978515625,332,0,1084.409912109375,332,279.48876953125,1613.1772892475128,cgp,mu+lambda,ant,7
333,1687030315.7048075,620.9447021484375,1239.1556396484375,1235.8453369140625,840.354736328125,869.4100952148438,4.764058589935303,1240.0831298828125,333,0,1026.8607177734375,333,289.14239501953125,1617.958175420761,cgp,mu+lambda,ant,7
334,1687030320.4880955,712.3810424804688,1244.952880859375,1242.3330078125,882.30810546875,958.9229736328125,4.7667236328125,1245.6549072265625,334,0,1100.412841796875,334,295.781494140625,1622.7414634227753,cgp,mu+lambda,ant,7
335,1687030325.2700465,696.6705932617188,1241.843017578125,1238.6297607421875,867.0664672851562,904.7815551757812,4.765316963195801,1245.5147705078125,335,0,1002.6932983398438,335,265.3030090332031,1627.5234143733978,cgp,mu+lambda,ant,7
336,1687030330.0532198,799.4467163085938,1238.185546875,1235.573974609375,900.8214111328125,980.9048461914062,4.768237590789795,1242.622314453125,336,0,1029.688232421875,336,258.18267822265625,1632.3065876960754,cgp,mu+lambda,ant,7
337,1687030334.8505142,739.4573974609375,1242.3704833984375,1238.1832275390625,907.2109985351562,977.2918701171875,4.775924205780029,1251.393798828125,337,0,1038.1571044921875,337,244.43655395507812,1637.103882074356,cgp,mu+lambda,ant,7
338,1687030339.6637826,706.5376586914062,1247.2054443359375,1241.7396240234375,893.3840942382812,906.9815673828125,4.791952133178711,1251.630615234375,338,0,1102.8909912109375,338,249.6457977294922,1641.9171504974365,cgp,mu+lambda,ant,7
339,1687030344.4588578,667.0301513671875,1229.5225830078125,1227.50732421875,825.9317626953125,876.86474609375,4.768996715545654,1229.9825439453125,339,0,994.987060546875,339,289.7391662597656,1646.7122256755829,cgp,mu+lambda,ant,7
340,1687030349.259324,705.5445556640625,1237.9735107421875,1237.7239990234375,853.9442138671875,878.0980224609375,4.759487628936768,1242.724853515625,340,0,1036.95849609375,340,306.46820068359375,1651.51269197464,cgp,mu+lambda,ant,7
341,1687030354.0498233,701.0927734375,1239.3641357421875,1238.548583984375,865.882568359375,905.0309448242188,4.751044273376465,1241.34716796875,341,0,998.8707885742188,341,279.06512451171875,1656.3031911849976,cgp,mu+lambda,ant,7
342,1687030358.838795,730.7423095703125,1246.5477294921875,1245.333984375,892.7420043945312,916.5597534179688,4.753961086273193,1246.696044921875,342,0,998.8924560546875,342,260.7303466796875,1661.092162847519,cgp,mu+lambda,ant,7
343,1687030363.62434,609.90771484375,1241.7421875,1237.402099609375,826.4177856445312,896.8768310546875,4.75963020324707,1243.2144775390625,343,0,1012.2591552734375,343,307.92108154296875,1665.8777079582214,cgp,mu+lambda,ant,7
344,1687030368.4073868,625.811767578125,1243.903076171875,1235.0943603515625,810.8117065429688,859.4854736328125,4.75734281539917,1248.179931640625,344,0,998.9683837890625,344,320.2204284667969,1670.6607546806335,cgp,mu+lambda,ant,7
345,1687030373.1937795,691.799072265625,1241.6263427734375,1239.2625732421875,853.2107543945312,893.610595703125,4.759398460388184,1242.0079345703125,345,0,996.3338623046875,345,269.24383544921875,1675.4471473693848,cgp,mu+lambda,ant,7
346,1687030377.9752178,647.4257202148438,1236.7451171875,1236.502197265625,817.532958984375,873.4730834960938,4.75705623626709,1240.8082275390625,346,0,996.5770263671875,346,295.6231384277344,1680.2285857200623,cgp,mu+lambda,ant,7
347,1687030382.7606447,823.28466796875,1241.001708984375,1238.817138671875,901.503173828125,937.8704833984375,4.768006801605225,1245.5274658203125,347,0,1028.8671875,347,251.25701904296875,1685.0140125751495,cgp,mu+lambda,ant,7
348,1687030387.5406299,702.608154296875,1242.830322265625,1236.8294677734375,871.03466796875,940.1285400390625,4.761621952056885,1242.9046630859375,348,0,997.1097412109375,348,265.96923828125,1689.7939977645874,cgp,mu+lambda,ant,7
349,1687030392.3240821,679.983154296875,1240.95263671875,1236.0550537109375,851.0284423828125,885.2613525390625,4.765680313110352,1244.412841796875,349,0,994.96923828125,349,260.32147216796875,1694.5774500370026,cgp,mu+lambda,ant,7
350,1687030397.111456,671.7057495117188,1232.358642578125,1227.4373779296875,862.609375,898.4545288085938,4.771197319030762,1233.026123046875,350,0,1046.8480224609375,350,276.0752868652344,1699.3648238182068,cgp,mu+lambda,ant,7
351,1687030401.899851,652.0328369140625,1229.4815673828125,1228.31884765625,840.2291870117188,894.40478515625,4.771045207977295,1242.3546142578125,351,0,997.1221313476562,351,284.9896545410156,1704.1532189846039,cgp,mu+lambda,ant,7
352,1687030406.6899922,716.766845703125,1242.5245361328125,1236.7896728515625,878.8114013671875,928.9342041015625,4.773414611816406,1252.231689453125,352,0,1017.0647583007812,352,289.10577392578125,1708.9433600902557,cgp,mu+lambda,ant,7
353,1687030411.477099,698.7540283203125,1239.3160400390625,1238.1485595703125,878.2047729492188,943.2276611328125,4.770740032196045,1239.362548828125,353,0,1032.98486328125,353,276.30035400390625,1713.7304668426514,cgp,mu+lambda,ant,7
354,1687030416.2622168,702.505615234375,1241.5784912109375,1237.52880859375,870.1875,896.921630859375,4.767890930175781,1242.60009765625,354,0,994.4213256835938,354,245.1157684326172,1718.5155847072601,cgp,mu+lambda,ant,7
355,1687030421.0527446,667.4183349609375,1235.7447509765625,1234.948486328125,830.7935791015625,880.4805908203125,4.773283004760742,1236.0770263671875,355,0,996.6016845703125,355,296.885986328125,1723.3061125278473,cgp,mu+lambda,ant,7
356,1687030425.8482604,754.0654296875,1239.21728515625,1238.214111328125,909.01953125,962.510009765625,4.778237342834473,1247.276611328125,356,0,1020.102783203125,356,242.8746337890625,1728.1016283035278,cgp,mu+lambda,ant,7
357,1687030430.6433456,691.42919921875,1236.7359619140625,1235.5208740234375,869.59716796875,945.1905517578125,4.777416229248047,1242.7099609375,357,0,1144.8447265625,357,317.6697082519531,1732.8967134952545,cgp,mu+lambda,ant,7
358,1687030435.4366114,696.8804321289062,1239.8653564453125,1228.7122802734375,862.78515625,881.358642578125,4.776379585266113,1241.1397705078125,358,0,997.7667236328125,358,254.7188262939453,1737.689979314804,cgp,mu+lambda,ant,7
359,1687030440.2282672,705.3275756835938,1238.9820556640625,1233.1209716796875,875.0542602539062,923.8270263671875,4.773749351501465,1240.278564453125,359,0,1009.8790283203125,359,267.7058410644531,1742.481635093689,cgp,mu+lambda,ant,7
360,1687030445.017871,707.248046875,1240.809326171875,1239.8095703125,885.8482666015625,934.8597412109375,4.773186683654785,1247.8876953125,360,0,1045.9310302734375,360,278.2253112792969,1747.2712388038635,cgp,mu+lambda,ant,7
361,1687030449.8094196,728.5045166015625,1242.4755859375,1234.505859375,900.607666015625,976.5396118164062,4.774340629577637,1246.2203369140625,361,0,1121.1392822265625,361,256.5814514160156,1752.0627875328064,cgp,mu+lambda,ant,7
362,1687030454.595434,706.146728515625,1243.6181640625,1242.0623779296875,873.4484252929688,908.794189453125,4.7685699462890625,1245.0552978515625,362,0,1087.5767822265625,362,285.2679138183594,1756.8488018512726,cgp,mu+lambda,ant,7
363,1687030459.3829558,703.4281005859375,1238.5224609375,1237.12548828125,868.4967651367188,915.3617553710938,4.770852088928223,1240.1866455078125,363,0,1027.0853271484375,363,264.3730773925781,1761.6363236904144,cgp,mu+lambda,ant,7
364,1687030464.1674533,701.0613403320312,1247.20361328125,1238.0294189453125,883.6104736328125,933.697998046875,4.767579555511475,1249.5919189453125,364,0,1092.728515625,364,277.3515625,1766.4208211898804,cgp,mu+lambda,ant,7
365,1687030468.954422,695.070556640625,1243.404541015625,1240.44970703125,872.6504516601562,939.2564697265625,4.769616603851318,1247.8004150390625,365,0,997.3675537109375,365,264.401611328125,1771.2077898979187,cgp,mu+lambda,ant,7
366,1687030473.7400913,668.1575927734375,1242.754638671875,1242.6651611328125,856.0828857421875,922.958251953125,4.7692742347717285,1248.4755859375,366,0,997.796875,366,282.6871643066406,1775.993459224701,cgp,mu+lambda,ant,7
367,1687030478.5276427,707.8299560546875,1237.343505859375,1235.3868408203125,872.2910766601562,892.4273681640625,4.7706379890441895,1242.7598876953125,367,0,996.514404296875,367,252.73675537109375,1780.7810106277466,cgp,mu+lambda,ant,7
368,1687030483.3152041,668.464599609375,1237.2877197265625,1234.5819091796875,862.14990234375,907.1343994140625,4.770183563232422,1238.349853515625,368,0,994.20458984375,368,269.7235107421875,1785.5685720443726,cgp,mu+lambda,ant,7
369,1687030488.1043594,594.7055053710938,1241.1676025390625,1241.166748046875,823.0545043945312,885.87060546875,4.772397994995117,1241.225341796875,369,0,1044.6466064453125,369,316.4598388671875,1790.3577272891998,cgp,mu+lambda,ant,7
370,1687030492.892725,669.7007446289062,1241.5699462890625,1241.137939453125,822.7124633789062,788.5202026367188,4.770777225494385,1243.8919677734375,370,0,1000.628662109375,370,307.6269226074219,1795.1460928916931,cgp,mu+lambda,ant,7
371,1687030497.6805105,708.8881225585938,1240.8994140625,1240.68701171875,893.290771484375,887.5697021484375,4.769969940185547,1251.9515380859375,371,0,1067.716064453125,371,236.98902893066406,1799.9338784217834,cgp,mu+lambda,ant,7
372,1687030502.4686022,665.0902099609375,1237.7958984375,1233.5887451171875,834.2942504882812,877.51220703125,4.771263599395752,1241.6552734375,372,0,991.24951171875,372,279.9637145996094,1804.7219700813293,cgp,mu+lambda,ant,7
373,1687030507.254864,645.7215576171875,1239.0322265625,1237.621337890625,850.1041870117188,897.6036376953125,4.767380237579346,1247.7337646484375,373,0,1147.608642578125,373,327.4242248535156,1809.5082318782806,cgp,mu+lambda,ant,7
374,1687030512.043097,676.8842163085938,1241.1795654296875,1237.1932373046875,845.4269409179688,882.70751953125,4.769522190093994,1241.9775390625,374,0,1027.42822265625,374,282.7051086425781,1814.296464920044,cgp,mu+lambda,ant,7
375,1687030516.8302824,692.5894775390625,1243.4183349609375,1241.3238525390625,850.126708984375,880.3255615234375,4.769711017608643,1246.77783203125,375,0,995.865478515625,375,289.9591369628906,1819.0836503505707,cgp,mu+lambda,ant,7
376,1687030521.619272,619.3037719726562,1241.0128173828125,1240.513916015625,804.7243041992188,788.3277587890625,4.770961284637451,1241.8505859375,376,0,990.04150390625,376,290.0458679199219,1823.8726398944855,cgp,mu+lambda,ant,7
377,1687030526.4076378,676.694580078125,1243.6815185546875,1234.1717529296875,846.0770263671875,885.0137939453125,4.770304203033447,1245.406494140625,377,0,1011.275390625,377,271.5685729980469,1828.6610057353973,cgp,mu+lambda,ant,7
378,1687030531.194799,632.903564453125,1234.166259765625,1231.39794921875,822.2603759765625,910.735595703125,4.768988609313965,1241.1142578125,378,0,1046.834716796875,378,339.84600830078125,1833.448166847229,cgp,mu+lambda,ant,7
